movie,tmdbid,adult,budget,tmdb_popularity,revenue,runtime
Second Act,503616,False,16000000,21.725,72282227,100
Spirited Away 2018 Re-release,,,,,,
Shoplifters,426615,False,0,4.471,0,90
12 Strong,429351,False,35000000,47.601,67450815,130
"Love, Simon",449176,False,17000000,44.735,66316289,110
Mile 22,347375,False,35000000,41.617,66308758,95
Life of the Party,399796,False,30000000,24.728,61700416,105
L Storm,506492,False,0,5.119,0,97
Capernaum,517814,False,4000000,25.742,64978931,126
Isle of Dogs,399174,False,62770198,22.109,64241499,101
Andhadhun,534780,False,4500000,14.996,40000000,139
Adrift,429300,False,35000000,24.925,4230000,96
The 15:17 to Paris,453201,False,30000000,22.099,57076286,94
A or B,521871,False,0,2.272,0,110
Go Brother!,543628,False,0,2.204,0,113
Early Man,387592,False,50000000,18.481,53431158,89
Peppermint,458594,False,25000000,37.484,53918723,102
Teen Titans GO! To the Movies,474395,False,10000000,38.564,28646544,85
Slender Man,439015,False,10000000,35.409,11817275,93
Breaking In,497814,False,6000000,19.976,49078000,88
Cry Me a Sad River,552345,False,0,4.75,0,104
Once Upon a Deadpool 2018 Re-release,,,,,,
Simmba,496524,False,0,5.947,0,159
Family is Family,243665,False,0,1.515,0,41
Death Wish,395990,False,30000000,39.876,34017028,107
The Magic Tuche,,,,,,
Golden Job,531380,False,0,20.048,0,100
Mary Queen of Scots,457136,False,25000000,20.135,37807625,124
Uncle Drew,474335,False,19000000,38.42,17665000,103
Acrimony,464502,False,20000000,30.161,34764055,120
Asterix: The Secret of the Magic Potion,527729,False,0,23.406,45631901,85
Bajrangi Bhaijaan 2018 Re-release,,,,,,
Winchester,416234,False,3500000,33.3,44019588,100
Annihilation,919689,False,0,3611.918,0,113
The Possession of Hannah Grace,434555,False,7700000,20.565,41036181,86
Long Day's Journey Into Night,616411,False,0,5.293,0,150
Overlord,438799,False,38000000,36.9,41657844,110
The Great Battle,884001,False,0,9.244,0,11
The Darkest Minds,445651,False,34000000,49.466,41142379,105
"Lost, Found",389272,False,0,8.748,0,90
Holmes & Watson,426563,False,42000000,16.553,40462793,90
Intimate Strangers,266869,False,0,2.791,0,97
Thugs of Hindostan,472138,False,31000000,7.351,3136000,164
Sink or Swim,123777,False,0,0.992,0,48
Show Dogs,425148,False,5500000,17.909,38830219,92
Believer,4012,False,1500000,10.712,1309316,98
The Spy Gone North,517991,False,17000000,10.793,0,138
On the Basis of Sex,339380,False,20000000,26.612,38673750,120
Taxi 5,434355,False,24625000,21.979,38600000,102
Fat Buddies,551777,False,0,1.512,0,109
Till The End Of The World,502086,False,0,2.625,0,117
2.0,211706,False,0,21.891,0,95
Nothing to Lose,11676,False,25000000,15.862,44480039,97
T-34,505954,False,8000000,20.027,36220872,139
Mia and the White Lion,498248,False,9600000,31.946,35487190,98
The Girl in the Spider's Web,446807,False,43000000,20.198,35164920,115
The Hate U Give,470044,False,23000000,24.216,34934009,133
Nobody's Fool,11593,False,0,11.981,0,110
Baaghi 2,496316,False,0,6.136,0,145
The Hurricane Heist,430040,False,35000000,30.959,32517248,103
All About Me,258282,False,0,1.862,0,70
Bad Times at the El Royale,446021,False,32000000,26.124,31882724,141
Hunter Killer,399402,False,40000000,55.063,31672678,121
Super Troopers 2,50022,False,13500000,17.635,18850674,100
The Strangers: Prey at Night,371608,False,12500000,25.235,31039126,85
Gintama 2: Rules are Made to be Broken,519176,False,0,10.499,0,134
The Way of the Bug,536370,False,0,1.4,0,
Clergy,621318,False,0,0.6,0,60
Ice,425,False,59000000,267.601,383257136,81
Free Solo,515042,False,0,17.346,21790193,100
Dark Figure of Crime,544627,False,7120949,10.9,29433930,111
Pad Man,447856,False,10000000,9.407,23000000,140
Mirai,475215,False,0,85.149,27526961,98
Default,294800,False,750000,2.484,0,88
One Cut of the Dead,513434,False,30000,10.094,200000000,96
The Happytime Murders,412988,False,40000000,23.274,27506452,91
Midnight Sun,419478,False,2800000,43.587,27365467,91
VIP Policeman,,,,,,
My Neighbor Totoro 2018 Re-release,,,,,,
The Faces of My Gene,514617,False,0,3.619,0,95
Badhaai Ho,234179,False,0,1.002,0,0
Hichki,493623,False,2000000,8.272,25629954,116
White Boy Rick,438808,False,29000000,15.795,26000000,111
"Paul, Apostle of Christ",476968,False,5000000,143.301,22525668,108
Champions,585216,False,15000000,182.746,44888959,88
Keys To The Heart,778277,False,0,0.6,0,0
Stan & Ollie,394741,False,10000000,14.939,24420923,98
The Witch: Part 1 - The Subversion,530254,False,5500000,19.148,24340302,125
The Accidental Detective 2: In Action,522811,False,0,4.339,24243825,116
Killing for the Prosecution,517373,False,0,3.192,0,124
Pokémon the Movie: The Power of Us,494407,False,0,58.171,23740788,100
The Guernsey Literary and Potato Peel Pie Society,451480,False,0,15.252,23148937,124
The Crimes That Bind,632618,False,0,11.847,0,99
New Happy Dad and Son 3: Adventure in Russia,553233,False,0,0.6,0,0
Padmaavat,432527,False,31000000,8.82,81673897,164
Won't You Be My Neighbor?,490003,False,0,11.4,22835787,95
Europe Raiders,420644,False,0,5.337,0,101
Mojin: The Worm Valley,571446,False,0,9.544,0,110
Stree,593995,False,0,0.911,0,160
