movie,tmdbid,adult,budget,tmdb_popularity,revenue,runtime
Avengers: Infinity War,299536,False,300000000,454.608,2046239637,149
Black Panther,284054,False,200000000,144.081,1347597973,134
Jurassic World: Fallen Kingdom,351286,False,170000000,165.387,1303459585,129
Incredibles 2,260513,False,200000000,204.127,1242805359,118
Aquaman,297802,False,160000000,115.183,1148528393,143
Bohemian Rhapsody,424694,False,52000000,82.586,894027543,135
Venom,335983,False,116000000,215.948,855013954,112
Mission: Impossible - Fallout,353081,False,178000000,66.95,791017452,147
Deadpool 2,383498,False,110000000,179.019,786365638,119
Fantastic Beasts: The Crimes of Grindelwald,338952,False,200000000,624.664,653355901,134
Ant-Man and the Wasp,363088,False,140000000,93.658,622674139,119
Ready Player One,333339,False,175000000,152.625,582890172,140
Operation Red Sea,460555,False,70000000,31.637,579220560,139
Detective Chinatown 2,505513,False,0,5.957,0,121
The Meg,345940,False,150000000,133.825,530243742,113
Ralph Breaks the Internet,404368,False,175000000,136.272,529221154,112
Hotel Transylvania 3: Summer Vacation,400155,False,80000000,97.489,528600000,97
The Grinch,360920,False,75000000,88.914,508575295,85
Bumblebee,424783,False,135000000,76.31,467989645,114
Dying to Survive,532753,False,0,7.129,0,117
A Star Is Born,332562,False,36000000,40.119,433888866,136
Rampage,427641,False,120000000,95.09,426245950,107
Mamma Mia! Here We Go Again,458423,False,75000000,24.91,395044706,113
Solo: A Star Wars Story,348350,False,250000000,53.694,392952373,135
Spider-Man: Into the Spider-Verse,324857,False,90000000,176.854,375540831,117
Fifty Shades Freed,337167,False,55000000,150.206,368307760,105
Hello Mr. Billionaire,538331,False,0,3.11,0,118
The Nun,439079,False,22000000,134.206,365550119,96
Monster Hunt 2,458576,False,60000000,329.305,42145959,104
Peter Rabbit,522478,False,45000000,227.739,153000000,93
Mary Poppins Returns,400650,False,130000000,42.16,348807090,131
A Quiet Place,520763,False,61000000,317.094,297372261,97
Green Book,490132,False,23000000,41.877,319700000,130
Skyscraper,447200,False,125000000,63.35,292351275,102
Ocean's Eight,402900,False,70000000,90.147,297718711,111
Pacific Rim: Uprising,268896,False,150000000,117.721,290061297,111
Maze Runner: The Death Cure,336843,False,62000000,127.826,288175335,143
Tomb Raider,338970,False,94000000,52.621,274650803,118
Halloween,610253,False,20000000,293.89,127000000,105
Crazy Rich Asians,455207,False,30000000,22.628,238539198,121
Creed II,480530,False,50000000,102.792,214215889,130
Smallfoot,446894,False,0,47.87,0,96
Us and Them,438466,False,0,2.787,0,83
The Island,1635,False,126000000,25.296,162949164,136
Christopher Robin,420814,False,75000000,29.374,99138899,104
The Equalizer 2,345887,False,62000000,81.182,102084362,121
Project Gutenberg,531384,False,38272500,10.559,0,130
The Mule,504172,False,50000000,34.873,174804407,116
The Nutcracker and the Four Realms,426543,False,120000000,32.495,59522646,99
Insidious: The Last Key,406563,False,10000000,64.96,167184112,103
The Predator,346910,False,88000000,101.993,160542134,107
Johnny English Strikes Again,463272,False,25000000,33.032,158256993,89
Red Sparrow,401981,False,69000000,45.843,151572634,140
More Than Blue,667709,False,0,1.281,0,112
The First Purge,442249,False,13000000,102.44,137056262,97
How Long Will I Love U,522921,False,0,4.088,0,101
A Wrinkle in Time,407451,False,103000000,26.292,132675864,109
The House with a Clock in Its Walls,463821,False,42000000,40.06,131457147,105
Instant Family,491418,False,48000000,46.29,14700000,118
A Cool Fish,554205,False,0,4.291,0,108
Game Night,445571,False,37000000,33.059,117501013,100
Dragon Ball Super: Broly,503314,False,1000000,158.167,125002821,101
The Monkey King 3,437543,False,73000000,18.554,0,114
First Man,369972,False,70000000,33.566,105702570,141
Book Club,502682,False,10000000,15.339,78720293,104
Night School,454293,False,29000000,27.302,33157615,111
Detective Conan: Zero the Enforcer,493006,False,0,27.217,101860359,110
Alpha,399360,False,51000000,47.032,35808437,97
Along With the Gods: The Last 49 Days,518068,False,18300000,151.278,112790210,141
A Simple Favor,484247,False,20000000,28.629,97644617,117
Boonie Bears: The Big Shrink,529426,False,0,6.041,88726207,89
The Favourite,375262,False,15000000,24.14,95918706,119
Truth or Dare,460019,False,3500000,94.395,95330493,100
Kill Mobile,571432,False,0,1.552,0,96
I Feel Pretty,460668,False,32000000,32.164,94539426,111
Blockers,437557,False,21000000,42.168,94017294,102
BlacKkKlansman,487558,False,15000000,18.676,93400823,135
Goosebumps 2: Haunted Halloween,442062,False,35000000,45.879,93320380,90
Shadow,675327,False,0,90.728,1025190,83
Overboard,454619,False,12000000,69.895,91244913,112
Sherlock Gnomes,370567,False,59000000,22.127,90497778,86
Detective Dee: The Four Heavenly Kings,506763,False,0,14.04,84168923,132
"Hello, Mrs. Money",551127,False,0,0.825,0,113
Robin Hood,20662,False,200000000,86.164,321669741,140
I Can Only Imagine,470878,False,7000000,77.218,86026201,110
Hidden Man,474646,False,0,0.6,0,85
Mortal Engines,428078,False,100000000,47.29,83672673,129
iPartment the Movie,,,,,,
Doraemon the Movie: Nobita's Treasure Island,495925,False,0,16.421,0,109
Den of Thieves,449443,False,30000000,61.363,80509622,140
Hereditary,493922,False,10000000,75.801,80239658,128
Code Blue: The Movie,497333,False,1250000,2.955,0,127
Tag,455980,False,28000000,35.796,75100000,100
Sanju,516545,False,0,1.343,0,0
Vice,307663,False,10000000,21.15,0,96
Widows,401469,False,42000000,22.081,73866088,129
Sicario: Day of the Soldado,400535,False,35000000,63.342,75836683,122
Searching,489999,False,1000000,29.803,75462037,102
The Spy Who Dumped Me,454992,False,40000000,24.863,33562069,117
Animal World,118275,False,0,1.537,0,82
Amazing China,508685,False,0,0.6,0,90
