movie,tmdbid,adult,budget,tmdb_popularity,revenue,runtime
Resident Evil: Welcome to Raccoon City,460458,False,40000000,993.108,31000000,107
King Richard,614917,False,50000000,220.681,30000000,145
Nightmare Alley,597208,False,60000000,907.41,36816746,150
The Yinyang Master,758902,False,0,12.688,0,113
Rurouni Kenshin: Final Chapter Part I - The Final,602063,False,0,156.46,33457923,138
The Door Lock,878706,False,0,1.448,0,105
Arashi Anniversary Tour 5 x 20 Film: Record of Memories,,,,,,
I Fell in Love Like a Flower Bouquet,695932,False,0,9.465,0,124
Malignant,619778,False,40000000,153.256,24640084,111
Big Red Envelope,792003,False,0,0.949,0,122
Masquerade Night,824202,False,0,4.114,0,129
Once Upon a Time in Hong Kong,814781,False,0,2.386,0,0
Home Sweet Home,654974,False,0,230.9,0,93
Respect,592863,False,0,51.148,31217372,145
The Unholy,632357,False,10000000,383.885,30763855,99
The Last Duel,617653,False,100000000,401.282,27000000,153
Licorice Pizza,718032,False,40000000,55.235,27423319,133
The Little Things,602269,False,30000000,92.508,29942746,128
Escape from Mogadishu,607844,False,0,18.357,29855981,121
Master,680829,False,0,15.751,0,98
The Last Warrior: Root of Evil,589754,False,8400000,552.573,27658331,120
The Last Warrior: A Messenger of Darkness,598014,False,0,13.067,22492619,0
American Underdog,673309,False,0,134.656,25000000,112
Chaos Walking,412656,False,125000000,122.987,26943020,109
The Courier,522241,False,0,124.652,26000000,112
Those Who Wish Me Dead,578701,False,20000000,95.707,23384502,100
The Marksman,634528,False,23000000,240.699,22039969,108
Last Night in Soho,576845,False,43000000,181.666,19000000,117
The Day We Lit Up the Sky,849900,False,0,0.724,0,107
Spencer,716612,False,18000000,56.166,14000000,117
Kaamelott: First Installment,577242,False,17516235,12.672,19002036,120
After We Fell,744275,False,14000000,481.913,19000000,99
Rurouni Kenshin: Final Chapter Part II - The Beginning,,,,,,
Wish Dragon,550205,False,0,228.879,25860000,99
Stillwater,616651,False,20000000,59.461,19672073,139
Les Tuche 4,613335,False,0,27.835,0,101
Dear Evan Hansen,567690,False,27500000,56.418,19046191,137
Parallel Mothers,766798,False,0,65.717,0,123
The Pioneer,475692,False,0,0.6,0,21
The Green Knight,559907,False,15000000,39.157,18192220,130
Antlers,516329,False,0,431.437,18312201,99
Sinkhole,623135,False,0,441.784,0,113
Mobile Suit Gundam: Hathaway,685274,False,0,412.613,0,96
The Stronghold,637534,False,14479740,194.557,0,105
Bo Gia,787459,False,128,1.343,17130489,128
The Dry,567797,False,0,15.558,17166067,117
Gintama: The Final,732203,False,0,7.749,15486691,104
Railway Heroes,889227,False,0,3.361,0,124
The Wolf and the Lion,780382,False,11900000,40.472,15300000,99
Upon the Magic Roads,576784,False,8020000,23.372,0,100
Reminiscence,579047,False,68000000,43.019,18717947,116
Your Turn to Kill,915295,False,0,3.007,0,142
The Night House,547565,False,0,39.195,14590542,107
Minari,615643,False,2000000,25.301,12886100,115
Something About Love,226726,False,0,1.02,0,93
Anita,47397,False,0,10.914,0,95
The Tomorrow War,588228,False,200000000,401.38,0,138
"And, the Baton Was Passed",853731,False,0,2.105,0,0
Cry Macho,749274,False,33000000,41.562,11780000,104
99.9 Criminal Lawyer: The Movie,,,,,,
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,795564,False,0,5.569,0,104
Sword Art Online: Progressive - Aria of a Starless Night,761898,False,0,57.479,0,97
Christmas with the Chosen: The Messengers,905068,False,0,3.964,13728000,110
OSS 117: From Africa with Love,604563,False,20400000,14.526,13450000,117
Hostage: Missing Celebrity,602463,False,0,3.924,0,94
Eiffel,655082,False,26000000,23.207,13000000,108
Vakeel Saab,673732,False,2000000,3.447,0,155
Monkey King Reborn,811634,False,20000000,22.003,0,95
School of Magical Animals,793937,False,11700000,7.048,0,93
No Escapes,15244,False,0,10.744,0,101
The Bodin's in the Land of Smile,874294,False,8102011,4.93,0,98
The Many Saints of Newark,524369,False,0,136.09,11620603,120
Character,951284,False,0,21.141,0,39
On Your Mark,10840,False,0,9.776,0,7
Stand by Me,265712,False,35000000,106.922,83061158,90
On the Line,398289,False,0,13.046,0,97
The Fable: The Killer Who Doesn't Kill,734519,False,0,4.596,0,132
What Did You Eat Yesterday?,824362,False,0,0.794,0,120
Aline,498402,False,0,10.614,0,128
Harry Potter and the Sorcerer's Stone 2021 Re-release,,,,,,
Krack,125442,False,0,0.6,0,100
Kaiserschmarrndrama,700578,False,0,3.801,0,96
"Caution, Hazardous Wife: The Movie",706566,False,0,2.521,0,120
Realm of Terracotta,844158,False,0,0.6,0,0
Detective Conan: The Scarlet Alibi,801293,False,0,7.295,0,93
Never Stop,341012,False,20000000,16.748,9496130,86
Sumikko Gurashi The Movie: The Magical Child Of The Blue Moonlit Night,,,,,,
Black Box,716258,False,0,54.384,0,100
The Soul,754334,False,0,10.961,0,77
¡A todo tren! Destino Asturias,800823,False,5308245,73.669,3468053,89
Baragaki: Unbroken Samurai,726894,False,0,3.528,0,148
Ainbo,588921,False,0,244.145,7877742,84
The Worst Person in the World,333118,False,0,1.975,0,4
All About My Mother,99,False,8272296,17.386,67872296,101
The Eleventh Chapter,598389,False,200000,1.342,0,115
The Vault,630004,False,0,246.329,0,118
Kaguya-sama: Love Is War,617402,False,0,38.684,0,113
Agent Backkom: Kings Bear,869404,False,0,0.69,8500000,95
Honey Lemon Soda,853821,False,0,1.649,4,111
Delicious,58884,False,0,6.657,13826,96
The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,,,,,,
The Medium,923049,False,0,25.292,0,0
The Protégé,645788,False,0,176.378,8115215,109
I Don't Have Any Money Left in My Retirement Account,704035,False,0,2.406,0,115
White Snake 2: Green Snake,795607,False,0,20.231,87212911,131
New Happy Dad and Son 4,553233,False,0,0.6,0,0
Lost Illusions,412536,False,0,0.665,0,14
Sunny Sisters,829933,False,0,0.996,0,118
Hard Hit,654739,False,0,6.489,0,90
Little Canned Men,872086,False,0,1.4,0,94
Pushpa: The Rise - Part 1,690957,False,0,18.068,0,179
The Mauritanian,644583,False,0,21.999,0,129
The Ice Road,646207,False,0,75.864,2147110,108
Love Letter 2021 Re-release,,,,,,
'83,601337,False,36786988,7.902,25452983,163
Signal: The Movie,768480,False,0,4.673,0,121
Contra,879163,False,0,78.547,0,67
Dear Tutu: Operation T-Rex,,,,,,
Water Boys,356249,False,0,0.6,0,0
Couple from the Future,732693,False,0,3.213,0,104
Sooryavanshi,592508,False,13000000,355.008,37700000,145
Extinct,664236,False,0,159.946,0,85
Are You Lonesome Tonight?,256140,False,0,2.116,0,94
