movie,tmdbid,adult,budget,tmdb_popularity,revenue,runtime
Rush,2109,False,33000000,89.869,244721064,98
Police Story: Lockdown,219572,False,0,17.782,81170000,108
The Internship,116741,False,58000000,1.662,44000000,119
The Purge,158015,False,3000000,80.178,89328627,86
Dhoom 3,44977,False,19500000,12.114,91000000,172
Pain & Gain,134374,False,25000000,93.616,87305549,130
About Time,122906,False,12000000,46.574,87100449,123
American Dreams in China,196325,False,0,6.94,88000000,112
Snowpiercer,110415,False,39200000,66.123,86758912,127
Carrie,7342,False,0,66.058,0,132
Finding Mr. Right,188183,False,4881000,6.002,81350000,123
The Fighter Pilot,248087,False,0,4.878,84500000,144
Miracle in Cell No. 7,665042,False,0,3.111,0,132
The Attorney,242452,False,0,9.707,0,127
The Family,618353,False,0,138.71,0,31
Scary Movie V,4258,False,20000000,122.999,78378744,86
R.I.P.D.,49524,False,130000000,51.751,61648500,96
Tiny Times,209049,False,0,5.891,79,116
Suck Me Shakespeer,233063,False,5000000,12.875,0,119
The Book Thief,203833,False,0,23.814,76586316,131
Escape from Planet Earth,68179,False,40000000,24.784,74597643,89
August: Osage County,152737,False,25000000,10.619,74188937,121
The Best Man Holiday,146304,False,17000000,10.195,71625195,123
The Counselor,109091,False,25000000,17.534,71009334,117
Sole a catinelle,231176,False,8000000,7.362,0,87
The Call,158011,False,13000000,55.731,68572378,94
One Direction: This Is Us,164558,False,10000000,21.761,68500000,92
Stalingrad,11101,False,0,20.022,152972,134
Thunder and the House of Magic,202575,False,34000000,25.244,64197205,85
The Grandmaster,44865,False,3860000,22.694,64076736,130
Side Effects,109421,False,30000000,10.901,63372757,106
The Host,72710,False,44000000,32.307,63327201,125
Runner Runner,146238,False,30000000,13.163,62616646,91
The Face Reader,220176,False,0,7.569,0,140
The Legend of Hercules,188207,False,70000000,30.932,61279452,99
Kick-Ass 2,59859,False,28000000,66.361,60700000,103
A Haunted House,139038,False,2500000,104.676,60141683,86
Beautiful Creatures,109491,False,60000000,33.756,60052138,124
Snitch,134411,False,35000000,38.811,42930462,112
The Physician,169881,False,36000000,22.067,57284237,155
Firestorm,41417,False,19000000,8.653,0,89
Dallas Buyers Club,152532,False,5000000,18.039,55736588,117
A Madea Christmas,175555,False,47000000,8.631,53396354,100
Temptation: Confessions of a Marriage Counselor,97006,False,0,13.115,0,111
Delivery Man,146239,False,26000000,22.266,51164106,105
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,760694,False,0,0.6,0,0
Dragon Ball Z: Battle of Gods,126963,False,0,240.598,50461371,85
The Berlin File,160704,False,9000000,9.789,48965210,120
Her,152601,False,23000000,31.562,47351251,126
Homefront,204082,False,22000000,40.629,43058898,100
The Last Stand,76640,False,30000000,20.477,0,107
21 & Over,107811,False,13000000,25.647,48065672,93
Texas Chainsaw,632727,False,20000000,870.155,0,83
Tiny Times 2.0,211711,False,0,6.77,47,116
Switch,423988,False,1000000,27.006,0,91
The Place Beyond the Pines,97367,False,15000000,15.854,35485608,140
Parker,119283,False,35000000,64.262,46216641,118
The Big Wedding,87567,False,35000000,12.655,21819348,90
Badges of Fury,202220,False,0,11.637,46495296,98
The World's End,107985,False,20000000,34.74,46089287,109
Grudge Match,64807,False,40000000,24.073,44907260,113
The White Storm,233112,False,0,8.652,0,140
Tarzan,37135,False,130000000,99.064,448191819,88
Secretly Greatly,199584,False,0,7.557,0,124
"The Chef, The Actor, The Scoundrel",195300,False,0,3.188,44400000,108
Doraemon: Nobita's Secret Gadget Museum,218726,False,0,6.84,0,104
Jobs,115782,False,12000000,15.275,35931410,128
No Man's Land,34379,False,8000000,10.639,2877571,106
Lupin III vs. Detective Conan: The Movie,239529,False,0,24.441,0,106
Yolki 3,489648,False,0,4.512,16138333,85
Don Jon,138697,False,3000000,32.098,0,90
Antoine and Sebastian,370278,False,0,0.84,0,95
Cold Eyes,204553,False,0,35.777,0,119
"Like Father, Like Son",38322,False,32000000,76.82,83615414,107
Detective Conan: Private Eye in the Distant Sea,228805,False,0,21.292,0,110
Dügün Dernek,246524,False,0,5.896,0,106
The Terror Live,209764,False,0,8.612,0,97
Hide and Seek,11096,False,30000000,32.444,127369981,101
Blind Detective,194523,False,11000000,6.645,0,130
Broken City,98357,False,56000000,36.7,34737199,109
Inside Llewyn Davis,86829,False,11000000,16.203,32935319,104
Serial Teachers,325844,False,0,9.315,0,93
Mud,103731,False,10000000,13.863,21587700,130
Midsummer's Equation,204702,False,0,4.157,0,129
Kevin Hart: Let Me Explain,181330,False,0,9.831,32230907,74
Pokémon,447404,False,150000000,150.978,433005346,105
The After-Dinner Mysteries,257327,False,0,2.371,0,121
Underdogs,230015,False,0,3.734,0,104
Spring Breakers,122081,False,5000000,15.668,31724284,94
New World,382272,False,0,40.279,0,135
101 Proposals,168998,False,0,2.608,0,104
A Wedding Invitation,195921,False,0,1.436,0,101
Silent Witness,102931,False,0,2.727,0,120
Special ID,222216,False,0,9.569,12666,98
Kokowääh 2,170759,False,0,7.468,0,120
The Suspect,25413,False,0,4.964,0,85
The Four 2,251749,False,0,5.078,0,117
The Kiyosu Conference,229113,False,0,2.913,0,135
I Give It a Year,150117,False,0,31.207,29128433,97
Mandela: Long Walk to Freedom,192136,False,35000000,12.672,27333835,141
Dark Skies,145135,False,3500000,45.934,25174316,97
Nebraska,129670,False,12000000,10.258,27682872,115
The Incredible Burt Wonderstone,124459,False,30000000,15.455,27437881,100
Gorko!,298483,False,0,2.822,0,96
Khumba,172391,False,20000000,26.658,27187375,85
You're Next,83899,False,0,27.65,14347000,95
Mr. Go,86196,False,0,2.15,0,89
The Break Up Man,,,,,,
The Way Way Back,147773,False,4600000,22.094,23198652,103
We Are the Nobles,180147,False,2000000,47.461,0,108
The Stolen Years,221112,False,0,3.923,0,111
One Night Surprise,212640,False,0,1.738,0,106
Platinum Data,208429,False,0,4.839,0,133
Gekijouban SPEC: Kurôzu - Zen no hen,286737,False,0,4.773,0,94
Unbeatable,167688,False,0,8.393,0,50
Man on the Edge,574543,False,0,0.84,0,58
Enough Said,209263,False,0,9.829,25288872,93
The Last Exorcism Part II,146203,False,5000000,27.315,15179302,88
"Me, Myself and Mum",190880,False,10735974,7.873,0,85
Drug War,25572,False,0,2.243,0,118
The Tale of The Princess Kaguya,149871,False,49300000,17.773,24366656,137
The Great Beauty,421635,False,0,0.6,0,4
Trance,68727,False,20000000,12.32,24261569,101
The Railway Man,127560,False,18000000,13.016,24174885,116
Out of Inferno,244339,False,0,6.038,0,107
Bring Happiness Home,195933,False,0,0.742,0,92
Baggage Claim,175528,False,8500000,12.152,22456509,96
