movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Glass,450465,tt6823368,James McAvoy,30.715,Bruce Willis,25.856,Samuel L. Jackson,56.705,Anya Taylor-Joy,38.002,Sarah Paulson,16.392
The Bravest,422868,tt3202982,,,,,,,,,,
Annabelle Comes Home,521029,tt8350360,Mckenna Grace,57.227,Madison Iseman,15.595,Katie Sarife,4.493,Vera Farmiga,28.396,Patrick Wilson,31.977
Better Days,638841,tt5979556,Cody Brotter,0.6,Zachary Mooren,1.4,Mitch Eakins,1.465,Sara Lindsey,4.93,Jodi Moore Lewis,0.6
Ford v Ferrari,359724,tt1950186,Christian Bale,26.638,Matt Damon,23.323,Jon Bernthal,24.637,Caitriona Balfe,8.68,Josh Lucas,10.904
Little Women,331482,tt3281548,Saoirse Ronan,21.955,Florence Pugh,21.962,Emma Watson,69.598,Eliza Scanlen,10.572,Laura Dern,14.988
The Addams Family,639721,tt11125620,Oscar Isaac,60.716,Charlize Theron,40.523,Javon Walton,7.591,Chloë Grace Moretz,56.69,Nick Kroll,14.161
Rocketman,504608,tt2066051,Taron Egerton,16.392,Jamie Bell,19.222,Richard Madden,25.349,Bryce Dallas Howard,24.741,Gemma Jones,8.025
Weathering with You,568160,tt9426210,Kotaro Daigo,4.816,Nana Mori,9.639,Tsubasa Honda,11.536,Sakura Kiryu,3.937,Sei Hiraizumi,3.364
Downton Abbey,535544,tt6398184,Hugh Bonneville,11.481,Laura Carmichael,6.097,Jim Carter,5.582,Raquel Cassidy,8.912,Brendan Coyle,8.013
The Lego Movie 2: The Second Part,280217,tt3513498,Chris Pratt,27.826,Elizabeth Banks,14.855,Will Arnett,16.336,Tiffany Haddish,8.655,Stephanie Beatriz,24.028
Sheep Without a Shepherd,652783,tt11210032,Xiao Yang,5.011,Tan Zhuo,6.801,Joan Chen,12.76,Philip Keung,6.731,Paul Chun,2.763
The White Storm 2: Drug Lords,512731,tt8239806,Andy Lau,16.233,Louis Koo,16.886,Michael Miu,6.099,Karena Lam,2.279,Chrissie Chau,9.554
Abominable,431580,tt6324278,Chloe Bennet,13.243,Albert Tsai,3.72,Tenzing Norgay Trainor,12.435,Joseph Izzo,1.793,Eddie Izzard,19.34
Ip Man 4: The Finale,449924,tt2076298,Donnie Yen,16.207,Wu Yue,13.796,Vanness Wu,9.171,Scott Adkins,15.83,Danny Chan Kwok-kwan,20.815
Gemini Man,453405,tt1025100,Will Smith,33.966,Mary Elizabeth Winstead,26.06,Clive Owen,11.284,Benedict Wong,33.788,Douglas Hodge,3.895
Spies in Disguise,431693,tt5814534,Will Smith,33.966,Tom Holland,128.32,Ben Mendelsohn,17.814,Rashida Jones,16.509,Karen Gillan,37.205
Hustlers,540901,tt5503686,Constance Wu,6.272,Jennifer Lopez,10.12,Julia Stiles,6.434,Keke Palmer,15.491,Lili Reinhart,10.989
The Climbers,595394,tt0017758,Irene Rich,3.304,Clyde Cook,1.837,Forrest Stanley,0.6,Florence Fair,0.6,Myrna Loy,8.869
Escape Room,522681,tt5886046,Taylor Russell,17.641,Logan Miller,14.811,Deborah Ann Woll,18.347,Jay Ellis,1.637,Nik Dodani,7.452
Yesterday,515195,tt8079248,Himesh Patel,7.643,Lily James,24.325,Joel Fry,28.613,Ed Sheeran,4.393,Kate McKinnon,9.885
The Angry Birds Movie 2,454640,tt6095472,Jason Sudeikis,8.331,Josh Gad,11.913,Leslie Jones,4.831,Bill Hader,16.702,Rachel Bloom,9.223
Angel Has Fallen,423204,tt6189022,Gerard Butler,18.085,Morgan Freeman,23.816,Jada Pinkett Smith,33.927,Nick Nolte,11.236,Danny Huston,7.01
Ad Astra,419704,tt2935510,Brad Pitt,26.942,Tommy Lee Jones,27.694,Ruth Negga,14.57,John Ortiz,10.312,Liv Tyler,23.113
Midway,522162,tt6924650,Ed Skrein,13.665,Patrick Wilson,31.977,Woody Harrelson,19.341,Luke Evans,23.783,Mandy Moore,15.654
The Upside,440472,tt1987680,Kevin Hart,14.271,Bryan Cranston,30.228,Nicole Kidman,23.379,Golshifteh Farahani,18.844,Aja Naomi King,7.887
The Curse of La Llorona,480414,tt4913966,Linda Cardellini,17.794,Raymond Cruz,14.665,Patricia Velásquez,12.972,Roman Christou,5.639,Jaynee-Lynne Kinchen,3.709
Looking Up,583188,tt0076326,Marilyn Chris,0.84,Dick Shawn,2.05,Doris Belack,3.024,Harry Goz,2.738,Ellen Sherman,0.6
Zombieland: Double Tap,338967,tt1560220,Woody Harrelson,19.341,Jesse Eisenberg,30.679,Emma Stone,40.711,Abigail Breslin,23.194,Rosario Dawson,22.564
Last Christmas,549053,tt8623904,Emilia Clarke,17.338,Henry Golding,8.632,Michelle Yeoh,55.862,Emma Thompson,24.804,Lydia Leonard,6.817
Extreme Job,628904,tt10275122,Kevin Hart,14.271,,,,,,,,
Dora and the Lost City of Gold,499701,tt7547410,Isabela Merced,17.013,Jeffrey Wahlberg,7.764,Madeleine Madden,11.204,Eugenio Derbez,11.748,Michael Peña,22.593
Wonder Park,400157,tt6428676,Jennifer Garner,16.887,Matthew Broderick,9.649,John Oliver,4.383,Mila Kunis,20.107,Kenan Thompson,11.08
P Storm,588073,tt10017680,Louis Koo,16.886,Kevin Cheng,4.494,Raymond Lam,8.512,Gordon Lam,8.718,Chrissie Chau,9.554
Detective Conan: The Fist of Blue Sapphire,566555,tt9501310,Minami Takayama,10.806,Kappei Yamaguchi,11.26,Wakana Yamazaki,3.604,Rikiya Koyama,7.883,Nobuyuki Hiyama,4.92
The Gentlemen,522627,tt8367814,Matthew McConaughey,20.491,Charlie Hunnam,18.698,Henry Golding,8.632,Michelle Dockery,11.298,Jeremy Strong,10.65
Pet Sematary,8913,tt0098084,Dale Midkiff,8.514,Fred Gwynne,7.466,Denise Crosby,9.675,Brad Greenquist,1.706,Kavi Raz,1.4
Boonie Bears: Blast Into the Past,581218,tt10250750,Chris Boike,1.094,Joseph S. Lambert,0.6,Siobhan Lumsden,1.13,Nichalia Schwartz,0.6,Nikki Stinson,0.6
Good Boys,521777,tt6977338,Jacob Tremblay,12.784,Brady Noon,5.968,Keith L. Williams,6.951,Molly Gordon,9.967,Midori Francis,5.334
Scary Stories to Tell in the Dark,417384,tt3387520,Zoe Colletti,9.5,Dean Norris,19.16,Michael Garza,2.671,Gabriel Rush,4.796,Gil Bellows,15.6
Line Walker 2: Invisible Spy,589157,tt10295602,Nick Cheung,6.488,Louis Koo,16.886,Francis Ng,8.953,Huang Zhizhong,3.096,Jiang Peiyao,7.153
The New King of Comedy,575138,tt9368628,E Jingwen,2.143,Baoqiang Wang,6.389,Zhang Quandan,3.659,Jing Ruyang,1.094,Zhang Qi,0.6
The Hustle,449562,tt1298644,Anne Hathaway,36.931,Rebel Wilson,10.1,Alex Sharp,2.446,Ingrid Oliver,1.201,Nicholas Woodeson,4.218
Adoring,913223,tt9601738,,,,,,,,,,
Crawl,511987,tt8364368,Kaya Scodelario,44.822,Barry Pepper,22.121,Morfydd Clark,10.497,Ross Anderson,0.84,Jose Palma,1.219
Five Feet Apart,527641,tt6472976,Haley Lu Richardson,13.103,Cole Sprouse,14.414,Moisés Arias,10.206,Kimberly Hebert Gregory,5.438,Parminder Nagra,22.184
Rambo: Last Blood,522938,tt1206885,Sylvester Stallone,32.593,Paz Vega,15.854,Sergio Peris-Mencheta,12.121,Adriana Barraza,3.524,Yvette Monreal,10.443
Jojo Rabbit,515001,tt2584384,Roman Griffin Davis,2.363,Thomasin McKenzie,30.893,Scarlett Johansson,38.188,Taika Waititi,23.617,Sam Rockwell,13.281
Serial (Bad) Weddings 2,505436,tt6556670,Christian Clavier,6.446,Chantal Lauby,8.669,Ary Abittan,3.725,Medi Sadoun,4.617,Frédéric Chau,1.128
One Piece: Stampede,568012,tt9430698,Mayumi Tanaka,12.81,Kazuya Nakai,10.996,Akemi Okamura,5.632,Kappei Yamaguchi,11.26,Hiroaki Hirata,7.274
A Dog's Way Home,508763,tt7616798,Ashley Judd,14.057,Jonah Hauer-King,6.04,Edward James Olmos,9.276,Alexandra Shipp,24.492,Chris Bauer,8.037
Cold Pursuit,438650,tt5719748,Liam Neeson,33.989,Laura Dern,14.988,Emmy Rossum,17.786,Michael Eklund,8.959,Micheál Richardson,4.612
A Dog's Journey,522518,tt8385474,Marg Helgenberger,18.122,Betty Gilpin,16.992,Henry Lau,13.111,Kathryn Prescott,2.836,Dennis Quaid,13.1
A Madea Family Funeral,464504,tt7054636,Cassi Davis,8.625,Patrice Lovely,3.029,Tyler Perry,7.41,Jen Harper,0.652,Derek Morgan,1.26
Cats,10992,tt0239395,Jeff Goldblum,13.337,Elizabeth Perkins,11.128,Alexander Pollock,3.34,Miriam Margolyes,6.245,Tobey Maguire,29.442
Charlie's Angels,458897,tt5033998,Kristen Stewart,28.953,Naomi Scott,24.598,Ella Balinska,5.083,Elizabeth Banks,14.855,Patrick Stewart,16.314
Doctor Sleep,501170,tt5606664,Ewan McGregor,15.899,Kyliegh Curran,2.731,Rebecca Ferguson,48.521,Cliff Curtis,16.479,Zahn McClarnon,14.151
What Men Want,487297,tt7634968,Taraji P. Henson,12.785,Aldis Hodge,10.583,Josh Brener,4.14,Erykah Badu,3.148,Richard Roundtree,8.432
After,537915,tt4126476,Josephine Langford,23.354,Hero Fiennes Tiffin,13.794,Shane Paul McGhie,6.954,Khadijha Red Thunder,5.375,Dylan Arnold,16.194
Exit,833425,tt7550014,Havana Rose Liu,7.559,Danny Ramirez,7.247,Dennis Haysbert,12.135,David Rysdahl,5.421,Dale Dickey,17.99
Playing with Fire,554241,tt9134216,John Cena,15.948,Keegan-Michael Key,5.226,John Leguizamo,11.213,Tyler Mane,5.586,Brianna Hildebrand,24.067
A Beautiful Day in the Neighborhood,501907,tt3224458,Matthew Rhys,8.457,Tom Hanks,27.299,Chris Cooper,6.765,Susan Kelechi Watson,6.255,Maryann Plunkett,2.76
War,919689,tt16611138,Arie Thompson,1.732,William Baldwin,16.007,Noel Gugliemi,24.947,Rashod Freelove,0.6,Kennedy Porter,0.694
Eiga Doraemon: Nobita no getsumen tansaki,575222,tt9735672,Wasabi Mizuta,6.349,Megumi Oohara,3.434,Yumi Kakazu,3.533,Tomokazu Seki,12.709,Subaru Kimura,15.999
Happy Death Day 2U,512196,tt8155288,Jessica Rothe,14.017,Israel Broussard,8.913,Ruby Modine,8.175,Suraj Sharma,3.276,Rachel Matthews,7.904
White Snake,573699,tt9288776,Zhang Zhe,3.384,Yang Tianxiang,8.596,Tang Xiaoxi,5.404,Liu Ziling,0.6,Zhang Yaohan,1.4
Bombshell,525661,tt6394270,Charlize Theron,40.523,Nicole Kidman,23.379,Margot Robbie,29.861,John Lithgow,17.218,Allison Janney,8.247
Ashfall,581387,tt11285908,Lee Byung-hun,18.029,Ha Jung-woo,9.169,Ma Dong-seok,18.473,Jeon Hye-jin,4.528,Bae Suzy,16.858
Ma,502416,tt7958736,Octavia Spencer,10.21,Diana Silvers,17.649,Juliette Lewis,16.435,Corey Fogelmanis,4.088,McKaley Miller,7.844
My Best Summer,602663,tt10195976,Arthur Chen,2.066,He Landou,8.691,Kara Hui,9.549,Zhou Chu-chu,2.611,Wang Lingyu,2.388
Ready or Not,567609,tt7798634,Samara Weaving,23.726,Adam Brody,12.543,Mark O'Brien,6.506,Henry Czerny,9.503,Andie MacDowell,8.876
Jade Dynasty,578906,tt9680630,Xiao Zhan,26.716,Li Qin,9.762,Meng Meiqi,3.032,Tang Yixin,9.916,Cecilia Yip,5.964
Das perfekte Geheimnis,620881,tt10145122,Elyas M'Barek,12.524,Florian David Fitz,7.489,Jella Haase,10.517,Karoline Herfurth,12.648,Frederick Lau,6.524
The Big Shot,19388,tt0034513,Humphrey Bogart,8.595,Irene Manning,0.6,Richard Travis,5.506,Susan Peters,1.4,Stanley Ridges,1.856
Hellboy,456740,tt2274648,David Harbour,14.309,Milla Jovovich,16.232,Ian McShane,20.779,Sasha Lane,6.617,Daniel Dae Kim,11.747
Long Shot,459992,tt2139881,Charlize Theron,40.523,Seth Rogen,19.602,O'Shea Jackson Jr.,3.87,Andy Serkis,16.501,June Diane Raphael,11.469
Kingdom,351286,tt4881806,Chris Pratt,27.826,Bryce Dallas Howard,24.741,Rafe Spall,11.42,Justice Smith,14.942,Daniella Pineda,18.908
Breakthrough,514439,tt7083526,Chrissy Metz,6.764,Josh Lucas,10.904,Topher Grace,9.624,Mike Colter,9.16,Marcel Ruiz,5.334
Just Mercy,522212,tt4916630,Michael B. Jordan,17.315,Brie Larson,26.14,Jamie Foxx,20.417,O'Shea Jackson Jr.,3.87,Rafe Spall,11.42
Uncut Gems,473033,tt5727208,Adam Sandler,14.625,Julia Fox,8.412,Lakeith Stanfield,6.236,Idina Menzel,10.721,Kevin Garnett,3.735
21 Bridges,535292,tt8688634,Chadwick Boseman,13.943,Sienna Miller,17.392,J.K. Simmons,17.78,Stephan James,4.782,Taylor Kitsch,18.299
Song of Youth,588295,tt10066162,Qian Yu,4.102,Tang Mengjia,0.6,Wang Guangyuan,1.673,Qin Mingyue,0.6,Xu Zili,0.677
The Grudge,1970,tt0391198,Sarah Michelle Gellar,18.224,Jason Behr,7.774,William Mapother,8.83,Clea DuVall,10.637,KaDee Strickland,11.706
Little,10137,tt0164912,Michael J. Fox,11.027,Chazz Palminteri,6.057,Nathan Lane,5.982,Geena Davis,8.093,Hugh Laurie,13.418
Isn't It Romantic,449563,tt2452244,Rebel Wilson,10.1,Liam Hemsworth,10.599,Adam DeVine,13.748,Priyanka Chopra Jonas,22.394,Betty Gilpin,16.992
The Legend of Hei,620249,tt10734928,Shan Xin,3.564,Zhen Wang,1.4,Hao Xianghai,2.359,Kana Hanazawa,16.36,Mamoru Miyano,9.0
Countdown,599975,tt10039344,Elizabeth Lail,26.454,Jordan Calloway,10.221,Talitha Bateman,12.235,Peter Facinelli,17.93,Dillon Lane,1.876
Midsommar,530385,tt8772262,Florence Pugh,21.962,Jack Reynor,11.957,William Jackson Harper,4.341,Will Poulter,28.358,Vilhelm Blomgren,3.703
Queen & Slim,536743,tt8722346,Daniel Kaluuya,9.859,Jodie Turner-Smith,10.266,Bokeem Woodbine,36.536,Chloë Sevigny,11.316,Flea,6.263
47 Meters Down: Uncaged,480105,tt7329656,Sophie Nélisse,9.772,Corinne Foxx,3.324,Brianne Tju,7.75,Sistine Rose Stallone,1.116,Brec Bassinger,13.835
Chasing the Dragon II: Wild Wild Bunch,602661,tt10279010,Tony Leung Ka-fai,11.318,Louis Koo,16.886,Gordon Lam,8.718,Sabrina Qiu,18.769,Ye Xiangming,2.084
Judy,491283,tt7549996,Renée Zellweger,11.271,Rufus Sewell,27.956,Finn Wittrock,9.753,Michael Gambon,26.603,Richard Cordery,2.902
Child's Play,10585,tt0094862,Catherine Hicks,10.955,Chris Sarandon,10.143,Alex Vincent,6.528,Brad Dourif,16.845,Dinah Manoff,2.575
Richard Jewell,292011,tt3513548,Paul Walter Hauser,17.355,Jon Hamm,16.214,Kathy Bates,18.832,Sam Rockwell,13.281,Olivia Wilde,19.984
Harriet,506528,tt4648786,Cynthia Erivo,5.589,Leslie Odom Jr.,6.866,Joe Alwyn,8.095,Janelle Monáe,8.504,Omar J. Dorsey,3.382
A Shaun the Sheep Movie: Farmageddon,422803,tt6193408,Justin Fletcher,2.938,John Sparkes,1.583,Amalia Vitale,1.025,Kate Harbour,2.363,David Holt,1.852
Fighting with My Family,445629,tt6513120,Florence Pugh,21.962,Lena Headey,28.319,Vince Vaughn,17.127,Nick Frost,11.519,Jack Lowden,11.098
Masquerade Hotel,554808,tt7502322,Takuya Kimura,10.54,Masami Nagasawa,13.437,Fumiyo Kohinata,2.967,Zen Kajihara,1.686,Yūki Izumisawa,2.311
The Last Wish,315162,tt3915174,Antonio Banderas,18.301,Florence Pugh,21.962,Salma Hayek,22.609,Olivia Colman,12.297,Wagner Moura,16.715
Uri: The Surgical Strike,554600,tt8291224,Vicky Kaushal,2.727,Paresh Rawal,2.142,Yami Gautam,1.996,Kirti Kulhari,2.93,Mohit Raina,6.853
Overcomer,527776,tt8186318,Alex Kendrick,3.71,Priscilla C. Shirer,1.844,Cameron Arnett,1.049,Shari Rigby,1.4,Aryn Wright-Thompson,1.353
Pain and Glory,825874,,,,,,,,,,,
A Witness Out of the Blue,629919,tt11076480,Louis Koo,16.886,Louis Cheung,6.889,Philip Keung,6.731,Jessica Hsuan,6.402,Cherry Ngan,2.425
The Intruder,524247,tt6722030,Dennis Quaid,13.1,Meagan Good,14.106,Michael Ealy,11.7,Joseph Sikora,11.648,Alvina August,6.275
The Queen's Corgi,509730,tt6563576,Rusty Shackleford,1.404,Jo Wyatt,2.246,Mari Devon,0.828,Dino Andrade,1.502,Joey Camen,1.4
Warrior of the Hornor,,,,,,,,,,,,
The Battle: Roar to Victory,573791,tt10510654,Yoo Hae-jin,18.669,Ryu Jun-yeol,9.188,Jo Woo-jin,11.404,Kazuki Kitamura,9.654,Hiroyuki Ikeuchi,14.892
The Bad Guys: The Movie,,,,,,,,,,,,
The Good Liar,511322,tt5563334,Helen Mirren,17.793,Ian McKellen,15.137,Russell Tovey,9.586,Jim Carter,5.582,Mark Lewis Jones,4.933
The Art of Racing in the Rain,522924,tt1478839,Milo Ventimiglia,14.286,Kevin Costner,23.921,Amanda Seyfried,37.184,Martin Donovan,6.904,Ian Lake,4.676
Bharat,790654,tt0156360,Durga Khote,1.566,Ratnamala,0.984,,,,,,
Brightburn,531309,tt7752126,Elizabeth Banks,14.855,David Denman,8.695,Jackson A. Dunn,10.298,Matt Jones,4.295,Meredith Hagner,8.372
Fly Me to the Saitama,554814,tt8860946,Fumi Nikaido,6.321,Gackt Camui,4.642,Yusuke Iseya,5.757,Brother Tom,1.4,Kumiko Aso,11.778
UglyDolls,454458,tt1946502,Kelly Brianne,5.066,Nick Jonas,9.775,Janelle Monáe,8.504,Blake Shelton,1.96,Leehom Wang,3.352
Stuber,513045,tt7734218,Dave Bautista,21.582,Kumail Nanjiani,12.183,Mira Sorvino,12.306,Natalie Morales,8.885,Iko Uwais,17.386
Hit Me Anyone One More Time!,636021,tt8825764,Kiichi Nakai,4.328,Dean Fujioka,5.865,Yuriko Ishida,5.286,Masao Kusakari,5.642,Koichi Sato,5.573
Somewhere Winter,635437,tt11162126,Ma Sichun,9.16,Wallace Huo,4.216,Wei Daxun,5.271,Zhang Yao,1.264,Chyi Chin,4.32
The Kid Who Would Be King,454294,tt6811018,Louis Ashbourne Serkis,1.975,Dean Chaumoo,2.401,Tom Taylor,2.934,Rhianna Dorris,2.932,Denise Gough,9.117
Two Tigers,17223,tt0867205,Selena Khoo,0.6,Jay Natelle,1.024,Andrea Osvárt,8.413,Olivier Pagès,0.616,Matt Patresi,2.001
Anna,484641,tt7456310,Sasha Luss,8.763,Helen Mirren,17.793,Luke Evans,23.783,Cillian Murphy,59.74,Lera Abova,5.617
My Dear Liar,635425,tt11091530,Dong Chengpeng,8.089,Liu Yan,10.959,Zhang Zixian,4.516,Peng Bo,0.983,Liu Gang,0.84
The Wild Goose Lake,575428,tt9647768,Hu Ge,1.988,Gwei Lun-mei,8.897,Liao Fan,5.562,Wan Qian,6.548,Qi Dao,0.6
My Hero Academia: Heroes Rising,592350,tt11107074,Daiki Yamashita,18.14,Nobuhiko Okamoto,11.632,Yoshio Inoue,1.308,Mio Imada,15.456,Yuka Terasaki,2.486
Fall In Love At First Kiss,576393,tt9657764,Darren Wang,15.861,Lin Yun,5.535,Kenji Chen,2.64,Cecilia Choi,3.287,Christopher Lee Ming-Shun,6.158
Gully Boy,582153,,Ranveer Singh,8.548,Alia Bhatt,9.472,Kalki Koechlin,3.044,Siddhant Chaturvedi,2.39,Divine,0.6
Kim Ji-young: Born 1982,586048,tt11052808,Jung Yu-mi,4.441,Gong Yoo,12.282,Kim Mi-kyeong,5.488,Gong Min-jeung,8.354,Park Sung-yeon,3.416
Pokémon: Mewtwo Strikes Back - Evolution,571891,tt8856470,Rica Matsumoto,2.68,Ikue Otani,12.457,Mayumi Iizuka,6.077,Satomi Korogi,7.228,Yuji Ueda,6.328
Almost a Comedy,649177,tt11273332,Ren Suxi,4.32,Wu Yuhan,1.4,Liu Xun,0.6,Tang Min,1.534,Zhao Haiyan,0.6
Total Dhamaal,576121,tt7639372,Ajay Devgn,4.467,Anil Kapoor,4.738,Madhuri Dixit,2.708,Arshad Warsi,4.029,Boman Irani,3.056
Missing Link,458253,tt6348138,Hugh Jackman,23.509,Zoe Saldana,23.895,Zach Galifianakis,18.372,Stephen Fry,8.365,Timothy Olyphant,41.256
No Manches Frida 2,554596,tt9019352,Omar Chaparro,3.713,Martha Higareda,11.295,Carla Adell,7.998,Fernanda Castillo,9.604,Regina Pavón,19.25
The Confidence Man JP,939463,,Masami Nagasawa,13.437,Masahiro Higashide,7.689,Fumiyo Kohinata,2.967,Shinya Kote,2.394,Lisa Oda,4.189
The Confidence Man JP: The Movie,554801,tt9552258,Masami Nagasawa,13.437,Masahiro Higashide,7.689,Fumiyo Kohinata,2.967,Shinya Kote,2.394,Yuko Takeuchi,8.396
"The Gangster, the Cop, the Devil",602315,tt14494646,Sylvester Stallone,32.593,,,,,,,,
Bodies at Rest,531368,tt7937440,Nick Cheung,8.346,Richie Jen,8.18,Yang Zi,22.109,Feng Jia-Yi,4.364,Carlos Chan,5.002
Booksmart,505600,tt1489887,Beanie Feldstein,6.511,Kaitlyn Dever,14.728,Jessica Williams,9.378,Billie Lourd,7.351,Diana Silvers,24.709
Super 30,534075,tt7485048,Hrithik Roshan,10.031,Mrunal Thakur,4.728,Veerendra Saxena,1.4,Nandish Singh,0.6,Pankaj Tripathi,2.092
Son of a Rich,575828,tt11418452,Miloš Biković,5.508,Ivan Okhlobystin,2.013,Aleksandra Bortich,12.338,Aleksandr Samoylenko,4.088,Mariya Mironova,8.782
