movie,tmdbid,adult,budget,tmdb_popularity,revenue,runtime
Darkest Hour,399404,False,30000000,30.292,150847207,125
King Arthur: Legend of the Sword,274857,False,175000000,48.764,148675066,126
The Foreigner,379149,False,35000000,37.221,145374099,113
Power Rangers,305470,False,100000000,68.16,142337240,124
Girls Trip,417870,False,19000000,41.592,140376621,122
American Made,337170,False,50000000,42.673,133511855,115
A Bad Moms Christmas,431530,False,28000000,29.463,130560428,104
Happy Death Day,440021,False,4800000,52.833,125479266,97
Captain Underpants: The First Epic Movie,268531,False,38000000,40.062,125427681,89
The Lego Ninjago Movie,274862,False,70000000,36.656,123081555,101
Secret Superstar,441889,False,286284,7.283,137416709,150
The Commuter,399035,False,30000000,38.357,119942387,104
Forever Young,10326,False,0,13.856,127956187,102
The Dark Tower,353491,False,60000000,33.075,113231078,95
Buddies in India,435863,False,0,1.4,0,100
Along With the Gods: The Two Worlds,397567,False,18300000,249.376,125983972,139
Immortal Demon Slayer,452910,False,0,24.056,0,130
Jigsaw,298250,False,10000000,43.048,102952888,92
Life,9487,False,120000000,106.631,363258859,95
Atomic Blonde,341013,False,30000000,41.653,100014025,115
Legend of the Demon Cat,434221,False,0,9.062,0,129
The Shack,345938,False,20000000,258.663,92924405,132
Chasing the Dragon,717976,False,0,1.304,0,120
Tiger Zinda Hai,441909,False,15000000,8.035,87320000,165
A Taxi Driver,86190,False,0,5.449,0,89
Going in Style,353070,False,25000000,38.476,84618541,96
Rings,14564,False,25000000,51.009,83080890,102
Once Upon A Time,466272,False,95000000,46.625,374251247,162
Paradox,183011,False,3500000,61.967,0,75
Lady Bird,391713,False,10000000,44.405,78966486,94
Fantastica: A Boonie Bears Adventure,462927,False,0,9.059,77174241,0
The Nut Job 2: Nutty by Nature,335777,False,40000000,25.121,65146020,91
American Assassin,415842,False,33000000,28.523,67200000,112
Victoria & Abdul,423899,False,0,13.433,65421267,112
Suck Me Shakespeer 3,437670,False,0,10.842,0,120
Detective Conan: Crimson Love Letter,438058,False,0,11.075,63147576,112
The Mountain Between Us,290512,False,35000000,50.424,62832209,109
The Star,355547,False,10000000,31.01,0,86
How to Be a Latin Lover,425134,False,0,44.224,26251899,115
47 Meters Down,403119,False,5500000,33.222,44235023,89
"Everything, Everything",417678,False,10000000,31.62,61621140,96
Doraemon: Great Adventure in the Antarctic Kachi Kochi,462677,False,0,50.175,0,101
Snatched,373569,False,42000000,21.749,60845711,90
The Founding of an Army,468892,False,0,2.858,0,90
My Little Pony: The Movie,335360,False,0,37.673,60330833,99
Molly's Game,396371,False,30000000,30.234,59284015,140
The Devotion of Suspect X,446076,False,0,1.4,0,112
Shock Wave,441531,False,23000000,20.214,0,119
Goldbuster,491937,False,0,1.4,0,89
All the Money in the World,446791,False,50000000,19.061,56996304,132
The Big Sick,416477,False,5000000,15.804,56303596,120
Gongjo,434119,False,8520000,14.268,56100000,125
All Eyez on Me,402529,False,40000000,40.652,44922302,139
Downsizing,301337,False,68000000,35.272,55003890,135
"I, Tonya",389015,False,11000000,25.403,53939297,120
1987: When the Day Comes,437103,False,12308000,24.757,49380115,129
The Outlaws,81446,False,4000000,34.592,0,98
Bleeding Steel,460648,False,65000000,35.474,0,109
Logan Lucky,399170,False,29000000,26.12,48453605,118
Boo 2! A Madea Halloween,459202,False,25000000,28.416,48333932,103
Sky Hunter,478826,False,0,6.441,0,118
Phantom Thread,400617,False,35000000,22.611,47756590,130
Rough Night,397422,False,20000000,29.294,45056771,101
Son of Bigfoot,413644,False,30000000,30.843,46372519,92
Three Seconds,297215,False,0,0.632,0,99
The Thousand Faces of Dunjia,460557,False,0,18.879,0,113
The Battleship Island,436391,False,21000000,35.219,46183383,132
Hanson and the Beast,492317,False,0,5.597,42690682,110
Gintama Live Action the Movie,,,,,,
Guilty of Mind,470413,False,0,0.971,0,110
Flatliners,400710,False,19000000,21.506,45158254,111
Bad Genius,934866,False,0,0.84,0,0
Mother!,739413,False,0,472.24,0,111
Wind River,395834,False,11000000,31.305,44998252,106
Battle of Memories,449306,False,0,3.498,0,120
The Snowman,372343,False,35000000,21.044,43203413,119
Gifted,400928,False,7000000,63.153,40343446,101
Loving Vincent,339877,False,5500000,21.326,42187665,95
Mary and the Witch's Flower,430447,False,0,23.108,0,103
Call Me by Your Name,398818,False,4000000,128.423,41063475,132
T2 Trainspotting,180863,False,18000000,17.558,42067430,117
Fist Fight,345922,False,22000000,33.487,41087017,91
The Circle,339988,False,18000000,41.01,20497844,110
Diary of a Wimpy Kid: The Long Haul,417830,False,22000000,23.752,40120144,91
Brotherhood of Blades 2,291692,False,0,11.094,0,111
Midnight Runners,453127,False,0,11.378,0,109
The King,476669,False,100000000,1434.677,125928656,131
Pokémon the Movie: I Choose You!,436931,False,0,162.422,37552144,98
Home Again,427900,False,12000000,24.805,27020284,97
The Adventurers,452551,False,0,11.07,216556,140
"Tad, the Lost Explorer, and the Secret of King Midas",452773,False,10778400,39.983,34156960,85
Hostiles,384680,False,55000000,22.512,36976336,134
Namiya,494734,False,0,2.768,0,105
Destiny: The Tale of Kamakura,492136,False,0,3.62,0,129
The Liquidator,26199,False,0,4.892,0,105
Kidnap,293768,False,21000000,39.393,30718107,95
R.A.I.D. Special Unit,382597,False,32400000,10.16,34598750,105
The House,926899,False,0,699.167,0,97
I Want to Eat Your Pancreas,504253,False,0,132.537,33748006,108
Perfect Strangers,41258,False,0,3.27,0,96
Sleepless,324542,False,30000000,35.969,32540674,95
Hindi Medium,456570,False,3213790,7.405,52390000,132
Steel Rain,435841,False,0,18.057,32783733,139
The House That Never Dies II,474420,False,0,2.585,0,97
The Invisible Guest,411088,False,4000000,59.794,30000000,107
This Is Not What I Expected,452413,False,0,4.749,0,106
The Last Warrior,598014,False,0,13.067,22492619,0
Reset 2017 Re-release,,,,,,
The Bye Bye Man,292280,False,7400000,31.145,26667197,96
The Disaster Artist,371638,False,10000000,18.356,29820616,104
The Swindlers,478187,False,0,7.248,0,117
Alibi.com,398929,False,7546570,11.355,29370592,90
Sword Art Online the Movie: Ordinal Scale,413594,False,0,87.291,20725409,119
Recep Ivedik 5,438703,False,0,7.736,28952258,114
Judwaa 2,456565,False,10000000,7.138,34500000,150
The Fortress,407435,False,0,0.6,0,0
What Happened to Monday,406990,False,20000000,52.413,27975429,123
Monster Family,823609,False,0,237.665,0,103
The Beguiled,399019,False,10500000,34.439,27397655,93
CHIPS,417644,False,25000000,27.684,26800152,100
A Cure for Wellness,340837,False,40000000,27.398,26620002,146
Only the Brave,395991,False,38000000,39.17,25754775,134
Twenty Two,79117,False,0,3.465,0,102
The Zookeeper's Wife,289222,False,20000000,26.361,26152835,126
Badrinath Ki Dulhania,413646,False,0,6.741,0,139
A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,,,,,,
Love Off the Cuff,447954,False,0,4.39,0,119
Fireworks,431819,False,0,98.176,26617621,90
Father Figures,354861,False,25000000,15.158,25601244,125
Money,105379,False,0,58.682,0,110
The Death of Stalin,402897,False,13000000,15.178,24640027,107
The 8-Year Engagement,456063,False,0,6.367,0,119
Jolly LLB 2,412090,False,4480000,6.1,1632440,140
I Can Speak,470524,False,0,6.004,0,119
Wish Upon,864390,False,0,170.169,0,47
Detroit,407448,False,34000000,14.823,23355100,143
Extraordinary Mission,445224,False,250000,10.457,0,117
The Glass Castle,336000,False,9000000,17.829,22088533,127
Leap! 2017 Re-release,,,,,,
Épouse-moi mon pote,432613,False,0,17.395,0,92
The Prison,318224,False,0,11.053,0,119
One Hundred Thousand Bad Jokes 2,474386,False,0,0.97,0,101
