movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Victor Frankenstein,228066,tt1976009,James McAvoy,30.715,Daniel Radcliffe,24.549,Jessica Brown Findlay,12.258,Andrew Scott,24.413,Freddie Fox,9.236
The Witness,356332,tt3568002,William Genovese,0.6,Shannon Beeby,0.6,Kitty Genovese,0.6,Catherine Pelonero,0.6,,
Project Almanac,227719,tt2436386,Jonny Weston,9.782,Virginia Gardner,5.186,Sofia Black-D'Elia,10.35,Sam Lerner,6.111,Allen Evangelista,3.754
Dilwale,159164,tt0337611,Ajay Devgn,3.191,Suniel Shetty,5.565,Raveena Tandon,4.981,Gulshan Grover,2.804,Paresh Rawal,2.142
Suffragette,245168,tt3077214,Carey Mulligan,14.494,Helena Bonham Carter,40.369,Brendan Gleeson,28.448,Anne-Marie Duff,6.29,Meryl Streep,13.52
Self/less,238615,tt2140379,Ryan Reynolds,40.796,Ben Kingsley,17.546,Natalie Martinez,24.8,Matthew Goode,18.407,Michelle Dockery,11.298
Saving Mr. Wu,362154,tt4819560,Andy Lau,16.233,Liu Ye,9.777,Wang Qian-Yuan,1.371,Lu Cai,0.6,Lam Suet,4.774
Attack on Titan Part 1,379088,tt3646944,Yuki Kaji,13.997,Marina Inoue,15.543,Yui Ishikawa,12.647,Hiro Shimono,8.399,Yoshimasa Hosoya,7.284
A Man Called Ove,348678,tt4080728,Rolf Lassgård,7.323,Bahar Pars,2.89,Filip Berg,6.854,Ida Engvoll,12.397,Tobias Almborg,1.398
Far from the Madding Crowd,250734,tt2935476,Carey Mulligan,14.494,Matthias Schoenaerts,13.053,Michael Sheen,13.665,Tom Sturridge,6.161,Juno Temple,15.704
Mr. Holmes,280996,tt3168230,Ian McKellen,15.137,Laura Linney,12.533,Milo Parker,7.213,Hiroyuki Sanada,14.705,Roger Allam,7.657
Love & Mercy,271714,tt0903657,Paul Dano,51.328,John Cusack,24.753,Elizabeth Banks,14.855,Paul Giamatti,22.095,Jake Abel,10.256
Flying Colors,232891,,Mike Portnoy,0.6,Dave LaRue,0.6,Neal Morse,0.6,Steve Morse,0.6,Casey McPherson,0.6
Triumph in the Skies,641243,,,,,,,,,,,
The 33,293646,tt2006295,Antonio Banderas,18.301,Rodrigo Santoro,21.957,Kate del Castillo,8.493,Juliette Binoche,10.585,James Brolin,9.668
Bride Wars,10521,tt0901476,Kate Hudson,13.332,Anne Hathaway,36.931,Bryan Greenberg,10.642,Chris Pratt,27.826,Steve Howey,16.013
Irrational Man,282984,tt3715320,Joaquin Phoenix,17.538,Emma Stone,40.711,Jamie Blackley,7.32,Parker Posey,17.871,Joe Stapleton,2.52
Detective K: Secret of the Lost Island,328716,tt4505170,Kim Myung-min,6.201,Oh Dal-su,7.91,Lee Yeon-hee,8.793,Jung Won-joong,2.318,Hwang Chae-won,1.865
To the Fore,339562,tt4788638,Eddie Peng,11.8,Siwon,11.358,Shawn Dou,6.948,Wang Luodan,7.575,Carlos Chan,3.573
American Ultra,261392,tt3316948,Jesse Eisenberg,30.679,Kristen Stewart,28.953,Topher Grace,9.624,Connie Britton,12.291,Walton Goggins,15.255
Orange,185,tt0066921,Malcolm McDowell,22.407,Patrick Magee,8.429,Adrienne Corri,4.817,Michael Bates,3.66,Warren Clarke,6.341
Aloha,24615,tt0433771,Casey Kasem,5.224,Tia Carrere,13.947,Teri Garr,11.439,Mindy Cohn,7.803,Frank Welker,16.625
Huevos: Little Rooster's Egg-cellent Adventure,264419,tt4643580,Bruno Bichir,7.752,Carlos Espejel,4.481,Angélica Vale,5.64,Omar Chaparro,3.713,Maite Perroni,15.326
Dügün Dernek 2: Sünnet,371153,tt5114588,Ahmet Kural,1.266,Murat Cemcir,1.974,Rasim Öztekin,0.877,Barış Yıldız,1.392,Devrim Yakut,6.986
Look Who's Back,318917,tt4176826,Oliver Masucci,12.272,Fabian Busch,5.046,Katja Riemann,4.839,Christoph Maria Herbst,4.224,Franziska Wulf,7.6
Serial Teachers 2,325844,tt3713944,Kev Adams,7.184,Isabelle Nanty,9.095,Didier Bourdon,5.984,Pierre-François Martin-Laval,2.192,Arnaud Ducret,5.11
Wild City,858490,,,,,,,,,,,
