movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Mr. Popper's Penguins,58224,tt1396218,Jim Carrey,24.867,Carla Gugino,32.469,Madeline Carroll,17.79,Angela Lansbury,8.141,Ophelia Lovibond,16.437
Hugo,44826,tt0970179,Ben Kingsley,17.546,Sacha Baron Cohen,12.13,Asa Butterfield,18.109,Chloë Grace Moretz,56.69,Ray Winstone,9.559
The Lion King 2011 3D Release,,,,,,,,,,,,
Hop,50359,tt1411704,Russell Brand,11.873,James Marsden,19.282,Kaley Cuoco,19.179,Hank Azaria,10.806,Elizabeth Perkins,11.128
War Horse,57212,tt1568911,Emily Watson,19.528,David Thewlis,15.395,Peter Mullan,8.877,Niels Arestrup,6.629,Tom Hiddleston,32.759
The Descendants,65057,tt1033575,George Clooney,20.782,Shailene Woodley,25.831,Beau Bridges,10.334,Robert Forster,9.98,Judy Greer,23.295
Cowboys & Aliens,49849,tt0409847,Daniel Craig,18.56,Harrison Ford,17.858,Olivia Wilde,19.984,Sam Rockwell,13.281,Adam Beach,14.358
In Time,49530,tt1637688,Justin Timberlake,7.076,Amanda Seyfried,37.184,Cillian Murphy,59.74,Olivia Wilde,19.984,Alex Pettyfer,11.423
Zookeeper,38317,tt1222817,Kevin James,18.227,Rosario Dawson,22.564,Leslie Bibb,21.964,Ken Jeong,8.844,Donnie Wahlberg,11.95
The Muppets,64328,tt1204342,Jason Segel,9.132,Amy Adams,19.554,Chris Cooper,6.765,Rashida Jones,16.509,Steve Whitmire,3.578
Limitless,51876,tt1219289,Bradley Cooper,38.912,Robert De Niro,28.296,Abbie Cornish,11.683,Andrew Howard,6.958,Anna Friel,21.43
Johnny English Reborn,58233,tt1634122,Rowan Atkinson,11.375,Gillian Anderson,17.242,Dominic West,15.398,Rosamund Pike,27.568,Daniel Kaluuya,9.859
Happy Feet Two,65759,tt1402488,Elijah Wood,14.181,Robin Williams,15.485,Pink,5.782,Elizabeth Daily,15.097,Johnny A. Sanchez,2.005
Final Destination 5,55779,tt1622979,Nicholas D'Agosto,8.89,Emma Bell,6.572,Miles Fisher,7.288,Courtney B. Vance,8.317,David Koechner,8.727
Tower Heist,59108,tt0471042,Ben Stiller,11.792,Eddie Murphy,13.301,Casey Affleck,10.576,Alan Alda,5.956,Matthew Broderick,9.649
Midnight in Paris,59436,tt1605783,Owen Wilson,46.143,Rachel McAdams,23.696,Kurt Fuller,9.866,Mimi Kennedy,6.888,Michael Sheen,13.665
I Am Number Four,46529,tt1464540,Alex Pettyfer,11.423,Dianna Agron,7.319,Teresa Palmer,17.413,Timothy Olyphant,29.519,Kevin Durand,11.28
Jack and Jill,71880,tt0810913,Adam Sandler,14.625,Katie Holmes,8.929,Al Pacino,39.737,Eugenio Derbez,11.748,Tim Meadows,9.055
Friends with Benefits,50544,tt1632708,Justin Timberlake,7.076,Mila Kunis,20.107,Jenna Elfman,21.63,Patricia Clarkson,15.092,Woody Harrelson,19.341
No Strings Attached,41630,tt1411238,Natalie Portman,20.23,Ashton Kutcher,15.04,Kevin Kline,12.016,Cary Elwes,19.0,Greta Gerwig,11.58
Arthur Christmas,51052,tt1430607,James McAvoy,30.715,Hugh Laurie,13.418,Bill Nighy,22.155,Jim Broadbent,13.829,Imelda Staunton,8.138
Source Code,45612,tt0945513,Jake Gyllenhaal,21.848,Michelle Monaghan,23.375,Vera Farmiga,28.396,Jeffrey Wright,26.649,Michael Arden,2.91
"Crazy, Stupid, Love.",50646,tt1570728,Steve Carell,18.584,Julianne Moore,18.698,Emma Stone,40.711,Ryan Gosling,12.098,Marisa Tomei,23.257
New Year's Eve,62838,tt1598822,Robert De Niro,28.296,Michelle Pfeiffer,20.196,Hilary Swank,19.2,Jessica Biel,16.734,Zac Efron,27.031
Contagion,39538,tt1598778,Marion Cotillard,18.028,Matt Damon,23.323,Laurence Fishburne,30.531,Jude Law,21.474,Kate Winslet,13.654
Unknown,48138,tt1401152,Liam Neeson,33.989,Diane Kruger,21.536,January Jones,13.657,Aidan Quinn,17.361,Bruno Ganz,5.79
The Artist,74643,tt1655442,Jean Dujardin,16.879,Bérénice Bejo,7.597,John Goodman,20.197,James Cromwell,10.325,Penelope Ann Miller,13.392
The Three Musketeers,23566,tt1484922,Kelly Sheridan,7.845,Tim Curry,13.58,Kira Tozer,4.609,Willow Johnson,0.6,Dorla Bell,3.032
We Bought a Zoo,74465,tt1389137,Matt Damon,23.323,Scarlett Johansson,38.188,Thomas Haden Church,11.267,Patrick Fugit,12.946,Colin Ford,14.179
Hankyu Railways - A 15-minute Miracle,104768,tt1703814,Miki Nakatani,8.513,Erika Toda,9.266,Nobuko Miyamoto,3.584,Kaho Minami,5.898,Tetsuji Tamayama,3.627
Water for Elephants,55787,tt1067583,Robert Pattinson,26.955,Reese Witherspoon,14.224,Christoph Waltz,18.156,Paul Schneider,5.794,Jim Norton,3.706
The Iron Lady,71688,tt1007029,Meryl Streep,13.52,Anthony Stewart Head,5.61,Harry Lloyd,8.986,Jim Broadbent,13.829,Susan Brown,1.852
Moneyball,60308,tt1210166,Brad Pitt,26.942,Jonah Hill,14.14,Philip Seymour Hoffman,16.104,Chris Pratt,27.826,Robin Wright,13.714
Insidious,49018,tt1591095,Rose Byrne,25.865,Patrick Wilson,31.977,Ty Simpkins,16.558,Lin Shaye,13.745,Leigh Whannell,8.22
Justin Bieber: Never Say Never,54518,tt1702443,Justin Bieber,4.821,Nathan Morris,0.98,Wanya Morris,1.119,Shawn Stockman,0.63,Miley Cyrus,8.196
Paul,39513,tt1092026,Seth Rogen,19.602,Simon Pegg,15.527,Nick Frost,11.519,Jason Bateman,15.545,Kristen Wiig,16.468
Scream 4,41446,tt1262416,David Arquette,8.58,Neve Campbell,18.195,Courteney Cox,28.453,Emma Roberts,21.269,Hayden Panettiere,17.271
The Rite,48171,tt1161864,Anthony Hopkins,20.548,Colin O'Donoghue,7.085,Alice Braga,33.869,Rutger Hauer,11.628,Ciarán Hinds,29.898
Dolphin Tale,62837,tt1564349,Morgan Freeman,23.816,Ashley Judd,14.057,Harry Connick Jr.,6.293,Nathan Gamble,9.191,Kris Kristofferson,4.684
Rien à déclarer,52077,tt1528313,Benoît Poelvoorde,5.383,Dany Boon,8.612,Julie Bernard,1.82,Christel Pedrinelli,0.694,Joachim Ledeganck,0.6
Season of the Witch,23047,tt0479997,Nicolas Cage,31.357,Ron Perlman,19.305,Ulrich Thomsen,13.051,Christopher Lee,6.639,Fernanda Dorogi,7.224
Red Riding Hood,49730,tt1486185,Amanda Seyfried,37.184,Gary Oldman,27.283,Billy Burke,13.742,Shiloh Fernandez,12.555,Max Irons,12.482
Sucker Punch,23629,tt0978764,Emily Browning,17.191,Abbie Cornish,11.683,Jena Malone,14.701,Vanessa Hudgens,20.546,Jamie Chung,18.572
The Inbetweeners,69798,tt1716772,Simon Bird,4.4,James Buckley,2.602,Blake Harrison,9.582,Joe Thomas,3.718,Emily Head,2.696
The Lincoln Lawyer,50348,tt1189340,Matthew McConaughey,20.491,Marisa Tomei,23.257,Ryan Phillippe,23.901,William H. Macy,16.461,Josh Lucas,10.904
Hall Pass,48988,tt0480687,Owen Wilson,46.143,Jason Sudeikis,8.331,Jenna Fischer,20.964,Richard Jenkins,11.093,Alexandra Daddario,42.013
Spy Kids 4: All the Time in the World,56288,tt1517489,Jessica Alba,11.476,Joel McHale,9.666,Rowan Blanchard,12.118,Mason Cook,6.388,Jeremy Piven,6.451
J. Edgar,88794,tt1616195,Leonardo DiCaprio,24.953,Naomi Watts,27.398,Armie Hammer,23.554,Josh Lucas,10.904,Josh Hamilton,8.308
"Big Mommas: Like Father, Like Son",38322,tt1464174,Martin Lawrence,26.374,Brandon T. Jackson,8.079,Portia Doubleday,12.655,Mari Morrow,7.461,Faizon Love,12.523
Abduction,59965,tt1600195,Taylor Lautner,22.521,Lily Collins,16.043,Alfred Molina,18.667,Sigourney Weaver,20.314,Jason Isaacs,19.547
Tinker Tailor Soldier Spy,49517,tt1340800,Gary Oldman,27.283,Colin Firth,13.147,Tom Hardy,59.898,John Hurt,13.274,Toby Jones,16.463
Priest,38321,tt0822847,Paul Bettany,20.208,Karl Urban,17.436,Lily Collins,16.043,Maggie Q,18.091,Stephen Moyer,8.124
Drive,64690,tt0780504,Ryan Gosling,12.098,Carey Mulligan,14.494,Bryan Cranston,30.228,Albert Brooks,14.991,Oscar Isaac,60.716
The Ides of March,10316,tt1124035,Ryan Gosling,12.098,George Clooney,20.782,Philip Seymour Hoffman,16.104,Paul Giamatti,22.095,Evan Rachel Wood,18.45
The Mechanic,27582,tt0472399,Jason Statham,68.171,Ben Foster,11.739,Donald Sutherland,14.339,Mini Anden,8.552,Tony Goldwyn,8.646
The Change-Up,49520,tt1488555,Jason Bateman,15.545,Ryan Reynolds,40.796,Leslie Mann,28.052,Olivia Wilde,19.984,Alan Arkin,9.763
Larry Crowne,59861,tt1583420,Tom Hanks,27.299,Julia Roberts,18.361,Bryan Cranston,30.228,Cedric the Entertainer,9.433,Pam Grier,17.514
Diary of a Wimpy Kid: Rodrick Rules,60307,tt1650043,Zachary Gordon,9.297,Devon Bostick,27.766,Robert Capron,7.493,Steve Zahn,28.971,Rachael Harris,16.787
The Dilemma,44564,tt1578275,Kevin James,18.227,Vince Vaughn,17.127,Winona Ryder,20.857,Jennifer Connelly,52.556,Queen Latifah,12.416
Something Borrowed,49022,tt0491152,Ginnifer Goodwin,12.357,Kate Hudson,13.332,Colin Egglesfield,9.743,John Krasinski,23.724,Steve Howey,16.013
The Darkest Hour,71469,tt1093357,Emile Hirsch,21.719,Rachael Taylor,16.742,Olivia Thirlby,15.337,Joel Kinnaman,24.116,Max Minghella,10.976
Hanna,50456,tt0993842,Saoirse Ronan,21.955,Eric Bana,15.937,Vicky Krieps,12.779,Cate Blanchett,18.898,Tom Hollander,12.582
Footloose 2011 Re-release,,,,,,,,,,,,
Conan the Barbarian,37430,tt0816462,Jason Momoa,40.145,Stephen Lang,18.921,Rachel Nichols,17.01,Ron Perlman,19.305,Rose McGowan,14.313
Colombiana,62835,tt1657507,Zoe Saldana,26.317,Cliff Curtis,16.479,Callum Blue,10.128,Michael Vartan,10.881,Lennie James,14.584
From Up on Poppy Hill,83389,tt1798188,Masami Nagasawa,13.437,Junichi Okada,10.037,Keiko Takeshita,6.592,Yuriko Ishida,5.286,Rumi Hiiragi,10.57
What a Beautiful Day,53319,tt1808015,Checco Zalone,2.138,Nabiha Akkari,5.491,Rocco Papaleo,1.583,Tullio Solenghi,0.6,Anna Rita Del Piano,1.052
One Day,51828,tt1563738,Anne Hathaway,36.931,Jim Sturgess,7.639,Tom Mison,6.614,Jodie Whittaker,11.76,Rafe Spall,11.42
The Tree of Life,8967,tt0478304,Brad Pitt,26.942,Sean Penn,14.277,Jessica Chastain,17.001,Hunter McCracken,0.6,Laramie Eppler,0.98
Beginning of the Great Revival,69310,tt1699513,Andy Lau,16.233,Chow Yun-Fat,13.342,Nick Cheung,6.488,Daniel Wu,17.042,Tony Leung Ka-fai,11.318
Killer Elite,49021,tt1448755,Jason Statham,68.171,Clive Owen,11.284,Robert De Niro,28.296,Dominic Purcell,11.848,Aden Young,3.817
Gekijouban Tenpesuto 3D,,,,,,,,,,,,
Silent Hill: Revelation,61012,tt0938330,Adelaide Clemens,9.422,Radha Mitchell,11.315,Carrie-Anne Moss,18.242,Sean Bean,24.223,Malcolm McDowell,22.407
Extremely Loud & Incredibly Close,64685,tt0477302,Tom Hanks,27.299,Sandra Bullock,32.612,Thomas Horn,2.177,Viola Davis,11.558,John Goodman,20.197
Madea's Big Happy Family,51017,tt1787759,Tyler Perry,7.41,Loretta Devine,4.886,Shad Moss,8.024,Cassi Davis,8.625,Shannon Kane,2.029
A Ghost of a Chance,392332,tt0063009,Jimmy Edwards,4.587,Patricia Hayes,4.054,Graham Stark,1.355,Bernard Cribbins,2.874,Ronnie Barker,2.693
Sunny,410207,tt5935072,Sunny Leone,8.613,Sundeep Vohra,0.6,Daniel Weber,0.6,,,,
War of the Arrows,79224,tt2025526,Park Hae-il,8.646,Moon Chae-won,7.34,Kim Moo-yul,6.333,Ryu Seung-ryong,6.554,Park Ki-woong,5.419
Kokowääh,53174,tt1700258,Til Schweiger,10.181,Emma Schweiger,5.1,Jasmin Gerat,7.271,Samuel Finzi,2.591,Sanny van Heteren,1.634
Winnie the Pooh,51162,tt1449283,John Cleese,13.501,Jim Cummings,11.037,Bud Luckey,2.474,Craig Ferguson,9.923,Travis Oates,1.698
Arthur,49012,tt1334512,Russell Brand,11.873,Helen Mirren,17.793,Greta Gerwig,11.58,Jennifer Garner,16.887,Geraldine James,18.678
Soul Surfer,43959,tt1596346,AnnaSophia Robb,11.745,Helen Hunt,24.086,Dennis Quaid,13.1,Carrie Underwood,1.978,Kevin Sorbo,10.594
The Debt,513691,tt7448180,Scott Adkins,15.83,Louis Mandylor,9.867,Michael Paré,7.922,Tony Todd,7.158,Vladimir Kulich,9.341
Beastly,38117,tt1152398,Alex Pettyfer,11.423,Vanessa Hudgens,20.546,Mary-Kate Olsen,6.091,LisaGay Hamilton,8.058,Neil Patrick Harris,15.944
Detective Conan: Quarter of Silence,77617,tt1840372,Minami Takayama,10.806,Wakana Yamazaki,3.604,Rikiya Koyama,7.883,Shohei Yamaguchi,1.411,Naoko Matsui,6.805
Shaolin,36934,tt0101327,Reese Madigan,2.093,Trent Bushey,1.4,Daniel Dae Kim,11.747,Billy Chang,1.62,Cliff Lenderman,0.6
Born to Be Wild,50081,tt1680059,Morgan Freeman,23.816,Birute Galdikas,0.618,Daphne Sheldrick,0.6,,,,
Shark Night,65055,tt1633356,Sara Paxton,12.844,Dustin Milligan,13.916,Chris Carmack,11.492,Joel David Moore,14.303,Chris Zylka,7.653
50/50,40807,tt1306980,Joseph Gordon-Levitt,20.585,Seth Rogen,19.602,Anna Kendrick,18.19,Bryce Dallas Howard,24.741,Philip Baker Hall,14.362
Fright Night,11797,tt0089175,Chris Sarandon,10.143,William Ragsdale,5.724,Amanda Bearse,7.061,Roddy McDowall,14.717,Stephen Geoffreys,6.122
Drive Angry,47327,tt1502404,Nicolas Cage,31.357,Amber Heard,34.35,William Fichtner,20.966,Billy Burke,13.742,David Morse,17.145
30 Minutes or Less,62206,tt1622547,Jesse Eisenberg,30.679,Danny McBride,26.166,Aziz Ansari,6.743,Nick Swardson,8.413,Dilshad Vadsaria,3.522
Gantz,56832,tt1525835,Kazunari Ninomiya,3.72,Kanata Hongo,5.614,Kenichi Matsuyama,7.612,Natsuna Watanabe,10.486,Ainosuke Shibata,1.4
The Roommate,49950,tt1265990,Leighton Meester,11.601,Minka Kelly,12.789,Cam Gigandet,12.25,Aly Michalka,14.214,Danneel Ackles,6.23
SP: The Motion Picture II,364989,tt1649400,Junichi Okada,10.037,Shinichi Tsutsumi,4.393,Teruyuki Kagawa,3.829,Yoko Maki,6.675,Kei Yamamoto,1.186
Dream House,69668,tt1462041,Daniel Craig,18.56,Naomi Watts,27.398,Rachel Weisz,14.704,Márton Csókás,15.259,Elias Koteas,19.178
Monte Carlo,59860,tt1067774,Selena Gomez,16.258,Katie Cassidy,20.266,Leighton Meester,11.601,Cory Monteith,3.412,Andie MacDowell,8.876
Eiga Kaibutsukun,219896,tt1817186,Satoshi Ohno,1.568,Norito Yashima,2.785,Choi Hong-man,1.681,Kazuki Kitamura,9.654,Takaya Kamikawa,4.948
Mars Needs Moms,50321,tt1305591,Seth Green,20.294,Joan Cusack,14.925,Dan Fogler,23.174,Breckin Meyer,12.137,Elisabeth Harnois,12.92
The Crown Jewels,743045,tt7814020,,,,,,,,,,
Don't Be Afraid of the Dark,46261,tt1270761,Katie Holmes,8.929,Guy Pearce,19.454,Bailee Madison,20.261,Jack Thompson,8.181,Alan Dale,9.478
Jumping the Broom,57119,tt1640484,Paula Patton,29.455,Laz Alonso,7.235,Angela Bassett,11.963,Loretta Devine,4.886,Meagan Good,14.106
One for the Money,54054,tt1598828,Katherine Heigl,17.902,Jason O'Mara,10.213,Daniel Sunjata,10.33,John Leguizamo,11.213,Sherri Shepherd,3.759
The Eagle,49494,tt1034389,Channing Tatum,22.942,Mark Strong,25.911,Jamie Bell,19.222,Donald Sutherland,14.339,Denis O'Hare,5.229
A Very Harold & Kumar Christmas,55465,tt1268799,John Cho,8.081,Kal Penn,12.838,Paula Garcés,8.723,Neil Patrick Harris,15.944,Elias Koteas,19.178
Ra.One,41517,tt1562871,Shah Rukh Khan,14.319,Arjun Rampal,11.489,Kareena Kapoor Khan,10.167,Tom Wu,3.854,Armaan Verma,0.6
Courageous,72213,tt1630036,Ken Bevel,0.6,Alex Kendrick,3.71,Kevin Downes,2.475,Renee Jewell,1.184,Rusty Martin,1.4
My Week with Marilyn,75900,tt1655420,Michelle Williams,20.576,Kenneth Branagh,42.401,Eddie Redmayne,33.428,Dominic Cooper,17.366,Philip Jackson,5.175
The Sitter,57431,tt1366344,Jonah Hill,14.14,Landry Bender,10.436,Max Records,7.645,Kevin Hernandez,9.922,Ari Graynor,6.772
Jane Eyre,38684,tt1229822,Mia Wasikowska,16.802,Michael Fassbender,14.93,Jamie Bell,19.222,Sally Hawkins,19.115,Simon McBurney,8.266
The Skin I Live In,63311,tt1189073,Antonio Banderas,18.301,Elena Anaya,11.893,Marisa Paredes,4.021,Jan Cornet,3.664,Roberto Álamo,2.898
Gantz: Perfect Answer,74135,tt1525836,Kazunari Ninomiya,3.72,Kenichi Matsuyama,7.612,Yuriko Yoshitaka,11.7,Ayumi Ito,8.107,Kanata Hongo,5.614
Punch,23629,tt0978764,Emily Browning,17.191,Abbie Cornish,11.683,Jena Malone,14.701,Vanessa Hudgens,20.546,Jamie Chung,18.572
Detective K: Secret of Virtuous Widow,64931,tt1832381,Kim Myung-min,6.201,Oh Dal-su,7.91,Han Ji-min,13.101,Lee Jae-yong,4.644,Woo Hyeon,8.77
Bodyguard,390043,tt1959563,Ryan Reynolds,40.796,Samuel L. Jackson,56.705,Gary Oldman,27.283,Salma Hayek,22.609,Élodie Yung,20.156
The Thing,1091,tt0084787,Kurt Russell,18.08,Keith David,15.536,Wilford Brimley,8.212,T. K. Carter,2.598,David Clennon,7.355
I Don't Know How She Does It,70868,tt1742650,Sarah Jessica Parker,9.893,Pierce Brosnan,42.595,Greg Kinnear,9.243,Christina Hendricks,19.454,Kelsey Grammer,14.958
"All's Well, Ends Well 2011",54549,tt1815769,Louis Koo,16.886,Margie Tsang Wah-Sin,7.563,JJ Jia,2.874,Yan Ni,3.378,Ah Duo,0.6
Vysotsky. Thank You for Being Alive,,,,,,,,,,,,
Silenced,417242,tt6282878,Gavin McInnes,5.704,Milo Yiannopoulos,0.6,Dave Rubin,0.6,Anthony Cumia,0.6,Mike Cernovich,1.38
African Cats,57586,tt1223236,Samuel L. Jackson,56.705,,,,,,,,
Carnage,580489,tt7097896,Tom Hardy,59.898,Woody Harrelson,19.341,Michelle Williams,20.576,Naomie Harris,15.392,Reid Scott,6.303
A Dangerous Method,48231,tt1571222,Keira Knightley,19.96,Viggo Mortensen,28.694,Michael Fassbender,14.93,Sarah Gadon,18.054,Vincent Cassel,12.325
What's Your Number?,63492,tt0770703,Anna Faris,17.473,Chris Evans,15.319,Ari Graynor,6.772,Blythe Danner,12.448,Ed Begley Jr.,8.155
Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,137227,tt1851909,Wasabi Mizuta,6.349,Megumi Oohara,3.434,Yumi Kakazu,3.533,Tomokazu Seki,12.709,Subaru Kimura,15.999
Eternal Moment,353242,tt0325905,,,,,,,,,,
The Rum Diary,23514,tt0376136,Johnny Depp,50.461,Amber Heard,34.35,Aaron Eckhart,9.461,Michael Rispoli,9.269,Giovanni Ribisi,16.93
My Own Swordsman,62331,tt1943048,Sha Yi,5.807,Yu Entai,4.582,Ni Hongjie,2.113,Jiang Chao,3.877,Yao Chen,4.785
You Are the Apple of My Eye,527280,tt7339938,Yuki Yamada,12.968,Asuka Saitô,3.044,Honoka Matsumoto,6.661,Takara Sakumoto,2.362,Naoki Kunishima,1.788
Torrente 4,59117,tt1417108,Santiago Segura,5.856,Yon González,12.04,Ana Obregón,4.648,Maria Lapiedra,3.539,Javier Gutiérrez,3.865
The Sorcerer and the White Snake,75948,tt1857913,Jet Li,28.972,Eva Huang,8.152,Raymond Lam,8.512,Wen Zhang,4.852,Charlene Choi,8.161
Unfair: The Answer,104797,tt1791666,Ryoko Shinohara,7.508,Koichi Sato,5.573,Takayuki Yamada,10.17,Sadawo Abe,5.319,Masaya Kato,8.39
Dragon,839436,tt13563520,Nicola Wright,5.548,Chelsea Greenwood,1.067,Chrissie Wunna,1.4,Sofia Lacey,0.946,Rachel Roberts,0.6
Yolki 2,85317,tt2124096,Sergey Svetlakov,4.056,Ivan Urgant,6.29,Vera Brezhneva,7.219,Sergei Bezrukov,4.704,Vladimir Menshov,1.716
Your Highness,38319,tt1240982,Danny McBride,26.166,James Franco,11.754,Natalie Portman,20.23,Zooey Deschanel,16.765,Justin Theroux,17.672
Love Strikes!,860262,tt15209000,Katie Findlay,7.578,Wyatt Nash,7.383,Marshall Williams,8.27,Brynn Godenir,0.6,Erik Athavale,5.267
The Women on the 6th Floor,57243,tt1805297,Fabrice Luchini,5.337,Sandrine Kiberlain,7.336,Natalia Verbeke,5.544,Carmen Maura,4.906,Lola Dueñas,3.522
Letters to Santa,27190,tt1292569,Jane Krakowski,14.841,Richard Griffiths,11.845,Steve Whitmire,3.578,Madison Pettis,12.031,Whoopi Goldberg,8.711
A Monster in Paris,77459,tt0961097,Vanessa Paradis,5.916,Matthieu Chedid,2.391,Gad Elmaleh,7.183,François Cluzet,9.252,Ludivine Sagnier,9.787
