movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
22 Bullets,37645,tt1167638,Jean Reno,22.274,Marina Foïs,5.6,Jean-Pierre Darroussin,4.199,Kad Merad,2.603,Joséphine Berry,2.225
Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,256395,tt2141749,Jun Fukuyama,10.388,Mitsuki Saiga,4.949,Miyuki Sawashiro,7.584,Yuka Terasaki,2.486,Takashi Oohara,1.03
Just Wright,38093,tt1407061,Queen Latifah,12.416,Common,10.41,Paula Patton,29.455,James Pickens Jr.,9.402,Phylicia Rashād,6.543
My Soul to Take,43931,tt0872230,Max Thieriot,11.918,John Magaro,12.954,Denzel Whitaker,6.791,Zena Grey,10.297,Nick Lashaway,1.4
Our Family Wedding,34563,tt1305583,Forest Whitaker,11.654,America Ferrera,10.634,Carlos Mencia,4.095,Regina King,8.581,Lance Gross,8.788
Astral City: A Spiritual Journey,52333,tt1467388,Werner Schünemann,0.997,Renato Prieto,1.932,Fernando Alves Pinto,4.708,Rosanne Mulholland,2.618,Inez Viana,1.4
71: Into the Fire,51200,tt1587729,Kwon Sang-woo,7.678,Choi Seung-hyun,4.55,Kim Seung-woo,4.752,Cha Seung-won,11.741,Kim Hye-seong,4.277
The Spy Next Door 2010 Re-release,,,,,,,,,,,,
Country Strong,45272,tt1555064,Gwyneth Paltrow,15.957,Garrett Hedlund,4.582,Tim McGraw,11.318,Leighton Meester,11.601,Marshall Chapman,0.6
Beck,60163,tt1587118,Hiro Mizushima,4.448,Takeru Satoh,16.147,Kenta Kiritani,4.61,Aoi Nakamura,2.881,Osamu Mukai,5.94
How Not to Rescue a Princess,52939,tt1796657,Valeri Solovyev,3.165,Anna Geller,2.619,Oleg Kulikovich,1.655,Liya Medvedeva,0.655,Sergei Makovetsky,3.633
About Her Brother,51778,tt1345834,Sayuri Yoshinaga,6.81,Yu Aoi,8.369,Tsurube Shofukutei,0.652,Ryo Kase,3.735,Nenji Kobayashi,4.127
Trick the Movie: Psychic Battle Royale,71485,tt1547631,Yukie Nakama,6.517,Hiroshi Abe,12.72,Katsuhisa Namase,3.828,Takeru Satoh,16.147,Yoko Nogiwa,5.331
Hello Ghost,811704,,Indro,1.62,Hesti Purwadinata,3.07,Tora Sudiro,1.672,Ciara Nadine Brosnan,0.6,Onadio Leonardo,1.4
Another Year,44009,tt1431181,Jim Broadbent,13.829,Lesley Manville,8.994,Ruth Sheen,5.993,Peter Wight,3.207,Oliver Maltman,2.062
Youth in Revolt,22327,tt0403702,Michael Cera,20.608,Portia Doubleday,12.655,Jean Smart,14.257,M. Emmet Walsh,8.536,Steve Buscemi,24.572
Hot Summer Days,37304,tt1519640,Jacky Cheung,11.179,René Liu,4.655,Vivian Hsu,10.301,Barbie Hsu,3.453,Duan Yihong,3.692
Buried,26388,tt1462758,Ryan Reynolds,40.796,José Luis García Pérez,1.156,Robert Paterson,4.467,Stephen Tobolowsky,8.535,Samantha Mathis,11.781
The Servant,42987,tt0057490,Dirk Bogarde,6.799,James Fox,5.493,Sarah Miles,8.194,Wendy Craig,7.892,Catherine Lacey,1.754
Norwegian Wood,57703,tt1270842,Kenichi Matsuyama,7.612,Rinko Kikuchi,14.835,Kiko Mizuhara,4.891,Reika Kirishima,7.678,Eriko Hatsune,3.212
Head Over Heels,24940,tt0192111,Monica Potter,15.515,Freddie Prinze Jr.,15.54,Shalom Harlow,7.619,Ivana Miličević,22.149,Sarah Murdoch,1.936
