movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Special ID,222216,tt2118775,Donnie Yen,16.207,Jing Tian,19.77,Andy On,9.452,Ronald Cheng,5.242,Pau Hei-Ching,2.058
Kokowääh 2,170759,tt2194599,Til Schweiger,10.181,Emma Schweiger,5.1,Jasmin Gerat,7.271,Samuel Finzi,2.591,Nico Liersch,6.561
The Suspect,25413,tt0037330,Charles Laughton,3.637,Ella Raines,6.898,Molly Lamont,2.038,Stanley Ridges,1.856,Henry Daniell,8.68
The Four 2,251749,tt3341084,Deng Chao,6.787,Liu Yifei,25.393,Anthony Wong,10.318,Collin Chou,7.371,Ronald Cheng,5.242
The Kiyosu Conference,229113,tt2245884,Fumiyo Kohinata,2.967,Koji Yakusho,8.861,Yo Oizumi,5.302,Kyoka Suzuki,6.241,Koichi Sato,5.573
I Give It a Year,150117,tt2244901,Rafe Spall,11.42,Rose Byrne,25.865,Anna Faris,17.473,Jason Flemyng,18.705,Stephen Merchant,10.846
Mandela: Long Walk to Freedom,192136,tt2304771,Idris Elba,26.498,Naomie Harris,15.392,Tony Kgoroge,1.509,Riaad Moosa,0.623,Fana Mokoena,2.614
Dark Skies,145135,tt2387433,Keri Russell,11.239,Josh Hamilton,8.308,Dakota Goyo,7.396,J.K. Simmons,17.78,Trevor St. John,3.094
Nebraska,129670,tt1821549,Bruce Dern,11.917,Will Forte,13.603,June Squibb,7.926,Bob Odenkirk,17.442,Stacy Keach,6.424
The Incredible Burt Wonderstone,124459,tt0790628,Steve Carell,18.584,Steve Buscemi,24.572,Olivia Wilde,19.984,Jim Carrey,24.867,James Gandolfini,6.798
Gorko!,298483,tt4156700,Yan Tsapnik,7.57,Yuliya Aleksandrova,5.498,Egor Koreshkov,4.186,Elena Valyushkina,4.87,Vasily Kortukov,0.818
Khumba,172391,tt1487931,Jake T. Austin,14.449,Liam Neeson,33.989,Steve Buscemi,24.572,AnnaSophia Robb,11.745,Laurence Fishburne,30.531
You're Next,83899,tt1853739,Sharni Vinson,7.134,Nicholas Tucci,1.4,Wendy Glenn,3.609,Joe Swanberg,4.222,Margaret Laney,5.276
Mr. Go,86196,tt0066592,James Mason,10.192,Jeff Bridges,17.346,Jack MacGowran,3.514,Irene Tsu,6.069,Peter Lind Hayes,1.787
The Break Up Man,,,,,,,,,,,,
The Way Way Back,147773,tt1727388,Liam James,14.806,Steve Carell,18.584,Toni Collette,24.141,AnnaSophia Robb,11.745,Sam Rockwell,13.281
We Are the Nobles,180147,tt2222394,Gonzalo Vega,1.801,Karla Souza,14.073,Luis Gerardo Méndez,11.041,Juan Pablo Gil,8.361,Ianis Guerrero,3.647
The Stolen Years,221112,tt3175936,Bai Baihe,3.959,Joseph Chang,4.882,Christine Fan,0.6,Ken Lin,3.097,Amber An,1.554
One Night Surprise,212640,tt3013126,Fan Bingbing,19.144,Aarif Rahman,9.132,Pace Wu,2.585,Jiang Jinfu,1.847,Daniel Henney,8.399
Platinum Data,208429,tt2282917,Kazunari Ninomiya,3.72,Etsushi Toyokawa,5.712,Honami Suzuki,8.322,Katsuhisa Namase,3.828,Anne Watanabe,7.691
Gekijouban SPEC: Kurôzu - Zen no hen,286737,tt2641866,Erika Toda,9.266,Ryo Kase,3.735,Raita Ryu,2.062,Kazuki Kitamura,9.654,Chiaki Kuriyama,13.959
Unbeatable,167688,tt0809470,Bruce Lee,8.774,Jackie Chan,26.273,Jean-Claude Van Damme,32.21,Chuck Norris,9.731,Steven Seagal,17.498
Man on the Edge,574543,tt0854166,,,,,,,,,,
Enough Said,209263,tt2390361,Julia Louis-Dreyfus,5.771,James Gandolfini,6.798,Catherine Keener,19.59,Toni Collette,24.141,Tavi Gevinson,1.723
The Last Exorcism Part II,146203,tt2034139,Ashley Bell,5.069,Julia Garner,24.452,Andrew Sensenig,1.561,Spencer Treat Clark,12.482,Judd Lormand,4.696
"Me, Myself and Mum",190880,tt2315200,Guillaume Gallienne,1.22,Françoise Fabian,6.68,André Marcon,1.171,Diane Kruger,21.536,Nanou Garcia,6.659
Drug War,25572,tt1033467,Ron Paul,1.788,Joe Rogan,5.121,Jello Biafra,2.343,Joe Arpaio,0.6,Jeff Blackburn,0.6
The Tale of The Princess Kaguya,149871,tt2576852,Aki Asakura,5.145,Kengo Kora,5.601,Takeo Chii,3.937,Nobuko Miyamoto,3.584,Atsuko Takahata,3.814
The Great Beauty,421635,,,,,,,,,,,
Trance,68727,tt1924429,James McAvoy,30.715,Vincent Cassel,12.325,Rosario Dawson,22.564,Danny Sapani,4.998,Matt Cross,2.066
The Railway Man,127560,tt2058107,Colin Firth,13.147,Nicole Kidman,23.379,Stellan Skarsgård,20.205,Jeremy Irvine,10.122,Hiroyuki Sanada,14.705
Out of Inferno,244339,tt2957680,Lau Ching-wan,6.299,Louis Koo,16.886,Chen Sicheng,2.717,Angelica Lee,8.299,Natalie Tong,3.882
Bring Happiness Home,195933,tt2764834,He Jiong,4.535,Xie Na,2.22,Weijia Li,1.0,Chapman To,6.917,Ni Dahong,5.372
Baggage Claim,175528,tt1171222,Paula Patton,29.455,Derek Luke,6.933,Taye Diggs,6.842,Boris Kodjoe,9.344,Trey Songz,1.4
