movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Kung Fu Panda 3,140300,tt2267968,Jack Black,23.771,Bryan Cranston,30.228,Dustin Hoffman,12.71,Angelina Jolie,13.484,J.K. Simmons,17.78
La La Land,313369,tt3783958,Ryan Gosling,12.098,Emma Stone,40.711,John Legend,4.038,Rosemarie DeWitt,12.507,J.K. Simmons,17.78
Warcraft,68735,tt0803096,Travis Fimmel,31.686,Paula Patton,29.455,Ben Foster,11.739,Dominic Cooper,17.366,Ben Schnetzer,12.316
Jason Bourne,324668,tt4196776,Matt Damon,23.323,Alicia Vikander,17.078,Tommy Lee Jones,27.694,Vincent Cassel,12.325,Julia Stiles,6.434
Ice Age 5: Collision Course,278154,tt3416828,Ray Romano,9.767,John Leguizamo,11.213,Denis Leary,16.184,Queen Latifah,12.416,Seann William Scott,13.293
Independence Day: Resurgence,47933,tt1628841,Liam Hemsworth,10.599,Jeff Goldblum,13.337,Jessie T. Usher,7.269,Bill Pullman,31.646,Maika Monroe,17.674
Your Name.,553301,tt7456298,,,,,,,,,,
The Legend of Tarzan,258489,tt0918940,Alexander Skarsgård,19.231,Christoph Waltz,18.156,Samuel L. Jackson,56.705,Margot Robbie,29.861,Djimon Hounsou,35.554
The Angry Birds Movie,153518,tt1985949,Jason Sudeikis,8.331,Josh Gad,11.913,Danny McBride,26.166,Maya Rudolph,11.778,Bill Hader,16.702
Trolls,136799,tt1679335,Anna Kendrick,18.19,Justin Timberlake,7.076,Zooey Deschanel,16.765,Russell Brand,11.873,James Corden,9.839
Star Trek Beyond,188927,tt2660888,Chris Pine,29.596,Zachary Quinto,7.86,Karl Urban,17.436,Zoe Saldana,26.317,Simon Pegg,15.527
The Great Wall,311324,tt2034800,Matt Damon,23.323,Jing Tian,19.77,Willem Dafoe,27.4,Andy Lau,16.233,Pedro Pascal,27.815
Now You See Me 2,291805,tt3110958,Jesse Eisenberg,30.679,Mark Ruffalo,9.185,Woody Harrelson,19.341,Morgan Freeman,23.816,Dave Franco,20.44
The Conjuring 2,259693,tt3065204,Patrick Wilson,31.977,Vera Farmiga,28.396,Madison Wolfe,13.873,Frances O'Connor,7.746,Simon McBurney,8.266
Resident Evil: The Final Chapter,173897,tt2592614,Milla Jovovich,16.232,Iain Glen,15.021,Ali Larter,24.854,Shawn Roberts,13.269,Eoin Macken,11.133
Dangal,829952,,,,,,,,,,,
Passengers,274870,tt1355644,Jennifer Lawrence,26.491,Chris Pratt,27.826,Michael Sheen,13.665,Laurence Fishburne,30.531,Andy García,25.364
Alice Through the Looking Glass,241259,tt2567026,Anne Hathaway,36.931,Mia Wasikowska,16.802,Johnny Depp,50.461,Helena Bonham Carter,40.369,Alan Rickman,11.511
Miss Peregrine's Home for Peculiar Children,283366,tt1935859,Eva Green,19.007,Asa Butterfield,18.109,Samuel L. Jackson,56.705,Judi Dench,8.949,Rupert Everett,11.192
Teenage Mutant Ninja Turtles: Out of the Shadows,308531,tt3949660,Megan Fox,14.329,Will Arnett,16.336,Stephen Amell,13.87,Laura Linney,12.533,Pete Ploszek,4.783
Sully,363676,tt3263904,Tom Hanks,27.299,Aaron Eckhart,9.461,Laura Linney,12.533,Anna Gunn,10.576,Autumn Reeser,23.961
Assassin's Creed,121856,tt2094766,Michael Fassbender,14.93,Marion Cotillard,18.028,Jeremy Irons,13.292,Brendan Gleeson,28.448,Charlotte Rampling,13.161
Hidden Figures,381284,tt4846340,Taraji P. Henson,12.785,Octavia Spencer,10.21,Janelle Monáe,8.504,Kevin Costner,23.921,Kirsten Dunst,29.15
Ghostbusters,425909,tt4513678,Carrie Coon,22.733,Finn Wolfhard,23.885,Mckenna Grace,62.368,Paul Rudd,34.254,Logan Kim,7.965
Inferno,207932,tt3062096,Tom Hanks,27.299,Felicity Jones,18.633,Omar Sy,10.194,Irrfan Khan,6.885,Sidse Babett Knudsen,6.783
Central Intelligence,302699,tt1489889,Kevin Hart,14.271,Dwayne Johnson,29.99,Amy Ryan,12.139,Aaron Paul,19.626,Danielle Nicolet,16.266
Bridget Jones's Baby,95610,tt1473832,Renée Zellweger,13.381,Colin Firth,11.544,Patrick Dempsey,12.675,Jim Broadbent,16.149,Gemma Jones,11.235
Me Before You,296096,tt2674426,Emilia Clarke,24.273,Sam Claflin,11.438,Janet McTeer,14.972,Charles Dance,21.232,Brendan Coyle,6.004
London Has Fallen,267860,tt3300542,Gerard Butler,18.085,Aaron Eckhart,9.461,Angela Bassett,11.963,Morgan Freeman,23.816,Melissa Leo,8.257
Arrival,329865,tt2543164,Amy Adams,27.066,Jeremy Renner,30.135,Forest Whitaker,10.296,Michael Stuhlbarg,15.8,Tzi Ma,12.582
The BFG,267935,tt3691740,Mark Rylance,20.026,Ruby Barnhill,1.908,Rebecca Hall,32.632,Jemaine Clement,12.99,Bill Hader,17.811
The Monkey King 2,381902,tt4591310,Aaron Kwok,11.474,Gong Li,17.569,William Feng,5.793,Xiao Shenyang,2.725,Him Law,4.935
Bad Moms,376659,tt4651520,Mila Kunis,20.107,Kristen Bell,15.307,Kathryn Hahn,18.867,Christina Applegate,15.238,Jada Pinkett Smith,33.927
Storks,332210,tt4624424,Andy Samberg,32.41,Katie Crown,7.763,Kelsey Grammer,14.887,Keegan-Michael Key,7.168,Jordan Peele,9.865
From Vegas to Macau III,381002,tt5237980,Chow Yun-Fat,12.003,Andy Lau,22.726,Jacky Cheung,15.651,Nick Cheung,8.346,Carina Lau,17.08
Hacksaw Ridge,324786,tt2119532,Andrew Garfield,36.422,Sam Worthington,19.789,Vince Vaughn,15.538,Teresa Palmer,24.378,Luke Bracey,20.023
Allegiant,262504,tt3410834,Shailene Woodley,22.549,Theo James,26.94,Zoë Kravitz,43.638,Miles Teller,12.041,Jeff Daniels,10.459
Operation Mekong,415214,tt6044910,Zhang Hanyu,8.378,Eddie Peng,11.8,Feng Wenjuan,7.195,Ganesh Acharya,0.829,Chen Baoguo,5.029
The Girl on the Train,346685,tt3631112,Emily Blunt,22.529,Rebecca Ferguson,48.521,Haley Bennett,25.423,Justin Theroux,17.672,Luke Evans,23.783
The Huntsman: Winter's War,290595,tt2381991,Chris Hemsworth,36.221,Charlize Theron,40.523,Emily Blunt,22.529,Jessica Chastain,17.001,Nick Frost,11.519
The Magnificent Seven,333484,tt2404435,Denzel Washington,33.586,Chris Pratt,27.826,Ethan Hawke,21.79,Vincent D'Onofrio,25.932,Lee Byung-hun,18.029
Jack Reacher: Never Go Back,343611,tt3393786,Tom Cruise,37.023,Cobie Smulders,24.524,Danika Yarosh,17.748,Aldis Hodge,11.575,Patrick Heusinger,8.14
Don't Breathe,482373,tt6246322,Stephen Lang,20.876,Brendan Sexton III,14.868,Madelyn Grace,3.597,Stephanie Arcila,5.722,Rocci Williams,4.294
The Accountant,302946,tt2140479,Ben Affleck,23.439,Anna Kendrick,18.19,J.K. Simmons,17.78,Jon Bernthal,24.637,Jeffrey Tambor,8.42
Lights Out,345911,tt4786282,Teresa Palmer,17.413,Maria Bello,19.609,Gabriel Bateman,6.107,Alexander DiPersia,5.245,Alicia Vela-Bailey,5.792
Time Raiders,411442,tt5354664,Lu Han,9.563,Jing Boran,8.24,Ma Sichun,9.16,Wang Jingchun,1.477,Zhang Boyu,2.394
Pete's Dragon,294272,tt2788732,Oakes Fegley,7.504,Bryce Dallas Howard,24.741,Wes Bentley,32.735,Karl Urban,17.436,Oona Laurence,6.071
Sausage Party,223702,tt1700841,Seth Rogen,19.602,Kristen Wiig,16.468,Jonah Hill,14.14,Bill Hader,16.702,Michael Cera,20.608
Lion,8587,tt0110357,Matthew Broderick,13.295,James Earl Jones,13.214,Jeremy Irons,15.988,Rowan Atkinson,15.925,Niketa Calame,2.894
Skiptrace,270774,tt2238032,Jackie Chan,26.273,Johnny Knoxville,19.66,Fan Bingbing,19.144,Eric Tsang,9.064,Eve Torres,4.927
Mechanic: Resurrection,278924,tt3522806,Jason Statham,68.171,Jessica Alba,11.476,Tommy Lee Jones,27.694,Michelle Yeoh,55.862,Natalie Burn,2.347
Deepwater Horizon,296524,tt1860357,Mark Wahlberg,49.465,Kurt Russell,18.08,John Malkovich,14.631,Gina Rodriguez,13.625,Dylan O'Brien,14.5
Allied,369885,tt3640424,Brad Pitt,22.483,Marion Cotillard,25.239,Jared Harris,17.681,Simon McBurney,8.08,Lizzy Caplan,17.822
I Belonged to You,415636,tt6074202,Deng Chao,6.787,Bai Baihe,3.959,Yang Yang,11.131,Zhang Tian'ai,15.109,Yue Yunpeng,6.323
The Shallows,332567,tt4052882,Blake Lively,12.53,Óscar Jaenada,8.38,Janelle Bailey,2.717,Chelsea Moody,2.411,Angelo Josue Lozano Corzo,1.4
The Purge: Election Year,316727,tt4094724,Elizabeth Mitchell,21.396,Frank Grillo,21.101,Mykelti Williamson,11.922,Betty Gabriel,15.499,Joseph Julian Soria,6.749
Why Him?,356305,tt4501244,Bryan Cranston,30.228,James Franco,11.754,Zoey Deutch,20.092,Megan Mullally,8.842,Griffin Gluck,20.092
Book of Love,892835,tt14014068,Sam Claflin,8.17,Verónica Echegui,13.968,Antonia Clarke,5.117,Horacio García Rojas,4.208,Melissa Pino,0.6
Office Christmas Party,384682,tt1711525,Jason Bateman,15.545,Olivia Munn,10.575,T. J. Miller,14.522,Jennifer Aniston,17.122,Kate McKinnon,9.885
How to Be Single,259694,tt1292566,Dakota Johnson,13.949,Rebel Wilson,10.1,Leslie Mann,28.052,Alison Brie,26.876,Damon Wayans Jr.,9.307
10 Cloverfield Lane,333371,tt1179933,Mary Elizabeth Winstead,26.06,John Goodman,20.197,John Gallagher Jr.,9.648,Douglas M. Griffin,1.568,Suzanne Cryer,3.119
Neighbors 2: Sorority Rising,325133,tt4438848,Seth Rogen,19.602,Zac Efron,27.031,Rose Byrne,25.865,Chloë Grace Moretz,56.69,Dave Franco,20.44
Cold War 2,416249,tt5112622,Aaron Kwok,11.474,Tony Leung Ka-fai,11.318,Chow Yun-Fat,13.342,Charlie Yeung,12.048,Janice Man,14.384
Railroad Tigers,377447,tt4687848,Jackie Chan,26.273,Huang Zitao,4.537,Jaycee Chan,13.335,Kai Wang,0.6,Xu Fan,4.337
Qing sheng,643786,tt11274256,Yu Bin,5.009,Zheng Fanxing,3.607,Wang Yifei,6.763,Gao Han,0.6,He Longlong,0.6
Dirty Grandpa,291870,tt1860213,Zac Efron,34.909,Robert De Niro,25.289,Julianne Hough,11.01,Aubrey Plaza,17.237,Dermot Mulroney,27.138
Ben-Hur,665,tt0052618,Charlton Heston,13.798,Haya Harareet,2.863,Stephen Boyd,7.284,Martha Scott,6.552,Cathy O'Donnell,8.998
Money Monster,303858,tt2241351,George Clooney,18.235,Julia Roberts,18.308,Jack O'Connell,9.593,Caitriona Balfe,12.152,Dominic West,19.419
Train to Busan,396535,tt5700672,Gong Yoo,12.282,Jung Yu-mi,4.441,Ma Dong-seok,18.473,Choi Woo-shik,10.445,An So-hee,9.314
My Big Fat Greek Wedding 2,302688,tt3760922,Nia Vardalos,9.77,John Corbett,7.988,Lainie Kazan,8.013,Michael Constantine,4.093,Elena Kampouris,7.146
Collateral Beauty,345920,tt4682786,Will Smith,29.79,Edward Norton,24.065,Kate Winslet,16.896,Michael Peña,20.378,Helen Mirren,23.338
Line Walker,411268,tt5896962,Nick Cheung,6.488,Louis Koo,16.886,Francis Ng,8.953,Charmaine Sheh,6.286,Hui Siu-Hung,4.257
Sultan,44446,tt0061357,Michèle Mercier,6.342,Robert Hossein,9.218,Jean-Claude Pascal,0.84,Jacques Santi,1.96,Helmuth Schneider,2.371
War Dogs,308266,tt2005151,Miles Teller,12.138,Jonah Hill,14.14,Ana de Armas,106.62,Bradley Cooper,38.912,Kevin Pollak,5.619
Big Fish & Begonia,271706,tt1920885,Ji Guanlin,3.095,Pan Shulan,0.6,Su Shangqing,3.637,许魏洲,10.527,Chin Shih-Chieh,5.285
Nerve,328387,tt3531824,Emma Roberts,21.181,Dave Franco,23.332,Emily Meade,10.814,Miles Heizer,13.29,Juliette Lewis,22.931
Leap!,25195,tt1216492,Amy Adams,19.554,Matthew Goode,18.407,John Lithgow,17.218,Flaminia Cinque,1.96,Tony Rohr,1.343
Ouija: Origin of Evil,335796,tt4361050,Elizabeth Reaser,16.164,Lulu Wilson,11.457,Annalise Basso,9.45,Henry Thomas,17.597,Parker Mack,5.362
Underworld: Blood Wars,346672,tt3717252,Kate Beckinsale,23.557,Theo James,20.465,Tobias Menzies,8.672,Lara Pulver,9.887,Bradley James,11.924
Manchester by the Sea,334541,tt4034228,Casey Affleck,10.576,Michelle Williams,20.576,Kyle Chandler,14.533,Lucas Hedges,8.476,Gretchen Mol,14.9
The Boss,459151,tt6932874,Alec Baldwin,17.182,James Marsden,19.282,Amy Sedaris,15.668,Jeff Goldblum,13.337,Eva Longoria,13.89
Shin Godzilla,315011,tt4262980,Hiroki Hasegawa,5.433,Yutaka Takenouchi,5.575,Satomi Ishihara,17.179,Kengo Kora,5.601,Satoru Matsuo,2.835
Mike and Dave Need Wedding Dates,316023,tt2823054,Zac Efron,34.909,Adam DeVine,14.124,Anna Kendrick,23.857,Aubrey Plaza,17.237,Sam Richardson,10.929
Kubo and the Two Strings,313297,tt4302938,Art Parkinson,6.154,Charlize Theron,40.523,Brenda Vaccaro,7.168,Cary-Hiroyuki Tagawa,9.902,Meyrick Murphy,4.685
Quo vado?,374416,tt5290524,Checco Zalone,2.138,Eleonora Giovanardi,5.473,Sonia Bergamasco,1.88,Ludovica Modugno,1.4,Maurizio Micheli,0.75
Boo! A Madea Halloween,380124,tt5325452,Tyler Perry,5.823,Cassi Davis,8.188,Diamond White,6.055,Yousef Erakat,0.6,Bella Thorne,19.214
Miracles from Heaven,339984,tt4257926,Jennifer Garner,23.642,Kylie Rogers,9.849,Martin Henderson,27.546,Brighton Sharbino,14.529,Courtney Fansler,3.876
I Am Not Madame Bovary,400114,tt5918090,Fan Bingbing,15.743,Zhang Jiayi,6.649,Guo Tao,4.943,Dong Chengpeng,7.627,Zhang Yi,15.503
See You Tomorrow,418926,tt4467552,Valentina Magaña,0.6,Carmen Madrid,0.6,Alfredo Herrera,1.62,Francisco Durán,0.6,Apolinar Salgado,0.6
One Piece Film: Gold,374205,tt5251328,Kazuya Nakai,10.996,Mayumi Tanaka,12.81,Akemi Okamura,5.632,Kappei Yamaguchi,11.26,Hiroaki Hirata,7.274
Moonlight,376867,tt4975722,Trevante Rhodes,7.483,André Holland,3.659,Janelle Monáe,8.504,Ashton Sanders,10.163,Jharrel Jerome,7.819
Monster Trucks,262841,tt3095734,Lucas Till,15.284,Jane Levy,10.27,Amy Ryan,12.139,Rob Lowe,12.843,Danny Glover,9.285
Fences,393457,tt2671706,Denzel Washington,33.586,Viola Davis,11.558,Stephen McKinley Henderson,4.97,Jovan Adepo,5.14,Russell Hornsby,8.178
"Hail, Caesar!",270487,tt0475290,Josh Brolin,54.86,George Clooney,18.235,Alden Ehrenreich,4.659,Ralph Fiennes,45.665,Scarlett Johansson,44.256
The Nice Guys,290250,tt3799694,Russell Crowe,20.111,Ryan Gosling,12.098,Angourie Rice,15.455,Matt Bomer,11.562,Margaret Qualley,12.866
Huo guo ying xiong,,,,,,,,,,,,
L.O.R.D: Legend of Ravaging Dynasties,369552,tt4819576,Yang Mi,16.341,Fan Bingbing,19.144,Lin Yun,5.535,Kris Wu,11.815,Amber Kuo,6.146
Nine Lives,322240,tt4383594,Kevin Spacey,14.582,Jennifer Garner,23.642,Malina Weissman,22.624,Robbie Amell,38.253,Cheryl Hines,13.493
Zoolander 2,329833,tt1608290,Ben Stiller,12.338,Owen Wilson,51.843,Will Ferrell,13.352,Penélope Cruz,22.178,Kristen Wiig,21.34
Barbershop: The Next Cut,326423,tt3628584,Ice Cube,14.542,Cedric the Entertainer,9.433,Regina Hall,12.088,Sean Patrick Thomas,11.7,Eve Jeffers Cooper,3.56
The Age of Shadows,363579,tt4914580,Song Kang-ho,24.694,Gong Yoo,12.282,Han Ji-min,13.101,Shingo Tsurumi,7.851,Um Tae-goo,6.555
A Chinese Odyssey: Part Three,389201,tt4862468,Han Geng,3.182,Tang Yan,11.231,Karen Mok,5.655,Wu Jing,19.876,Gillian Chung,6.741
Tunnel,46221,tt1735485,Bel Deliá,1.061,Luke Arnold,7.316,Andy Rodoreda,3.136,James Caitlin,1.614,Goran D. Kleut,4.459
Patriots Day,388399,tt4572514,Mark Wahlberg,49.465,John Goodman,20.197,J.K. Simmons,17.78,Kevin Bacon,9.167,Michelle Monaghan,23.375
My Beloved Bodyguard,315669,tt4076934,Sammo Hung,17.837,Jacqueline Chan,1.788,Andy Lau,16.233,Feng Jia-Yi,3.117,Li Qinqin,3.667
The Finest Hours,300673,tt2025690,Chris Pine,29.596,Casey Affleck,10.576,Ben Foster,11.739,Eric Bana,15.937,Holliday Grainger,12.833
Master,680829,tt11286210,Regina Hall,14.426,Zoe Renee,3.616,Amber Gray,1.3,Talia Ryder,8.304,Talia Balsam,11.013
Doraemon the Movie: Nobita and the Birth of Japan,384345,tt5544700,Wasabi Mizuta,5.505,Tomokazu Seki,15.413,Yumi Kakazu,4.66,Megumi Oohara,3.83,,
The Wailing,293670,tt5215952,Kwak Do-won,6.113,Hwang Jung-min,8.721,Chun Woo-hee,8.238,Jun Kunimura,11.149,Kim Hwan-hee,6.724
Two Is a Family,382591,tt5078204,Omar Sy,10.194,Gloria Colston,5.093,Clémence Poésy,12.902,Antoine Bertrand,3.597,Ashley Walters,8.336
Never Gone,780494,,Brian Sounalath,3.37,Jordon Sorenson,0.6,Nanea Miyata,1.312,,,,
Luck-Key,421928,tt6175078,Yoo Hae-jin,21.601,Lee Joon,12.993,Jo Yoon-hee,5.02,Lim Ji-yeon,9.369,Jo Han-chul,18.544
Florence Foster Jenkins,315664,tt4136084,Meryl Streep,13.52,Hugh Grant,32.571,Simon Helberg,15.655,Rebecca Ferguson,48.521,Nina Arianda,8.398
Mother's Day,353069,tt4824302,Jennifer Aniston,17.122,Julia Roberts,18.361,Kate Hudson,13.332,Jason Sudeikis,8.331,Timothy Olyphant,29.519
"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release",,,,,,,,,,,,
A Monster Calls,258230,tt3416532,Lewis MacDougall,3.157,Sigourney Weaver,25.294,Felicity Jones,19.99,Toby Kebbell,15.698,Liam Neeson,36.597
Risen,335778,tt3231054,Joseph Fiennes,13.968,Peter Firth,14.097,Cliff Curtis,16.479,Tom Felton,32.48,Mark Killeen,5.27
Eddie the Eagle,319888,tt1083452,Taron Egerton,16.392,Hugh Jackman,23.509,Christopher Walken,20.754,Ania Sowinski,1.012,Mads Sjøgård Pettersen,5.954
Blair Witch,351211,tt1540011,James Allen McCune,2.445,Callie Hernandez,7.956,Brandon Scott,1.96,Corbin Reid,4.649,Valorie Curry,13.576
Boonie Bears: The Big Top Secret,401791,tt5471154,张伟,1.435,Bingjun Zhang,1.427,Tan Xiao,0.84,Pei Liu,0.6,Xiaodong Sun,0.6
Café Society,339397,tt4513674,Jesse Eisenberg,26.404,Kristen Stewart,29.486,Steve Carell,25.175,Blake Lively,17.542,Parker Posey,18.161
League of Gods,406429,tt5481184,Jet Li,29.092,Fan Bingbing,19.144,Huang Xiaoming,10.146,Louis Koo,16.886,AngelaBaby,14.419
Almost Christmas,340402,tt4649416,Kimberly Elise,8.565,Omar Epps,12.228,Danny Glover,11.186,John Michael Higgins,14.276,Romany Malco,7.379
The Witch,310131,tt4263482,Anya Taylor-Joy,38.002,Ralph Ineson,13.916,Kate Dickie,7.631,Harvey Scrimshaw,8.456,Ellie Grainger,4.638
The Wild Life,38980,tt0088402,Chris Penn,4.29,Ilan Mitchell-Smith,2.673,Eric Stoltz,11.732,Jenny Wright,3.415,Lea Thompson,13.415
Love O2O,412190,tt6091936,AngelaBaby,14.419,Jing Boran,8.24,Li Qin,9.762,Bai Yu,4.427,Liuxun Zimo,2.488
The Forest,329440,tt3387542,Natalie Dormer,27.136,Eoin Macken,12.14,Stephanie Vogt,5.963,Osamu Tanpopo,0.608,Yasuo Tobishima,0.601
Absolutely Fabulous: The Movie,372411,tt2112096,Jennifer Saunders,17.664,Joanna Lumley,13.455,Julia Sawalha,15.816,June Whitfield,2.941,Jane Horrocks,4.542
My Mom Is a Character 2,227932,tt3212812,Paulo Gustavo,2.087,Rodrigo Pandolfo,3.167,Mariana Xavier,0.6,Patrícya Travassos,0.75,Alexandra Richter,0.98
Masterpiece Mystery: Sherlock: The Abominable Bride,,,,,,,,,,,,
"Crouching Tiger, Hidden Dragon: Sword of Destiny",263341,tt2652118,Michelle Yeoh,61.559,Donnie Yen,19.262,Jason Scott Lee,13.723,Natasha Liu Bordizzo,10.429,Harry Shum Jr.,13.248
Hell or High Water,338766,tt2582782,Jeff Bridges,18.404,Chris Pine,28.479,Ben Foster,11.522,Gil Birmingham,19.089,Marin Ireland,15.709
Mission Milano,419544,tt5425144,Andy Lau,22.726,Huang Xiaoming,9.044,Sammi Cheng,6.482,Michelle Hu,16.566,Ouyang Nana,15.676
The Handmaiden,290098,tt4016934,Kim Min-hee,9.642,Kim Tae-ri,33.03,Ha Jung-woo,9.169,Cho Jin-woong,9.375,Kim Hae-sook,9.14
Snowden,302401,tt3774114,Joseph Gordon-Levitt,20.585,Shailene Woodley,25.831,Melissa Leo,8.257,Zachary Quinto,7.86,Tom Wilkinson,13.739
Nobunaga Concerto: The Movie,361358,tt4122254,Shun Oguri,11.892,Ko Shibasaki,13.234,Osamu Mukai,5.94,Takayuki Yamada,10.17,Kiko Mizuhara,4.891
Eye in the Sky,333352,tt2057392,Helen Mirren,23.338,Aaron Paul,24.288,Alan Rickman,13.453,Barkhad Abdi,9.628,Jeremy Northam,10.984
Les Tuche 2: The American Dream,,,,,,,,,,,,
Os Dez Mandamentos - O Filme,372519,tt5431016,Guilherme Winter,3.234,Camila Rodrigues,1.044,Sergio Marone,4.129,Paulo Gorgulho,1.544,Giselle Itié,5.026
Bounty Hunters,111445,tt0115737,Michael Dudikoff,8.46,Lisa Howard,6.14,Ben Ratner,2.563,Erin Fitzgerald,5.569,Freddy Andreiuci,1.276
Ae Dil Hai Mushkil,393445,tt4559006,Ranbir Kapoor,2.961,Aishwarya Rai Bachchan,14.9,Fawad Khan,1.786,Anushka Sharma,8.32,Lisa Haydon,3.708
Assassination Classroom: The Graduation,359628,tt4641264,Ryosuke Yamada,4.725,Masaki Suda,9.285,Maika Yamamoto,8.098,Seika Taketomi,6.097,Mio Yuki,5.744
Perfect Strangers,78711,tt0087901,Anne Carlisle,0.6,Brad Rijn,0.6,John Woehrle,0.6,Matthew Stockley,0.6,Stephen Lack,1.674
Billy Lynn's Long Halftime Walk,293767,tt2513074,Joe Alwyn,8.095,Kristen Stewart,29.486,Chris Tucker,12.283,Garrett Hedlund,5.775,Vin Diesel,27.309
Pandora,905,tt0018737,Louise Brooks,2.825,Fritz Kortner,1.872,Francis Lederer,3.934,Carl Goetz,1.4,Krafft-Raschig,1.166
Norm of the North,276905,tt1594972,Rob Schneider,27.975,Ken Jeong,8.844,Loretta Devine,4.886,Heather Graham,20.946,Bill Nighy,22.155
When the Bough Breaks,335791,tt1389139,Morris Chestnut,7.735,Regina Hall,12.088,Jaz Sinclair,8.355,Romany Malco,5.271,Michael Kenneth Williams,8.053
S Storm,52724,tt1029097,Sheree J. Wilson,8.231,Peter LaCroix,4.358,Scott Hylands,6.53,Aaron Pearl,7.428,Desireé Loewen,0.98
Nocturnal Animals,340666,tt4550098,Amy Adams,27.066,Jake Gyllenhaal,30.587,Michael Shannon,25.485,Aaron Taylor-Johnson,19.957,Isla Fisher,15.577
A Silent Voice: The Movie,378064,tt5323662,Miyu Irino,3.767,Saori Hayami,15.032,Aoi Yuki,8.507,Kensho Ono,15.102,Yuki Kaneko,3.062
Keeping Up with the Joneses,331313,tt2387499,Jon Hamm,18.064,Isla Fisher,15.577,Zach Galifianakis,18.372,Gal Gadot,49.549,Patton Oswalt,17.432
Jackie,376866,tt1619029,Natalie Portman,25.669,Peter Sarsgaard,20.03,Greta Gerwig,10.674,Billy Crudup,15.43,John Hurt,17.582
Masterminds,213681,tt2461150,Zach Galifianakis,18.372,Owen Wilson,51.843,Kristen Wiig,21.34,Kate McKinnon,10.966,Leslie Jones,6.763
Flight Crew,380111,tt5653294,Danila Kozlovsky,15.484,Vladimir Mashkov,14.542,Agnė Grudytė,5.596,Sergey Shakurov,7.757,Sergey Romanovich,9.535
Viking,317960,tt4155144,Ben Cross,11.462,Jenny Boyd,10.441,Harry Lister Smith,3.072,Oliver Walker,1.464,Anya Taylor-Joy,38.002
M.S. Dhoni: The Untold Story,388333,tt4169250,Sushant Singh Rajput,1.4,Anupam Kher,5.048,Disha Patani,11.001,Kiara Advani,5.751,Bhumika Chawla,6.43
Fan,940497,tt8707436,Nathan Fillion,28.708,Stephen Lang,20.876,Geno Segers,4.683,Mircea Monroe,11.111,"Ernie Reyes, Jr.",9.677
"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!",,,,,,,,,,,,
