,release_date_year__2010,release_date_year__2011,release_date_year__2012,release_date_year__2013,release_date_year__2014,release_date_year__2015,release_date_year__2016,release_date_year__2017,release_date_year__2018,release_date_year__2019,release_date_year__2020,release_date_year__2021,release_date_year__2022,Rating__1,Rating__2,Rating__3,Rating__4,Rating__5,release_date_quarter__2,release_date_quarter__3,release_date_quarter__4,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,Score_Rotten,Score_Rotten_Audience,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,TwitterScore,Budget,Revenue,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Movie Title
364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.06,6.9,115448,122,60.0,70.0,55.0,48.0,5.18,1.387,13.767,0.6455309396,38000000.0,117094902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Water for Elephants
365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141.66,5.7,178889,116,37.0,48.0,37.0,45.5,2.168,6.071,10.4326,-0.2257792755,70000000.0,211819354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Battle Los Angeles
366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,31.409,6.0,166785,110,49.0,49.0,38.0,37.375,2.572,2.324666667,23.2698,0.4479578393,75000000.0,226904017,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Immortals
367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.269,6.1,235811,111,33.0,57.0,59.0,49.0,5.081,16.464,15.3908,0.7714748784,50000000.0,149878437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I Am Number Four
368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,182.673,7.0,812534,115,77.0,76.0,8.0,77.0,27.071,11.621,25.9926,0.5653896962,150000000.0,449326618,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Thor
369,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,33.253,5.4,33553,95,24.0,53.0,25.0,84.625,4.967,2.311,14.4536,0.4791929382,63000000.0,183953723,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hop
370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41.74,7.4,506191,118,79.0,78.0,69.0,35.25,7.092,15.088,22.6696,0.1156289708,50000000.0,145051197,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Crazy, Stupid, Love."
371,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38.472,7.3,227716,107,74.0,74.0,74.0,71.375,29.221,15.406,16.2658,0.9071832123,130000000.0,373993951,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Adventures of Tintin
372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133.706,6.2,180237,106,39.0,49.0,7.0,58.25,7.206,2.786,21.275,0.587456446,200000000.0,559852396,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cars 2
373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,278.171,6.6,510552,137,33.0,54.0,5.0,46.125,4.192,4.75,22.4654,0.3937823834,380000000.0,1045713802,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pirates of the Caribbean: On Stranger Tides
374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,244.759,7.1,319842,127,60.0,73.0,35.0,44.0,33.013,11.59666667,16.6302,0.6422553467,110000000.0,299268508,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Real Steel
375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.785,7.0,198894,127,84.0,65.0,179.0,63.125,3.777,3.057333333,26.013,0.46485623,30000000.0,81244605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Tinker Tailor Soldier Spy
376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.744,7.2,155131,146,75.0,74.0,96.0,44.0,29.221,16.0205,16.6376,-0.4248704663,66000000.0,177584879,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,War Horse
377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126.485,6.4,238119,117,19.0,59.0,27.0,48.875,8.054,11.071,14.6634,0.662475182,80000000.0,214945591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Just Go with It
378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,119.236,6.9,813953,124,79.0,75.0,10.0,39.625,8.048,11.621,26.412,0.6044657097,140000000.0,370569774,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Captain America: The First Avenger
379,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,70.505,7.0,48870,112,46.0,75.0,73.0,52.125,7.761,3.07,12.3006,0.6409952607,18000000.0,47120948,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soul Surfer
380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.82,4.4,27205,107,5.0,58.0,69.0,43.125,4.67,7.5555,13.4184,0.959628583,32000000.0,83615414,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Big Mommas: Like Father, Like Son"
381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91.94,6.0,96592,114,21.0,40.0,102.0,39.0,3.485,2.0455,20.6056,0.3185667752,37000000.0,96560591,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,The Rite
382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41.344,7.6,149454,120,81.0,84.0,185.0,34.75,6.799,2.3205,8.1554,0.2405745063,13000000.0,33750478,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,The Skin I Live In
383,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11.78,6.8,24024,113,82.0,80.0,46.0,43.875,12.669,2.204333333,11.6082,0.5436156764,37000000.0,95932565,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dolphin Tale
384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26.972,7.0,254322,106,71.0,67.0,53.0,42.0,6.464,2.463,16.469,0.6576839039,50200000.0,127869379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,The Adjustment Bureau
385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.386,5.5,77379,86,21.0,48.0,108.0,55.5,1.286,2.066,12.4124,0.6025396825,17000000.0,43202283,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Beastly
386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.288,5.6,85531,118,7.0,45.0,72.0,71.375,8.768,3.546,22.2914,0.7876712329,56000000.0,142044638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,New Year's Eve
387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.872,6.1,66895,98,37.0,41.0,97.0,42.125,26.792,17.041,20.567,0.6194563662,30000000.0,75055070,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Larry Crowne
388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14.119,7.5,17062,111,58.0,63.0,158.0,12.5,7.092,4.828,5.414,1.0,10000000.0,24792815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Elle s'appelait Sarah
389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.744,7.4,29323,129,92.0,74.0,187.0,72.75,4.708,0.631,6.817,0.5246345425,8000000.0,19722766,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Another Year
390,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.525,7.0,248618,104,70.0,62.0,86.0,93.5,5.082,3.537333333,15.7322,0.4755154639,40000000.0,97984015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Paul
391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.778,6.4,10780,103,83.0,61.0,69.0,62.625,5.03,2.947,8.4722,0.537366548,13200000.0,32309881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potiche
392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,61.792,6.2,145348,111,61.0,56.0,83.0,44.625,7.502,7.2815,18.7536,-0.2377938517,40000000.0,97231420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Scream 4
393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18.064,6.5,127480,137,43.0,44.0,94.0,54.125,31.857,14.06633333,19.0234,0.3098274569,35000000.0,84920539,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,J. Edgar
394,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21.941,7.1,141888,124,65.0,71.0,88.0,60.75,1.654,2.183333333,19.9806,0.728923476,50000000.0,120081841,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We Bought a Zoo
395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.493,5.9,124799,105,33.0,40.0,71.0,39.125,7.092,6.778666667,25.7088,0.45599022,36000000.0,86157237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hall Pass
396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24.916,5.1,79905,106,58.0,20.0,107.0,49.125,10.529,0.776,19.4184,-0.7883986928,35000000.0,82087155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Abduction
397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37.167,6.8,299284,106,85.0,63.0,43.0,32.875,4.052,3.655,21.402,-0.6220331393,60000000.0,137551594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Contagion
398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.068,5.4,93497,95,67.0,22.0,112.0,43.375,2.787,4.828,15.5152,-49.06210921,40000000.0,91627228,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Season of the Witch
399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20.536,7.6,408158,133,94.0,86.0,44.0,41.375,1.388,13.55533333,19.7452,0.5595320028,50000000.0,110206216,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Moneyball
400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.498,7.3,230775,118,83.0,82.0,56.0,44.625,7.239,1.5054,19.0028,0.6807095344,40000000.0,86752352,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The Lincoln Lawyer
401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.728,4.7,8058,106,38.0,74.0,64.0,30.25,6.343,3.337,6.1948,0.9315344342,25000000.0,54161287,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madea's Big Happy Family
402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,21.005,4.9,60850,89,12.0,25.0,141.0,43.375,0.84,5.6665,17.778,-0.7055921053,30000000.0,64626786,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Darkest Hour
403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.444,5.4,111368,100,10.0,39.0,85.0,46.25,3.8,10.55066667,20.6492,0.4782608696,42000000.0,90260376,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Red Riding Hood
404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.185,6.8,197165,111,71.0,66.0,78.0,68.625,9.492,1.535,16.4302,0.4513274336,30000000.0,63782078,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hanna
405,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,42.722,5.2,60695,102,14.0,41.0,40.0,37.0,4.076,12.0548,16.7098,0.4915693904,80000000.0,169852759,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zookeeper
406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,56.53,6.2,141242,104,68.0,48.0,42.0,38.125,3.416,11.29433333,10.2548,0.5075239398,75000000.0,152930623,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tower Heist
407,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.901,5.8,44196,109,40.0,49.0,117.0,67.375,1.285,8.82425,12.0826,0.634591961,20000000.0,39782683,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monte Carlo
408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28.586,6.3,83618,94,80.0,49.0,143.0,66.75,3.473,2.7986,22.3946,0.3812464907,12000000.0,22939027,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Young Adult
409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38.89,6.3,69148,90,68.0,59.0,99.0,31.125,0.6,1.4,12.9528,0.6111111111,19000000.0,36192775,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Very Harold & Kumar Christmas
410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.454,6.5,158850,93,53.0,51.0,106.0,42.75,4.522,1.869333333,22.2894,0.5460588794,40000000.0,76130093,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,The Mechanic
411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.6,5.8,159609,119,44.0,43.0,32.0,49.375,6.112,10.182,15.7518,0.4969656102,120000000.0,227817248,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Green Hornet
412,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,57.304,3.3,83335,91,3.0,36.0,47.0,36.75,8.054,12.03366667,16.8188,0.239231279,79000000.0,149673788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack and Jill
413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27.548,5.8,61849,112,15.0,48.0,80.0,43.125,1.524,5.842333333,15.0338,0.6210526316,35000000.0,65100369,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Something Borrowed
414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.26,4.9,40685,156,58.0,63.0,192.0,30.5,7.092,4.828,8.0858,0.5261780105,19500000.0,35911689,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ra.One
415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20.376,6.8,175000,139,84.0,60.0,138.0,54.5,3.704,8.3928,11.96,0.6100323625,32000000.0,58409247,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Tree of Life
416,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74.386,7.2,256164,107,88.0,69.0,20.0,42.25,4.916,2.569333333,22.7572,0.501953125,135000000.0,245724603,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rango
417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.09,7.2,24385,63,90.0,80.0,109.0,57.125,7.092,2.192,7.7266,0.7010309278,30000000.0,49871429,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winnie the Pooh
418,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.07,5.6,3031,140,74.0,74.0,69.0,50.5,29.221,15.406,14.4502,83.03571429,22500000.0,36796816,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Adventurers
419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,94.43,6.4,100270,108,27.0,67.0,93.0,73.875,3.334,6.143,15.6778,0.4138888889,40000000.0,63458440,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Colombiana
420,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29.924,5.5,48503,99,71.0,58.0,115.0,45.375,3.109,0.6,13.2606,-0.03602882306,25000000.0,38269529,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Don't Be Afraid of the Dark
421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18.446,6.0,79231,106,23.0,44.0,135.0,41.5,3.539,2.0455,12.0334,0.8304526749,20000000.0,30426096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,What's Your Number?
422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.161,6.2,69324,114,39.0,41.0,125.0,64.875,3.906,1.94,17.5286,0.5802469136,25000000.0,37989684,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Eagle
423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19.711,4.0,25852,90,18.0,22.0,126.0,40.625,6.923,2.099666667,12.0416,0.1300940439,28000000.0,41363927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Shark Night
424,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22.612,7.1,58151,97,92.0,76.0,70.0,53.5,2.711,2.08375,17.651,0.7529812606,100000000.0,147419472,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthur Christmas
425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,59.899,6.1,99236,83,45.0,40.0,91.0,45.125,16.871,6.349,15.1046,0.6110744891,28000000.0,40662632,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Minutes or Less
426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,70.745,6.3,179664,112,25.0,47.0,90.0,55.875,8.448,9.315,22.828,0.4338507021,52000000.0,75450437,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Change-Up
427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17.095,5.6,70384,81,22.0,39.0,110.0,43.75,4.231,7.372,9.783,0.4509516837,25000000.0,34942188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Sitter
428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12.365,6.3,18051,117,22.0,53.0,124.0,48.625,1.012,17.6645,8.8116,0.8976784179,15000000.0,20601987,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Country Strong
429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.415,4.9,20291,89,17.0,32.0,151.0,43.125,4.512,1.426,19.2286,0.3532338308,24000000.0,31410151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,I Don't Know How She Does It
430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26.607,5.7,119108,87,15.0,46.0,105.0,63.125,0.896,4.113,15.9804,0.036643026,60000000.0,78309505,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Priest
431,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,77.981,5.9,44353,117,45.0,60.0,54.0,42.125,8.791,4.483666667,10.51,0.9472817133,130000000.0,159196259,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy Feet Two
432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32.207,5.7,51768,110,26.0,44.0,103.0,81.75,7.266,1.7355,15.3622,0.4830729167,40000000.0,48147945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Arthur
433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.845,5.0,1799,107,68.0,48.0,69.0,28.25,1.717,2.188,4.2704,38.69463869,18300000.0,20587850,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hollywoo
434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,111.634,5.5,280813,114,26.0,45.0,24.0,45.25,5.754,6.8965,22.4584,0.3922174182,200000000.0,219851172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Green Lantern
435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104.848,6.1,240456,110,58.0,27.0,95.0,36.875,0.98,4.828,16.5386,-0.4156599553,82000000.0,89792502,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sucker Punch
436,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27.517,7.5,318539,126,93.0,78.0,68.0,80.5,21.503,29.6465,22.8068,0.5117270789,170000000.0,185770160,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hugo
437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,89.522,6.0,218086,119,44.0,43.0,30.0,42.625,25.21,6.9568,16.8082,0.4691729323,163000000.0,174822325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Cowboys & Aliens
438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.797,5.3,53830,111,24.0,29.0,69.0,41.375,9.634,8.765666667,24.2366,-0.02242911553,70000000.0,69721966,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Dilemma
439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.554,6.7,43833,108,58.0,63.0,190.0,68.25,7.092,4.828,9.3328,0.3529411765,25000000.0,24172201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The Way Back
440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,96.281,8.2,461346,140,84.0,92.0,137.0,83.625,4.501,2.5505,24.2792,0.531941809,25000000.0,23308615,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Warrior
441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,63.456,6.4,128669,116,28.0,42.0,111.0,47.125,1.224,1.91675,24.6832,-0.6128755365,66000000.0,57777106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Killer Elite
442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49.856,8.2,407102,109,34.0,42.0,130.0,65.75,6.307,1.925,10.3562,0.1415259173,38000000.0,31505287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,The Thing
443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.895,5.4,97941,104,48.0,37.0,145.0,55.875,3.465,3.17,23.512,-0.4921841994,50000000.0,40909909,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Drive Angry
444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15.199,6.0,66257,92,58.0,63.0,121.0,43.5,0.98,1.4,19.0198,0.5576592083,50000000.0,39984400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dream House
445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.46,7.4,89827,148,66.0,74.0,166.0,55.5,5.773,3.058,6.135,0.4748784441,35000000.0,25147786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Biutiful
446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,98.584,5.1,98368,113,25.0,30.0,122.0,46.5,3.862,3.006625,21.9388,0.2901408451,90000000.0,63523283,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Conan the Barbarian
447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13.731,6.2,101804,119,51.0,36.0,139.0,45.625,1.155,17.401,24.0942,0.4054927302,45000000.0,30134958,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Rum Diary
448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14.04,5.5,100496,102,27.0,34.0,119.0,43.25,4.231,2.586,18.5174,0.4350769231,49900000.0,28013733,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Your Highness
449,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.178,5.4,22261,88,37.0,40.0,120.0,49.875,3.432,5.232,16.69,-0.1824539097,150000000.0,39233678,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mars Needs Moms
