,Movie Title,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
24,Shazam!,"365,971,656","140,371,656",38.4,"225,600,000",61.6,90.0,82.0,PG-13,DavidF.Sandberg,PeterSafran,4-5-2019,140400000.0,7.0,314627,movie,Shazam!,0,2019,132,"Action,Adventure,Comedy"
25,Dumbo,"353,284,621","114,766,307",32.5,"238,518,314",67.5,46.0,48.0,PG,TimBurton,"JustinSpringer,EhrenKruger,KatterliFrauenfelder,DerekFrey",3-29-2019,114800000.0,6.3,73529,movie,Dumbo,0,2019,112,"Adventure,Family,Fantasy"
26,Crazy Alien,"327,598,891",-,-,"327,598,891",100,,50.0,,UnknownDirector,,,,5.7,1274,movie,Feng kuang de wai xing ren,0,2019,116,"Comedy,Sci-Fi"
27,John Wick: Chapter 3 - Parabellum,"326,709,727","171,015,687",52.3,"155,694,040",47.7,89.0,86.0,R,ChadStahelski,"BasilIwanyk,EricaLee",5-17-2019,171000000.0,7.4,323633,movie,John Wick: Chapter 3 - Parabellum,0,2019,130,"Action,Crime,Thriller"
28,Knives Out,"311,605,581","165,363,234",53.1,"146,242,347",46.9,97.0,92.0,PG-13,RianJohnson,"RianJohnson,RamBergman,JonathanGolfman,BryeAdler",11-27-2019,165400000.0,7.9,582979,movie,Knives Out,0,2019,130,"Comedy,Crime,Drama"
29,Terminator: Dark Fate,"261,119,292","62,253,077",23.8,"198,866,215",76.2,70.0,82.0,R,TimMiller,"JamesCameron,DavidEllison",11-1-2019,62200000.0,6.2,170653,movie,Terminator: Dark Fate,0,2019,128,"Action,Adventure,Sci-Fi"
30,Parasite,"258,632,621","53,369,749",20.6,"205,262,872",79.4,,0.0,R,AndrewPrendergast,"ChrisKingsley,JasonKingsley",,,8.5,731806,movie,Gisaengchung,0,2019,132,"Comedy,Drama,Thriller"
31,Pegasus,"255,863,112",-,-,"255,863,112",100,,,,,,,,6.3,1734,movie,Fei chi ren sheng,0,2019,98,"Comedy,Sport"
32,Us,"255,184,580","175,084,580",68.6,"80,100,000",31.4,,,,,,,,6.8,272302,movie,Us,0,2019,116,"Horror,Mystery,Thriller"
33,Men in Black: International,"253,890,701","80,001,807",31.5,"173,888,894",68.5,23.0,66.0,PG-13,F.GaryGray,"WalterF.Parkes,LaurieMacDonald",6-14-2019,80000000.0,5.6,129326,movie,Men in Black: International,0,2019,114,"Action,Adventure,Comedy"
34,X-Men: Dark Phoenix,"252,442,974","65,845,974",26.1,"186,597,000",73.9,,,,,,,,5.7,179013,movie,Dark Phoenix,0,2019,113,"Action,Adventure,Sci-Fi"
35,Glass,"246,999,039","111,048,468",45,"135,950,571",55,36.0,67.0,PG-13,M.NightShyamalan,"JasonBlum,M.NightShyamalan,AshwinRajan,MarcBienstock",1-18-2019,111000000.0,6.6,233319,movie,Glass,0,2019,129,"Drama,Sci-Fi,Thriller"
36,The Bravest,"245,179,562","290,217",0.1,"244,889,345",99.9,,,,TonyChan,"AndrewLauWai-Keung,PeggyLeeKam-Man",8-9-2019,278.1K,5.7,940,movie,Lie huo ying xiong,0,2019,118,"Action,Drama,Family"
37,Annabelle Comes Home,"231,252,591","74,152,591",32.1,"157,100,000",67.9,64.0,70.0,R,GaryDauberman,"PeterSafran,JamesWan",6-26-2019,74100000.0,5.9,71834,movie,Annabelle Comes Home,0,2019,106,"Horror,Mystery,Thriller"
38,Better Days,"225,918,798","1,921,657",0.9,"223,997,141",99.1,97.0,97.0,,DerekTsang,Yuet-JanHui,11-8-2019,1900000.0,4.9,115,movie,Better Days,0,2019,89,"Comedy,Drama"
39,Better Days,"225,918,798","1,921,657",0.9,"223,997,141",99.1,97.0,97.0,,DerekTsang,Yuet-JanHui,11-8-2019,1900000.0,7.5,8725,movie,Shaonian de ni,0,2019,135,"Crime,Drama,Romance"
40,Ford v Ferrari,"225,508,210","117,624,357",52.2,"107,883,853",47.8,92.0,98.0,PG-13,JamesMangold,"PeterChernin,JennoTopping,JamesMangold",11-15-2019,117600000.0,8.1,361640,movie,Ford v Ferrari,0,2019,152,"Action,Biography,Drama"
41,Little Women,"216,601,214","108,101,214",49.9,"108,500,000",50.1,95.0,92.0,PG,GretaGerwig,"DeniseDiNovi,AmyPascal,RobinSwicord",12-25-2019,108100000.0,7.8,188252,movie,Little Women,0,2019,135,"Drama,Romance"
42,The Addams Family,"203,044,905","100,044,905",49.3,"103,000,000",50.7,45.0,69.0,PG,"ConradVernon,GregTiernan","GailBerman,ConradVernon,AlexSchwartz,AlisonO'Brien",10-11-2019,673.0K,5.8,37219,movie,The Addams Family,0,2019,86,"Animation,Comedy,Family"
43,Rocketman,"195,320,400","96,368,160",49.3,"98,952,240",50.7,89.0,88.0,R,DexterFletcher,"MatthewVaughn,DavidFurnish,AdamBohling,DavidReid",5-31-2019,96300000.0,7.3,167861,movie,Rocketman,0,2019,121,"Biography,Drama,Musical"
44,Rocketman,"195,320,400","96,368,160",49.3,"98,952,240",50.7,89.0,88.0,R,DexterFletcher,"MatthewVaughn,DavidFurnish,AdamBohling,DavidReid",5-31-2019,96300000.0,6.2,199,movie,Rocketman,0,2019,94,"Adventure,Comedy,Documentary"
45,Weathering with You,"193,932,489","8,056,636",4.2,"185,875,853",95.8,92.0,96.0,PG-13,MakotoShinkai,"GenkiKawamura,,KôichirôItô,NoritakaKawaguchi",1-15-2020,7800000.0,7.5,35856,movie,Tenki no ko,0,2019,112,"Animation,Drama,Fantasy"
46,Downton Abbey,"193,795,496","96,854,135",50,"96,941,361",50,84.0,94.0,PG,MichaelEngler,"GarethNeame,JulianFellowes,LizTrubridge",9-20-2019,96800000.0,7.4,51496,movie,Downton Abbey,0,2019,122,"Drama,Romance"
47,The Lego Movie 2: The Second Part,"192,306,508","105,806,508",55,"86,500,000",45,84.0,68.0,PG,MikeMitchell,"DanLin,PhilLord,ChrisMiller,RoyLee,JinkoGotoh",2-8-2019,105800000.0,6.6,63505,movie,The Lego Movie 2: The Second Part,0,2019,107,"Action,Adventure,Animation"
48,Sheep Without a Shepherd,"191,602,146",-,-,"191,602,146",100,100.0,,,SamQuah,EricZhaoweiZhang,12-19-2019,,6.8,1394,movie,Wu sha,0,2019,112,"Crime,Drama,Thriller"
49,The White Storm 2: Drug Lords,"189,396,380","609,461",0.3,"188,786,919",99.7,57.0,61.0,,HermanYau,AndyLau,,,6.0,1234,movie,So duk 2: Tin dei duei kuet,0,2019,99,"Action,Crime"
50,Abominable,"179,053,956","60,716,390",33.9,"118,337,566",66.1,,12.0,,JamaalBurden,JustinPrice,,,7.0,37140,movie,Abominable,0,2019,97,"Adventure,Animation,Comedy"
51,Ip Man 4: The Finale,"176,345,966","3,956,031",2.2,"172,389,935",97.8,85.0,95.0,,WilsonYip,"DonnieYen,WilsonYip,RaymondPak-MingWong",12-25-2019,4000000.0,7.0,30840,movie,Yip Man 4,0,2019,107,"Action,Biography,Drama"
52,Gemini Man,"173,469,516","48,546,770",28,"124,922,746",72,26.0,83.0,PG-13,AngLee,"JerryBruckheimer,DavidEllison,DanaGoldberg,DonGranger",10-11-2019,48500000.0,5.7,110563,movie,Gemini Man,0,2019,117,"Action,Adventure,Sci-Fi"
53,Spies in Disguise,"171,616,764","66,757,013",38.9,"104,859,751",61.1,77.0,92.0,PG,"TroyQuane,NickBruno","PeterChernin,JennoTopping,MichaelJ.Travers",12-25-2019,66700000.0,6.8,46073,movie,Spies in Disguise,0,2019,102,"Action,Adventure,Animation"
54,Hustlers,"157,563,598","104,963,598",66.6,"52,600,000",33.4,87.0,65.0,R,LoreneScafaria,"JessicaElbaum,ElaineGoldsmith-Thomas,JenniferLopez,BennyMedina,WillFerrell,AdamMcKay",9-13-2019,105000000.0,6.3,95863,movie,Hustlers,0,2019,110,"Comedy,Crime,Drama"
55,The Climbers,"156,892,866","487,157",0.3,"156,405,709",99.7,33.0,80.0,,DanielLee,Zhong-lunRen,10-4-2019,482.4K,5.5,1211,movie,Pan deng zhe,0,2019,125,"Action,Adventure,Drama"
56,Escape Room,"155,712,077","57,005,601",36.6,"98,706,476",63.4,51.0,51.0,PG-13,AdamRobitel,"NealH.Moritz,OriMarmur",1-4-2019,57000000.0,6.4,115578,movie,Escape Room,0,2019,99,"Action,Adventure,Horror"
57,Yesterday,"154,608,507","73,286,650",47.4,"81,321,857",52.6,64.0,89.0,PG-13,DannyBoyle,"TimBevan,EricFellner,BernardBellew,MatthewJamesWilkinson,RichardCurtis,DannyBoyle",6-28-2019,73200000.0,6.8,147288,movie,Yesterday,0,2019,116,"Comedy,Fantasy,Music"
58,The Angry Birds Movie 2,"147,792,047","41,667,116",28.2,"106,124,931",71.8,73.0,84.0,PG,ThuropVanOrman,JohnCohen,8-13-2019,41700000.0,6.4,27754,movie,The Angry Birds Movie 2,0,2019,97,"Action,Adventure,Animation"
59,Angel Has Fallen,"146,661,977","69,030,436",47.1,"77,631,541",52.9,39.0,93.0,R,RicRomanWaugh,"GerardButler,AlanSiegel,MatthewO'Toole,JohnThompson,LesWeldon,YarivLerner",8-23-2019,69000000.0,6.4,93699,movie,Angel Has Fallen,0,2019,121,"Action,Thriller"
60,Ad Astra,"127,461,872","50,188,370",39.4,"77,273,502",60.6,83.0,40.0,PG-13,JamesGray,"AnthonyKatagas,RodrigoTeixeira,ArnonMilchan,JamesGray,JeremyKleiner,DedeGardner,BradPitt",9-20-2019,50200000.0,6.5,225433,movie,Ad Astra,0,2019,123,"Adventure,Drama,Mystery"
61,Midway,"127,420,861","56,846,802",44.6,"70,574,059",55.4,42.0,92.0,PG-13,RolandEmmerich,"RolandEmmerich,HaraldKloser,DongYu",11-8-2019,56800000.0,6.7,81191,movie,Midway,0,2019,138,"Action,Drama,History"
62,The Curse of La Llorona,"123,133,739","54,733,739",44.5,"68,400,000",55.5,28.0,35.0,R,MichaelChaves,"JamesWan,GaryDauberman,EmileGladstone",4-19-2019,54700000.0,5.3,48159,movie,The Curse of La Llorona,0,2019,93,"Horror,Mystery,Thriller"
63,Looking Up,"122,994,583","84,267",<0.1,"122,910,316",99.9,,,,ChaoDeng,LengYi,7-19-2019,,6.2,458,movie,Yin he bu xi ban,0,2019,147,Drama
64,Zombieland: Double Tap,"122,810,399","73,123,082",59.5,"49,687,317",40.5,68.0,88.0,R,RubenFleischer,GavinPolone,10-18-2019,73100000.0,6.7,170503,movie,Zombieland: Double Tap,0,2019,99,"Action,Comedy,Horror"
65,Last Christmas,"121,550,750","35,150,750",28.9,"86,400,000",71.1,47.0,81.0,PG-13,PaulFeig,"ErikBaiers,JessieHenderson,DavidLivingstone,EmmaThompson",11-8-2019,35100000.0,6.5,75496,movie,Last Christmas,0,2019,103,"Comedy,Drama,Fantasy"
66,Extreme Job,"119,932,733","1,565,885",1.3,"118,366,848",98.7,82.0,82.0,,LeeByeong-heon,,1-25-2019,1600000.0,7.0,9651,movie,Geukhanjikeob,0,2019,111,"Action,Comedy,Crime"
67,Dora and the Lost City of Gold,"119,682,635","60,477,943",50.5,"59,204,692",49.5,85.0,88.0,PG,JamesBobin,KristinBurr,8-9-2019,60500000.0,6.1,29819,movie,Dora and the Lost City of Gold,0,2019,102,"Adventure,Animation,Comedy"
68,Wonder Park,"119,559,110","45,216,793",37.8,"74,342,317",62.2,34.0,43.0,PG,DylanC.Brown,"JoshAppelbaum,AndreNemec,KendraHaaland",3-15-2019,45200000.0,5.8,11729,movie,Wonder Park,0,2019,85,"Adventure,Animation,Comedy"
69,P Storm,"117,991,727","326,711",0.3,"117,665,016",99.7,,,,DavidLam,"RaymondBak-MingWong,RenpengZhao",,,5.9,688,movie,'P' fung bou,0,2019,96,"Action,Crime"
70,Detective Conan: The Fist of Blue Sapphire,"115,570,314",-,-,"115,570,314",100,,,,,,,,6.3,1475,movie,Meitantei Conan: Konjo no fisuto,0,2019,109,"Action,Adventure,Animation"
71,The Gentlemen,"115,171,795","36,471,795",31.7,"78,700,000",68.3,,,,,,,,7.8,308829,movie,The Gentlemen,0,2019,113,"Action,Comedy,Crime"
72,Pet Sematary,"113,118,226","54,724,696",48.4,"58,393,530",51.6,57.0,33.0,R,"KevinKolsch,DennisWidmyer","LorenzodiBonaventura,StevenSchneider,MarkVahradian",4-5-2019,54700000.0,5.7,90545,movie,Pet Sematary,0,2019,101,"Horror,Mystery,Thriller"
73,Boonie Bears: Blast Into the Past,"112,367,881",-,-,"112,367,881",100,,,,,,,,5.4,205,movie,Xiong chu mo: Yuan shi shi dai,0,2019,90,"Adventure,Animation,Fantasy"
74,Good Boys,"111,037,232","83,140,306",74.9,"27,896,926",25.1,80.0,86.0,R,GeneStupnitsky,"LeeEisenberg,EvanGoldberg,SethRogen,JamesWeaver",8-16-2019,83100000.0,6.7,72088,movie,Good Boys,0,2019,90,"Adventure,Comedy"
75,Scary Stories to Tell in the Dark,"104,545,505","68,947,075",65.9,"35,598,430",34.1,77.0,72.0,PG-13,AndréØvredal,"GuillermodelToro,SeanDaniel,JasonF.Brown,J.MilesDale,ElizabethGrave",8-9-2019,68700000.0,6.2,73298,movie,Scary Stories to Tell in the Dark,0,2019,108,"Adventure,Horror,Mystery"
76,Line Walker 2: Invisible Spy,"99,482,027","296,751",0.3,"99,185,276",99.7,86.0,73.0,,JazzBoon,,8-16-2019,293.7K,6.1,805,movie,Shi tu xing zhe 2: Die ying xing dong,0,2019,98,"Action,Crime,Thriller"
77,The New King of Comedy,"95,618,308",-,-,"95,618,308",100,,60.0,,StephenChow,,,,6.2,1631,movie,The New King of Comedy,0,2019,90,"Comedy,Drama"
78,The Hustle,"95,017,038","35,417,038",37.3,"59,600,000",62.7,13.0,43.0,PG-13,ChrisAddison,"RogerBirnbaum,RebelWilson",5-10-2019,35400000.0,5.4,57122,movie,The Hustle,0,2019,93,"Comedy,Crime"
79,Adoring,"94,975,692",-,-,"94,975,692",100,,,,LarryYang,VictoriaHon,,,5.5,175,movie,Chong ai,0,2019,108,"Drama,Family,Romance"
80,Crawl,"91,542,097","39,014,193",42.6,"52,527,904",57.4,84.0,75.0,R,AlexandreAja,"CraigJ.Flores,SamRaimi,AlexandreAja",7-12-2019,39000000.0,6.1,81649,movie,Crawl,0,2019,87,"Action,Adventure,Horror"
81,Five Feet Apart,"91,522,094","45,729,221",50,"45,792,873",50,53.0,79.0,PG-13,JustinBaldoni,"CathySchulman,JustinBaldoni",3-15-2019,45700000.0,7.2,60965,movie,Five Feet Apart,0,2019,116,"Drama,Romance"
82,Rambo: Last Blood,"91,490,353","44,819,352",49,"46,671,001",51,27.0,81.0,R,AdrianGrunberg,"AviLerner,KevinKingTempleton,YarivLerner,LesWeldon",9-20-2019,44800000.0,6.1,94063,movie,Rambo: Last Blood,0,2019,89,"Action,Thriller"
83,Jojo Rabbit,"90,335,025","33,370,906",36.9,"56,964,119",63.1,80.0,94.0,PG-13,TaikaWaititi,"CarthewNeal,TaikaWaititi,ChelseaWinstanley",11-8-2019,33400000.0,7.9,363780,movie,Jojo Rabbit,0,2019,108,"Comedy,Drama,War"
84,Serial (Bad) Weddings 2,"87,761,857",-,-,"87,761,857",100,,67.0,,PhilippedeChauveron,RomainRojtman,,,6.1,7484,movie,Qu'est-ce qu'on a encore fait au bon Dieu?,0,2019,99,"Comedy,Drama"
85,One Piece: Stampede,"81,562,741","1,298,528",1.6,"80,264,213",98.4,94.0,99.0,,TakashiOtsuka,,,,7.6,5492,movie,One Piece: Stampede,0,2019,101,"Action,Adventure,Animation"
86,A Dog's Way Home,"80,708,134","42,004,346",52,"38,703,788",48,59.0,70.0,PG,CharlesMartinSmith,GavinPolone,1-11-2019,42000000.0,6.7,17410,movie,A Dog's Way Home,0,2019,96,"Adventure,Drama,Family"
87,Cold Pursuit,"76,419,755","32,138,862",42.1,"44,280,893",57.9,68.0,49.0,R,HansPetterMoland,"MichaelShamberg,AmeetShukla,SteinB.Kvae,FinnGjerdrum",2-8-2019,32100000.0,6.2,67271,movie,Cold Pursuit,0,2019,119,"Action,Comedy,Crime"
88,A Dog's Journey,"75,741,734","22,782,371",30.1,"52,959,363",69.9,51.0,91.0,PG,GailMancuso,GavinPolone,5-17-2019,22500000.0,7.4,23775,movie,A Dog's Journey,0,2019,109,"Adventure,Comedy,Drama"
89,A Madea Family Funeral,"74,747,725","73,257,045",98,"1,490,680",2,11.0,30.0,PG-13,TylerPerry,"TylerPerry,MarkE.Swinton,WillAreu,OzzieAreu",3-1-2019,73200000.0,4.5,4429,movie,A Madea Family Funeral,0,2019,109,"Comedy,Drama"
90,Cats,"73,833,348","27,166,770",36.8,"46,666,578",63.2,,,,,,,,2.8,49585,movie,Cats,0,2019,110,"Comedy,Drama,Family"
91,Charlie's Angels,"73,279,888","17,803,077",24.3,"55,476,811",75.7,52.0,78.0,PG-13,ElizabethBanks,"DougBelgrad,ElizabethCantillon,ElizabethBanks,MaxHandelman",11-15-2019,17800000.0,4.9,69939,movie,Charlie's Angels,0,2019,118,"Action,Adventure,Comedy"
92,Doctor Sleep,"72,381,712","31,581,712",43.6,"40,800,000",56.4,78.0,89.0,R,MikeFlanagan,"TrevorMacy,JonBerg",11-8-2019,31600000.0,7.3,180798,movie,Doctor Sleep,0,2019,152,"Drama,Fantasy,Horror"
93,What Men Want,"72,216,294","54,611,903",75.6,"17,604,391",24.4,42.0,33.0,R,AdamShankman,"WillPacker,JamesLopez",2-8-2019,54600000.0,5.3,27557,movie,What Men Want,0,2019,117,"Comedy,Fantasy,Romance"
94,After,"69,518,232","12,138,565",17.5,"57,379,667",82.5,88.0,67.0,PG,Kogonada,"AndrewGoldman,CarolineKaplan,PaulMezey,TheresaPark",3-4-2022,,5.4,51463,movie,After,0,2019,105,"Drama,Romance"
95,Exit,"69,501,772","470,699",0.7,"69,031,073",99.3,,46.0,,PeterLindmark,"SteveAalam,ThomasAllercrantz,DanielCollert,StenJohansson,PeterLindmark",,,7.0,5700,movie,Eksiteu,0,2019,103,"Action,Comedy"
96,Playing with Fire,"69,412,425","44,451,847",64,"24,960,578",36,24.0,77.0,PG,AndyFickman,"ToddGarner,SeanRobins",11-8-2019,20500000.0,5.1,14244,movie,Playing with Fire,0,2019,96,"Comedy,Family"
97,A Beautiful Day in the Neighborhood,"67,925,733","61,704,055",90.8,"6,221,678",9.2,95.0,92.0,PG,MarielleHeller,"YoureeHenley,PeterSaraf,MarcTurtletaub,LeahHolzer",11-22-2019,61700000.0,7.3,76062,movie,A Beautiful Day in the Neighborhood,0,2019,109,"Biography,Drama"
98,War,"67,179,155","4,654,000",6.9,"62,525,155",93.1,,,,AmarHundal,GippyGrewal,11-19-2021,,6.6,23608,movie,War,0,2019,154,"Action,Adventure,Thriller"
99,Eiga Doraemon: Nobita no getsumen tansaki,"65,406,606",-,-,"65,406,606",100,,,,,,,,7.0,723,movie,Eiga Doraemon: Nobita no getsumen tansaki,0,2019,111,"Action,Adventure,Animation"
100,Happy Death Day 2U,"64,600,152","28,148,130",43.6,"36,452,022",56.4,71.0,58.0,PG-13,ChristopherLandon,JasonBlum,2-13-2019,28000000.0,6.2,70639,movie,Happy Death Day 2U,0,2019,100,"Comedy,Horror,Mystery"
101,White Snake,"62,098,770","34,730",<0.1,"62,064,040",99.9,70.0,84.0,,AmpWong,"StephanieSheh,MichaelSinterniklaas",11-15-2019,33.9K,7.1,4054,movie,Bai She: Yuan qi,0,2019,99,"Action,Adventure,Animation"
102,Bombshell,"61,404,394","31,762,808",51.7,"29,641,586",48.3,67.0,84.0,R,JayRoach,"AaronL.Gilbert,JayRoach,RobertGraf,MichelleGraham,CharlesRandolph,MargaretRiley,CharlizeTheron,BethKono,A.J.Dix",12-20-2019,31700000.0,6.8,110452,movie,Bombshell,0,2019,109,"Biography,Drama"
103,Ashfall,"61,354,854","372,562",0.6,"60,982,292",99.4,73.0,74.0,,"KimByeong-seo,LeeHae-jun","KangMyeong-chan,LeeHae-jun",12-20-2019,233.0K,6.2,4554,movie,Baekdusan,0,2019,130,"Action,Adventure,Thriller"
104,Ma,"61,105,672","45,896,028",75.1,"15,209,644",24.9,57.0,,,"BenjaminBergmann,JonoBergmann","KarolMartesko,BenjaminBergmann,JonoBergmann",5-13-2022,,5.6,51807,movie,Ma,0,2019,99,"Horror,Mystery,Thriller"
105,My Best Summer,"60,011,073",-,-,"60,011,073",100,,,,,,,,6.0,218,movie,Zui hao de wo men,0,2019,109,"Drama,Romance"
106,Ready or Not,"57,615,777","28,714,231",49.8,"28,901,546",50.2,,,,"DavidModigliani,PalomaMartinez",,,,6.8,139042,movie,Ready or Not,0,2019,95,"Action,Comedy,Horror"
107,Jade Dynasty,"57,149,764",-,-,"57,149,764",100,,,,,,,,6.5,1744,movie,Zhu xian I,0,2019,101,"Action,Fantasy,Romance"
108,Das perfekte Geheimnis,"56,573,047",-,-,"56,573,047",100,,,,,,,,6.6,5256,movie,Das perfekte Geheimnis,0,2019,120,"Comedy,Drama,Romance"
109,The Big Shot,"56,040,681",-,-,"56,040,681",100,,,,BaiWu,,,,5.8,238,movie,Da ren wu,0,2019,107,"Action,Crime"
