,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Spider-Man: No Way Home,5000,1847,145,3008
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Battle at Lake Changjin,539,87,14,438
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,No Time to Die,5000,611,321,4068
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,F9: The Fast Saga,2209,826,910,473
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Venom: Let There Be Carnage,5000,2212,1994,794
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Godzilla vs. Kong,4996,2133,1935,928
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Shang-Chi and the Legend of the Ten Rings,4993,2513,2115,365
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Eternals,4986,2427,1689,870
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Dune,4997,2075,1988,934
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Black Widow,4998,2285,1739,974
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Sing 2,4995,2434,1822,739
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Free Guy,4996,4126,398,472
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,A Quiet Place Part II,5001,2082,2066,853
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Encanto,4992,3877,614,501
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Cruella,4994,2406,1675,913
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Jungle Cruise,5001,2575,1681,745
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Raging Fire,2194,396,258,1540
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Conjuring: The Devil Made Me Do It,4994,463,66,4465
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Ghostbusters: Afterlife,5001,2976,1377,648
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Suicide Squad,5001,914,114,3973
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Space Jam: A New Legacy,5001,4866,95,40
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,House of Gucci,4995,1808,1993,1194
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Matrix Resurrections,4999,2111,1869,1019
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Peter Rabbit 2: The Runaway,631,220,329,82
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Boss Baby 2: Family Business,432,183,194,55
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,PAW Patrol: The Movie,3653,1793,1424,436
