,Movie,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity,Unnamed: 0.1.1,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
10,How to Train Your Dragon,Jay Baruchel,19.385,Gerard Butler,18.085,Craig Ferguson,9.923,America Ferrera,10.634,Jonah Hill,14.14,10,494878759,217581231,44,277297528,56,99.0,91.0,PG,"ChristopherSanders,DeanDeBlois",BonnieArnold,3-26-2010,217400000.0,8.1,715401,movie,How to Train Your Dragon,0,2010,98,"Action,Adventure,Animation"
11,Clash of the Titans,Sam Worthington,21.962,Gemma Arterton,23.064,Mads Mikkelsen,51.526,Alexa Davalos,18.375,Jason Flemyng,18.705,11,493214993,163214888,33.1,330000105,66.9,27.0,40.0,PG-13,LouisLeterrier,"BasilIwanyk,KevinDeLaNoy",4-2-2010,163200000.0,5.8,279581,movie,Clash of the Titans,0,2010,106,"Action,Adventure,Fantasy"
12,The King's Speech,Colin Firth,13.147,Geoffrey Rush,9.579,Helena Bonham Carter,40.369,Guy Pearce,19.454,Timothy Spall,11.204,12,423999102,135453143,31.9,288545959,68.1,94.0,92.0,R,TomHooper,"IainCanning,EmileSherman,GarethUnwin",1-28-2011,138800000.0,8.0,668835,movie,The King's Speech,0,2010,118,"Biography,Drama,History"
13,The Chronicles of Narnia: The Voyage of the Dawn Treader,Georgie Henley,14.104,Skandar Keynes,14.664,Will Poulter,28.358,Ben Barnes,16.01,Anna Popplewell,15.722,13,415686217,104386950,25.1,311299267,74.9,50.0,58.0,PG,MichaelApted,"MarkJohnson,AndrewAdamson,PhilipSteuer",12-10-2010,104400000.0,6.3,151361,movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,0,2010,113,"Adventure,Family,Fantasy"
14,TRON: Legacy,Garrett Hedlund,4.582,Jeff Bridges,17.346,Olivia Wilde,19.984,Bruce Boxleitner,6.755,Michael Sheen,13.665,14,400062763,172062763,43,228000000,57,51.0,63.0,PG,JosephKosinski,"SeanBailey,JeffreySilver,StevenLisberger",12-17-2010,172100000.0,6.8,329642,movie,Tron,0,2010,125,"Action,Adventure,Sci-Fi"
15,The Karate Kid,Jaden Smith,7.993,Jackie Chan,26.273,Taraji P. Henson,12.785,Wenwen Han,5.306,Yu Rongguang,14.143,15,359126022,176591618,49.2,182534404,50.8,66.0,67.0,PG,HaraldZwart,"JerryWeintraub,WillSmith,JadaPinkettSmith,JamesLassiter,KenStovitz",6-11-2010,,6.2,177554,movie,The Karate Kid,0,2010,140,"Action,Drama,Family"
16,Black Swan,Natalie Portman,20.23,Mila Kunis,20.107,Vincent Cassel,12.325,Barbara Hershey,16.999,Winona Ryder,20.857,16,329398046,106954678,32.5,222443368,67.5,85.0,84.0,R,DarrenAronofsky,"MikeMedavoy,ArnoldMesser,BrianOliver,ScottFranklin",12-17-2010,107000000.0,8.0,742745,movie,Black Swan,0,2010,108,"Drama,Thriller"
17,Megamind,Will Ferrell,13.839,Brad Pitt,26.942,Tina Fey,7.139,Jonah Hill,14.14,David Cross,20.007,17,321885765,148415853,46.1,173469912,53.9,72.0,72.0,PG,TomMcGrath,"LaraBreay,DeniseNolanCascino",11-5-2010,148300000.0,7.3,250945,movie,Megamind,0,2010,95,"Action,Animation,Comedy"
18,Robin Hood,Russell Crowe,20.111,Cate Blanchett,18.898,Max von Sydow,7.852,William Hurt,23.957,Mark Strong,25.911,18,321669741,105269730,32.7,216400011,67.3,15.0,40.0,PG-13,OttoBathurst,"JenniferDavissonKilloran,LeonardoDiCaprio,HowardEllis",11-21-2018,30800000.0,6.6,265180,movie,Robin Hood,0,2010,140,"Action,Adventure,Drama"
19,The Last Airbender,Noah Ringer,6.614,Dev Patel,9.853,Nicola Peltz,23.985,Jackson Rathbone,15.132,Shaun Toub,9.772,19,319713881,131772187,41.2,187941694,58.8,5.0,30.0,PG,M.NightShyamalan,"M.NightShyamalan,SamMercer,FrankMarshall",7-1-2010,131600000.0,4.0,161230,movie,The Last Airbender,0,2010,103,"Action,Adventure,Family"
20,Little Fockers,Robert De Niro,28.296,Ben Stiller,11.792,Owen Wilson,46.143,Dustin Hoffman,12.71,Barbra Streisand,10.282,20,310650585,148438600,47.8,162211985,52.2,9.0,34.0,PG-13,PaulWeitz,"JaneRosenthal,RobertDeNiro,JayRoach,JohnHamburg",12-22-2010,148400000.0,5.5,111500,movie,Little Fockers,0,2010,98,"Comedy,Romance"
21,Resident Evil: Afterlife,Milla Jovovich,16.232,Wentworth Miller,20.167,Ali Larter,24.854,Kim Coates,15.728,Kacey Clarke,11.49,21,300228084,60128566,20,240099518,80,21.0,48.0,R,PaulW.S.Anderson,"PaulW.S.Anderson,JeremyBolt,RobertKulzer,DonCarmody,BerndEichinger,SamuelHadida",9-10-2010,60100000.0,5.8,169427,movie,Resident Evil: Afterlife,0,2010,96,"Action,Adventure,Horror"
22,Shutter Island,Leonardo DiCaprio,24.953,Mark Ruffalo,9.185,Ben Kingsley,17.546,Emily Mortimer,12.578,Max von Sydow,7.852,22,294804195,128012934,43.4,166791261,56.6,68.0,77.0,R,MartinScorsese,"MikeMedavoy,ArnoldMesser,BradleyJ.Fischer,MartinScorsese",2-19-2010,128000000.0,8.2,1248932,movie,Shutter Island,0,2010,138,"Mystery,Thriller"
23,Salt,Angelina Jolie,13.484,Liev Schreiber,11.287,Chiwetel Ejiofor,13.52,Daniel Olbrychski,4.634,August Diehl,7.515,23,293503354,118311368,40.3,175191986,59.7,61.0,59.0,PG-13,PhillipNoyce,"LorenzodiBonaventura,SunilPerkash",7-23-2010,,6.5,309868,movie,Salt,0,2010,100,"Action,Thriller"
24,Sex and the City 2,Sarah Jessica Parker,9.893,Kim Cattrall,18.278,Kristin Davis,9.654,Cynthia Nixon,8.98,Chris Noth,15.708,24,290745055,95347692,32.8,195397363,67.2,16.0,43.0,R,MichaelPatrickKing,"MichaelPatrickKing,JohnMelfi,SarahJessicaParker,DarrenStar",5-27-2010,95300000.0,4.5,78980,movie,Sex and the City 2,0,2010,146,"Comedy,Drama,Romance"
25,The Tourist,Johnny Depp,50.461,Angelina Jolie,13.484,Paul Bettany,20.208,Timothy Dalton,14.325,Steven Berkoff,10.102,25,278780441,67631157,24.3,211149284,75.7,20.0,42.0,PG-13,FlorianHenckelvonDonnersmarck,"GrahamKing,TimHeadington,RogerBirnbaum,GaryBarber,JonathanGlickman",12-10-2010,67600000.0,6.0,237778,movie,The Tourist,0,2010,103,"Action,Thriller"
26,The Expendables,Sylvester Stallone,32.593,Jason Statham,68.171,Jet Li,28.972,Dolph Lundgren,16.016,Eric Roberts,11.505,26,274470394,103068524,37.6,171401870,62.4,42.0,64.0,R,SylvesterStallone,"AviLerner,JohnThompson,KevinKingTempleton",8-13-2010,103000000.0,6.4,340314,movie,The Expendables,0,2010,103,"Action,Adventure,Thriller"
27,Grown Ups,Adam Sandler,14.625,Kevin James,18.227,Chris Rock,20.036,David Spade,19.293,Rob Schneider,27.975,27,271430189,162001186,59.7,109429003,40.3,11.0,62.0,PG-13,DennisDugan,"AdamSandler,JackGiarraputo",6-25-2010,162000000.0,5.9,245587,movie,Grown Ups,0,2010,102,Comedy
28,True Grit,Hailee Steinfeld,55.775,Jeff Bridges,17.346,Matt Damon,23.323,Josh Brolin,39.186,Barry Pepper,22.121,28,252276927,171243005,67.9,81033922,32.1,95.0,85.0,PG-13,"JoelCoen,EthanCoen","ScottRudin,JoelCoen,EthanCoen",12-22-2010,171000000.0,7.6,332413,movie,True Grit,0,2010,110,"Drama,Western"
29,Gulliver's Travels,Jack Black,23.771,Amanda Peet,17.802,Emily Blunt,22.529,Jason Segel,9.132,Chris O'Dowd,9.549,29,237382724,42779261,18,194603463,82,,,,,,,,4.9,68898,movie,Gulliver's Travels,0,2010,85,"Adventure,Comedy,Family"
30,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman,18.47,Brandon T. Jackson,8.079,Alexandra Daddario,42.013,Jake Abel,10.256,Pierce Brosnan,42.595,30,226497209,88768303,39.2,137728906,60.8,49.0,53.0,PG,ChrisColumbus,"KarenRosenfelt,ChrisColumbus,MichaelBarnathan,MarkRadcliffe",2-12-2010,88800000.0,5.9,186001,movie,Percy Jackson & the Olympians: The Lightning Thief,0,2010,118,"Adventure,Family,Fantasy"
31,The Social Network,Jesse Eisenberg,30.679,Andrew Garfield,34.741,Justin Timberlake,7.076,Armie Hammer,23.554,Max Minghella,10.976,31,224920315,96962694,43.1,127957621,56.9,96.0,87.0,PG-13,DavidFincher,"ScottRudin,DanaBrunetti,MichaelDeLuca,CeánChaffin",10-1-2010,96900000.0,7.8,679305,movie,The Social Network,0,2010,120,"Biography,Drama"
32,Valentine's Day,Julia Roberts,18.361,Bradley Cooper,38.912,Anne Hathaway,36.931,Taylor Swift,10.33,Patrick Dempsey,10.251,32,216485654,110485654,51,106000000,49,18.0,47.0,PG-13,GarryMarshall,"MikeKarz,WayneAllanRice",2-12-2010,110500000.0,5.7,118968,movie,Valentine's Day,0,2010,125,"Comedy,Romance"
33,The Sorcerer's Apprentice,Nicolas Cage,31.357,Jay Baruchel,19.385,Alfred Molina,18.667,Teresa Palmer,17.413,Toby Kebbell,12.326,33,215283742,63150991,29.3,152132751,70.7,40.0,53.0,PG,JonTurteltaub,JerryBruckheimer,7-14-2010,63100000.0,6.1,160138,movie,The Sorcerer's Apprentice,0,2010,109,"Action,Adventure,Family"
34,Due Date,Robert Downey Jr.,38.361,Zach Galifianakis,14.573,Michelle Monaghan,23.375,Jamie Foxx,20.417,Juliette Lewis,16.435,34,211780824,100539043,47.5,111241781,52.5,39.0,52.0,R,ToddPhillips,"ToddPhillips,DanGoldberg",11-5-2010,100400000.0,6.5,338617,movie,Due Date,0,2010,95,"Comedy,Drama"
35,Eat Pray Love,Julia Roberts,18.361,Javier Bardem,24.038,James Franco,11.754,Billy Crudup,19.433,Richard Jenkins,11.093,35,204594016,80574010,39.4,124020006,60.6,36.0,42.0,PG-13,RyanMurphy,DedeGardner,8-13-2010,80600000.0,5.8,95505,movie,Eat Pray Love,0,2010,133,"Biography,Drama,Romance"
36,Yogi Bear,Dan Aykroyd,17.016,Justin Timberlake,7.076,Anna Faris,17.473,Tom Cavanagh,13.7,T. J. Miller,14.522,36,203509374,100246011,49.3,103263363,50.7,13.0,34.0,PG,EricBrevig,"DonaldDeLine,KarenRosenfelt",12-17-2010,100200000.0,4.6,21742,movie,Yogi Bear,0,2010,81,"Adventure,Animation,Comedy"
37,RED,Rosalie Chiang,9.263,Sandra Oh,16.974,Ava Morse,10.545,Hyein Park,2.092,Maitreyi Ramakrishnan,3.069,37,199006387,90380162,45.4,108626225,54.6,,,,,,,,7.0,304153,movie,RED,0,2010,111,"Action,Comedy,Crime"
38,Paranormal Activity 2,Sprague Grayden,10.45,Brian Boland,2.73,Molly Ephraim,12.515,Katie Featherston,4.309,Micah Sloat,1.4,38,177512032,84752907,47.7,92759125,52.3,58.0,48.0,R,TodWilliams,"JasonBlum,OrenPeli",10-22-2010,84700000.0,5.7,103015,movie,Paranormal Activity 2,0,2010,91,"Horror,Mystery"
39,The A-Team,Liam Neeson,33.989,Sharlto Copley,11.098,Bradley Cooper,38.912,Quinton Jackson,1.583,Jessica Biel,16.734,39,177238796,77222099,43.6,100016697,56.4,49.0,66.0,PG-13,JoeCarnahan,"JulesDaly,AlexYoung,IainSmith,StephenJ.Cannell,SpikeSeldin,TonyScott",6-11-2010,77200000.0,6.7,256237,movie,The A-Team,0,2010,117,"Action,Adventure,Thriller"
40,Jackass 3D,Johnny Knoxville,19.66,Bam Margera,7.583,Ryan Dunn,6.22,Steve-O,8.298,Chris Pontius,9.584,40,171685792,117229692,68.3,54456100,31.7,,,,,,,,7.0,63428,movie,Jackass 3D,0,2010,94,"Action,Comedy,Documentary"
41,The Other Guys,Will Ferrell,13.839,Mark Wahlberg,49.465,Eva Mendes,17.84,Michael Keaton,17.975,Steve Coogan,8.401,41,170458922,119219978,69.9,51238944,30.1,78.0,60.0,PG-13,AdamMcKay,"WillFerrell,AdamMcKay,JimmyMiller",8-6-2010,119200000.0,6.6,261522,movie,The Other Guys,0,2010,107,"Action,Comedy,Crime"
42,Unstoppable,Denzel Washington,33.586,Chris Pine,29.596,Rosario Dawson,22.564,Kevin Dunn,10.082,Lew Temple,7.469,42,167805466,81562942,48.6,86242524,51.4,,56.0,,DarrenDoane,,,,6.8,194678,movie,Unstoppable,0,2010,98,"Action,Thriller"
43,Step Up,Channing Tatum,22.942,Jenna Dewan,16.087,Damaine Radcliff,3.328,Rachel Griffiths,14.466,De'Shawn Washington,0.669,43,159291809,42400223,26.6,116891586,73.4,21.0,83.0,PG-13,AnneFletcher,"ErikFeig,JenniferGibgot,AdamShankman,PatrickWachsberger",8-11-2006,65300000.0,6.2,57723,movie,Step Up 3D,0,2010,107,"Drama,Music,Romance"
44,The Book of Eli,Denzel Washington,33.586,Gary Oldman,27.283,Mila Kunis,20.107,Ray Stevenson,6.964,Jennifer Beals,29.31,44,157107755,94835059,60.4,62272696,39.6,47.0,64.0,R,"AllenHughes,AlbertHughes","JoelSilver,DenzelWashington,BroderickJohnson,AndrewA.Kosove,DavidValdes",1-15-2010,94800000.0,6.8,311486,movie,The Book of Eli,0,2010,118,"Action,Adventure,Drama"
45,The Town,Ben Affleck,23.439,Rebecca Hall,27.441,Jeremy Renner,47.118,Jon Hamm,16.214,Blake Lively,12.53,45,154026136,92186262,59.9,61839874,40.1,92.0,85.0,R,BenAffleck,"GrahamKing,BasilIwanyk",9-17-2010,92200000.0,7.5,380431,movie,The Town,0,2010,125,"Crime,Drama,Thriller"
46,Date Night,Steve Carell,18.584,Tina Fey,7.139,Mark Wahlberg,49.465,Taraji P. Henson,12.785,Jimmi Simpson,15.489,46,152263880,98711404,64.8,53552476,35.2,,,,,,,,6.3,160762,movie,Date Night,0,2010,88,"Comedy,Crime,Romance"
47,The Secret World of Arrietty,Mirai Shida,6.495,Ryunosuke Kamiki,9.834,Tomokazu Miura,4.724,Keiko Takeshita,6.592,Kirin Kiki,2.649,47,148800274,19202743,12.9,129597531,87.1,95.0,85.0,G,"HiromasaYonebayashi,GaryRydstrom",ToshioSuzuki,2-17-2012,,7.6,89725,movie,Kari-gurashi no Arietti,0,2010,94,"Adventure,Animation,Drama"
48,Legend of the Guardians: The Owls of Ga'Hoole,Jim Sturgess,7.639,Ryan Kwanten,8.846,Hugo Weaving,26.212,Helen Mirren,17.793,Geoffrey Rush,9.579,48,140073390,55675313,39.7,84398077,60.3,52.0,63.0,PG,ZackSnyder,ZarehNalbandian,9-24-2010,55700000.0,6.9,82454,movie,Legend of the Guardians: The Owls of Ga'Hoole,0,2010,97,"Action,Adventure,Animation"
49,The Wolfman,Benicio del Toro,15.254,Anthony Hopkins,20.548,Emily Blunt,22.529,Hugo Weaving,26.212,Cristina Contes,3.123,49,139789765,61979680,44.3,77810085,55.7,34.0,33.0,R,JoeJohnston,"ScottStuber,BenicioDelToro,RickYorn,SeanDaniel",2-12-2010,61900000.0,5.8,105998,movie,The Wolfman,0,2010,103,"Drama,Fantasy,Horror"
50,The Bounty Hunter,Gerard Butler,18.085,Jennifer Aniston,17.122,Peter Greene,14.069,Jeff Garlin,9.158,Jason Sudeikis,8.331,50,136333522,67061228,49.2,69272294,50.8,,45.0,,AndredeToth,SamuelBischoff,,,5.5,126351,movie,The Bounty Hunter,0,2010,110,"Action,Comedy,Romance"
51,The Bounty Hunter,Gerard Butler,18.085,Jennifer Aniston,17.122,Peter Greene,14.069,Jeff Garlin,9.158,Jason Sudeikis,8.331,51,136333522,67061228,49.2,69272294,50.8,,45.0,,AndredeToth,SamuelBischoff,,,6.5,32,movie,The Bounty Hunter,0,2010,\N,\N
52,Saw: The Final Chapter,Tobin Bell,19.7,Costas Mandylor,10.318,Betsy Russell,15.967,Cary Elwes,19.0,Sean Patrick Flanery,12.141,52,136150434,45710178,33.6,90440256,66.4,,,,,,,,5.6,97137,movie,Saw 3D,0,2010,90,"Crime,Horror,Mystery"
53,Wall Street: Money Never Sleeps,Michael Douglas,9.193,Shia LaBeouf,15.34,Josh Brolin,39.186,Carey Mulligan,14.494,Frank Langella,9.406,53,134748021,52474616,38.9,82273405,61.1,55.0,44.0,PG-13,OliverStone,"EdwardR.Pressman,EricKopeloff",9-24-2010,52500000.0,6.2,101994,movie,Wall Street: Money Never Sleeps,0,2010,133,Drama
54,Predators,Adrien Brody,15.374,Topher Grace,9.624,Alice Braga,33.869,Oleg Taktarov,6.054,Laurence Fishburne,30.531,54,127233108,52000688,40.9,75232420,59.1,65.0,52.0,R,NimródAntal,"RobertRodriguez,JohnDavis,ElizabethAvellan",7-9-2010,52000000.0,6.4,222228,movie,Predators,0,2010,107,"Action,Adventure,Sci-Fi"
55,A Nightmare on Elm Street,Heather Langenkamp,9.17,Robert Englund,9.363,John Saxon,8.712,Ronee Blakley,5.712,Amanda Wyss,7.963,55,115694863,63075011,54.5,52619852,45.5,15.0,43.0,R,SamuelBayer,"MichaelBay,AndrewForm,BradFuller",4-30-2010,63100000.0,5.2,98823,movie,A Nightmare on Elm Street,0,2010,95,"Crime,Drama,Horror"
56,Dear John,Amanda Seyfried,37.184,Channing Tatum,22.942,Richard Jenkins,11.093,Henry Thomas,17.597,D.J. Cotrona,4.438,56,114984666,80014842,69.6,34969824,30.4,28.0,55.0,PG-13,LasseHallström,"MartyBowen,WyckGodfrey,RyanKavanaugh",2-5-2010,80000000.0,6.3,146758,movie,Dear John,0,2010,108,"Drama,Mystery,Romance"
57,Cats & Dogs: The Revenge of Kitty Galore,James Marsden,19.282,Nick Nolte,11.236,Christina Applegate,15.238,Bette Midler,7.907,Pascale Hutton,3.691,57,112483764,43585753,38.7,68898011,61.3,13.0,38.0,PG,BradPeyton,"PollyJohnsen,AndrewLazar",7-30-2010,43600000.0,4.3,15081,movie,Cats & Dogs: The Revenge of Kitty Galore,0,2010,82,"Action,Adventure,Animation"
58,Tooth Fairy,Dwayne Johnson,29.99,Stephen Merchant,10.846,Ashley Judd,14.057,Julie Andrews,12.132,Ryan Sheckler,7.898,58,112462508,60022256,53.4,52440252,46.6,,29.0,,LouisaWarren,ScottJeffrey,,,5.0,45737,movie,Tooth Fairy,0,2010,101,"Comedy,Family,Fantasy"
59,Harmony,Anna Kendrick,18.19,Justin Timberlake,7.076,Kenan Thompson,11.08,Travis Scott,4.073,Carol Burnett,2.871,59,107056263,-,-,107056263,100,,,,JosephSantley,NatLevine,10-23-1935,,7.5,777,movie,Hamoni,0,2010,115,Drama
60,Hereafter,Matt Damon,23.323,Cécile de France,12.926,Bryce Dallas Howard,24.741,Thierry Neuvic,4.008,Cyndi Mayo Davis,2.729,60,106956330,32746941,30.6,74209389,69.4,47.0,38.0,PG-13,ClintEastwood,"ClintEastwood,KathleenKennedy,RobertLorenz",10-22-2010,32700000.000000004,6.5,92607,movie,Hereafter,0,2010,129,"Drama,Fantasy,Romance"
61,Life as We Know It,Josh Duhamel,10.859,Katherine Heigl,17.902,Josh Lucas,10.904,Christina Hendricks,19.454,Hayes MacArthur,3.387,61,105734416,53374681,50.5,52359735,49.5,29.0,61.0,PG-13,GregBerlanti,"BarryJosephson,PaulBrooks",10-8-2010,53400000.0,6.5,130235,movie,Life as We Know It,0,2010,115,"Comedy,Drama,Romance"
62,Let the Bullets Fly,Chow Yun-Fat,13.342,Ge You,3.421,Jiang Wen,5.887,Carina Lau,12.2,Chen Kun,8.38,62,104723314,63012,<0.1,104660302,99.9,76.0,72.0,,WenJiang,"MaKe,AlbertLee,YinHomber,BarbieTung,HaichengZhao",3-2-2012,60.0K,7.3,10767,movie,Rang zi dan fei,0,2010,132,"Action,Comedy,Drama"
63,Love & Other Drugs,Jake Gyllenhaal,21.848,Anne Hathaway,36.931,Oliver Platt,16.127,Hank Azaria,10.806,Josh Gad,11.913,63,102820008,32367005,31.5,70453003,68.5,49.0,53.0,R,EdwardZwick,"ScottStuber,EdwardZwick,MarshallHerskovitz,CharlesRandolph,PieterJanBrugge",11-24-2010,32400000.0,6.7,198618,movie,Love & Other Drugs,0,2010,112,"Comedy,Drama,Romance"
64,Aftershock,Eli Roth,13.95,Andrea Osvárt,8.413,Ariel Levy,1.4,Lorenza Izzo,5.467,Nicolás Martínez,0.98,64,100293273,62962,<0.1,100230311,99.9,100.0,,,"PaulaEiselt,TonyaLewisLee","PaulaEiselt,TonyaLewisLee",,,7.5,9111,movie,Tang shan da di zhen,0,2010,135,"Drama,History"
65,Umizaru 3: The Last Message,Hideaki Ito,9.538,Ai Kato,1.4,Karina,2.43,,,,,65,98663381,-,-,98663381,100,,,,,,,,5.9,200,movie,Za rasuto messêji: Umizaru,0,2010,\N,Drama
66,Killers,Ashton Kutcher,15.04,Katherine Heigl,17.902,Tom Selleck,12.879,Catherine O'Hara,17.22,Katheryn Winnick,36.255,66,98159963,47059963,47.9,51100000,52.1,73.0,64.0,,"KimoStamboel,TimoTjahjanto","YoshinoriChiba,KimoStamboel,TimoTjahjanto,TakujiUshiyama,ShinjiroNishimura",1-23-2015,,5.4,90959,movie,Killers,0,2010,100,"Action,Comedy,Romance"
67,Kick-Ass,Aaron Taylor-Johnson,14.255,Chloë Grace Moretz,56.69,Nicolas Cage,31.357,Christopher Mintz-Plasse,9.593,Mark Strong,25.911,67,96188903,48071303,50,48117600,50,76.0,81.0,R,MatthewVaughn,"MatthewVaughn,BradPitt,TarquinPack,KrisThykier,DavidReid,AdamBohling",4-16-2010,48000000.0,7.6,551080,movie,Kick-Ass,0,2010,117,"Action,Comedy,Crime"
68,Nanny McPhee Returns,Emma Thompson,24.804,Asa Butterfield,18.109,Ralph Fiennes,32.618,Maggie Gyllenhaal,12.685,Maggie Smith,17.595,68,93251121,29011215,31.1,64239906,68.9,75.0,55.0,PG,SusannaWhite,"LindsayDoran,TimBevan,EricFellner",8-20-2010,29000000.0,6.1,32022,movie,Nanny McPhee and the Big Bang,0,2010,109,"Comedy,Family,Fantasy"
69,Get Him to the Greek,Jonah Hill,14.14,Russell Brand,11.873,Rose Byrne,25.865,Elisabeth Moss,10.627,Colm Meaney,5.217,69,91720255,60974475,66.5,30745780,33.5,,,,,,,,6.4,176586,movie,Get Him to the Greek,0,2010,109,"Comedy,Music"
70,Burlesque,Cher,5.967,Christina Aguilera,3.58,Eric Dane,18.318,Cam Gigandet,12.25,Julianne Hough,8.7,70,89519773,39440655,44.1,50079118,55.9,,,,RenéCardona,,,,6.4,84465,movie,Burlesque,0,2010,119,"Drama,Music,Musical"
71,Burlesque,Cher,5.967,Christina Aguilera,3.58,Eric Dane,18.318,Cam Gigandet,12.25,Julianne Hough,8.7,71,89519773,39440655,44.1,50079118,55.9,,,,RenéCardona,,,,7.1,66,movie,Burlesque,0,2010,90,Drama
72,The Last Song,Miley Cyrus,8.196,Greg Kinnear,9.243,Bobby Coleman,7.25,Liam Hemsworth,10.599,Hallock Beals,0.709,72,89137047,62950384,70.6,26186663,29.4,,,,,,,,6.0,86600,movie,The Last Song,0,2010,108,"Drama,Music,Romance"
73,Dinner for Schmucks,Steve Carell,18.584,Paul Rudd,34.179,Zach Galifianakis,14.573,Jemaine Clement,11.301,Stephanie Szostak,7.122,73,86855739,73026337,84.1,13829402,15.9,42.0,42.0,PG-13,JayRoach,"WalterF.Parkes,LaurieMacDonald,JayRoach",7-30-2010,73000000.0,5.9,105616,movie,Dinner for Schmucks,0,2010,114,Comedy
