,Movie,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity,Unnamed: 0.1.1,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
11,Coco,Anthony Gonzalez,3.094,Gael García Bernal,11.422,Benjamin Bratt,14.298,Alanna Ubach,13.596,Renée Victor,4.118,11,807816196,210460015,26.1,597356181,73.9,97.0,94.0,PG,LeeUnkrich,DarlaK.Anderson,11-22-2017,210500000.0,7.4,37,movie,Coco,0,2017,98,Horror
12,Pirates of the Caribbean: Dead Men Tell No Tales,Johnny Depp,50.461,Javier Bardem,24.038,Geoffrey Rush,9.579,Brenton Thwaites,15.373,Kaya Scodelario,44.822,12,794861794,172558876,21.7,622302918,78.3,30.0,60.0,PG-13,"JoachimRønning,EspenSandberg",JerryBruckheimer,5-26-2017,172500000.0,6.6,293265,movie,Pirates of the Caribbean: Dead Men Tell No Tales,0,2017,129,"Action,Adventure,Fantasy"
13,It,Jaeden Martell,34.772,Jeremy Ray Taylor,5.709,Sophia Lillis,14.176,Finn Wolfhard,23.885,Chosen Jacobs,2.535,13,700381748,327481748,46.8,372900000,53.2,,,,,,,,7.3,512692,movie,It,0,2017,135,Horror
14,Justice League,Ben Affleck,23.439,Henry Cavill,46.737,Gal Gadot,38.496,Jason Momoa,40.145,Ezra Miller,23.077,14,657924295,229024295,34.8,428900000,65.2,39.0,68.0,PG-13,ZackSnyder,"CharlesRoven,DeborahSnyder,JonBerg,GeoffJohns",11-17-2017,227000000.0,6.1,438868,movie,Justice League,0,2017,120,"Action,Adventure,Fantasy"
15,Logan,Hugh Jackman,23.696,Dafne Keen,13.132,Patrick Stewart,16.314,Elizabeth Rodriguez,3.333,Boyd Holbrook,15.462,15,619021436,226277068,36.6,392744368,63.4,94.0,90.0,R,JamesMangold,"HutchParker,SimonKinberg,LaurenShulerDonner",3-3-2017,226300000.0,8.1,722278,movie,Logan,0,2017,137,"Action,Drama,Sci-Fi"
16,Transformers: The Last Knight,Mark Wahlberg,49.465,Josh Duhamel,10.859,Stanley Tucci,12.603,Anthony Hopkins,20.548,Laura Haddock,13.247,16,605425157,130168683,21.5,475256474,78.5,15.0,43.0,PG-13,MichaelBay,"DonMurphy,TomDeSanto,LorenzodiBonaventura,IanBryce",6-21-2017,130100000.0,5.2,147431,movie,Transformers: The Last Knight,0,2017,154,"Action,Adventure,Sci-Fi"
17,Kong: Skull Island,Tom Hiddleston,32.759,Samuel L. Jackson,56.705,John Goodman,20.197,Brie Larson,26.14,Jing Tian,19.77,17,566652812,168052812,29.7,398600000,70.3,75.0,69.0,PG-13,JordanVogt-Roberts,"JonJashni,AlexGarcia,ThomasTull,MaryParent",3-10-2017,168000000.0,6.7,308699,movie,Kong: Skull Island,0,2017,118,"Action,Adventure,Fantasy"
18,The Boss Baby,Alec Baldwin,17.182,James Marsden,19.282,Amy Sedaris,15.668,Jeff Goldblum,13.337,Eva Longoria,13.89,18,527965936,175003033,33.1,352962903,66.9,53.0,51.0,PG,TomMcGrath,RamseyAnnNaito,3-31-2017,174900000.0,6.3,122204,movie,The Boss Baby,0,2017,97,"Adventure,Animation,Comedy"
19,Dunkirk,Fionn Whitehead,6.961,Tom Hardy,59.898,Mark Rylance,24.088,Kenneth Branagh,42.401,Cillian Murphy,59.74,19,525245546,188045546,35.8,337200000,64.2,92.0,81.0,PG-13,ChristopherNolan,"EmmaThomas,ChristopherNolan",7-21-2017,188000000.0,7.8,626776,movie,Dunkirk,0,2017,106,"Action,Drama,History"
20,War for the Planet of the Apes,Andy Serkis,16.501,Woody Harrelson,19.341,Steve Zahn,28.971,Karin Konoval,3.247,Michael Adamthwaite,4.913,20,490719763,146880162,29.9,343839601,70.1,94.0,84.0,PG-13,MattReeves,"PeterChernin,DylanClark,RickJaffa,AmandaSilver",7-14-2017,146800000.0,7.4,248309,movie,War for the Planet of the Apes,0,2017,140,"Action,Adventure,Drama"
21,The Greatest Showman,Hugh Jackman,23.696,Zac Efron,27.031,Michelle Williams,20.576,Rebecca Ferguson,48.521,Zendaya,47.236,21,434993183,174340174,40.1,260653009,59.9,56.0,86.0,PG,MichaelGracey,"LaurenceMark,PeterChernin,JennoTopping",12-20-2017,174000000.0,7.6,269697,movie,The Greatest Showman,0,2017,105,"Biography,Drama,Musical"
22,Kingsman: The Golden Circle,Colin Firth,13.147,Julianne Moore,18.698,Taron Egerton,16.392,Mark Strong,25.911,Halle Berry,21.448,22,410902662,100234838,24.4,310667824,75.6,50.0,64.0,R,MatthewVaughn,"MatthewVaughn,DavidReid,AdamBohling",9-22-2017,100200000.0,6.7,314774,movie,Kingsman: The Golden Circle,0,2017,141,"Action,Adventure,Comedy"
23,The Mummy,Brendan Fraser,13.765,Rachel Weisz,14.704,John Hannah,10.24,Arnold Vosloo,19.39,Patricia Velásquez,12.972,23,409231607,80227895,19.6,329003712,80.4,16.0,35.0,PG-13,AlexKurtzman,"AlexKurtzman,ChrisMorgan,SeanDaniel,SarahBradshaw",6-9-2017,80100000.0,5.4,183163,movie,The Mummy,0,2017,111,"Action,Adventure,Fantasy"
24,Cars 3,Owen Wilson,46.143,Cristela Alonzo,5.555,Chris Cooper,6.765,Nathan Fillion,25.027,Larry the Cable Guy,4.598,24,383930656,152901115,39.8,231029541,60.2,69.0,69.0,G,BrianFee,KevinReher,6-16-2017,152900000.0,6.7,92215,movie,Cars 3,0,2017,102,"Adventure,Animation,Comedy"
25,Fifty Shades Darker,Dakota Johnson,13.949,Jamie Dornan,12.431,Eric Johnson,10.002,Eloise Mumford,12.652,Bella Heathcote,15.158,25,381545846,114581250,30,266964596,70.0,11.0,48.0,R,JamesFoley,"MichaelDeLuca,E.L.James,DanaBrunetti,MarcusViscidi",2-10-2017,114400000.0,4.6,99765,movie,Fifty Shades Darker,0,2017,118,"Drama,Romance"
26,Murder on the Orient Express,Kenneth Branagh,42.401,Penélope Cruz,23.261,Willem Dafoe,27.4,Judi Dench,8.949,Johnny Depp,50.461,26,352789811,102826543,29.1,249963268,70.9,90.0,78.0,PG,SidneyLumet,"JohnBrabourne,RichardGoodwin",11-24-1974,,6.5,240587,movie,Murder on the Orient Express,0,2017,114,"Crime,Drama,Mystery"
27,xXx: Return of Xander Cage,Vin Diesel,29.696,Donnie Yen,16.207,Deepika Padukone,6.286,Kris Wu,11.815,Ruby Rose,20.667,27,346118277,44898413,13,301219864,87.0,45.0,37.0,PG-13,D.J.Caruso,"JoeRoth,JeffKirschenbaum,VinDiesel,SamanthaVincent",1-20-2017,44900000.0,5.2,90820,movie,xXx: Return of Xander Cage,0,2017,107,"Action,Adventure,Comedy"
28,Never Say Die,Temuera Morrison,16.076,Lisa Eilbacher,13.034,George Wendt,6.593,Tony Barry,1.432,Jason Greenwood,0.6,28,334530869,-,-,334530869,100.0,,43.0,,YangSong,,,680.0K,6.1,1501,movie,Xiu xiu de tie quan,0,2017,100,"Comedy,Fantasy,Sport"
29,The Lego Batman Movie,Will Arnett,16.336,Zach Galifianakis,14.573,Michael Cera,20.608,Rosario Dawson,22.564,Ralph Fiennes,32.618,29,311950384,175750384,56.3,136200000,43.7,90.0,80.0,PG,ChrisMcKay,"DanLin,PhilLord,ChrisMiller,RoyLee",2-10-2017,175700000.0,7.3,144507,movie,The Lego Batman Movie,0,2017,104,"Action,Adventure,Animation"
30,The Ex-File 3: The Return of The Exes,Han Geng,3.182,Ryan Zheng Kai,9.633,Yu Wenwen,4.063,Zeng Mengxue,5.242,Mi Luo,0.615,30,307592427,838959,0.3,306753468,99.7,,46.0,,Yu-shengTian,,12-29-2017,805.0K,5.6,475,movie,Qian ren 3: Zai jian qian ren,0,2017,120,"Comedy,Romance"
31,Annabelle: Creation,Stephanie Sigman,8.187,Talitha Bateman,12.235,Lulu Wilson,11.457,Anthony LaPaglia,14.338,Miranda Otto,14.85,31,306515884,102092201,33.3,204423683,66.7,71.0,67.0,R,DavidF.Sandberg,"PeterSafran,JamesWan",8-11-2017,102100000.0,6.5,128947,movie,Annabelle: Creation,0,2017,109,"Horror,Mystery,Thriller"
32,Wonder,Gal Gadot,38.496,Chris Pine,29.596,Kristen Wiig,16.468,Pedro Pascal,27.815,Robin Wright,13.714,32,305937718,132422809,43.3,173514909,56.7,86.0,88.0,PG,StephenChbosky,"DavidHoberman,ToddLieberman",11-17-2017,132400000.0,7.9,159140,movie,Wonder,0,2017,113,"Drama,Family"
33,Ferdinand,John Cena,15.948,Kate McKinnon,9.885,Anthony Anderson,9.136,Bobby Cannavale,12.744,David Tennant,18.965,33,296069199,84410380,28.5,211658819,71.5,72.0,51.0,PG,CarlosSaldanha,"BruceAnderson,JohnDavis,LoriForte,LisaMarieStetler",12-15-2017,84200000.0,6.7,55257,movie,Ferdinand,0,2017,108,"Adventure,Animation,Comedy"
34,Blade Runner 2049,Ryan Gosling,12.098,Harrison Ford,17.858,Ana de Armas,106.62,Sylvia Hoeks,10.756,Robin Wright,13.714,34,259239658,92054159,35.5,167185499,64.5,88.0,81.0,R,DenisVilleneuve,"AndrewA.Kosove,BroderickJohnson,BudYorkin,CynthiaSikesYorkin",10-6-2017,91500000.0,8.0,533798,movie,Blade Runner 2049,0,2017,164,"Action,Drama,Mystery"
35,Kung Fu Yoga,Jackie Chan,26.273,Aarif Rahman,9.132,Zhang Yixing,6.95,Miya Muqi,10.913,Sonu Sood,1.4,35,257743016,362657,0.1,257380359,99.9,48.0,37.0,,StanleyTong,"BarbieTung,StanleyTong",1-27-2017,357.3K,5.2,10072,movie,Gong fu yu jia,0,2017,107,"Action,Adventure,Comedy"
36,Get Out,Daniel Kaluuya,9.859,Allison Williams,9.814,Catherine Keener,19.59,Bradley Whitford,13.189,Caleb Landry Jones,16.093,36,255407969,176040665,68.9,79367304,31.1,98.0,86.0,R,JordanPeele,"SeanMcKittrick,JasonBlum,TedHamm,JordanPeele",2-24-2017,176000000.0,7.7,556053,movie,Get Out,0,2017,104,"Horror,Mystery,Thriller"
37,Baahubali 2: The Conclusion,Prabhas,4.547,Rana Daggubati,6.772,Sathyaraj,1.854,Anushka Shetty,8.063,Nassar,4.143,37,254158390,20186659,7.9,233971731,92.1,86.0,86.0,,S.S.Rajamouli,"ShobuYarlagadda,PrasadDevineni",4-28-2017,16300000.0,8.3,88038,movie,Bãhubali 2: The Conclusion,0,2017,167,"Action,Drama"
38,Journey to the West: The Demons Strike Back,Kris Wu,11.815,Lin Gengxin,5.6,Yao Chen,4.785,Lin Yun,5.535,Yang Yiwei,4.197,38,247585244,880346,0.4,246704898,99.6,58.0,50.0,PG-13,HarkTsui,"StephenChow,HarkTsui,NansunShi",2-3-2017,870.5K,5.4,3105,movie,Journey to the West: Demon Chapter,0,2017,109,"Adventure,Comedy,Family"
39,Alien: Covenant,Michael Fassbender,14.93,Katherine Waterston,17.555,Billy Crudup,19.433,Danny McBride,26.166,Demián Bichir,6.129,39,240891763,74262031,30.8,166629732,69.2,65.0,55.0,R,RidleyScott,"RidleyScott,MarkHuffam,MichaelSchaefer,DavidGiler,WalterHill",5-19-2017,74200000.0,6.4,273260,movie,Alien: Covenant,0,2017,122,"Horror,Sci-Fi,Thriller"
40,Paddington 2,Ben Whishaw,16.436,Hugh Bonneville,11.481,Sally Hawkins,19.115,Samuel Joslin,4.253,Madeleine Harris,1.525,40,227978523,40891591,17.9,187086932,82.1,99.0,87.0,PG,PaulKing,DavidHeyman,1-12-2018,38400000.0,7.8,72425,movie,Paddington 2,0,2017,103,"Adventure,Comedy,Family"
41,Youth,Michael Caine,14.985,Harvey Keitel,11.123,Rachel Weisz,14.704,Paul Dano,51.328,Jane Fonda,10.216,41,227091290,1891956,0.8,225199334,99.2,71.0,69.0,R,PaoloSorrentino,"NicolaGiuliano,FrancescaCima,CarlottaCalori",12-4-2015,2700000.0,7.0,3014,movie,Fang hua,0,2017,135,"Drama,Romance,War"
42,Baby Driver,Ansel Elgort,20.545,Kevin Spacey,16.608,Lily James,24.325,Jon Hamm,16.214,Jamie Foxx,20.417,42,226945087,107825862,47.5,119119225,52.5,92.0,86.0,R,EdgarWright,"NiraPark,TimBevan,EricFellner",6-28-2017,107800000.0,7.6,507088,movie,Baby Driver,0,2017,113,"Action,Crime,Drama"
43,Valerian and the City of a Thousand Planets,Dane DeHaan,12.855,Cara Delevingne,21.982,Clive Owen,11.284,Rihanna,14.62,Ethan Hawke,21.79,43,225874228,41189488,18.2,184684740,81.8,47.0,53.0,PG-13,LucBesson,"LucBesson,VirginieSilla",7-21-2017,40400000.0,6.5,177122,movie,Valerian and the City of a Thousand Planets,0,2017,136,"Action,Adventure,Fantasy"
44,Geostorm,Gerard Butler,18.085,Alexandra Maria Lara,17.235,Jim Sturgess,7.639,Abbie Cornish,11.683,Ed Harris,14.475,44,221600160,33700160,15.2,187900000,84.8,17.0,35.0,PG-13,DeanDevlin,"DavidEllison,DeanDevlin,DanaGoldberg",10-20-2017,33400000.0,5.3,105024,movie,Geostorm,0,2017,109,"Action,Sci-Fi,Thriller"
45,The Emoji Movie,T. J. Miller,14.522,James Corden,9.839,Anna Faris,17.473,Maya Rudolph,11.778,Steven Wright,3.098,45,217776646,86089513,39.5,131687133,60.5,6.0,37.0,PG,AnthonyLeondis,MichelleRaimo,7-28-2017,86100000.0,3.3,62491,movie,The Emoji Movie,0,2017,86,"Adventure,Animation,Comedy"
46,A Dog's Purpose,Josh Gad,11.913,K.J. Apa,14.291,Britt Robertson,23.536,Dennis Quaid,13.1,Peggy Lipton,6.67,46,205035819,64508620,31.5,140527199,68.5,35.0,73.0,PG,LasseHallström,GavinPolone,1-27-2017,64300000.0,7.2,70854,movie,A Dog's Purpose,0,2017,100,"Adventure,Comedy,Drama"
47,Smurfs: The Lost Village,Demi Lovato,8.642,Rainn Wilson,23.401,Joe Manganiello,12.123,Jack McBrayer,11.884,Danny Pudi,10.575,47,197183546,45020282,22.8,152163264,77.2,40.0,54.0,PG,KellyAsbury,"JordanKerner,MaryEllenBauder",4-7-2017,45000000.0,6.0,21085,movie,Smurfs: The Lost Village,0,2017,90,"Adventure,Animation,Comedy"
48,The Shape of Water,Sally Hawkins,19.115,Doug Jones,7.845,Michael Shannon,24.951,Richard Jenkins,11.093,Octavia Spencer,10.21,48,195333312,63859435,32.7,131473877,67.3,92.0,72.0,R,GuillermodelToro,"GuillermodelToro,J.MilesDale",12-22-2017,63300000.0,7.3,406981,movie,The Shape of Water,0,2017,123,"Drama,Fantasy,Romance"
49,Pitch Perfect 3,Anna Kendrick,18.19,Rebel Wilson,10.1,Brittany Snow,19.663,Hailee Steinfeld,55.775,Elizabeth Banks,14.855,49,185400345,104897530,56.6,80502815,43.4,28.0,43.0,PG-13,TrishSie,"PaulBrooks,MaxHandelman,ElizabethBanks",12-22-2017,104900000.0,5.8,62489,movie,Pitch Perfect 3,0,2017,93,"Comedy,Music"
50,Daddy's Home 2,Will Ferrell,13.839,Mark Wahlberg,49.465,John Lithgow,17.218,Mel Gibson,25.645,Linda Cardellini,17.794,50,180613180,104029443,57.6,76583737,42.4,21.0,51.0,PG-13,SeanAnders,"WillFerrell,AdamMcKay,ChrisHenchy,JohnMorris,KevinJ.Messick",11-10-2017,104000000.0,6.0,71200,movie,Daddy's Home 2,0,2017,100,Comedy
51,The Post,Meryl Streep,13.52,Tom Hanks,27.299,Sarah Paulson,16.392,Bob Odenkirk,17.442,Tracy Letts,9.917,51,179769457,81903458,45.6,97865999,54.4,88.0,73.0,PG-13,StevenSpielberg,"AmyPascal,KristieMacoskoKrieger,StevenSpielberg",1-12-2018,81400000.0,7.2,147773,movie,The Post,0,2017,116,Drama
52,Baywatch,Dwayne Johnson,29.99,Zac Efron,27.031,Priyanka Chopra Jonas,22.394,Alexandra Daddario,42.013,Jon Bass,8.46,52,177856751,58060186,32.6,119796565,67.4,17.0,64.0,R,SethGordon,"MichaelBerk,DouglasSchwartz,GregoryJ.Bonann,BeauFlynn,IvanReitman",5-25-2017,58000000.0,5.5,180919,movie,Baywatch,0,2017,116,"Action,Comedy,Crime"
53,The Hitman's Bodyguard,Ryan Reynolds,40.796,Samuel L. Jackson,56.705,Gary Oldman,27.283,Salma Hayek,22.609,Élodie Yung,20.156,53,176586701,75468583,42.7,101118118,57.3,44.0,67.0,R,PatrickHughes,"JohnThompson,MatthewO'Toole,LesWeldon,MarkGill",8-18-2017,75400000.0,6.9,223343,movie,The Hitman's Bodyguard,0,2017,118,"Action,Comedy,Crime"
54,John Wick: Chapter 2,Keanu Reeves,59.33,Common,10.41,Laurence Fishburne,30.531,Ian McShane,20.779,Riccardo Scamarcio,8.264,54,171539887,92029184,53.6,79510703,46.4,89.0,85.0,R,ChadStahelski,"BasilIwanyk,EricaLee",2-10-2017,92000000.0,7.5,412034,movie,John Wick: Chapter 2,0,2017,122,"Action,Crime,Thriller"
55,Ghost in the Shell,Atsuko Tanaka,6.847,Akio Otsuka,8.77,Iemasa Kayumi,3.905,Koichi Yamadera,9.389,Yutaka Nakano,1.514,55,169801921,40563557,23.9,129238364,76.1,43.0,51.0,PG-13,RupertSanders,"AviArad,AriArad,StevenPaul,MichaelCostigan",3-31-2017,40500000.0,6.3,210966,movie,Ghost in the Shell,0,2017,107,"Action,Crime,Drama"
56,"Three Billboards Outside Ebbing, Missouri",Frances McDormand,16.265,Sam Rockwell,13.281,Lucas Hedges,8.476,Woody Harrelson,19.341,Abbie Cornish,11.683,56,160192031,54513740,34,105678291,66.0,91.0,87.0,R,MartinMcDonagh,"GrahamBroadbent,PeterCzernin,MartinMcDonagh",11-22-2017,54100000.0,8.1,486638,movie,"Three Billboards Outside Ebbing, Missouri",0,2017,115,"Comedy,Crime,Drama"
57,Duckweed,Eddie Peng,11.8,Deng Chao,6.787,Zhao Liying,12.27,Dong Zijian,6.783,Chin Shih-Chieh,5.285,57,152894264,471575,0.3,152422689,99.7,86.0,80.0,,HanHan,,2-10-2017,462.3K,6.4,1364,movie,Cheng feng po lang,0,2017,102,"Comedy,Drama,Fantasy"
58,Darkest Hour,Gary Oldman,27.283,Kristin Scott Thomas,14.917,Lily James,24.325,Stephen Dillane,7.673,Ronald Pickup,2.618,58,150847207,56468410,37.4,94378797,62.6,84.0,82.0,PG-13,JoeWright,"TimBevan,EricFellner,LisaBruce,AnthonyMcCarten,DouglasUrbanski",12-22-2017,56300000.0,7.4,194928,movie,Darkest Hour,0,2017,125,"Biography,Drama,War"
59,King Arthur: Legend of the Sword,Charlie Hunnam,18.698,Astrid Bergès-Frisbey,11.169,Jude Law,21.474,Djimon Hounsou,35.554,Eric Bana,15.937,59,148675066,39175066,26.3,109500000,73.7,31.0,69.0,PG-13,GuyRitchie,"AkivaGoldsman,JobyHarold,ToryTunnell,SteveClark-Hall,GuyRitchie,LionelWigram",5-12-2017,39100000.0,6.7,211407,movie,King Arthur: Legend of the Sword,0,2017,126,"Action,Adventure,Drama"
60,The Foreigner,Pierce Brosnan,42.595,Jackie Chan,26.273,Rory Fleck-Byrne,8.42,Ray Fearon,5.652,Charlie Murphy,20.773,60,145374099,34393507,23.7,110980592,76.3,66.0,72.0,R,MartinCampbell,"JackieChan,WayneMarcGodfrey,ArthurM.Sarkissian,QiJianhong,ClaireKupchak,JohnZeng,D.ScottLumpkin,JamieMarshall,CathySchulman",10-13-2017,34400000.0,7.0,111905,movie,The Foreigner,0,2017,113,"Action,Thriller"
61,Power Rangers,Dacre Montgomery,14.4,Naomi Scott,24.598,RJ Cyler,5.258,Becky G,9.523,Ludi Lin,5.491,61,142337240,85364450,60,56972790,40.0,51.0,65.0,PG-13,DeanIsraelite,"WyckGodfrey,HaimSaban,BrianCasentini,MartyBowen",3-24-2017,85300000.0,5.9,106604,movie,Power Rangers,0,2017,124,"Action,Adventure,Fantasy"
62,Girls Trip,Regina Hall,12.088,Queen Latifah,12.416,Jada Pinkett Smith,33.927,Tiffany Haddish,8.655,Larenz Tate,7.279,62,140552359,115171585,81.9,25380774,18.1,92.0,78.0,R,MalcolmD.Lee,"WillPacker,MalcolmD.Lee",7-21-2017,115100000.0,6.2,37079,movie,Girls Trip,0,2017,122,"Adventure,Comedy,Drama"
63,American Made,Tom Cruise,34.075,Sarah Wright,10.374,Domhnall Gleeson,17.251,Alejandro Edda,4.58,Jesse Plemons,32.283,63,134866593,51342000,38.1,83524593,61.9,85.0,78.0,R,DougLiman,"BrianGrazer,BrianOliver,DougDavison,KimRoth,RayAngelic,TylerThompson",9-29-2017,51300000.0,7.1,173709,movie,American Made,0,2017,115,"Action,Comedy,Crime"
64,A Bad Moms Christmas,Mila Kunis,20.107,Kristen Bell,15.307,Kathryn Hahn,18.867,Susan Sarandon,22.136,Christine Baranski,20.923,64,130560428,72110659,55.2,58449769,44.8,32.0,44.0,R,"JonLucas,ScottMoore",SuzanneTodd,11-1-2017,72100000.0,5.5,49716,movie,A Bad Moms Christmas,0,2017,104,Comedy
65,Happy Death Day,Jessica Rothe,14.017,Israel Broussard,8.913,Ruby Modine,8.175,Rachel Matthews,7.904,Billy Slaughter,2.795,65,125479266,55683845,44.4,69795421,55.6,71.0,67.0,PG-13,ChristopherLandon,JasonBlum,10-13-2017,55700000.0,6.6,134674,movie,Happy Death Day,0,2017,96,"Comedy,Horror,Mystery"
66,Captain Underpants: The First Epic Movie,Kevin Hart,14.271,Ed Helms,15.096,Nick Kroll,14.161,Thomas Middleditch,10.004,Jordan Peele,10.215,66,125427681,73921000,58.9,51506681,41.1,87.0,61.0,PG,DavidSoren,"MireilleSoria,MarkSwift",6-2-2017,73900000.0,6.2,27633,movie,Captain Underpants: The First Epic Movie,0,2017,89,"Action,Adventure,Animation"
67,The Lego Ninjago Movie,Dave Franco,20.44,Justin Theroux,17.672,Fred Armisen,15.974,Abbi Jacobson,8.534,Olivia Munn,10.575,67,123081555,59281555,48.2,63800000,51.8,56.0,46.0,PG,"CharlieBean,PaulFisher,BobLogan","DanLin,PhilLord,ChrisMiller,ChrisMcKay,MaryannGarger,RoyLee",9-22-2017,59300000.0,6.0,25368,movie,The Lego Ninjago Movie,0,2017,101,"Action,Adventure,Animation"
68,Secret Superstar,Zaira Wasim,0.7,Aamir Khan,6.119,Meher Vij,5.704,Raj Arjun,2.113,Tirth Sharma,0.6,68,122026260,-,-,122026260,100.0,91.0,86.0,,AdvaitChandan,"AamirKhan,KiranRao",10-20-2017,756.9K,7.9,24133,movie,Secret Superstar,0,2017,150,"Drama,Music"
69,The Dark Tower,Idris Elba,26.498,Matthew McConaughey,20.491,Tom Taylor,2.934,Claudia Kim,7.504,Fran Kranz,5.97,69,113231078,50701325,44.8,62529753,55.2,15.0,44.0,PG-13,NikolajArcel,"AkivaGoldsman,BrianGrazer,EricaHuggins,StephenKing,RonHoward",8-4-2017,50700000.0,5.6,136649,movie,The Dark Tower,0,2017,95,"Action,Adventure,Fantasy"
70,Buddies in India,Baoqiang Wang,6.389,Liu Yan,10.959,Bai Ke,1.946,Yue Yunpeng,6.323,Vikramjeet Virk,0.6,70,110155128,293194,0.3,109861934,99.7,,25.0,,BaoqiangWang,,1-27-2017,292.7K,3.7,335,movie,Buddies in India,0,2017,99,"Action,Comedy"
