,Unnamed: 0,Unnamed: 0.1,Movie Title,Worldwide,Budget,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
150,150,150,Deranged,28444173,-,-,28444173,100,,,,,,,,3.0,369,movie,Deranged,0,2012,78,Horror
151,151,151,Deranged,28444173,-,-,28444173,100,,,,,,,,6.3,2699,movie,Yeon-ga-si,0,2012,109,"Drama,Sci-Fi,Thriller"
152,152,152,The Master,28258060,16377274,58,11880786,42,84.0,62.0,R,PaulThomasAnderson,"JoAnneSellar,DanielLupi,PaulThomasAnderson,MeganEllison",9-14-2012,16200000.0,7.1,170048,movie,The Master,0,2012,138,Drama
153,153,153,Hitchcock,27039669,6008677,22.2,21030992,77.8,60.0,60.0,PG-13,SachaGervasi,"IvanReitman,TomPollock,JoeMedjuck,TomThayer,AlanBarnette",12-14-2012,6000000.0,6.8,75408,movie,Hitchcock,0,2012,98,"Biography,Drama,Romance"
154,154,154,Dearest,26723916,-,-,26723916,100,,81.0,,JohnLerchen,"EmanuelAG,CraigTaylorBrown,JohnLerchen,HollyMyers,KaylaRosenberg",,,6.9,431,movie,Anata e,0,2012,110,Drama
155,155,155,Architecture 101,26642354,-,-,26642354,100,,,,,,,,7.2,3641,movie,Geon-chook-hak-gae-ron,0,2012,118,"Drama,Romance"
156,156,156,Dancing Queen,26411266,-,-,26411266,100,,59.0,,LeeSeok-hoon,YoonJe-kyoon,2-3-2012,,6.5,468,movie,Daensing kwin,0,2012,124,"Comedy,Drama,Family"
157,157,157,Lesson of the Evil,26167224,-,-,26167224,100,,58.0,,TakashiMiike,"KôjiAzuma,TôruMori,MisakoSaka",,,6.6,6098,movie,Aku no kyôten,0,2012,129,"Horror,Thriller"
158,158,158,Agneepath,26001696,1986748,7.6,24014948,92.4,92.0,62.0,,KaranMalhotra,KaranJohar,,2000000.0,7.0,24030,movie,Agneepath,0,2012,174,"Action,Crime,Drama"
159,159,159,Rust and Bone,25807712,2062027,8,23745685,92,,,,,,,,7.5,67055,movie,De rouille et d'os,0,2012,120,"Drama,Romance"
160,160,160,Head Over Heels 2,25402893,-,-,25402893,100,,,,,,,,5.8,1315,movie,De Pernas pro Ar 2,0,2012,115,"Comedy,Romance"
161,161,161,On the Other Side of the Tracks,25109572,9572,<0.1,25100000,100,,30.0,R,DavidCharhon,"ÉricAltmayer,NicolasAltmayer",4-4-2014,5.9K,5.7,5032,movie,De l'autre côté du périph,0,2012,96,"Action,Comedy,Crime"
162,162,162,Herutâ sukerutâ,25066699,-,-,25066699,100,,37.0,,MikaNinagawa,"MorioAmagi,MitsuruUda",,,6.3,2596,movie,Herutâ sukerutâ,0,2012,127,"Drama,Horror"
163,163,163,The Last Tycoon,25009914,-,-,25009914,100,,61.0,,JingWong,AndrewLauWai-Keung,,,6.6,1994,movie,Da Shang Hai,0,2012,107,"Action,Adventure,Crime"
164,164,164,Housefull 2,24922847,1791780,7.2,23131067,92.8,,,,,,,,5.4,14415,movie,Housefull 2,0,2012,145,"Action,Comedy,Drama"
165,165,165,Big Miracle,24719215,20157300,81.5,4561915,18.5,75.0,64.0,PG,KenKwapis,"SteveGolin,MichaelSugar,TimBevan,EricFellner",2-3-2012,20100000.0,6.5,19547,movie,Big Miracle,0,2012,107,"Biography,Drama,Family"
166,166,166,Sparkle,24637800,24397469,99,240331,1,56.0,44.0,PG-13,SalimAkil,"DebraMartinChase,ThomasDexterJakesSr.,CurtisWallace,SalimAkil,MaraBrockAkil",8-17-2012,24400000.0,5.7,6315,movie,Sparkle,0,2012,116,"Drama,Music"
167,167,167,The Players,24629152,10854,<0.1,24618298,100,30.0,27.0,R,"EmmanuelleBercot,FredCavayé,AlexandreCourtes,JeanDujardin,MichelHazanavicius,ÉricLartigau,GillesLellouche","JeanDujardin,MarcDujardin,ÉricHannezo,GuillaumeLacroix",4-4-2014,6.7K,5.3,8198,movie,Les infidèles,0,2012,109,Comedy
168,168,168,Liar Game: Reborn,24549726,-,-,24549726,100,,,,,,,,6.3,617,movie,Raiâ gêmu: Saisei,0,2012,131,Drama
169,169,169,I Want You,23961214,-,-,23961214,100,,33.0,,MarkRobson,SamuelGoldwyn,12-23-1951,,6.9,15182,movie,Tengo ganas de ti,0,2012,120,"Drama,Romance"
170,170,170,Türkisch für Anfänger,23952712,-,-,23952712,100,,,,,,,,5.8,8652,movie,Türkisch für Anfänger,0,2012,105,"Adventure,Comedy"
171,171,171,Wanderlust,23812816,17450535,73.3,6362281,26.7,,,,"MaríaPérezEscalá,AnneVonPetersdorff",JulianaSchwindt,,,5.6,76062,movie,Wanderlust,0,2012,98,"Comedy,Romance"
172,172,172,"Little Brother, Big Trouble: A Christmas Adventure",23785681,-,-,23785681,100,,49.0,G,"KariJuusonen,JørgenLerdam","EmelyChristians,RalphChristians,AnttiHaikala,BernhardzuCastell",,,5.7,1216,movie,Niko 2 - lentäjäveljekset,0,2012,79,"Adventure,Animation,Comedy"
173,173,173,Hotaru the Movie: It's Only a Little Light in My Life,22975341,-,-,22975341,100,,,,,,,,5.8,298,movie,Hotaru no hikari,0,2012,109,"Drama,Romance"
174,174,174,Kon-Tiki,22842887,1517410,6.6,21325477,93.4,,77.0,,ThorHeyerdahl,,4-3-1951,,7.2,48576,movie,Kon-Tiki,0,2012,118,"Adventure,Biography,Drama"
175,175,175,Upside Down,22187813,105095,0.5,22082718,99.5,28.0,42.0,PG-13,JuanSolanas,"AtonSoumache,AlexisVonarb,DimitriRassam,ClaudeLéger,JonathanVanger",3-15-2013,102.1K,6.3,71475,movie,Upside Down,0,2012,109,"Drama,Fantasy,Romance"
176,176,176,Upside Down,22187813,105095,0.5,22082718,99.5,28.0,42.0,PG-13,JuanSolanas,"AtonSoumache,AlexisVonarb,DimitriRassam,ClaudeLéger,JonathanVanger",3-15-2013,102.1K,6.9,54,movie,Upside Down,0,2012,81,Drama
177,177,177,Confession of Murder,21701525,-,-,21701525,100,,,,VincentLePort,"RoyArida,ThierryLounas,Pierre-EmmanuelUrcun",,,7.0,10297,movie,Nae-ga sal-in-beom-i-da,0,2012,119,"Action,Crime,Thriller"
178,178,178,Beasts of the Southern Wild,21107746,12795746,60.6,8312000,39.4,86.0,76.0,PG-13,BenhZeitlin,"MichaelGottwald,DanJanvey,JoshPenn",6-27-2012,12800000.0,7.2,82927,movie,Beasts of the Southern Wild,0,2012,93,"Adventure,Drama,Fantasy"
