,Movie,Unnamed: 0,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
159,Run,159,Ben Milliken,3.646,Brad William Henke,11.303,Janel Parrish,16.757,Mark Dacascos,20.334,Celestino Cornielle,1.967,5184368,-,-,5184368,100,,,,,,,,6.7,67075,movie,Run,0,2020,90,"Mystery,Thriller"
160,Love Aaj Kal,160,Saif Ali Khan,1.667,Deepika Padukone,6.286,Rishi Kapoor,0.996,Rahul Khanna,2.736,Giselli Monteiro,1.38,5120794,-,-,5120794,100,20.0,34.0,,ImtiazAli,,,,4.7,10072,movie,Love Aaj Kal,0,2020,142,"Drama,Romance"
161,Masked Ward,161,Kentaro Sakaguchi,11.371,Mei Nagano,11.008,Rio Uchida,8.245,Noriko Eguchi,4.535,Ryohei Otani,2.661,5107013,-,-,5107013,100,,,,,,,,5.6,329,movie,Kamen byôtô,0,2020,114,Thriller
162,Ayyappanum Koshiyum,162,Biju Menon,1.144,Prithviraj Sukumaran,4.928,Ranjith,0.834,Anil Nedumangad,1.896,Gowry Nandha,1.052,5088713,-,-,5088713,100,,,,Sachy,,,,8.1,7704,movie,Ayyappanum Koshiyum,0,2020,177,"Action,Drama,Thriller"
163,Baba Parasi,163,Murat Cemcir,1.974,Ahmet Kural,1.266,Devrim Yakut,6.986,Rasim Öztekin,0.877,Yağmur Tanrisevsin,6.035,5084342,-,-,5084342,100,,,,,,,,4.5,3120,movie,Baba Parasi,0,2020,116,Comedy
164,Die Känguru-Chroniken,164,Dimitrij Schaad,0.98,Marc-Uwe Kling,0.6,Rosalie Thomass,5.699,Henry Hübchen,3.777,Adnan Maral,2.458,5081127,-,-,5081127,100,,,,,,,,5.2,2428,movie,Die Känguru-Chroniken,0,2020,92,Comedy
165,The Real Exorcist,165,Fumika Shimizu,3.359,Irako Mirai,0.6,Rin Kijima,0.6,Ryûichi Ôura,0.6,Joe Hyûga,0.703,5035830,-,-,5035830,100,,,PG-13,ShokyoOda,,8-28-2020,,5.8,31,movie,The Real Exorcist,0,2020,108,Fantasy
166,Mayday,166,Grace Van Patten,12.888,Mia Goth,35.412,Havana Rose Liu,7.559,SoKo,3.777,Juliette Lewis,16.435,5011408,-,-,5011408,100,50.0,38.0,,KarenCinorre,"JonahDisend,LucasJoaquin,KarenCinorre,SamLevy",10-1-2021,3.7K,5.3,488,movie,Mayday,0,2020,114,"Comedy,Romance"
167,Bheeshma,167,Mammootty,4.409,Soubin Shahir,2.691,Sreenath Bhasi,2.637,Shine Tom Chacko,2.1,Nadhiya,5.632,4997080,-,-,4997080,100,,89.0,,VenkyKudumula,SuryadevaraNagaVamsi,2-21-2020,722.5K,6.5,3836,movie,Bheeshma,0,2020,150,"Action,Comedy,Romance"
168,Made in Abyss: Dawn of the Deep Soul,168,Miyu Tomita,6.1,Mariya Ise,11.195,Shiori Izawa,5.641,Toshiyuki Morikawa,8.331,Inori Minase,12.805,4971635,-,-,4971635,100,,,,,,,,8.1,2912,movie,Made in Abyss: Fukaki Tamashî no Reimei,0,2020,113,"Adventure,Animation,Drama"
169,Godai - The Wunderkind,169,Haruma Miura,7.923,Shohei Miura,9.17,Takanori Nishikawa,4.266,Yuki Morinaga,4.176,Aoi Morikawa,7.993,4948225,-,-,4948225,100,,,,,,,,6.8,39,movie,Tengaramon,0,2020,109,"Biography,Drama,History"
170,Panga,170,,,,,,,,,,,4886124,582720,11.9,4303404,88.1,94.0,83.0,,AshwinyIyerTiwari,,1-24-2020,572.5K,6.9,7328,movie,Panga,0,2020,131,"Drama,Sport"
171,Streltsov,171,Alexander Petrov,8.193,Victor Dobronravov,5.402,Efim Petrunin,2.824,Vitaliy Khaev,2.5,Stasya Miloslavskaya,10.457,4850073,-,-,4850073,100,,,,,,,,5.2,365,movie,Streltsov,0,2020,100,"Biography,Drama,Romance"
172,The SpongeBob Movie: Sponge on the Run,172,Tom Kenny,9.65,Bill Fagerbakke,10.333,Rodger Bumpass,8.167,Mr. Lawrence,6.51,Keanu Reeves,59.33,4810790,4810790,100,-,-,67.0,50.0,PG,TimHill,RyanHarris,,4500000.0,5.9,17033,movie,The SpongeBob Movie: Sponge on the Run,0,2020,91,"Adventure,Animation,Comedy"
173,The Empty Man,173,James Badge Dale,16.587,Marin Ireland,12.362,Sasha Frolova,6.255,Samantha Logan,9.767,Evan Jonigkeit,10.762,4796993,2992948,62.4,1804045,37.6,76.0,39.0,R,DavidPrior,"StephenChristy,RossRichie",10-23-2020,3000000.0,6.2,24963,movie,The Empty Man,0,2020,137,"Horror,Mystery,Thriller"
174,The Broken Hearts Gallery,174,Geraldine Viswanathan,12.486,Dacre Montgomery,14.4,Utkarsh Ambudkar,25.799,Molly Gordon,9.967,Phillipa Soo,5.105,4781389,4067442,85.1,713947,14.9,79.0,88.0,PG-13,NatalieKrinsky,DavidGross,9-11-2020,4099999.9999999995,6.3,7247,movie,The Broken Hearts Gallery,0,2020,109,"Comedy,Romance"
