,Movie,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity,Unnamed: 0.1.1,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
12,Rio,Jesse Eisenberg,30.679,Anne Hathaway,36.931,Leslie Mann,28.052,Jane Lynch,15.419,Will.i.am,4.281,12,483866518,143619809,29.7,340246709,70.3,72.0,71.0,G,CarlosSaldanha,"BruceAnderson,JohnC.Donkin",4-15-2011,,6.9,221910,movie,Rio,0,2011,96,"Adventure,Animation,Comedy"
13,Rise of the Planet of the Apes,James Franco,11.754,Andy Serkis,16.501,Freida Pinto,11.894,John Lithgow,17.218,Brian Cox,9.913,13,481800873,176760185,36.7,305040688,63.3,82.0,77.0,PG-13,RupertWyatt,"PeterChernin,DylanClark,RickJaffa,AmandaSilver",8-5-2011,176700000.0,7.6,517869,movie,Rise of the Planet of the Apes,0,2011,105,"Action,Drama,Sci-Fi"
14,Thor,Chris Hemsworth,36.221,Natalie Portman,20.23,Tom Hiddleston,32.759,Anthony Hopkins,20.548,Stellan Skarsgård,20.205,14,449326618,181030624,40.3,268295994,59.7,77.0,76.0,PG-13,KennethBranagh,KevinFeige,5-6-2011,268000000.0,7.0,812534,movie,Thor,0,2011,115,"Action,Adventure,Fantasy"
15,The Intouchables,François Cluzet,9.252,Anne Le Ny,3.296,Clotilde Mollet,3.248,Omar Sy,10.194,Alba Gaïa Bellugi,9.076,15,426588510,10198820,2.4,416389690,97.6,75.0,93.0,R,"OlivierNakache,EricToledano","NicolasDuval-Adassovsky,LaurentZeitoun,YannZenou",5-25-2012,13200000.0,8.5,826554,movie,Intouchables,0,2011,112,"Biography,Comedy,Drama"
16,The Adventures of Tintin,Jamie Bell,19.222,Daniel Craig,18.56,Andy Serkis,16.501,Nick Frost,11.519,Simon Pegg,15.527,16,373993951,77591831,20.7,296402120,79.3,74.0,74.0,PG,StevenSpielberg,"StevenSpielberg,KathleenKennedy,PeterJackson",12-21-2011,77600000.0,7.3,227716,movie,The Adventures of Tintin,0,2011,107,"Action,Adventure,Animation"
17,Captain America: The First Avenger,Chris Evans,15.319,Tommy Lee Jones,27.694,Hugo Weaving,26.212,Hayley Atwell,23.388,Sebastian Stan,39.447,17,370569774,176654505,47.7,193915269,52.3,79.0,75.0,PG-13,JoeJohnston,KevinFeige,7-22-2011,176600000.0,6.9,813953,movie,Captain America: The First Avenger,0,2011,124,"Action,Adventure,Sci-Fi"
18,X-Men: First Class,Mark Dolan,0.98,Michael Fassbender,14.93,James McAvoy,30.715,Jane Goldman,5.86,Matthew Vaughn,15.184,18,352616690,146408305,41.5,206208385,58.5,86.0,87.0,PG-13,MatthewVaughn,"BryanSinger,LaurenShulerDonner,SimonKinberg,GregoryGoodman",6-3-2011,146400000.0,7.7,677374,movie,X: First Class,0,2011,131,"Action,Adventure,Sci-Fi"
19,Alvin and the Chipmunks: Chipwrecked,Jason Lee,14.74,David Cross,20.007,Jenny Slate,19.87,Justin Long,18.509,Matthew Gray Gubler,14.777,19,342695435,133110742,38.8,209584693,61.2,12.0,51.0,G,MikeMitchell,"JaniceKarman,RossBagdasarianJr.",12-16-2011,133100000.0,4.3,34622,movie,Alvin and the Chipmunks: Chipwrecked,0,2011,87,"Adventure,Animation,Comedy"
20,Real Steel,Hugh Jackman,23.696,Dakota Goyo,7.396,Evangeline Lilly,22.94,Kevin Durand,11.28,Anthony Mackie,17.839,20,299268508,85468508,28.6,213800000,71.4,60.0,73.0,PG-13,ShawnLevy,"DonMurphy,SusanMontford,ShawnLevy",10-7-2011,85500000.0,7.1,319842,movie,Real Steel,0,2011,127,"Action,Drama,Sci-Fi"
21,Bridesmaids,Kristen Wiig,16.468,Maya Rudolph,11.778,Rose Byrne,25.865,Wendi McLendon-Covey,16.257,Ellie Kemper,14.265,21,288383523,169106725,58.6,119276798,41.4,90.0,76.0,R,PaulFeig,"JuddApatow,ClaytonTownsend,BarryMendel",5-13-2011,169100000.0,6.8,286618,movie,Bridesmaids,0,2011,125,"Comedy,Romance"
22,Super 8,Joel Courtney,10.987,Elle Fanning,19.65,Riley Griffiths,1.932,Kyle Chandler,14.533,Noah Emmerich,12.883,22,260095986,127004179,48.8,133091807,51.2,81.0,75.0,PG-13,J.J.Abrams,"StevenSpielberg,J.J.Abrams,BryanBurk",6-10-2011,127000000.0,7.0,350145,movie,Super 8,0,2011,112,"Action,Mystery,Sci-Fi"
23,Rango,Johnny Depp,50.461,Isla Fisher,15.923,Ned Beatty,6.58,Bill Nighy,22.155,Alfred Molina,18.667,23,245724603,123477607,50.3,122246996,49.7,88.0,69.0,PG,GoreVerbinski,"GoreVerbinski,GrahamKing,JohnB.Carls",3-4-2011,,7.2,256164,movie,Rango,0,2011,107,"Action,Adventure,Animation"
24,The Girl with the Dragon Tattoo,Daniel Craig,18.56,Rooney Mara,14.801,Christopher Plummer,8.379,Stellan Skarsgård,20.205,Steven Berkoff,10.102,24,232617430,102515793,44.1,130101637,55.9,86.0,86.0,R,DavidFincher,"ScottRudin,OleSøndberg,SørenStærmose,CeánChaffin",12-20-2011,102500000.0,7.8,453469,movie,The Girl with the Dragon Tattoo,0,2011,158,"Crime,Drama,Mystery"
25,The Green Hornet,Seth Rogen,19.602,Jay Chou,8.666,Cameron Diaz,18.596,Tom Wilkinson,13.739,Christoph Waltz,18.156,25,227817248,98780042,43.4,129037206,56.6,44.0,43.0,PG-13,MichelGondry,NealH.Moritz,1-14-2011,98800000.0,5.8,159609,movie,The Green Hornet,0,2011,119,"Action,Comedy,Crime"
26,Immortals,Henry Cavill,46.737,Mickey Rourke,18.812,Stephen Dorff,15.123,Freida Pinto,11.894,Luke Evans,23.783,26,226904017,83504017,36.8,143400000,63.2,48.0,49.0,R,Tarsem,"GianniNunnari,MarkCanton,RyanKavanaugh",11-11-2011,83500000.0,6.0,166785,movie,Immortals,0,2011,110,"Action,Drama,Fantasy"
27,Green Lantern,Ryan Reynolds,40.796,Blake Lively,12.53,Peter Sarsgaard,17.432,Mark Strong,25.911,Tim Robbins,15.623,27,219851172,116601172,53,103250000,47.0,26.0,45.0,PG-13,MartinCampbell,"DonaldDeLine,GregBerlanti",6-17-2011,116600000.0,5.5,280813,movie,Green Lantern,0,2011,114,"Action,Adventure,Sci-Fi"
28,The Help,Emma Stone,40.711,Viola Davis,11.558,Octavia Spencer,10.21,Bryce Dallas Howard,24.741,Jessica Chastain,17.001,28,216639112,169708112,78.3,46931000,21.7,76.0,89.0,PG-13,TateTaylor,"BrunsonGreen,ChrisColumbus,MichaelBarnathan",8-10-2011,169700000.0,8.1,447542,movie,The Help,0,2011,146,Drama
29,Bad Teacher,Cameron Diaz,18.596,Justin Timberlake,7.076,Jason Segel,9.132,Lucy Punch,13.556,John Michael Higgins,12.92,29,216197492,100292856,46.4,115904636,53.6,45.0,36.0,R,JakeKasdan,"JimmyMiller,DavidB.Householter",6-24-2011,100300000.0,5.7,201254,movie,Bad Teacher,0,2011,92,"Comedy,Romance"
30,Just Go with It,Adam Sandler,14.625,Jennifer Aniston,17.122,Nicole Kidman,23.379,Nick Swardson,8.413,Brooklyn Decker,9.778,30,214945591,103028109,47.9,111917482,52.1,19.0,59.0,PG-13,DennisDugan,"AdamSandler,JackGiarraputo,HeatherParry",2-11-2011,103000000.0,6.4,238119,movie,Just Go with It,0,2011,117,"Comedy,Romance"
31,Battle Los Angeles,Aaron Eckhart,9.461,Ramón Rodríguez,6.689,Will Rothhaar,2.128,Michael Peña,22.593,Bridget Moynahan,11.292,31,211819354,83552429,39.4,128266925,60.6,37.0,48.0,PG-13,JonathanLiebesman,"NealH.Moritz,OriMarmur",3-11-2011,83600000.0,5.7,178889,movie,Battle: Los Angeles,0,2011,116,"Action,Sci-Fi"
32,Horrible Bosses,Jason Bateman,15.545,Charlie Day,18.088,Jason Sudeikis,8.331,Kevin Spacey,16.608,Jennifer Aniston,17.122,32,209838559,117538559,56,92300000,44.0,69.0,70.0,R,SethGordon,"BrettRatner,JayStern",7-8-2011,117500000.0,6.9,441017,movie,Horrible Bosses,0,2011,98,"Comedy,Crime"
33,Paranormal Activity 3,Katie Featherston,4.309,Sprague Grayden,10.45,Lauren Bittner,7.432,Christopher Nicholas Smith,3.92,Chloe Csengery,2.52,33,207039844,104028807,50.2,103011037,49.8,66.0,51.0,R,"HenryJoost,ArielSchulman","JasonBlum,OrenPeli",10-21-2011,104000000.0,5.8,94086,movie,Paranormal Activity 3,0,2011,83,"Horror,Mystery"
34,Gnomeo & Juliet,James McAvoy,30.715,Emily Blunt,22.529,Michael Caine,14.985,Maggie Smith,17.595,Julie Walters,11.734,34,193967670,99967670,51.5,94000000,48.5,55.0,54.0,G,KellyAsbury,"DavidFurnish,SteveHamiltonShaw,BakerBloodworth",2-11-2011,,5.9,55281,movie,Gnomeo & Juliet,0,2011,84,"Adventure,Animation,Comedy"
35,Mr. Popper's Penguins,Jim Carrey,24.867,Carla Gugino,32.469,Madeline Carroll,17.79,Angela Lansbury,8.141,Ophelia Lovibond,16.437,35,187361754,68224452,36.4,119137302,63.6,47.0,53.0,PG,MarkWaters,JohnDavis,6-17-2011,68200000.0,6.0,94942,movie,Mr. Popper's Penguins,0,2011,94,"Comedy,Family,Fantasy"
36,Hugo,Ben Kingsley,17.546,Sacha Baron Cohen,12.13,Asa Butterfield,18.109,Chloë Grace Moretz,56.69,Ray Winstone,9.559,36,185770160,73864507,39.8,111905653,60.2,93.0,78.0,PG,MartinScorsese,"GrahamKing,TimHeadington,MartinScorsese,JohnnyDepp",11-23-2011,73800000.0,7.5,318539,movie,Hugo,0,2011,126,"Adventure,Drama,Family"
37,Hop,Russell Brand,11.873,James Marsden,19.282,Kaley Cuoco,19.179,Hank Azaria,10.806,Elizabeth Perkins,11.128,37,183953723,108085305,58.8,75868418,41.2,24.0,53.0,PG,TimHill,"ChristopherMeledandri,MicheleImperato",4-1-2011,108000000.0,5.4,33553,movie,Hop,0,2011,95,"Adventure,Animation,Comedy"
38,War Horse,Emily Watson,19.528,David Thewlis,15.395,Peter Mullan,8.877,Niels Arestrup,6.629,Tom Hiddleston,32.759,38,177584879,79884879,45,97700000,55.0,75.0,74.0,PG-13,StevenSpielberg,"StevenSpielberg,KathleenKennedy",12-25-2011,79900000.0,7.2,155131,movie,War Horse,0,2011,146,"Action,Adventure,Drama"
39,The Descendants,George Clooney,20.782,Shailene Woodley,25.831,Beau Bridges,10.334,Robert Forster,9.98,Judy Greer,23.295,39,177243185,82584160,46.6,94659025,53.4,87.0,79.0,R,AlexanderPayne,"JimBurke,AlexanderPayne,JimTaylor",11-23-2011,82600000.0,7.3,239958,movie,The Descendants,0,2011,115,"Comedy,Drama"
40,Cowboys & Aliens,Daniel Craig,18.56,Harrison Ford,17.858,Olivia Wilde,19.984,Sam Rockwell,13.281,Adam Beach,14.358,40,174822325,100240551,57.3,74581774,42.7,44.0,43.0,PG-13,JonFavreau,"BrianGrazer,RonHoward,AlexKurtzman,RobertoOrci,ScottMitchellRosenberg",7-29-2011,100200000.0,6.0,218086,movie,Cowboys & Aliens,0,2011,119,"Action,Sci-Fi,Thriller"
41,In Time,Justin Timberlake,7.076,Amanda Seyfried,37.184,Cillian Murphy,59.74,Olivia Wilde,19.984,Alex Pettyfer,11.423,41,173930596,37520095,21.6,136410501,78.4,37.0,51.0,PG-13,AndrewNiccol,"AndrewNiccol,EricNewman,MarcAbraham",10-28-2011,37600000.0,6.7,399985,movie,In Time,0,2011,109,"Action,Sci-Fi,Thriller"
42,Zookeeper,Kevin James,18.227,Rosario Dawson,22.564,Leslie Bibb,21.964,Ken Jeong,8.844,Donnie Wahlberg,11.95,42,169852759,80360843,47.3,89491916,52.7,14.0,41.0,PG,FrankCoraci,"ToddGarner,KevinJames,AdamSandler,JackGiarraputo,WaltBecker",7-8-2011,80400000.0,5.2,60695,movie,Zookeeper,0,2011,102,"Comedy,Family,Fantasy"
43,The Muppets,Jason Segel,9.132,Amy Adams,19.554,Chris Cooper,6.765,Rashida Jones,16.509,Steve Whitmire,3.578,43,165184237,88631237,53.7,76553000,46.3,95.0,80.0,PG,JamesBobin,"DavidHoberman,ToddLieberman",11-23-2011,88600000.0,7.1,91474,movie,The Muppets,0,2011,120,"Adventure,Comedy,Family"
44,Limitless,Bradley Cooper,38.912,Robert De Niro,28.296,Abbie Cornish,11.683,Andrew Howard,6.958,Anna Friel,21.43,44,161849455,79249455,49,82600000,51.0,69.0,74.0,PG-13,NeilBurger,"LeslieDixon,ScottKroopf,RyanKavanaugh",3-18-2011,79200000.0,7.4,558787,movie,Limitless,0,2011,105,"Sci-Fi,Thriller"
45,Johnny English Reborn,Rowan Atkinson,11.375,Gillian Anderson,17.242,Dominic West,15.398,Rosamund Pike,27.568,Daniel Kaluuya,9.859,45,160078586,8305970,5.2,151772616,94.8,38.0,45.0,PG,OliverParker,"TimBevan,EricFellner,ChrisClark",10-21-2011,8300000.000000001,6.3,128391,movie,Johnny English Reborn,0,2011,101,"Action,Adventure,Comedy"
46,Happy Feet Two,Elijah Wood,14.181,Robin Williams,15.485,Pink,5.782,Elizabeth Daily,15.097,Johnny A. Sanchez,2.005,46,159196259,64006466,40.2,95189793,59.8,45.0,60.0,PG,GeorgeMiller,"GeorgeMiller,DougMitchell,BillMiller",11-18-2011,64000000.0,5.9,44353,movie,Happy Feet Two,0,2011,117,"Adventure,Animation,Comedy"
47,Final Destination 5,Nicholas D'Agosto,8.89,Emma Bell,6.572,Miles Fisher,7.288,Courtney B. Vance,8.317,David Koechner,8.727,47,157887643,42587643,27,115300000,73.0,62.0,52.0,R,StevenQuale,"CraigPerry,WarrenZide",8-12-2011,42600000.0,5.9,114071,movie,Final Destination 5,0,2011,92,"Action,Horror,Thriller"
48,Tower Heist,Ben Stiller,11.792,Eddie Murphy,13.301,Casey Affleck,10.576,Alan Alda,5.956,Matthew Broderick,9.649,48,152930623,78046570,51,74884053,49.0,68.0,48.0,PG-13,BrettRatner,"BrianGrazer,EddieMurphy,KimRoth",11-4-2011,78000000.0,6.2,141242,movie,Tower Heist,0,2011,104,"Action,Comedy,Crime"
49,Midnight in Paris,Owen Wilson,46.143,Rachel McAdams,23.696,Kurt Fuller,9.866,Mimi Kennedy,6.888,Michael Sheen,13.665,49,151672318,56817045,37.5,94855273,62.5,,,,"JamesBlagden,RoniMoore",BenjaminGilovitz,,,7.7,414252,movie,Midnight in Paris,0,2011,94,"Comedy,Fantasy,Romance"
50,I Am Number Four,Alex Pettyfer,11.423,Dianna Agron,7.319,Teresa Palmer,17.413,Timothy Olyphant,29.519,Kevin Durand,11.28,50,149878437,55100437,36.8,94778000,63.2,33.0,57.0,PG-13,D.J.Caruso,MichaelBay,2-18-2011,55100000.0,6.1,235811,movie,I Am Number Four,0,2011,111,"Action,Adventure,Sci-Fi"
51,Jack and Jill,Adam Sandler,14.625,Katie Holmes,8.929,Al Pacino,39.737,Eugenio Derbez,11.748,Tim Meadows,9.055,51,149673788,74158157,49.5,75515631,50.5,3.0,36.0,PG,DennisDugan,"ToddGarner,AdamSandler,JackGiarraputo",11-11-2011,74200000.0,3.3,83335,movie,Jack and Jill,0,2011,91,Comedy
52,Friends with Benefits,Justin Timberlake,7.076,Mila Kunis,20.107,Jenna Elfman,21.63,Patricia Clarkson,15.092,Woody Harrelson,19.341,52,149542245,55802754,37.3,93739491,62.7,68.0,65.0,R,WillGluck,"MartinShafer,LizGlotzer,JerryZucker,JanetZucker,WillGluck",7-22-2011,55800000.0,6.6,360189,movie,Friends with Benefits,0,2011,109,"Comedy,Romance"
53,No Strings Attached,Natalie Portman,20.23,Ashton Kutcher,15.04,Kevin Kline,12.016,Cary Elwes,19.0,Greta Gerwig,11.58,53,149228077,70662220,47.4,78565857,52.6,48.0,51.0,R,IvanReitman,"IvanReitman,JoeMedjuck,JeffreyClifford",1-21-2011,70600000.0,6.2,226314,movie,No Strings Attached,0,2011,108,"Comedy,Romance"
54,Arthur Christmas,James McAvoy,30.715,Hugh Laurie,13.418,Bill Nighy,22.155,Jim Broadbent,13.829,Imelda Staunton,8.138,54,147419472,46462469,31.5,100957003,68.5,92.0,76.0,PG,SarahSmith,"PeterLord,DavidSproxton,CarlaShelley,StevePegram",11-23-2011,46400000.0,7.1,58151,movie,Arthur Christmas,0,2011,97,"Adventure,Animation,Comedy"
55,Source Code,Jake Gyllenhaal,21.848,Michelle Monaghan,23.375,Vera Farmiga,28.396,Jeffrey Wright,26.649,Michael Arden,2.91,55,147332697,54712227,37.1,92620470,62.9,92.0,82.0,PG-13,DuncanJones,"MarkGordon,PhilippeRousselet,JordanWynn",4-1-2011,54700000.0,7.5,509932,movie,Source Code,0,2011,93,"Action,Drama,Mystery"
56,"Crazy, Stupid, Love.",Steve Carell,18.584,Julianne Moore,18.698,Emma Stone,40.711,Ryan Gosling,12.098,Marisa Tomei,23.257,56,145051197,84351197,58.2,60700000,41.8,79.0,78.0,PG-13,"GlennFicarra,JohnRequa","SteveCarell,DeniseDiNovi",7-29-2011,84300000.0,7.4,506191,movie,"Crazy, Stupid, Love.",0,2011,118,"Comedy,Drama,Romance"
57,New Year's Eve,Robert De Niro,28.296,Michelle Pfeiffer,20.196,Hilary Swank,19.2,Jessica Biel,16.734,Zac Efron,27.031,57,142044638,54544638,38.4,87500000,61.6,7.0,45.0,PG-13,GarryMarshall,"MikeKarz,WayneAllanRice,GarryMarshall",12-9-2011,54500000.0,5.6,85531,movie,New Year's Eve,0,2011,118,"Comedy,Romance"
58,Contagion,Marion Cotillard,18.028,Matt Damon,23.323,Laurence Fishburne,30.531,Jude Law,21.474,Kate Winslet,13.654,58,136515867,75658097,55.4,60857770,44.6,85.0,63.0,PG-13,StevenSoderbergh,"MichaelShamberg,StaceySher,GregoryJacobs",9-9-2011,75600000.0,6.8,299284,movie,Contagion,0,2011,106,"Drama,Thriller"
59,Unknown,Liam Neeson,33.989,Diane Kruger,21.536,January Jones,13.657,Aidan Quinn,17.361,Bruno Ganz,5.79,59,135710029,63686397,46.9,72023632,53.1,55.0,55.0,PG-13,JaumeCollet-Serra,"JoelSilver,LeonardGoldberg,AndrewRona",2-18-2011,63700000.0,6.8,259144,movie,Unknown,0,2011,113,"Mystery,Thriller"
60,The Artist,Jean Dujardin,16.879,Bérénice Bejo,7.597,John Goodman,20.197,James Cromwell,10.325,Penelope Ann Miller,13.392,60,133432856,44671682,33.5,88761174,66.5,,,,,,,,7.9,239126,movie,The Artist,0,2011,100,"Comedy,Drama,Romance"
61,The Artist,Jean Dujardin,16.879,Bérénice Bejo,7.597,John Goodman,20.197,James Cromwell,10.325,Penelope Ann Miller,13.392,61,133432856,44671682,33.5,88761174,66.5,,,,,,,,7.1,10,movie,The Artist,0,2011,100,Thriller
62,The Three Musketeers,Kelly Sheridan,7.845,Tim Curry,13.58,Kira Tozer,4.609,Willow Johnson,0.6,Dorla Bell,3.032,62,132274484,20374484,15.4,111900000,84.6,26.0,39.0,PG-13,PaulW.S.Anderson,"AndrewDavies,JeremyBolt,PaulW.S.Anderson,RobertKulzer",10-21-2011,20400000.0,5.7,107174,movie,The Three Musketeers,0,2011,110,"Action,Adventure,Fantasy"
63,We Bought a Zoo,Matt Damon,23.323,Scarlett Johansson,38.188,Thomas Haden Church,11.267,Patrick Fugit,12.946,Colin Ford,14.179,63,120081841,75624550,63,44457291,37.0,65.0,71.0,PG,CameronCrowe,"JulieYorn,CameronCrowe,RickYorn",12-23-2011,75600000.0,7.1,141888,movie,We Bought a Zoo,0,2011,124,"Comedy,Drama,Family"
64,Hankyu Railways - A 15-minute Miracle,Miki Nakatani,8.513,Erika Toda,9.266,Nobuko Miyamoto,3.584,Kaho Minami,5.898,Tetsuji Tamayama,3.627,64,118799256,-,-,118799256,100.0,,,,,,,,6.7,224,movie,Hankyu densha,0,2011,119,Comedy
65,Water for Elephants,Robert Pattinson,26.955,Reese Witherspoon,14.224,Christoph Waltz,18.156,Paul Schneider,5.794,Jim Norton,3.706,65,117094902,58709717,50.1,58385185,49.9,60.0,70.0,PG-13,FrancisLawrence,"GilNetter,ErwinStoff,AndrewR.Tennenbaum",4-22-2011,58700000.0,6.9,115448,movie,Water for Elephants,0,2011,122,"Drama,Romance"
66,The Iron Lady,Meryl Streep,13.52,Anthony Stewart Head,5.61,Harry Lloyd,8.986,Jim Broadbent,13.829,Susan Brown,1.852,66,115890699,30017992,25.9,85872707,74.1,52.0,51.0,PG-13,PhyllidaLloyd,DamianJones,12-30-2011,30000000.0,6.4,108154,movie,The Iron Lady,0,2011,105,"Biography,Drama"
67,Moneyball,Brad Pitt,26.942,Jonah Hill,14.14,Philip Seymour Hoffman,16.104,Chris Pratt,27.826,Robin Wright,13.714,67,110206216,75605492,68.6,34600724,31.4,94.0,86.0,PG-13,BennettMiller,"MichaelDeLuca,RachaelHorovitz,BradPitt",9-23-2011,75600000.0,7.6,408158,movie,Moneyball,0,2011,133,"Biography,Drama,Sport"
68,Justin Bieber: Never Say Never,Justin Bieber,4.821,Nathan Morris,0.98,Wanya Morris,1.119,Shawn Stockman,0.63,Miley Cyrus,8.196,68,99036827,73013910,73.7,26022917,26.3,65.0,65.0,G,JonM.Chu,"ScooterBraun,JustinBieber,L.A.Reid,Usher,DanCutforth,JaneLipsitz",2-11-2011,73000000.0,1.7,76210,movie,Justin Bieber: Never Say Never,0,2011,105,"Documentary,Music"
69,Paul,Seth Rogen,19.602,Simon Pegg,15.527,Nick Frost,11.519,Jason Bateman,15.545,Kristen Wiig,16.468,69,97984015,37412945,38.2,60571070,61.8,70.0,62.0,R,GregMottola,"NiraPark,TimBevan,EricFellner",3-18-2011,37400000.0,7.0,248618,movie,Paul,0,2011,104,"Adventure,Comedy,Sci-Fi"
70,Scream 4,David Arquette,8.58,Neve Campbell,18.195,Courteney Cox,28.453,Emma Roberts,21.269,Hayden Panettiere,17.271,70,97138686,38180928,39.3,58957758,60.7,61.0,56.0,R,WesCraven,"KevinWilliamson,IyaLabunka",4-15-2011,38200000.0,6.2,145348,movie,Scream 4,0,2011,111,"Horror,Mystery"
71,The Rite,Anthony Hopkins,20.548,Colin O'Donoghue,7.085,Alice Braga,33.869,Rutger Hauer,11.628,Ciarán Hinds,29.898,71,96560591,33047633,34.2,63512958,65.8,21.0,40.0,PG-13,MikaelHåfström,"BeauFlynn,TrippVinson",1-28-2011,33000000.0,6.0,96592,movie,The Rite,0,2011,114,"Drama,Horror,Mystery"
