,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic
502,Rust and Bone,15400000,9.761,7.5,67055,120,"Drama,Romance",,,,0,,,15.264,15.264,9.1858,25807712,
503,Head Over Heels 2,0,6.519,5.8,1315,115,"Comedy,Romance",,,,0,,,15.264,15.264,1.5779999999999998,25402893,
504,On the Other Side of the Tracks,0,9.882,5.7,5032,96,"Action,Comedy,Crime",,30.0,R,4/4/2014,,52.125,0.909,2.947,7.672999999999999,25109572,
505,Herutâ sukerutâ,0,10.531,6.3,2596,127,"Drama,Horror",,37.0,,0,,,3.632,1.2325,6.4706,25066699,
506,The Last Tycoon,0,11.052,6.3,8725,123,"Drama,Romance",,61.0,,0,,,8.039,4.418,11.8752,25009914,
507,Housefull 2,6071922,8.848,5.4,14415,145,"Action,Comedy,Drama",,,,0,,,15.264,15.264,3.7409999999999997,25097277,
508,Big Miracle,40000000,16.195,6.5,19547,107,"Biography,Drama,Family",75.0,64.0,PG,2/3/2012,118.0,47.625,4.099,3.6035,23.255000000000003,24719215,20157300.0
509,Sparkle,14000000,11.39,5.7,6315,116,"Drama,Music",56.0,44.0,PG-13,8/17/2012,114.0,47.75,1.752,1.62775,7.743599999999999,24637800,24397469.0
510,Liar Game: Reborn,0,5.573,6.3,617,131,Drama,,,,0,,,15.264,15.264,6.4146,24549726,
511,Türkisch für Anfänger,0,9.337,5.8,8652,105,"Adventure,Comedy",,,,0,,,15.264,15.264,7.189400000000001,23952712,
512,Wanderlust,35000000,29.905,5.6,76062,98,"Comedy,Romance",,,,2/24/2012,126.0,53.0,0.0,0.6,21.0882,24159934,17450535.0
513,"Little Brother, Big Trouble: A Christmas Adventure",0,7.732,5.7,1216,79,"Adventure,Animation,Comedy",,49.0,G,0,,,0.0,0.702,2.1824,23785681,
514,To the Arctic 3D,0,4.124,6.6,1095,40,"Documentary,Short",,,,4/20/2012,145.0,38.5,15.264,15.264,,23695388,14560838.0
515,Hotaru the Movie: It's Only a Little Light in My Life,0,2.391,5.8,298,109,"Drama,Romance",,,,0,,,15.264,15.264,7.832599999999999,22975341,
516,Kon-Tiki,16600000,9.812,7.2,48576,118,"Adventure,Biography,Drama",,77.0,,4/3/1951,,,0.84,1.386,9.9558,22842887,
517,Fall in Love Like a Star,0,2.479,5.3,234,98,Romance,,,,12/4/2015,,25.0,1.63,15.264,8.421800000000001,22640355,
518,Unbowed,0,1.132,7.0,210,125,"Drama,History,Romance",,40.0,,0,,,1.4,1.0,4.4764,22132903,
519,Confession of Murder,0,11.862,7.0,10297,119,"Action,Crime,Thriller",,,,0,,,0.6,1.047666667,6.3396,21701525,
520,Beasts of the Southern Wild,1800000,8.844,7.2,82927,93,"Adventure,Drama,Fantasy",86.0,76.0,PG-13,6/27/2012,143.0,42.625,1.96,1.017333333,3.2176,21107746,12795746.0
521,Frozen,150000000,149.603,7.5,608533,102,"Adventure,Animation,Comedy",90.0,85.0,PG,11/22/2013,6.0,59.0,0.0,1.2158,13.039599999999998,1280802282,400738009.0
522,Iron Man 3,200000000,144.622,7.2,820282,130,"Action,Adventure,Sci-Fi",79.0,78.0,PG-13,5/3/2013,1.0,81.625,8.983,11.621,22.7414,1214811252,409013994.0
523,Despicable Me 2,76000000,108.782,7.3,389969,98,"Adventure,Animation,Comedy",75.0,85.0,PG,7/3/2013,3.0,55.125,0.0,4.2655,18.7008,970766005,368065385.0
524,The Hobbit: The Desolation of Smaug,250000000,127.863,7.8,640048,161,"Adventure,Fantasy",74.0,85.0,PG-13,12/13/2013,13.0,42.625,14.177,5.736,20.6522,958400000,258366855.0
525,The Hunger Games: Catching Fire,130000000,72.555,7.5,648558,146,"Action,Adventure,Drama",90.0,89.0,PG-13,11/22/2013,2.0,46.625,5.18,2.535,16.2316,865011746,424668047.0
526,Fast & Furious 6,160000000,16.0,7.1,388161,130,"Action,Crime,Thriller",71.0,84.0,PG-13,5/24/2013,8.0,55.125,11.224,18.43566667,24.6976,788680968,238679850.0
527,Monsters University,200000000,101.914,7.3,348397,104,"Adventure,Animation,Comedy",80.0,81.0,G,6/21/2013,5.0,41.125,7.795,3.993,17.4536,743559607,268492764.0
528,Gravity,105000000,29.955,7.7,808963,91,"Action,Drama,Sci-Fi",,,,10/4/2013,7.0,49.5,15.264,15.264,14.641,723192705,274092705.0
529,Man of Steel,225000000,124.922,7.1,749635,143,"Action,Adventure,Sci-Fi",56.0,75.0,PG-13,6/14/2013,4.0,35.125,16.668,9.3275,30.6158,754045518,291045518.0
530,Thor: The Dark World,170000000,131.894,6.8,653648,112,"Action,Adventure,Fantasy",66.0,75.0,PG-13,11/8/2013,11.0,68.5,6.109,11.621,26.557599999999997,644783140,206362140.0
531,The Croods,135000000,117.269,7.2,209335,98,"Adventure,Animation,Comedy",72.0,77.0,PG,3/22/2013,14.0,53.375,0.0,2.6215,29.719,587204668,187168425.0
532,World War Z,200000000,157.06,7.0,644784,116,"Action,Adventure,Horror",66.0,72.0,PG-13,6/21/2013,12.0,38.25,6.647,10.08625,14.0042,540007876,202359711.0
533,Oz the Great and Powerful,200000000,45.799,6.3,205745,130,"Adventure,Family,Fantasy",57.0,56.0,PG,3/8/2013,9.0,40.875,9.936,5.184,16.2302,493311825,234911825.0
534,Star Trek Into Darkness,190000000,60.969,7.7,478249,132,"Action,Adventure,Sci-Fi",84.0,89.0,PG-13,5/16/2013,10.0,68.25,10.586,8.1166,19.484199999999998,467365246,228778661.0
535,The Wolverine,120000000,20.454,6.7,454929,126,"Action,Sci-Fi",71.0,69.0,PG-13,7/26/2013,21.0,39.125,6.24,8.423,17.1744,415440673,132556852.0
536,Pacific Rim,180000000,193.287,6.9,490612,131,"Action,Adventure,Sci-Fi",72.0,77.0,PG-13,7/12/2013,30.0,36.375,10.019,4.33525,15.1658,411002906,101802906.0
537,The Wolf of Wall Street,100000000,283.427,8.2,1329990,180,"Biography,Comedy,Crime",79.0,83.0,R,12/25/2013,80.0,46.0,21.503,10.6798,20.7956,392000694,116900694.0
538,G.I. Joe: Retaliation,130000000,49.006,5.8,180206,110,"Action,Adventure,Sci-Fi",29.0,48.0,PG-13,3/28/2013,22.0,46.0,3.356,2.9865,18.8094,375740705,122523060.0
539,The Hangover Part III,103000000,118.774,5.8,309190,100,"Comedy,Crime",20.0,44.0,R,5/23/2013,26.0,39.75,8.017,4.3085,20.9954,362000072,112200072.0
540,The Great Gatsby,105000000,35.049,7.2,523713,143,"Drama,Romance",48.0,67.0,PG-13,5/10/2013,17.0,49.875,4.677,2.1284,18.801,353641895,144840419.0
541,Now You See Me,75000000,99.295,7.2,639237,115,"Crime,Mystery,Thriller",51.0,70.0,PG-13,5/31/2013,23.0,37.0,7.598,7.95075,20.696199999999997,351723989,117723989.0
542,The Smurfs 2,105000000,57.449,5.3,41352,105,"Adventure,Animation,Comedy",14.0,56.0,PG,7/31/2013,50.0,54.25,11.426,1.736,18.982599999999998,347545360,71017784.0
543,The Conjuring,13000000,217.954,7.5,488753,112,"Horror,Mystery,Thriller",86.0,83.0,R,7/19/2013,18.0,35.125,13.692,1.948666667,20.3126,319494638,137400141.0
544,A Good Day to Die Hard,92000000,74.735,5.2,205390,98,"Action,Thriller",15.0,40.0,R,2/14/2013,54.0,47.5,2.423,3.127,18.9372,304654182,67349198.0
545,Oblivion,120000000,35.067,7.0,511724,124,"Action,Adventure,Sci-Fi",,,,4/19/2013,41.0,70.625,15.264,15.264,29.893800000000006,286168572,89107235.0
546,Elysium,115000000,62.444,6.6,439592,109,"Action,Drama,Sci-Fi",65.0,58.0,R,8/9/2013,37.0,43.375,6.446,7.471333333,19.1448,286140700,93050117.0
547,Turbo,135000000,34.551,6.4,94046,96,"Adventure,Animation,Comedy",67.0,65.0,PG,7/17/2013,43.0,88.75,7.757,1.4,30.782,282570682,83028128.0
548,Cloudy with a Chance of Meatballs 2,78000000,56.864,6.4,99950,95,"Adventure,Animation,Comedy",71.0,66.0,PG,9/27/2013,24.0,52.0,0.0,0.6055,22.003800000000002,274325949,119793567.0
549,Epic,100000000,55.506,6.6,104250,102,"Action,Adventure,Animation",65.0,65.0,PG,5/24/2013,27.0,75.5,10.231,2.0505,23.469,268426634,107518682.0
550,The Lone Ranger,215000000,69.822,6.4,230711,150,"Action,Adventure,Western",31.0,51.0,PG-13,7/3/2013,40.0,44.75,4.916,4.833,26.168200000000002,260502115,89302115.0
551,American Hustle,40000000,30.438,7.3,471050,138,"Crime,Drama",92.0,74.0,R,12/13/2013,53.0,74.0,2.742,4.361,31.742600000000003,251171807,150117807.0
552,Grown Ups 2,80000000,146.533,5.3,150763,101,Comedy,8.0,53.0,PG-13,7/12/2013,20.0,38.375,8.054,16.265,21.865000000000002,247022278,133668525.0
553,After Earth,130000000,73.843,4.8,199249,100,"Action,Adventure,Sci-Fi",12.0,36.0,PG-13,5/31/2013,61.0,41.0,9.345,14.5968,27.6272,243843127,60522097.0
554,Planes,50000000,37.473,5.7,44632,91,"Adventure,Animation,Comedy",,,,8/9/2013,39.0,69.375,15.264,15.264,10.2858,239258712,90288712.0
555,Hansel & Gretel: Witch Hunters,50000000,115.003,6.1,203938,88,"Action,Fantasy,Horror",,,,1/25/2013,63.0,50.0,15.264,15.264,22.934800000000003,226349749,55703475.0
556,Captain Phillips,55000000,17.057,7.8,448596,134,"Action,Biography,Crime",93.0,89.0,PG-13,10/11/2013,28.0,44.5,4.05,3.034333333,17.869,218791811,107100855.0
557,White House Down,150000000,94.389,6.3,217883,131,"Action,Drama,Thriller",52.0,62.0,PG-13,6/28/2013,47.0,37.5,7.582,5.2494,27.273999999999994,205366737,73103784.0
558,Percy Jackson: Sea of Monsters,90000000,63.394,5.8,116444,106,"Adventure,Family,Fantasy",42.0,55.0,PG,8/7/2013,52.0,49.125,4.609,1.6495,19.938599999999997,199850315,68559554.0
559,Jack the Giant Slayer,195000000,65.264,6.3,137015,114,"Action,Adventure,Fantasy",52.0,55.0,PG-13,3/1/2013,56.0,31.375,11.971,6.9074,22.9272,197687603,65187603.0
560,The Secret Life of Walter Mitty,90000000,42.66,7.3,310260,114,"Adventure,Comedy,Drama",75.0,80.0,,12/25/2013,93.0,,1.899,1.092,15.665000000000001,188133322,58236838.0
561,12 Years a Slave,20000000,36.994,8.1,682710,134,"Biography,Drama,History",95.0,90.0,R,10/18/2013,83.0,38.0,16.649,8.820714286,26.778399999999998,187733202,56671993.0
562,Lee Daniels' The Butler,25000000,18.271,7.2,113781,132,"Biography,Drama",72.0,78.0,PG-13,8/16/2013,25.0,49.875,1.862,1.2966,8.4914,177313795,116632095.0
563,Identity Thief,35000000,42.095,5.7,131869,111,"Comedy,Crime,Drama",19.0,53.0,R,2/8/2013,19.0,38.875,4.45,7.719333333,12.0624,173965010,134506920.0
564,Anchorman 2: The Legend Continues,50000000,26.019,6.3,178433,119,Comedy,75.0,52.0,PG-13,12/18/2013,38.0,37.125,10.808,10.776,19.754,173649015,125168368.0
565,Olympus Has Fallen,70000000,78.812,6.5,271412,119,"Action,Thriller",50.0,66.0,R,3/22/2013,33.0,40.125,7.806,3.559,13.780199999999999,170270201,98925640.0
566,Insidious: Chapter 2,5000000,75.24,6.6,166843,106,"Horror,Mystery,Thriller",39.0,57.0,PG-13,9/13/2013,42.0,30.625,13.692,4.103,21.0288,161919318,83586447.0
567,Lone Survivor,40000000,33.996,7.5,281619,121,"Action,Biography,Drama",75.0,87.0,R,12/25/2014,24.0,68.75,12.59,8.706777778,24.309800000000003,154802912,125095601.0
568,Jackass Presents: Bad Grandpa,15000000,54.686,6.5,93928,92,Comedy,61.0,60.0,R,10/25/2013,32.0,49.25,8.161,13.75825,15.167600000000002,151831537,102003019.0
569,47 Ronin,175000000,23.151,6.2,157632,128,"Action,Drama,Fantasy",16.0,48.0,PG-13,12/25/2013,107.0,42.5,3.193,1.0,22.839599999999997,151783839,38362475.0
570,RED 2,84000000,62.14,6.6,168763,116,"Action,Adventure,Comedy",44.0,63.0,PG-13,7/19/2013,66.0,65.75,5.811,2.071,18.318400000000004,148100000,53262560.0
571,Mama,15000000,62.22,6.2,178036,100,"Fantasy,Horror,Thriller",63.0,55.0,PG-13,1/18/2013,48.0,67.375,5.146,2.076,11.6712,146497771,71628180.0
572,Escape Plan,50000000,37.704,6.7,239263,115,"Action,Thriller",50.0,55.0,R,10/18/2013,104.0,49.0,3.485,2.2566,26.3872,137328301,25135965.0
573,2 Guns,61000000,56.372,6.7,208479,109,"Action,Comedy,Crime",65.0,66.0,R,8/2/2013,45.0,41.25,7.521,1.886857143,27.0032,131940411,75612460.0
574,This Is the End,32000000,48.067,6.6,403739,107,Comedy,83.0,71.0,R,6/12/2013,31.0,38.25,0.0,12.30033333,18.2094,126041322,101470202.0
575,Ender's Game,110000000,51.684,6.6,236467,114,"Action,Adventure,Sci-Fi",62.0,65.0,PG-13,11/1/2013,59.0,40.5,2.375,3.72725,25.298799999999996,125544024,61737191.0
576,Prisoners,46000000,153.196,8.1,673271,153,"Crime,Drama,Mystery",81.0,87.0,R,9/20/2013,60.0,41.875,18.269,2.152,26.081799999999998,122126687,61002302.0
577,Saving Mr. Banks,35000000,22.71,7.5,159689,125,"Biography,Comedy,Drama",79.0,84.0,PG-13,12/13/2013,76.0,77.875,7.841,2.115666667,25.605,117867984,83301580.0
578,Warm Bodies,35000000,38.397,6.9,228786,98,"Comedy,Horror,Romance",81.0,73.0,PG-13,2/1/2013,55.0,48.0,3.191,3.154,20.0964,116980662,66380662.0
579,Personal Tailor,0,2.802,5.2,1241,118,"Comedy,Drama",,53.0,,12/20/2013,,45.25,5.947,0.6,5.7776,116126458,
580,Free Birds,55000000,29.308,5.8,23944,91,"Adventure,Animation,Comedy",20.0,44.0,PG,11/1/2013,64.0,49.375,6.318,7.482,17.1628,110387072,55750480.0
581,Gangster Squad,60000000,19.039,6.7,213339,113,"Action,Crime,Drama",31.0,57.0,R,1/11/2013,71.0,41.0,16.871,1.731,23.5016,105200903,46000903.0
582,Philomena,12000000,14.031,7.6,99015,98,"Biography,Comedy,Drama",91.0,89.0,PG-13,11/22/2013,126.0,69.5,5.458,5.176333333,8.0556,100129872,37709979.0
583,Blue Jasmine,18000000,25.975,7.3,200322,98,"Comedy,Drama",91.0,77.0,PG-13,7/26/2013,88.0,38.25,13.842,1.063333333,13.707999999999998,99206215,33405481.0
584,Young Detective Dee: Rise of the Sea Dragon,0,15.319,6.4,4794,134,"Action,Adventure,Drama",,53.0,,0,,,7.95,3.31,15.627600000000001,98774891,
585,Riddick,38000000,80.093,6.4,163477,119,"Action,Adventure,Sci-Fi",57.0,56.0,R,9/6/2013,79.0,50.5,4.765,22.599,18.9948,98337295,42025135.0
586,Safe Haven,28000000,15.371,6.7,109700,115,"Drama,Romance,Thriller",14.0,67.0,PG-13,2/14/2013,49.0,51.25,6.687,3.49375,9.107199999999999,97594140,71349120.0
587,Evil Dead,17000000,48.881,6.5,167136,91,Horror,63.0,63.0,R,4/5/2013,65.0,42.875,9.224,10.94666667,11.65,97542952,54239856.0
588,42,40000000,34.512,7.5,92934,128,"Biography,Drama,Sport",81.0,85.0,PG-13,4/12/2013,34.0,77.25,8.449,3.235,11.958400000000001,97470701,95020213.0
589,The Mortal Instruments: City of Bones,60000000,85.684,5.9,131877,130,"Action,Adventure,Fantasy",13.0,58.0,PG-13,8/21/2013,94.0,50.375,4.166,2.3315,11.455400000000001,95396573,31165421.0
590,Police Story: Lockdown,0,17.782,6.0,9815,110,"Action,Crime,Drama",25.0,33.0,,6/5/2015,,47.125,5.31,39.287,15.412600000000001,94249025,
591,The Internship,58000000,1.662,6.3,201493,119,Comedy,35.0,51.0,PG-13,6/7/2013,74.0,41.5,33.013,22.1605,21.0784,93492844,44672764.0
592,The Purge,3000000,80.178,5.7,218517,85,"Horror,Sci-Fi,Thriller",39.0,36.0,R,6/7/2013,57.0,40.0,11.812,6.1794,15.197999999999999,89328627,64473115.0
593,Dhoom 3,19500000,12.114,5.5,45405,172,"Action,Crime,Thriller",74.0,48.0,,12/20/2013,152.0,23.375,1.38,3.607,3.7884,91000000,8031955.0
594,Pain & Gain,25000000,93.616,6.4,213437,129,"Action,Comedy,Crime",50.0,47.0,R,4/26/2013,69.0,45.375,16.464,6.564,24.6468,87305549,49875291.0
595,About Time,12000000,46.574,7.8,334916,123,"Comedy,Drama,Fantasy",70.0,81.0,R,11/1/2013,132.0,85.125,6.713,3.13,25.740799999999997,87100449,15322921.0
596,American Dreams in China,0,6.94,7.0,2477,112,Drama,,77.0,,0,,,9.786,5.193,5.025599999999999,88000000,
597,Snowpiercer,39200000,66.123,7.1,351636,126,"Action,Sci-Fi,Thriller",94.0,72.0,R,6/27/2014,166.0,43.375,11.709,3.4515,17.038800000000002,86758912,4563650.0
598,Carrie,0,66.058,5.4,10413,132,"Drama,Horror,Sci-Fi",50.0,44.0,R,10/18/2013,85.0,69.625,2.673,7.651,11.9284,84790678,35266619.0
599,Finding Mr. Right,4881000,6.002,6.5,2528,121,"Comedy,Romance",,70.0,,0,,,0.811,1.193,10.761000000000001,84112033,
600,The Fighter Pilot,0,4.878,7.3,2521,144,"Action,Drama,Mystery",,,,0,,,15.264,15.264,7.777800000000001,84500000,
601,The Attorney,0,9.707,7.7,6294,127,Drama,77.0,87.0,,0,,,0.6,15.264,10.609,78547586,
602,Scary Movie V,20000000,122.999,3.5,70486,88,Comedy,4.0,38.0,PG-13,4/12/2013,92.0,44.5,9.21,5.1135,8.391,78378744,32015787.0
603,R.I.P.D.,130000000,51.751,5.6,130073,96,"Action,Adventure,Comedy",12.0,38.0,PG-13,7/19/2013,87.0,48.875,3.37,5.683,17.439,78324220,33618855.0
604,Tiny Times,0,5.891,3.2,2265,116,"Drama,Romance",,38.0,,7/26/2013,,63.0,5.582,4.8355,6.601000000000001,77717014,
605,Suck Me Shakespeer,5000000,12.875,6.9,28682,119,Comedy,,,,0,,,15.264,15.264,11.3846,77676735,
606,The Book Thief,0,23.814,7.5,133635,131,"Drama,War",48.0,73.0,PG-13,11/8/2013,121.0,61.625,7.159,1.4875,11.5512,76586316,21488481.0
607,Escape from Planet Earth,40000000,24.784,5.9,25592,89,"Adventure,Animation,Comedy",,,PG,2/15/2013,62.0,31.125,15.264,15.264,14.9766,74597643,57012977.0
608,August: Osage County,25000000,10.619,7.2,89313,121,"Comedy,Drama",67.0,65.0,R,12/27/2014,85.0,60.5,3.117,7.9715,16.2228,74188937,37738810.0
609,The Best Man Holiday,17000000,10.195,6.6,15715,123,"Comedy,Drama",70.0,83.0,R,11/15/2013,51.0,34.0,9.21,5.305,14.3856,72835710,70525195.0
610,The Counselor,25000000,17.534,5.4,100233,117,"Crime,Drama,Thriller",34.0,23.0,R,10/25/2013,127.0,44.125,10.645,4.075,21.5534,71009334,16973715.0
611,Sole a catinelle,8000000,7.362,6.3,6208,87,Comedy,,,,0,,,15.264,15.264,2.2304,69903094,
612,The Call,13000000,55.731,6.7,119376,96,"Crime,Drama,Horror",44.0,65.0,R,3/15/2013,68.0,79.75,9.197,1.0284,13.7596,68572631,51872378.0
613,One Direction: This Is Us,10000000,21.761,4.5,24296,92,"Documentary,Music",63.0,79.0,PG,8/30/2013,96.0,56.125,5.846,4.096,5.9064000000000005,68532898,28873374.0
614,Stalingrad,0,20.022,7.5,34522,134,"Drama,War",50.0,41.0,R,0,,,5.593,2.765,7.0358,68316452,
615,Thunder and the House of Magic,34000000,25.244,6.2,6696,85,"Adventure,Animation,Comedy",73.0,54.0,,9/5/2014,,45.5,0.0,2.4886,2.4638000000000004,64197205,
616,The Grandmaster,3860000,22.694,6.5,33857,130,"Action,Biography,Drama",78.0,59.0,PG-13,8/23/2013,155.0,49.125,0.6,1.96,10.9434,64076736,6594959.0
617,Side Effects,30000000,10.901,7.1,186934,106,"Crime,Drama,Mystery",81.0,70.0,R,2/8/2013,91.0,88.25,4.052,3.526333333,18.3444,63414135,32172757.0
618,The Host,44000000,32.307,5.8,114135,125,"Action,Adventure,Drama",25.0,76.0,R,3/29/2013,101.0,93.375,1.4,0.0,18.037200000000002,63365859,26627201.0
619,Runner Runner,30000000,13.163,5.6,63071,88,"Crime,Thriller",7.0,33.0,R,10/4/2013,117.0,84.5,7.239,6.651857143,15.839800000000002,62675095,19316646.0
620,The Face Reader,0,7.569,6.8,2410,140,"Drama,History",,74.0,,10/4/2013,,54.5,3.454,0.0,14.689999999999998,61559184,
621,The Legend of Hercules,70000000,30.932,4.2,54270,99,"Action,Adventure,Fantasy",5.0,33.0,PG-13,1/10/2014,120.0,39.625,15.945,8.0345,13.419599999999999,61279452,18848538.0
622,Kick-Ass 2,28000000,66.361,6.5,267703,103,"Action,Comedy,Crime",32.0,57.0,R,8/16/2013,97.0,49.25,5.646,5.9995,22.786,60795985,28795985.0
623,A Haunted House,2500000,104.676,5.0,46288,86,"Comedy,Fantasy,Horror",9.0,51.0,R,1/11/2013,81.0,45.875,0.6,5.5595,8.953800000000001,60159584,40041683.0
624,Beautiful Creatures,60000000,33.756,6.1,87138,124,"Drama,Fantasy,Romance",47.0,54.0,PG-13,2/14/2013,116.0,59.5,5.34,3.869,10.757000000000001,60052138,19452138.0
625,Snitch,35000000,38.811,6.4,87505,112,"Action,Drama,Thriller",57.0,61.0,PG-13,2/22/2013,78.0,48.25,6.795,6.904,19.3196,57824674,42930462.0
626,The Physician,36000000,22.067,7.2,39053,155,"Adventure,Drama,History",,73.0,R,12/5/2014,,82.5,2.381,15.264,13.9522,57284237,
627,Firestorm,19000000,8.653,4.7,3976,89,"Action,Thriller",,47.0,,0,,,1.646,15.264,7.2702,55754766,
628,Dallas Buyers Club,5000000,18.039,8.0,475182,117,"Biography,Drama",92.0,91.0,R,11/1/2013,131.0,37.125,2.732,1.419,28.3556,55736588,27298285.0
629,A Madea Christmas,47000000,8.631,4.9,6353,100,"Comedy,Drama,Romance",,,,12/13/2013,73.0,39.5,15.264,15.264,9.037,53396635,52543354.0
630,Temptation: Confessions of a Marriage Counselor,0,13.115,5.0,11870,111,"Drama,Romance,Thriller",,,,3/29/2013,67.0,41.75,15.264,15.264,11.4608,53143144,51975354.0
631,Delivery Man,26000000,22.266,6.3,78258,105,"Comedy,Drama",40.0,47.0,PG-13,11/22/2013,95.0,46.0,1.909,1.012,19.592599999999997,53120346,30664106.0
632,Dragon Ball Z: Battle of Gods,0,240.598,7.2,27683,85,"Action,Adventure,Animation",88.0,80.0,,8/5/2014,198.0,46.875,3.08,15.264,6.412999999999999,50461371,2553002.0
633,The Berlin File,9000000,9.789,6.6,7120,121,"Action,Thriller",43.0,58.0,,2/15/2013,,38.125,4.815,0.0,11.666599999999999,48972848,
634,Her,23000000,31.562,8.0,588230,126,"Drama,Romance,Sci-Fi",94.0,82.0,R,12/18/2014,106.0,90.25,9.235,5.910666667,22.012999999999998,48517427,25568251.0
635,Homefront,22000000,40.629,6.5,118278,100,"Action,Crime,Thriller",42.0,61.0,R,11/27/2013,114.0,59.375,5.317,14.72366667,25.799200000000003,48449416,20158898.0
636,The Last Stand,30000000,20.477,6.3,137987,107,"Action,Thriller,Western",61.0,53.0,R,1/18/2013,140.0,44.625,7.389,2.182,14.844799999999998,48330757,12050299.0
637,21 & Over,13000000,25.647,5.8,74113,93,Comedy,27.0,46.0,R,3/1/2013,103.0,52.75,0.0,2.1695,8.5884,48065672,25682380.0
638,Tiny Times 2.0,0,6.77,3.4,1087,113,"Comedy,Drama,Romance",,27.0,,0,,,5.582,4.466,6.601000000000001,47289937,
639,The Place Beyond the Pines,15000000,15.854,7.3,262224,140,"Crime,Drama,Thriller",78.0,75.0,R,3/29/2013,113.0,58.625,1.216,1.11775,19.1168,47052899,21403519.0
640,Parker,35000000,64.262,6.2,121453,118,"Action,Crime,Thriller",40.0,48.0,R,1/25/2013,123.0,86.875,5.666,2.1884,21.183200000000006,46922566,17616641.0
641,The Big Wedding,35000000,12.655,5.6,49444,90,"Comedy,Drama,Romance",7.0,40.0,R,4/26/2013,109.0,45.125,1.675,1.8896,24.003999999999998,46522137,21819348.0
642,Badges of Fury,0,11.637,4.6,2896,98,"Action,Comedy,Crime",,23.0,,0,,,0.0,0.6,12.7494,46495296,
643,The World's End,20000000,34.74,7.0,275591,109,"Comedy,Sci-Fi",89.0,71.0,R,8/23/2013,102.0,36.25,31.091,3.537333333,15.310399999999998,46089287,26004851.0
644,Grudge Match,40000000,24.073,6.4,60091,113,"Comedy,Drama,Sport",31.0,46.0,PG-13,12/25/2013,128.0,40.625,5.603,3.4382,21.912,44907260,29807260.0
645,The White Storm,0,8.652,6.6,2541,140,"Action,Crime,Thriller",,60.0,R,0,,,1.543,15.264,7.030800000000001,44670277,
646,Tarzan,130000000,99.064,7.3,219557,88,"Adventure,Animation,Comedy",20.0,33.0,PG,5/9/2014,,77.5,1.62,2.2115,7.851999999999999,448191819,
647,Secretly Greatly,0,7.557,6.9,4311,124,"Action,Comedy,Drama",,,,0,,,15.264,15.264,5.8772,43447199,
648,"The Chef, The Actor, The Scoundrel",0,3.188,5.6,688,108,"Action,Comedy,Drama",,50.0,,0,,,2.391,0.6,7.6298,44400000,
649,Doraemon: Nobita's Secret Gadget Museum,0,6.84,7.0,796,100,"Action,Adventure,Animation",,,,0,,,15.264,15.264,8.4048,42770271,
650,Jobs,12000000,15.275,6.0,97446,128,"Biography,Drama",28.0,40.0,PG-13,8/16/2013,129.0,88.125,1.176,0.888,14.208399999999997,42128352,16131410.0
651,No Man's Land,8000000,10.639,6.1,4749,107,"Crime,Drama,Thriller",38.0,72.0,PG-13,1/22/2021,,52.25,3.381,2.1646,10.4572,41807712,
652,Lupin III vs. Detective Conan: The Movie,0,24.441,6.4,899,107,"Action,Animation,Crime",,,,0,,,15.264,15.264,7.0936,41397727,
