,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Eight Hundred,3150,1019,1223,908
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Demon Slayer the Movie: Mugen Train,1529,443,306,780
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Bad Boys for Life,5000,1089,260,3651
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Tenet,4999,1915,2071,1013
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Sonic the Hedgehog,4998,2436,1817,745
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Dolittle,4997,1982,1760,1255
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Croods 2: A New Age,117,64,45,8
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Birds of Prey,5000,2378,1492,1130
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Wonder Woman 1984,5001,1967,1793,1241
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Invisible Man,4994,2161,1770,1063
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Onward,4995,2573,1485,937
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Call of the Wild,4997,2152,2169,676
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Rescue,4968,4336,276,356
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Vanguard,4968,2090,1840,1038
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The New Mutants,4999,1960,1731,1308
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Fantasy Island,4995,1866,1841,1288
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,After We Collided,4997,1760,2223,1014
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Unhinged,5000,1522,1511,1967
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Peninsula,4996,1833,2276,887
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Monster Hunter,4984,2193,1889,902
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Underwater,5000,2265,1683,1052
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The War with Grandpa,2581,489,45,2047
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Sarileru Neekevvaru,5001,2134,2168,699
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Deliver Us from Evil,4996,223,186,4587
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Bloodshot,4998,1855,2163,980
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Honest Thief,1672,591,654,427
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Like a Boss,4999,4097,401,501
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Emma.,4994,2339,1835,820
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Father,4996,2458,1256,1282
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Gretel & Hansel,3727,1078,1517,1132
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Photograph,4999,2664,1622,713
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Brahms: The Boy II,1643,360,754,529
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Turning,4998,1709,1559,1730
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Fate/Stay Night: Heaven's Feel - III. Spring Song,551,60,443,48
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Promising Young Woman,4998,3989,307,702
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Baaghi 3,4999,1956,2214,829
