,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The BFG,4999,2097,2100,802
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Bad Moms,5000,1635,626,2739
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Storks,4997,2917,1812,268
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Hacksaw Ridge,4992,2295,1870,827
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Allegiant,4988,1636,2656,696
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Girl on the Train,4997,2004,2165,828
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Huntsman: Winter's War,4997,254,363,4380
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Magnificent Seven,4992,4817,73,102
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Jack Reacher: Never Go Back,5000,1051,3511,438
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Don't Breathe,4993,1625,2273,1095
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Accountant,4993,1904,2588,501
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Lights Out,5000,1578,2322,1100
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Pete's Dragon,4998,2188,2078,732
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Sausage Party,5000,3726,458,816
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Lion,4979,1512,2558,909
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Mechanic: Resurrection,4996,1061,3560,375
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Deepwater Horizon,4996,1655,2287,1054
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Allied,4998,1898,2144,956
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Shallows,4998,1749,1981,1268
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Purge: Election Year,4993,1885,2325,783
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Why Him?,4994,2416,1985,593
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Office Christmas Party,4995,4077,511,407
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,How to Be Single,4994,2158,2220,616
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,10 Cloverfield Lane,5001,2082,2075,844
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Neighbors 2: Sorority Rising,4999,1766,2756,477
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Dirty Grandpa,5000,1494,724,2782
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Ben-Hur,4995,1434,1906,1655
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Money Monster,4999,2059,2239,701
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,My Big Fat Greek Wedding 2,4999,2446,2115,438
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Collateral Beauty,4995,3927,483,585
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Sultan,4990,1039,3564,387
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,War Dogs,4997,1169,609,3219
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Nerve,4998,1703,1922,1373
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Leap!,5000,2494,1956,550
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Ouija: Origin of Evil,4976,303,319,4354
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Underworld: Blood Wars,5000,702,469,3829
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Manchester by the Sea,4998,1893,2145,960
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Boss,4995,2114,1931,950
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Mike and Dave Need Wedding Dates,5000,2628,1815,557
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Kubo and the Two Strings,5000,2514,1987,499
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Boo! A Madea Halloween,4999,2030,2072,897
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Miracles from Heaven,4999,4208,550,241
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Moonlight,4990,1453,3056,481
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Monster Trucks,4998,2001,1740,1257
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Fences,4999,1894,2240,865
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Nice Guys,5000,4397,101,502
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Nine Lives,5001,3320,1273,408
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Zoolander 2,4991,1926,2078,987
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Barbershop: The Next Cut,4999,1834,415,2750
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Patriots Day,644,268,269,107
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Finest Hours,5001,1625,2936,440
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Florence Foster Jenkins,5001,2236,2132,633
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Mother's Day,5001,3184,1422,395
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,A Monster Calls,1545,686,561,298
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Risen,4995,1889,2103,1003
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Eddie the Eagle,5001,3754,1037,210
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Blair Witch,4998,999,573,3426
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Caf̩ Society,5000,1822,2736,442
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Almost Christmas,4999,3187,1506,306
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Witch,4997,1054,522,3421
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Wild Life,4998,3279,1380,339
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Forest,4999,1591,2224,1184
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Absolutely Fabulous: The Movie,5001,4810,34,157
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Hell or High Water,5001,604,378,4019
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Snowden,4999,1616,2191,1192
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Eye in the Sky,4998,1484,2138,1376
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Ae Dil Hai Mushkil,4996,1363,2835,798
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Norm of the North,4981,2632,1785,564
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,When the Bough Breaks,4999,2038,2040,921
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Nocturnal Animals,4999,2038,2157,804
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Keeping Up with the Joneses,5000,2294,2217,489
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Jackie,4999,2119,2078,802
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Masterminds,5001,2009,2092,900
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Brothers Grimsby,5000,1894,2167,939
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Light Between Oceans,4998,1857,2509,632
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,A Beautiful Planet,4999,4658,309,32
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Born in China,4994,1852,2823,319
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Race,4998,1994,1772,1232
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Free State of Jones,5001,3934,357,710
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Whiskey Tango Foxtrot,4998,1770,2040,1188
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,God's Not Dead 2,4999,4728,77,194
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,The Founder,4999,1694,2220,1085
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Bad Santa 2,5000,863,206,3931
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Silence,4997,1755,1419,1823
,Movie,Total Tweets,Positive Tweets,Neutral Tweets,Negative Tweets
0,Kevin Hart: What Now?,5001,2126,2557,318
