,Unnamed: 0,Unnamed: 0.1,Movie Title,Worldwide,Budget,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
99,99,99,Kubo and the Two Strings,76249438,48023088,63,28226350,37,97.0,86.0,PG,TravisKnight,"ArianneSutner,TravisKnight",8-19-2016,48000000.0,7.8,126510,movie,Kubo and the Two Strings,0,2016,101,"Action,Adventure,Animation"
100,100,100,Quo vado?,75878701,-,-,75878701,100,60.0,62.0,,GennaroNunziante,PietroValsecchi,,,6.6,11074,movie,Quo vado?,0,2016,86,Comedy
101,101,101,Boo! A Madea Halloween,74827344,73206343,97.8,1621001,2.2,19.0,53.0,PG-13,TylerPerry,"TylerPerry,OzzieAreu,WillAreu",10-21-2016,73100000.0,4.6,8464,movie,Boo! A Madea Halloween,0,2016,103,"Comedy,Drama,Horror"
102,102,102,Miracles from Heaven,73983003,61705123,83.4,12277880,16.6,45.0,80.0,PG,PatriciaRiggen,"JoeRoth,ThomasDexterJakesSr.,DeVonFranklin",3-16-2016,61700000.0,7.1,24980,movie,Miracles from Heaven,0,2016,109,"Biography,Drama,Family"
103,103,103,I Am Not Madame Bovary,70826207,436798,0.6,70389409,99.4,83.0,69.0,,FengXiao-Gang,,11-18-2016,436.6K,6.9,2217,movie,Wo bu shi Pan Jin Lian,0,2016,128,"Comedy,Drama"
104,104,104,See You Tomorrow,70065569,-,-,70065569,100,40.0,31.0,,AndreaZaccariello,GiuseppePedersoli,,,5.1,1107,movie,Bai du ren,0,2016,128,"Comedy,Drama,Romance"
105,105,105,One Piece Film: Gold,66207073,423593,0.6,65783480,99.4,67.0,82.0,,HiroakiMiyamoto,,,,7.3,4876,movie,One Piece Film: Gold,0,2016,124,"Action,Adventure,Animation"
106,106,106,Moonlight,65336603,27854932,42.6,37481671,57.4,98.0,79.0,R,BarryJenkins,"AdeleRomanski,DedeGardner,JeremyKleiner",11-18-2016,27900000.0,7.4,298692,movie,Moonlight,0,2016,111,Drama
107,107,107,Monster Trucks,64493915,33370166,51.7,31123749,48.3,32.0,51.0,PG,ChrisWedge,"MaryParent,DenisL.Stewart",1-13-2017,33200000.000000004,5.6,16926,movie,Monster Trucks,0,2016,104,"Action,Adventure,Comedy"
108,108,108,Fences,64414761,57682904,89.5,6731857,10.5,,,,,,,,7.2,105982,movie,Fences,0,2016,139,Drama
109,109,109,"Hail, Caesar!",63647656,30498085,47.9,33149571,52.1,86.0,44.0,PG-13,"JoelCoen,EthanCoen","JoelCoen,EthanCoen,TimBevan,EricFellner",2-5-2016,30000000.0,6.3,132241,movie,"Hail, Caesar!",0,2016,106,"Comedy,Drama,Mystery"
110,110,110,The Nice Guys,62788218,36261763,57.8,26526455,42.2,91.0,79.0,R,ShaneBlack,JoelSilver,5-20-2016,36200000.0,7.4,311302,movie,The Nice Guys,0,2016,116,"Action,Comedy,Crime"
111,111,111,Huo guo ying xiong,58106427,779818,1.3,57326609,98.7,,,,,,,,6.6,1294,movie,Huo guo ying xiong,0,2016,94,"Comedy,Crime,Thriller"
112,112,112,L.O.R.D: Legend of Ravaging Dynasties,58089494,350456,0.6,57739038,99.4,,31.0,,JingmingGuo,,9-30-2016,,5.1,1206,movie,Jue ji,0,2016,118,"Adventure,Animation,Fantasy"
113,113,113,Nine Lives,57814445,19700032,34.1,38114413,65.9,14.0,41.0,PG,BarrySonnenfeld,LisaEllzey,8-5-2016,19600000.0,5.3,22494,movie,Nine Lives,0,2016,87,"Comedy,Drama,Family"
114,114,114,Zoolander 2,56722693,28848693,50.9,27874000,49.1,22.0,20.0,PG-13,BenStiller,"BenStiller,StuartCornfeld,ScottRudin,ClaytonTownsend,JeffMann",2-12-2016,28800000.0,4.7,68496,movie,Zoolander 2,0,2016,101,"Action,Adventure,Comedy"
115,115,115,Barbershop: The Next Cut,55030051,54030051,98.2,1000000,1.8,90.0,66.0,PG-13,MalcolmD.Lee,"RobertTeitel,GeorgeTillmanJr.,IceCube",4-15-2016,54000000.0,5.9,15090,movie,Barbershop: The Next Cut,0,2016,111,"Comedy,Drama"
116,116,116,The Age of Shadows,54491162,541719,1,53949443,99,100.0,83.0,,KimJee-woon,ChoiJeong-hwa,9-23-2016,,7.1,9764,movie,Mil-jeong,0,2016,140,"Action,Drama,Thriller"
117,117,117,A Chinese Odyssey: Part Three,53306108,-,-,53306108,100,,87.0,,JeffreyLau,,,,3.6,449,movie,Da hua xi you 3,0,2016,93,Fantasy
118,118,118,Tunnel,52444295,568876,1.1,51875419,98.9,,,,ParkGyuTaek,,,,6.8,8497,movie,Teo-neol,0,2016,126,Drama
119,119,119,Patriots Day,52185751,31886361,61.1,20299390,38.9,81.0,86.0,R,PeterBerg,"ScottStuber,DylanClark,MarkWahlberg,StephenLevinson,HutchParker,DorothyAufiero,",1-13-2017,31800000.0,7.4,100371,movie,Patriots Day,0,2016,133,"Action,Crime,Drama"
120,120,120,My Beloved Bodyguard,52165873,-,-,52165873,100,,,,,,,,5.9,2158,movie,Wo de te gong ye ye,0,2016,99,"Action,Crime,Drama"
121,121,121,The Finest Hours,52099090,27569558,52.9,24529532,47.1,63.0,66.0,PG-13,CraigGillespie,"JamesWhitaker,DorothyAufiero",1-29-2016,27600000.0,6.7,65757,movie,The Finest Hours,0,2016,117,"Action,Drama,History"
122,122,122,Master,51636415,597251,1.2,51039164,98.8,75.0,46.0,R,MariamaDiallo,"JoshuaAstrachan,BradBecker-Parton,AndreaRoa",3-18-2022,,6.6,2339,movie,Ma-seu-teo,0,2016,143,"Action,Crime"
123,123,123,Doraemon the Movie: Nobita and the Birth of Japan,50939840,-,-,50939840,100,,,,,,,,6.8,709,movie,Eiga Doraemon: Shin Nobita no Nippon tanjou,0,2016,104,"Adventure,Animation,Comedy"
124,124,124,The Wailing,49851770,786633,1.6,49065137,98.4,99.0,82.0,,NaHong-jin,,5-20-2016,785.4K,7.4,64365,movie,Gokseong,0,2016,156,"Drama,Horror,Mystery"
125,125,125,Two Is a Family,49619118,-,-,49619118,100,,,,,,,,7.3,26104,movie,Demain tout commence,0,2016,118,"Comedy,Drama"
126,126,126,Never Gone,48980792,96421,0.2,48884371,99.8,,64.0,,ZhouTuoRu,"KeLiming,ZhangYibai",7-15-2016,,5.3,961,movie,Zhi qing chun 2: Yuan lai ni hai zai zhe li,0,2016,100,"Drama,Romance"
127,127,127,Luck-Key,48913975,466505,1,48447470,99,,76.0,,LeeGye-byeok,JeongHui-sun,,464.7K,6.9,2521,movie,Leokki,0,2016,112,"Action,Comedy,Crime"
128,128,128,Florence Foster Jenkins,48902953,27383770,56,21519183,44,88.0,68.0,PG-13,StephenFrears,"MichaelKuhn,TraceySeaward",8-12-2016,27400000.0,6.8,55192,movie,Florence Foster Jenkins,0,2016,111,"Biography,Comedy,Drama"
129,129,129,Mother's Day,48782670,32492859,66.6,16289811,33.4,,,,JamesSnider,,,,5.6,36692,movie,Mother's Day,0,2016,118,"Comedy,Drama,Romance"
130,130,130,A Monster Calls,47309313,3740823,7.9,43568490,92.1,86.0,81.0,PG-13,JuanAntonioBayona,BelénAtienza,1-6-2017,2200000.0,7.5,86762,movie,A Monster Calls,0,2016,108,"Adventure,Drama,Family"
131,131,131,Risen,46432579,36880033,79.4,9552546,20.6,20.0,8.0,,EddieArya,EddieArya,8-20-2021,,6.3,27662,movie,Risen,0,2016,107,"Action,Drama,History"
132,132,132,Blair Witch,45173154,20777061,46,24396093,54,38.0,31.0,R,AdamWingard,"RoyLee,StevenSchneider,KeithCalder,JessicaCalder",9-16-2016,20700000.0,5.0,44737,movie,Blair Witch,0,2016,89,"Horror,Mystery,Thriller"
133,133,133,Boonie Bears: The Big Top Secret,45150390,-,-,45150390,100,,,,,,,,4.9,178,movie,Xiong chu mo zhi xiong xin gui lai,0,2016,99,Animation
134,134,134,Café Society,43763247,11103205,25.4,32660042,74.6,71.0,56.0,PG-13,WoodyAllen,"LettyAronson,StephenTenenbaum,EdwardWalson",7-29-2016,11100000.0,6.6,76001,movie,Café Society,0,2016,96,"Comedy,Drama,Romance"
135,135,135,League of Gods,43498766,181633,0.4,43317133,99.6,,,,,,,,4.5,2626,movie,Feng shen chuan qi,0,2016,109,"Action,Fantasy"
136,136,136,Almost Christmas,42580920,42158780,99,422140,1,49.0,64.0,PG-13,DavidE.Talbert,WillPacker,11-11-2016,42000000.0,6.1,6754,movie,Almost Christmas,0,2016,111,"Comedy,Drama"
137,137,137,The Wild Life,40075446,8005586,20,32069860,80,17.0,28.0,PG,"VincentKesteloot,BenStassen","GinaGallo,MimiMaynard,DomonicParis,BenStassen,CarolineVanIseghem",9-9-2016,8000000.0,5.4,6147,movie,Robinson Crusoe,0,2016,91,"Adventure,Animation,Comedy"
138,138,138,Love O2O,39969537,-,-,39969537,100,,,,,,,,6.4,1002,movie,Wei wei yi xiao hen qing cheng,0,2016,103,"Drama,Romance"
139,139,139,The Forest,39712000,26594261,67,13117739,33,,,,,,,,4.8,42197,movie,The Forest,0,2016,93,"Horror,Mystery,Thriller"
140,140,140,The Forest,39712000,26594261,67,13117739,33,,,,,,,,6.4,289,movie,The Forest,0,2016,109,"Drama,Fantasy,Horror"
141,141,141,Absolutely Fabulous: The Movie,39219109,4772155,12.2,34446954,87.8,58.0,41.0,R,MandieFletcher,"DamianJones,JonPlowman",7-22-2016,4800000.0,5.4,12440,movie,Absolutely Fabulous: The Movie,0,2016,91,"Comedy,Crime"
142,142,142,My Mom Is a Character 2,39195565,-,-,39195565,100,,,,,,,,6.6,2700,movie,Minha Mãe é uma Peça 2: O Filme,0,2016,88,Comedy
143,143,143,"Crouching Tiger, Hidden Dragon: Sword of Destiny",38659039,-,-,38659039,100,20.0,39.0,PG-13,Woo-PingYuen,"CharlieNguyen,PeterBerg",,,6.1,19315,movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",0,2016,96,"Action,Adventure,Drama"
144,144,144,Hell or High Water,37879877,27007844,71.3,10872033,28.7,97.0,88.0,R,DavidMackenzie,"SidneyKimmel,PeterBerg,CarlaHacken,JulieYorn",8-19-2016,27000000.0,7.6,223735,movie,Hell or High Water,0,2016,102,"Action,Crime,Drama"
145,145,145,Mission Milano,37749848,-,-,37749848,100,,0.0,,JingWong,YapingLi,,,3.9,289,movie,Tou tian te wu,0,2016,103,"Action,Adventure,Comedy"
146,146,146,The Handmaiden,37692886,2006788,5.3,35686098,94.7,95.0,91.0,,ParkChan-wook,"ParkChan-wook,SydLim",10-21-2016,2000000.0,8.1,136835,movie,Ah-ga-ssi,0,2016,145,"Drama,Romance,Thriller"
147,147,147,Snowden,37357216,21587519,57.8,15769697,42.2,61.0,70.0,R,OliverStone,"MoritzBorman,EricKopeloff,PhilipSchulz-Deyle,FernandoSulichin",9-16-2016,21600000.0,7.3,149420,movie,Snowden,0,2016,134,"Biography,Crime,Drama"
148,148,148,Nobunaga Concerto: The Movie,36187594,-,-,36187594,100,,,,,,,,6.3,429,movie,Nobunaga Concerto: The Movie,0,2016,126,"Adventure,Comedy,Sci-Fi"
149,149,149,Les Tuche 2: The American Dream,35210425,-,-,35210425,100,,,,,,,,4.8,1582,movie,Les Tuche 2 - Le rêve américain,0,2016,94,Comedy
150,150,150,Os Dez Mandamentos - O Filme,31998251,-,-,31998251,100,,,,,,,,3.6,1140,movie,Os Dez Mandamentos: O Filme,0,2016,120,"Adventure,Drama,Fantasy"
151,151,151,Bounty Hunters,31918573,-,-,31918573,100,,,,,,,,5.4,940,movie,Shang jin lie ren,0,2016,105,"Action,Comedy,Romance"
152,152,152,Ae Dil Hai Mushkil,31668920,4264983,13.5,27403937,86.5,50.0,44.0,,KaranJohar,"HirooJohar,KaranJohar,ApoorvaMehta",10-28-2016,4200000.0,5.8,22871,movie,Ae Dil Hai Mushkil,0,2016,158,"Drama,Music,Musical"
153,153,153,Assassination Classroom: The Graduation,31352921,-,-,31352921,100,,70.0,,EiichiroHasumi,"NaokiWatanabe,JulieK.Fujishima,MinamiIchikawa,TakaakiKabuto,JuichiUehara,AkiraMorii,ReikoKatayama,AtsushiFuruya",,,5.7,814,movie,Ansatsu kyôshitsu: sotsugyô hen,0,2016,118,"Action,Adventure,Comedy"
154,154,154,Perfect Strangers,31254929,-,-,31254929,100,,83.0,,AlexdelaIglesia,,,,7.7,63618,movie,Perfetti sconosciuti,0,2016,96,"Comedy,Drama"
155,155,155,Perfect Strangers,31254929,-,-,31254929,100,,83.0,,AlexdelaIglesia,,,,7.0,1872,movie,Teleioi xenoi,0,2016,92,"Comedy,Drama"
156,156,156,Billy Lynn's Long Halftime Walk,30930984,1738477,5.6,29192507,94.4,43.0,41.0,R,AngLee,"MarcPlatt,AngLee,RhodriThomas,StephenCornwell",11-18-2016,1700000.0,6.2,22393,movie,Billy Lynn's Long Halftime Walk,0,2016,113,"Action,Drama,Sport"
157,157,157,Pandora,30896701,-,-,30896701,100,,70.0,,ParkJung-woo,KangSung-ho,,,6.7,7243,movie,Pan-dola,0,2016,136,"Action,Drama,Thriller"
158,158,158,When the Bough Breaks,30658387,29747603,97,910784,3,12.0,45.0,PG-13,JonCassar,"RobertShaye,MichaelLynne",9-9-2016,29700000.0,5.1,6904,movie,When the Bough Breaks,0,2016,107,"Drama,Thriller"
159,159,159,S Storm,30381402,-,-,30381402,100,86.0,82.0,R,AngLee,"TedHope,AngLee,JamesSchamus",9-27-1997,7900000.0,5.2,700,movie,'S' fung bou,0,2016,95,"Action,Crime"
160,160,160,Nocturnal Animals,30311857,10663357,35.2,19648500,64.8,74.0,73.0,R,TomFord,"TomFord,RobertSalerno",12-9-2016,10400000.0,7.5,267575,movie,Nocturnal Animals,0,2016,116,"Drama,Thriller"
161,161,161,A Silent Voice: The Movie,30156463,310407,1,29846056,99,,,,,,,,8.1,73792,movie,Koe no katachi,0,2016,130,"Animation,Drama"
162,162,162,Keeping Up with the Joneses,29918745,14904426,49.8,15014319,50.2,19.0,37.0,PG-13,GregMottola,"LaurieMacDonald,WalterF.Parkes",10-21-2016,14900000.0,5.9,62285,movie,Keeping Up with the Joneses,0,2016,105,"Action,Comedy"
163,163,163,Jackie,29777777,13960394,46.9,15817383,53.1,87.0,60.0,R,PabloLarraín,"JuandeDiosLarraín,DarrenAronofsky,MickeyLiddell,ScottFranklin,AriHandel",1-27-2017,14000000.0,6.7,78439,movie,Jackie,0,2016,100,"Biography,Drama"
164,164,164,Masterminds,29674699,17368022,58.5,12306677,41.5,,,,,,,,5.8,54796,movie,Masterminds,0,2016,95,"Biography,Comedy,Crime"
165,165,165,Flight Crew,29171110,-,-,29171110,100,,58.0,,NikolayLebedev,"NikitaMikhalkov,LeonidVereshchagin,AntonZlatopolskiy",,,6.6,5389,movie,Ekipazh,0,2016,138,"Action,Adventure,Drama"
166,166,166,Viking,29161298,-,-,29161298,100,43.0,25.0,,YusryAbdHalim,ShireenM.Hashim,,,4.6,4658,movie,Viking,0,2016,142,"Action,Drama,History"
167,167,167,M.S. Dhoni: The Untold Story,28903047,1801550,6.2,27101497,93.8,75.0,78.0,,NeerajPandey,ArunPandey,9-30-2016,1800000.0,8.1,52700,movie,M.S. Dhoni: The Untold Story,0,2016,184,"Biography,Drama,Sport"
168,168,168,Fan,28240000,2300000,8.1,25940000,91.9,32.0,57.0,PG-13,KyleNewman,"KevinSpacey,DanaBrunetti,MatthewPerniciaro,EvanAstrowsky",2-6-2009,685.5K,7.2,45103,movie,Fan,0,2016,138,"Action,Drama,Thriller"
169,169,169,"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!",28110245,-,-,28110245,100,,,,,,,,5.9,73,movie,Yôkai Watch: Sora Tobu Kujira to Double no Sekai no Daibôken da Nyan!,0,2016,\N,"Animation,Comedy,Family"
170,170,170,Welcome to Germany,28036021,-,-,28036021,100,,,,,,,,6.2,5083,movie,Willkommen bei den Hartmanns,0,2016,116,"Comedy,Drama"
171,171,171,The Brothers Grimsby,27979040,6874837,24.6,21104203,75.4,37.0,41.0,R,LouisLeterrier,"SachaBaronCohen,NiraPark,PeterBaynham,AnthonyHines,ToddSchulman",3-11-2016,6900000.0,6.2,100049,movie,Grimsby,0,2016,83,"Action,Adventure,Comedy"
172,172,172,When Larry Meets Mary,27863090,-,-,27863090,100,,,,,,,,4.9,117,movie,Lu Yao zhi Ma Li,0,2016,\N,"Comedy,Romance"
173,173,173,Yesterday Once More,27411872,-,-,27411872,100,,66.0,,JohnnieTo,,,,6.7,275,movie,Shei de qing chun bu mi mang,0,2016,108,"Drama,Romance"
174,174,174,The Light Between Oceans,25975621,12545979,48.3,13429642,51.7,61.0,61.0,PG-13,DerekCianfrance,"DavidHeyman,JeffreyClifford",9-2-2016,12500000.0,7.2,55940,movie,The Light Between Oceans,0,2016,133,"Drama,Romance"
175,175,175,A Beautiful Planet,25730120,15650615,60.8,10079505,39.2,100.0,78.0,G,ToniMyers,ToniMyers,4-29-2016,15700000.0,7.3,1344,movie,A Beautiful Planet,0,2016,46,Documentary
176,176,176,Mr. Donkey,25537759,356255,1.4,25181504,98.6,,88.0,,"ShenZhou,LuLiu",,10-28-2016,,7.4,1731,movie,Lü de shui,0,2016,113,Comedy
177,177,177,Born in China,25081168,13873211,55.3,11207957,44.7,85.0,73.0,G,ChuanLu,"RoyConli,BrianLeith,PhilChapman",4-21-2017,13900000.0,7.2,3817,movie,Born in China,0,2016,79,Documentary
178,178,178,Race,25070261,19206207,76.6,5864054,23.4,63.0,77.0,PG-13,StephenHopkins,"Jean-CharlesLevy,LucDayan,Louis-PhilippeRochon,DominiqueSéguin,StephenHopkins,KateGarwood,KarstenBrünig,NicolasManuel",2-19-2016,19100000.0,7.1,37302,movie,Race,0,2016,134,"Biography,Drama,Sport"
179,179,179,Call of Heroes,25040561,-,-,25040561,100,88.0,64.0,,BennyChanChi-Shun,BennyChanChi-Shun,,,6.4,2329,movie,Ngai sing,0,2016,120,"Action,Adventure,Crime"
180,180,180,Free State of Jones,25035950,20810036,83.1,4225914,16.9,47.0,64.0,R,GaryRoss,"JonKilik,GaryRoss,ScottStuber",6-24-2016,20800000.0,6.9,57175,movie,Free State of Jones,0,2016,139,"Action,Biography,Drama"
181,181,181,Whiskey Tango Foxtrot,24972139,23083334,92.4,1888805,7.6,67.0,54.0,R,"GlennFicarra,JohnRequa","LorneMichaels,TinaFey,IanBryce",3-4-2016,23000000.0,6.6,52354,movie,Whiskey Tango Foxtrot,0,2016,112,"Biography,Comedy,Drama"
182,182,182,Soulmate,24684439,-,-,24684439,100,,27.0,,AxelleCarolyn,ClaireOtway,,,7.4,2569,movie,Qi yue yu an sheng,0,2016,110,"Drama,Romance"
183,183,183,The Snow Queen 3: Fire and Ice,24644317,-,-,24644317,100,,95.0,,AlekseyTsitsilin,"YuriyMoskvin,VladimirNikolaev",8-31-2018,,6.1,2220,movie,Snezhnaya koroleva 3. Ogon i led,0,2016,89,"Adventure,Animation,Comedy"
184,184,184,God's Not Dead 2,24487848,20774575,84.8,3713273,15.2,10.0,62.0,PG,HaroldCronk,"MichaelScott,DavidA.R.White,RussellWolfe,ElizabethTravis,BrittanyYost",4-1-2016,20800000.0,4.4,12410,movie,God's Not Dead 2,0,2016,120,Drama
185,185,185,Camping 3,24224579,-,-,24224579,100,,,,,,,,4.3,976,movie,Camping 3,0,2016,105,Comedy
186,186,186,The Founder,24121245,12786053,53,11335192,47,81.0,82.0,PG-13,JohnLeeHancock,"DonHandfield,JeremyRenner,AaronRyder",1-20-2017,12800000.0,7.2,144379,movie,The Founder,0,2016,115,"Biography,Drama"
187,187,187,Bad Santa 2,24079268,17782178,73.8,6297090,26.2,23.0,34.0,R,MarkWaters,"AndrewGunn,J.GeyerKosinski",11-23-2016,17700000.0,5.6,25377,movie,Bad Santa 2,0,2016,92,"Comedy,Crime,Drama"
188,188,188,Spirits' Homecoming,23857217,125616,0.5,23731601,99.5,,38.0,,ChoJung-rae,ChoJung-rae,,,6.7,527,movie,Gwi-hyang,0,2016,127,Drama
189,189,189,Silence,23834809,7100177,29.8,16734632,70.2,83.0,69.0,R,MartinScorsese,"MartinScorsese,EmmaTillingerKoskoff,RandallEmmett,BarbaraDeFina,GastónPavlovich,IrwinWinkler,VittorioCecchiGori",1-13-2017,7100000.0,7.1,110044,movie,Silence,0,2016,161,"Drama,History"
190,190,190,Kevin Hart: What Now?,23591043,23591043,100,-,-,76.0,58.0,R,"LeslieSmall,TimStory","JeffClanagan,PookeyWigington,DanaM.Riddick",10-14-2016,23600000.0,5.9,9431,movie,Kevin Hart: What Now?,0,2016,96,"Comedy,Documentary"
191,191,191,No manches Frida,23540937,11528613,49,12012324,51,13.0,72.0,PG-13,NachoG.Velilla,"EdwardAllen,MarthaHigareda,MauricioArgüelles",9-2-2016,11500000.0,5.5,2301,movie,No manches Frida,0,2016,114,"Comedy,Romance"
192,192,192,Middle School: The Worst Years of My Life,23316139,20007149,85.8,3308990,14.2,64.0,58.0,PG,SteveCarr,"LeopoldoGout,BillRobinson",10-7-2016,20000000.0,6.1,8909,movie,Middle School: The Worst Years of My Life,0,2016,92,"Animation,Comedy,Family"
193,193,193,Triple 9,23177948,12639297,54.5,10538651,45.5,54.0,41.0,R,JohnHillcoat,"KeithRedmon,BardDorros,JohnHillcoat,MarcButan,AnthonyKatagas,ChristopherWoodrow",2-26-2016,12600000.0,6.3,71423,movie,Triple 9,0,2016,115,"Action,Crime,Thriller"
194,194,194,Rock Dog,23157646,9420546,40.7,13737100,59.3,47.0,47.0,PG,AshBrannon,"AmberWang,JoyceLou,DavidB.Miller,RobFeng,ZhengJun",2-24-2017,9400000.0,6.0,5282,movie,Rock Dog,0,2016,90,"Adventure,Animation,Comedy"
195,195,195,The Choice,23064015,18730891,81.2,4333124,18.8,11.0,61.0,PG-13,RossKatz,"NicholasSparks,PeterSafran,TheresaPark",2-5-2016,18700000.0,6.5,39509,movie,The Choice,0,2016,111,"Drama,Romance"
196,196,196,Penny Pincher!,22955486,-,-,22955486,100,,,,,,,,5.8,5282,movie,Radin!,0,2016,89,Comedy
