,Unnamed: 0,Movie Title,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
10,10,Big Hero 6,657827828,222527828,33.8,435300000,66.2,90.0,91.0,PG,"DonHall,ChrisWilliams",RoyConli,11-7-2014,222500000.0,7.8,445202,movie,Big Hero 6,0,2014,102,"Action,Adventure,Animation"
11,11,How to Train Your Dragon 2,621537519,177002924,28.5,444534595,71.5,91.0,89.0,PG,"DeanDeBlois,TomOwens",BonnieArnold,6-13-2014,177000000.0,7.8,325701,movie,How to Train Your Dragon 2,0,2014,102,"Action,Adventure,Animation"
12,12,American Sniper,547426372,350126372,64,197300000,36,72.0,84.0,R,ClintEastwood,"ClintEastwood,RobertLorenz,AndrewLazar,BradleyCooper,PeterMorgan",1-16-2015,350100000.0,7.3,471941,movie,American Sniper,0,2014,133,"Action,Biography,Drama"
13,13,Godzilla,524976069,200676069,38.2,324300000,61.8,76.0,66.0,PG-13,GarethEdwards,"ThomasTull,JonJashni,MaryParent,BrianRogers",5-16-2014,200700000.0,6.4,405899,movie,Godzilla,0,2014,123,"Action,Adventure,Sci-Fi"
14,14,Rio 2,498781117,131538435,26.4,367242682,73.6,48.0,58.0,G,CarlosSaldanha,"JohnC.Donkin,BruceAnderson",4-11-2014,,6.3,88034,movie,Rio 2,0,2014,101,"Adventure,Animation,Comedy"
15,15,Teenage Mutant Ninja Turtles,485004754,191204754,39.4,293800000,60.6,21.0,50.0,PG-13,JonathanLiebesman,"MichaelBay,AndrewForm,BradFuller,GalenWalker,ScottMednick,IanBryce",8-8-2014,191200000.0,5.8,208474,movie,Teenage Mutant Ninja Turtles,0,2014,101,"Action,Adventure,Comedy"
16,16,The Lego Movie,468060692,257760692,55.1,210300000,44.9,90.0,80.0,PG,ChrisMcKay,"DanLin,PhilLord,ChrisMiller,RoyLee",2-10-2017,175700000.0,7.7,344227,movie,The Lego Movie,0,2014,100,"Action,Adventure,Animation"
17,17,Lucy,458863600,126663600,27.6,332200000,72.4,67.0,47.0,R,LucBesson,VirginieSilla,7-25-2014,126500000.0,6.4,481483,movie,Lucy,0,2014,89,"Action,Sci-Fi,Thriller"
18,18,Penguins of Madagascar,373515621,83850911,22.4,289664710,77.6,74.0,63.0,PG,"EricDarnell,SimonJ.Smith","LaraBreay,MarkSwift",11-26-2014,83300000.0,6.7,88127,movie,Penguins of Madagascar,0,2014,92,"Adventure,Animation,Comedy"
19,19,Edge of Tomorrow,370541256,100206256,27,270335000,73,,,,"GeorgeCoogan,JackieCoogan","GeorgeCoogan,EgonC.Nielsen,TageNielsen",,,7.9,652380,movie,Edge of Tomorrow,0,2014,113,"Action,Adventure,Sci-Fi"
20,20,Gone Girl,369330363,167767189,45.4,201563174,54.6,87.0,87.0,R,DavidFincher,"CeánChaffin,ArnonMilchan,JoshuaDonen,ReeseWitherspoon",10-3-2014,167800000.0,8.1,945044,movie,Gone Girl,0,2014,149,"Drama,Mystery,Thriller"
21,21,Night at the Museum: Secret of the Tomb,363204635,113746621,31.3,249458014,68.7,47.0,57.0,PG,ShawnLevy,"ShawnLevy,ChrisColumbus",12-19-2014,113600000.0,6.2,118557,movie,Night at the Museum: Secret of the Tomb,0,2014,98,"Adventure,Comedy,Family"
22,22,Noah,359200044,101200044,28.2,258000000,71.8,,,,,,,,5.8,252302,movie,Noah,0,2014,138,"Action,Adventure,Drama"
23,23,The Maze Runner,348319861,102427862,29.4,245891999,70.6,65.0,68.0,PG-13,WesBall,"EllenGoldsmith-Vein,WyckGodfrey,MartyBowen,LeeStollman",9-19-2014,81300000.0,6.8,451250,movie,The Maze Runner,0,2014,113,"Action,Mystery,Sci-Fi"
24,24,300: Rise of an Empire,337580051,106580051,31.6,231000000,68.4,45.0,51.0,R,NoamMurro,"GianniNunnari,MarkCanton,ZackSnyder,DeborahSnyder,BernieGoldmann",3-7-2014,106600000.0,6.2,296244,movie,300: Rise of an Empire,0,2014,102,"Action,Drama"
25,25,22 Jump Street,331333876,191719337,57.9,139614539,42.1,84.0,77.0,R,"PhilLord,ChrisMiller","NealH.Moritz,JonahHill,ChanningTatum",6-13-2014,191700000.0,7.0,367953,movie,22 Jump Street,0,2014,112,"Action,Comedy,Crime"
26,26,The Fault in Our Stars,307166834,124872350,40.7,182294484,59.3,81.0,85.0,PG-13,JoshBoone,"WyckGodfrey,MartyBowen",6-6-2014,124900000.0,7.7,367299,movie,The Fault in Our Stars,0,2014,126,"Drama,Romance"
27,27,Divergent,288885818,150947895,52.3,137937923,47.7,41.0,69.0,PG-13,NeilBurger,"DouglasWick,LucyFisher,PouyaShahbazian",3-21-2014,150800000.0,6.7,449760,movie,Divergent,0,2014,139,"Action,Adventure,Mystery"
28,28,Paddington,282370135,76271832,27,206098303,73,97.0,80.0,PG,PaulKing,DavidHeyman,1-16-2015,,7.3,110614,movie,Paddington,0,2014,95,"Adventure,Comedy,Family"
29,29,Mr. Peabody & Sherman,275698039,111506430,40.4,164191609,59.6,81.0,73.0,PG,RobMinkoff,"AlexSchwartz,DeniseNolanCascino",3-7-2014,111500000.0,6.8,68418,movie,Mr. Peabody & Sherman,0,2014,92,"Adventure,Animation,Comedy"
30,30,Neighbors,270665134,150157400,55.5,120507734,44.5,73.0,63.0,R,NicholasStoller,"SethRogen,EvanGoldberg,JamesWeaver",5-9-2014,150100000.0,6.3,304760,movie,Neighbors,0,2014,97,Comedy
31,31,Exodus: Gods and Kings,268175631,65014513,24.2,203161118,75.8,30.0,35.0,PG-13,RidleyScott,"PeterChernin,RidleyScott,JennoTopping,MichaelSchaefer,MarkHuffam",12-12-2014,65000000.0,6.0,166646,movie,Exodus: Gods and Kings,0,2014,150,"Action,Adventure,Drama"
32,32,Annabelle,257047661,84273813,32.8,172773848,67.2,29.0,35.0,R,JohnR.Leonetti,"PeterSafran,JamesWan",10-3-2014,84400000.0,5.4,154714,movie,Annabelle,0,2014,99,"Horror,Mystery,Thriller"
33,33,Hercules,244819862,72688614,29.7,172131248,70.3,58.0,48.0,PG-13,BrettRatner,"BeauFlynn,BarryLevine,BrettRatner",7-25-2014,72700000.0,6.0,153981,movie,Hercules,0,2014,98,"Action,Adventure,Fantasy"
34,34,Hercules,244819862,72688614,29.7,172131248,70.3,58.0,48.0,PG-13,BrettRatner,"BeauFlynn,BarryLevine,BrettRatner",7-25-2014,72700000.0,5.6,105,movie,Hercules,0,2014,112,Comedy
35,35,RoboCop,242688965,58607007,24.1,184081958,75.9,48.0,49.0,PG-13,JoséPadilha,"MarcAbraham,EricNewman",2-12-2014,58600000.0,6.2,224719,movie,RoboCop,0,2014,117,"Action,Crime,Sci-Fi"
36,36,The Imitation Game,233555708,91125683,39,142430025,61,89.0,91.0,PG-13,MortenTyldum,"NoraGrossman,IdoOstrowsky,TeddySchwarzman",12-25-2014,91100000.0,8.0,743660,movie,The Imitation Game,0,2014,114,"Biography,Drama,Thriller"
37,37,Non-Stop,222809600,92168600,41.4,130641000,58.6,62.0,63.0,PG-13,JaumeCollet-Serra,"JoelSilver,AlexHeineman,AndrewRona",2-28-2014,91700000.0,6.9,261173,movie,Non-Stop,0,2014,106,"Action,Mystery,Thriller"
38,38,Dracula Untold,217124280,56280355,25.9,160843925,74.1,25.0,58.0,PG-13,GaryShore,MichaelDeLuca,10-10-2014,55900000.0,6.2,191494,movie,Dracula Untold,0,2014,92,"Action,Drama,Fantasy"
39,39,The Expendables 3,214657577,39322544,18.3,175335033,81.7,32.0,48.0,PG-13,PatrickHughes,"AviLerner,KevinKingTempleton,DannyLerner,LesWeldon,JohnThompson",8-15-2014,39300000.0,6.1,179326,movie,The Expendables 3,0,2014,126,"Action,Adventure,Thriller"
40,40,Into the Woods,212902372,128002372,60.1,84900000,39.9,71.0,49.0,PG,RobMarshall,"JohnDeLuca,RobMarshall,MarcPlatt,CallumMcDougall",12-25-2014,128000000.0,5.9,139237,movie,Into the Woods,0,2014,125,"Adventure,Comedy,Drama"
41,41,Fury,211817906,85817906,40.5,126000000,59.5,76.0,84.0,R,DavidAyer,"BillBlock,DavidAyer,EthanSmith,JohnLesher",10-17-2014,85800000.0,7.6,469340,movie,Fury,0,2014,134,"Action,Drama,War"
42,42,Need for Speed,203277636,43577636,21.4,159700000,78.6,22.0,57.0,PG-13,ScottWaugh,"JohnGatins,PatrickO'Brien,MarkSourian",3-14-2014,43600000.0,6.4,168911,movie,Need for Speed,0,2014,132,"Action,Crime,Thriller"
43,43,The Other Woman,196710396,83911193,42.7,112799203,57.3,26.0,57.0,PG-13,NickCassavetes,JulieYorn,4-25-2014,83900000.0,6.0,138226,movie,The Other Woman,0,2014,109,"Comedy,Romance"
44,44,The Equalizer,192330738,101530738,52.8,90800000,47.2,60.0,76.0,R,AntoineFuqua,"ToddBlack,JasonBlumenthal,DenzelWashington,AlexSiskin,SteveTisch,MaceNeufeld,TonyEldridge,MichaelSloan",9-26-2014,101500000.0,7.2,361226,movie,The Equalizer,0,2014,132,"Action,Crime,Thriller"
45,45,Breakup Buddies,189017596,777896,0.4,188239700,99.6,,70.0,,HaoNing,"YangDu,HongLing,YibingWang",,775.0K,6.4,1604,movie,Xin hua lu fang,0,2014,116,"Comedy,Drama,Romance"
46,46,Stand by Me Doraemon,183442714,-,-,183442714,100,,100.0,,"RyûichiYagi,TakashiYamazaki",,,,7.4,7700,movie,Stand by Me Doraemon,0,2014,95,"Animation,Comedy,Drama"
47,47,Serial (Bad) Weddings,176404493,-,-,176404493,100,,61.0,,PhilippedeChauveron,RomainRojtman,,,7.0,41525,movie,Qu'est-ce qu'on a fait au Bon Dieu?,0,2014,97,Comedy
48,48,The Monkey King Havoc in Heavens Palace,175835580,-,-,175835580,100,,,,,,,,4.9,5022,movie,Xi you ji: Da nao tian gong,0,2014,119,"Action,Adventure,Family"
49,49,The Grand Budapest Hotel,172936941,59301324,34.3,113635617,65.7,92.0,86.0,R,WesAnderson,"WesAnderson,ScottRudin,StevenRales,JeremyDawson",3-7-2014,59100000.0,8.1,775996,movie,The Grand Budapest Hotel,0,2014,99,"Adventure,Comedy,Crime"
50,50,Dumb and Dumber To,169837010,86208010,50.8,83629000,49.2,30.0,35.0,PG-13,"PeterFarrelly,RobertFarrelly","PeterFarrelly,RobertFarrelly,RizaAziz,JoeyMcFarland,CharlesB.Wessler,BradleyThomas",11-14-2014,86200000.0,5.6,135602,movie,Dumb and Dumber To,0,2014,109,Comedy
51,51,Into the Storm,161502194,47602194,29.5,113900000,70.5,,63.0,TVPG,ThaddeusO'Sullivan,,,,5.8,67769,movie,Into the Storm,0,2014,89,"Action,Adventure,Drama"
52,52,Unbroken,161459297,115637895,71.6,45821402,28.4,,,,DanGrin,"IldarKrimcheev,DanGrin,RickIrvin",,,7.2,163517,movie,Unbroken,0,2014,137,"Action,Biography,Drama"
53,53,The Monuments Men,155641650,78031620,50.1,77610030,49.9,30.0,44.0,PG-13,GeorgeClooney,"GrantHeslov,GeorgeClooney",2-7-2014,78000000.0,6.1,130537,movie,The Monuments Men,0,2014,118,"Comedy,Drama,History"
54,54,Ride Along,154468902,134938200,87.4,19530702,12.6,18.0,58.0,PG-13,TimStory,"WillPacker,IceCube,MattAlvarez,LarryBrezner",1-17-2014,134100000.0,6.1,111908,movie,Ride Along,0,2014,99,"Action,Comedy,Crime"
55,55,Planes: Fire & Rescue,146965787,59165787,40.3,87800000,59.7,45.0,56.0,PG,BobsGannaway,FerrellBarron,7-18-2014,59200000.0,6.0,17835,movie,Planes: Fire & Rescue,0,2014,83,"Adventure,Animation,Comedy"
56,56,The Taking of Tiger Mountain,141654055,228984,0.2,141425071,99.8,71.0,66.0,,HarkTsui,JianxinHuang,,223.0K,6.4,3033,movie,Zhi qu wei hu shan,0,2014,141,"Action,Adventure,Biography"
57,57,The Admiral: Roaring Currents,138342258,2589811,1.9,135752447,98.1,86.0,79.0,,KimHan-min,"KimJu-kyung,JungByung-wook",8-8-2014,2600000.0,7.1,11534,movie,Myeong-ryang,0,2014,128,"Action,Drama,History"
58,58,Let's Be Cops,138224951,82390774,59.6,55834177,40.4,18.0,51.0,R,LukeGreenfield,"SimonKinberg,LukeGreenfield",8-13-2014,82400000.0,6.4,132693,movie,Let's Be Cops,0,2014,104,"Action,Comedy,Crime"
59,59,Annie,136853506,85911262,62.8,50942244,37.2,28.0,59.0,PG,WillGluck,"JadaPinkettSmith,WillSmith,CaleebPinkett,Jay-Z,Laurence""Jay""Brown,TyranSmith",12-19-2014,85900000.0,5.3,37312,movie,Annie,0,2014,118,"Comedy,Drama,Family"
60,60,Jack Ryan: Shadow Recruit,135503748,50577412,37.3,84926336,62.7,54.0,53.0,PG-13,KennethBranagh,"MaceNeufeld,LorenzodiBonaventura,DavidBarron,MarkVahradian",1-17-2014,50500000.0,6.2,130026,movie,Jack Ryan: Shadow Recruit,0,2014,105,"Action,Drama,Thriller"
61,61,Blended,127994610,46294610,36.2,81700000,63.8,15.0,64.0,PG-13,FrankCoraci,"MikeKarz,AdamSandler,JackGiarraputo",5-23-2014,46300000.0,6.5,129356,movie,Blended,0,2014,117,"Comedy,Romance"
62,62,Sex Tape,126069509,38543473,30.6,87526036,69.4,16.0,33.0,R,JakeKasdan,"ToddBlack,JasonBlumenthal,SteveTisch",7-18-2014,38500000.0,5.1,111693,movie,Sex Tape,0,2014,94,"Comedy,Romance"
63,63,The Theory of Everything,123726688,35893537,29,87833151,71,80.0,84.0,PG-13,JamesMarsh,"TimBevan,EricFellner,LisaBruce,AnthonyMcCarten",11-7-2014,35900000.0,7.7,438131,movie,The Theory of Everything,0,2014,123,"Biography,Drama,Romance"
64,64,Pompeii,117831631,23219748,19.7,94611883,80.3,27.0,34.0,PG-13,PaulW.S.Anderson,"JeremyBolt,PaulW.S.Anderson,RobertKulzer,DonCarmody",2-21-2014,23200000.0,5.5,110417,movie,Pompeii,0,2014,105,"Action,Adventure,Drama"
65,65,Seventh Son,114178613,17223265,15.1,96955348,84.9,12.0,34.0,PG-13,SergeyBodrov,"BasilIwanyk,ThomasTull,LionelWigram",2-6-2015,17200000.0,5.5,75973,movie,Seventh Son,0,2014,102,"Action,Adventure,Fantasy"
66,66,The Purge: Anarchy,111928365,71962800,64.3,39965565,35.7,57.0,56.0,R,JamesDeMonaco,"JasonBlum,MichaelBay,AndrewForm,BradFuller,SebastienK.Lemercier",7-18-2014,71500000.0,6.4,149430,movie,The Purge: Anarchy,0,2014,103,"Action,Horror,Sci-Fi"
67,67,"Dad, Where Are We Going?",111870000,-,-,111870000,100,,,,,,,,4.0,75,movie,Ba ba qu na er,0,2014,95,Documentary
68,68,The Boxtrolls,108255770,50837305,47,57418465,53,78.0,63.0,PG,"AnthonyStacchi,GrahamAnnable","DavidBleimanIchioka,TravisKnight",9-26-2014,50800000.0,6.8,57127,movie,The Boxtrolls,0,2014,96,"Adventure,Animation,Comedy"
69,69,Horrible Bosses 2,107645357,54445357,50.6,53200000,49.4,35.0,47.0,R,SeanAnders,"BrettRatner,JayStern,ChrisBender,JohnRickard,JohnMorris",11-26-2014,54400000.0,6.3,169089,movie,Horrible Bosses 2,0,2014,108,"Comedy,Crime"
70,70,The Breakup Guru,106980263,208959,0.2,106771304,99.8,,45.0,,ChaoDeng,,,209.0K,4.2,567,movie,Fen shou da shi,0,2014,114,Comedy
71,71,Ouija,103590271,50856010,49.1,52734261,50.9,6.0,24.0,PG-13,StilesWhite,"MichaelBay,AndrewForm,BradFuller,JasonBlum,BennettSchneir",10-24-2014,50800000.0,4.5,51992,movie,Ouija,0,2014,89,"Horror,Mystery,Thriller"
72,72,Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,41,60874496,59,,,,,,,,7.7,615432,movie,Birdman or (The Unexpected Virtue of Ignorance),0,2014,119,"Comedy,Drama"
73,73,Transcendence,103039258,23022309,22.3,80016949,77.7,19.0,37.0,PG-13,WallyPfister,"AndrewA.Kosove,BroderickJohnson,KateCohen,MarisaPolvino,AnnieMarter,DavidValdes,AaronRyder",4-18-2014,23000000.0,6.2,225649,movie,Transcendence,0,2014,119,"Action,Drama,Sci-Fi"
74,74,Heaven Is for Real,101888019,91443253,89.7,10444766,10.3,51.0,66.0,PG,RandallWallace,"JoeRoth,ThomasDexterJakesSr.",4-16-2014,91400000.0,5.9,26965,movie,Heaven Is for Real,0,2014,99,"Biography,Drama,Family"
75,75,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,66.5,33700000,33.5,62.0,58.0,PG,MiguelArteta,"ShawnLevy,LisaHenson,DanLevine",10-10-2014,67000000.0,6.2,43669,movie,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",0,2014,81,"Comedy,Drama,Family"
76,76,Tammy,100375432,84525432,84.2,15850000,15.8,24.0,36.0,R,BenFalcone,"WillFerrell,AdamMcKay,MelissaMcCarthy",7-2-2014,84500000.0,4.9,51259,movie,Tammy,0,2014,97,"Comedy,Romance"
77,77,PK,100370104,10616104,10.6,89754000,89.4,77.0,85.0,,RajkumarHirani,"VidhuVinodChopra,RajkumarHirani",12-19-2014,10600000.0,8.2,178449,movie,PK,0,2014,153,"Comedy,Drama,Sci-Fi"
78,78,The Continent,100125957,-,-,100125957,100,,53.0,,HanHan,,,,6.2,1678,movie,Hou hui wu qi,0,2014,105,"Comedy,Drama"
79,79,The Book of Life,99783556,50151543,50.3,49632013,49.7,83.0,77.0,PG,JorgeR.Gutierrez,"GuillermodelToro,AaronD.Berger,BradBooker,CarinaSchulze",10-17-2014,50100000.0,7.2,69858,movie,The Book of Life,0,2014,95,"Adventure,Animation,Comedy"
80,80,Ode to My Father,99085291,2300121,2.3,96785170,97.7,71.0,85.0,,YoonJe-kyoon,,1-9-2015,2300000.0,7.8,5129,movie,Gukjesijang,0,2014,126,"Drama,War"
81,81,Fleet of Time,94244191,569280,0.6,93674911,99.4,,,,,,,,5.6,547,movie,Cong cong na nian,0,2014,119,"Drama,Romance"
82,82,The Man from Macau,93864936,-,-,93864936,100,,19.0,,JingWong,AndrewLauWai-Keung,,,4.9,1711,movie,Du cheng feng yun,0,2014,93,"Action,Comedy,Drama"
83,83,Paranormal Activity: The Marked Ones,90894962,32462372,35.7,58432590,64.3,39.0,34.0,R,ChristopherLandon,"JasonBlum,OrenPeli",1-3-2014,32500000.0,5.0,42259,movie,Paranormal Activity: The Marked Ones,0,2014,84,"Horror,Mystery"
84,84,The Hundred-Foot Journey,89514453,54240821,60.6,35273632,39.4,68.0,81.0,PG,LasseHallström,"StevenSpielberg,OprahWinfrey,JulietBlake",8-8-2014,54200000.0,7.3,81714,movie,The Hundred-Foot Journey,0,2014,122,"Comedy,Drama"
85,85,Deliver Us from Evil,87937815,30577122,34.8,57360693,65.2,29.0,42.0,R,ScottDerrickson,JerryBruckheimer,7-2-2014,30600000.0,6.2,75808,movie,Deliver Us from Evil,0,2014,118,"Crime,Drama,Fantasy"
86,86,A Million Ways to Die in the West,87189756,43139300,49.5,44050456,50.5,33.0,41.0,R,SethMacFarlane,"ScottStuber,SethMacFarlane,JasonClark",5-30-2014,42600000.0,6.1,186854,movie,A Million Ways to Die in the West,0,2014,116,"Comedy,Western"
87,87,Step Up All In,86165646,14904384,17.3,71261262,82.7,42.0,57.0,PG-13,TrishSie,"AdamShankman,JenniferGibgot,PatrickWachsberger,ErikFeig",8-8-2014,14900000.0,6.0,34138,movie,Step Up All In,0,2014,112,"Drama,Music,Romance"
88,88,John Wick,86013056,43037835,50,42975221,50,86.0,81.0,R,ChadStahelski,"BasilIwanyk,DavidLeitch,EvaLongoria",10-24-2014,43000000.0,7.4,602236,movie,John Wick,0,2014,101,"Action,Crime,Thriller"
89,89,The Judge,84419388,47119388,55.8,37300000,44.2,100.0,,,ErikaCohn,ErikaCohn,4-13-2018,,7.4,188650,movie,The Judge,0,2014,141,"Crime,Drama"
90,90,Tiny Times 3.0,82320000,-,-,82320000,100,,,,,,,,3.0,791,movie,Xiao shi dai 3: Ci jin shi dai,0,2014,125,"Drama,Romance"
91,91,Gone with the Bullets,81387479,-,-,81387479,100,,,,,,,,5.8,1568,movie,Yi bu zhi yao,0,2014,140,"Action,Comedy,Drama"
92,92,Muppets Most Wanted,80383113,51183113,63.7,29200000,36.3,80.0,58.0,PG,JamesBobin,"DavidHoberman,ToddLieberman",3-21-2014,51200000.0,6.4,34087,movie,Muppets Most Wanted,0,2014,107,"Adventure,Comedy,Crime"
93,93,Spanish Affair,78768613,-,-,78768613,100,,,,"LuisMarquina,DonSiegel",BruceOdlum,,,6.5,17219,movie,Ocho apellidos vascos,0,2014,98,"Comedy,Romance"
94,94,If I Stay,78274843,50474843,64.5,27800000,35.5,35.0,61.0,PG-13,R.J.Cutler,AlisonGreenspan,8-22-2014,50500000.0,6.7,121613,movie,If I Stay,0,2014,107,"Drama,Fantasy,Music"
95,95,Head Full of Honey,78127384,-,-,78127384,100,0.0,75.0,PG-13,TilSchweiger,"TilSchweiger,ChristianSpecht",11-30-2018,8.7K,6.5,6518,movie,Honig im Kopf,0,2014,139,"Comedy,Drama,Family"
96,96,"I, Frankenstein",76801179,19075290,24.8,57725889,75.2,5.0,38.0,PG-13,StuartBeattie,"TomRosenberg,GaryLucchesi,RichardS.Wright,AndrewMason,SidneyKimmel",1-24-2014,19100000.0,5.1,80582,movie,"I, Frankenstein",0,2014,92,"Action,Fantasy,Sci-Fi"
97,97,My Old Classmate,73052128,-,-,73052128,100,,,,FrantGwo,,,,5.6,461,movie,Tong zhuo de ni,0,2014,98,"Comedy,Romance"
98,98,The Bélier Family,72751538,-,-,72751538,100,83.0,75.0,,ÉricLartigau,"EricJehelmann,NadiaKhamlichi,AdrianPolitowski,PhilippeRousselet,GillesWaterkeyn,StéphanieBermann",,,7.3,27137,movie,La famille Bélier,0,2014,106,"Comedy,Drama,Music"
99,99,Brick Mansions,71416730,20396829,28.6,51019901,71.4,26.0,47.0,PG-13,CamilleDelamarre,"ClaudeLéger,JonathanVanger",4-25-2014,20400000.0,5.6,42017,movie,Brick Mansions,0,2014,90,"Action,Crime,Thriller"
100,100,Son of God,70829270,59700064,84.3,11129206,15.7,21.0,73.0,PG-13,"ChristopherSpencer,TonyMitchell,CrispinReece","RomaDowney,MarkBurnett,RichardBedser",2-28-2014,59700000.0,5.8,18866,movie,Son of God,0,2014,138,"Biography,Drama,History"
101,101,Think Like a Man Too,70181428,65182182,92.9,4999246,7.1,23.0,59.0,PG-13,TimStory,WillPacker,6-20-2014,65099999.99999999,5.7,20885,movie,Think Like a Man Too,0,2014,106,"Comedy,Romance"
102,102,Jersey Boys,67647013,47047013,69.5,20600000,30.5,51.0,62.0,R,ClintEastwood,"ClintEastwood,GrahamKing,RobertLorenz",6-20-2014,47000000.0,6.8,34640,movie,Jersey Boys,0,2014,134,"Biography,Drama,Music"
103,103,The Giver,66980456,45090374,67.3,21890082,32.7,35.0,55.0,PG-13,PhillipNoyce,"NikkiSilver,JeffBridges,NeilKoenigsberg",8-15-2014,45100000.0,6.4,117619,movie,The Giver,0,2014,97,"Drama,Romance,Sci-Fi"
104,104,Selma,66787908,52076908,78,14711000,22,99.0,86.0,PG-13,AvaDuVernay,"ChristianColson,OprahWinfrey,DedeGardner,JeremyKleiner",1-9-2015,52100000.0,7.5,90776,movie,Selma,0,2014,128,"Biography,Drama,History"
105,105,Beijing Love Story,65842375,428318,0.7,65414057,99.3,33.0,53.0,,ChenSiCheng,LiChen,2-14-2014,427.9K,5.8,396,movie,Bei Jing ai qing gu shi,0,2014,121,"Drama,Romance"
106,106,The House That Never Dies,65220000,-,-,65220000,100,,20.0,,JoeChien,GordonChan,,,4.6,350,movie,Jing Cheng 81 hao,0,2014,90,"Drama,Horror,Mystery"
107,107,The Pirates,64858224,415775,0.6,64442449,99.4,81.0,83.0,G,WilfordLeach,"TimothyBurrill,JosephPapp",2-18-1983,,6.5,3697,movie,Hae-jeok: Ba-da-ro gan san-jeok,0,2014,130,"Action,Adventure,Comedy"
108,108,God's Not Dead,64667874,60755732,94,3912142,6,12.0,75.0,PG,HaroldCronk,"MichaelScott,RussellWolfe,DavidA.R.White,AnnaZielinski,ElizabethTravis",3-21-2014,20600000.0,4.8,42452,movie,God's Not Dead,0,2014,113,Drama
109,109,The Inbetweeners 2,63852235,-,-,63852235,100,69.0,60.0,,"DamonBeesley,IainMorris",,,,6.4,43632,movie,The Inbetweeners 2,0,2014,96,Comedy
110,110,The White Haired Witch of Lunar Kingdom,62515046,-,-,62515046,100,13.0,22.0,,"ChiLeung""Jacob""Cheung",JianxinHuang,,,5.3,1697,movie,Bai fa mo nu zhuan zhi ming yue tian guo,0,2014,104,Fantasy
