,Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic,Score
45,Date Night,55000000,41.739,6.3,160762,88,"Comedy,Crime,Romance",,,,4/9/2010,28.0,38.25,15.264,15.264,20.6924,152263880,98711404.0,0.6510832383
46,The Secret World of Arrietty,23000000,43.767,7.6,89725,94,"Adventure,Animation,Drama",95.0,85.0,G,2/17/2012,120.0,44.0,0.0,3.971,6.0588,148800274,19202743.0,0.5410526316
47,Legend of the Guardians: The Owls of Ga'Hoole,80000000,22.641,6.9,82454,97,"Action,Adventure,Animation",52.0,63.0,PG,9/24/2010,62.0,54.25,16.668,0.63,14.0138,140073390,55675313.0,0.4899777283
48,The Wolfman,150000000,37.272,5.8,105998,103,"Drama,Fantasy,Horror",34.0,33.0,R,2/12/2010,52.0,51.125,8.048,4.98625,17.5332,139789765,61979680.0,0.3122465531
49,The Bounty Hunter,40000000,17.749,5.5,126351,110,"Action,Comedy,Romance",,45.0,,3/19/2010,47.0,56.5,3.436,2.248,13.353,136333522,67061228.0,0.4886685552
50,Saw: The Final Chapter,20000000,62.294,5.6,97137,90,"Crime,Horror,Mystery",,,,10/29/2010,72.0,38.5,15.264,15.264,15.4252,136151680,45710178.0,0.312039312
51,Wall Street: Money Never Sleeps,70000000,15.778,6.2,101994,133,Drama,55.0,44.0,PG-13,9/24/2010,65.0,44.625,7.534,1.376,17.5238,134748021,52474616.0,0.1504761905
52,The Adjustment Bureau,50200000,26.972,7.0,254322,106,"Romance,Sci-Fi,Thriller",71.0,67.0,PG-13,3/4/2011,53.0,42.0,6.464,2.463,16.469,127869379,62495645.0,0.6576839039
53,Predators,40000000,170.796,6.4,222228,107,"Action,Adventure,Sci-Fi",65.0,52.0,R,7/9/2010,66.0,47.75,4.263,6.646,19.0904,127233108,52000688.0,0.3472858077
54,A Nightmare on Elm Street,1800000,44.095,7.5,229013,91,Horror,15.0,43.0,R,4/30/2010,50.0,40.25,3.175,8.096666667,8.184000000000000,115694863,63075011.0,0.2763485477
55,Dear John,25000000,20.625,6.3,146758,108,"Drama,Mystery,Romance",28.0,55.0,PG-13,2/5/2010,40.0,47.75,6.687,4.197333333,18.6508,114984666,80014842.0,0.7501041233
56,Cats & Dogs: The Revenge of Kitty Galore,85000000,33.093,4.3,15081,82,"Action,Adventure,Animation",13.0,38.0,PG,7/30/2010,75.0,38.0,3.815,2.5085,11.4708,112483764,43585753.0,-0.81897302
57,Tooth Fairy,48000000,75.778,5.0,45737,101,"Comedy,Family,Fantasy",,29.0,,1/22/2010,56.0,51.75,5.513,3.668,14.9846,112462508,60022256.0,0.5182370821
58,Sanctum,30000000,100.769,5.9,55302,108,"Action,Adventure,Drama",30.0,37.0,R,2/4/2011,116.0,42.125,1.856,1.96,9.3226,108609310,23209310.0,0.4147368421
59,Hereafter,50000000,14.421,6.5,92607,129,"Drama,Fantasy,Romance",47.0,38.0,PG-13,10/15/2010,93.0,39.625,31.857,13.22133333,13.5454,106956330,32746941.0,0.3802083333
60,Life as We Know It,38000000,66.535,6.5,130235,115,"Comedy,Drama,Romance",29.0,61.0,PG-13,10/8/2010,64.0,50.625,13.061,2.772,12.5012,105734416,53374681.0,0.782129743
61,Let the Bullets Fly,0,8.833,7.3,10767,132,"Action,Comedy,Drama",76.0,71.0,,3/2/2012,,47.125,0.6,2.1412,8.646,104731450,,0.4368600683
62,Love & Other Drugs,30000000,151.894,6.7,198618,112,"Comedy,Drama,Romance",49.0,53.0,R,11/24/2010,98.0,55.625,7.371,3.6096,19.525,102820008,32367005.0,0.9347181009
63,Aftershock,2000000,17.804,4.8,11745,89,"Action,Adventure,Horror",100.0,,,0,,,0.0,0.6475,6.042,100293273,,
64,Umizaru 3: The Last Message,0,0.84,5.9,200,\N,Drama,,,,0,,,15.264,15.264,,98663381,,
65,Killers,75000000,39.174,5.4,90959,100,"Action,Comedy,Romance",73.0,65.0,,6/4/2010,71.0,85.625,0.0,1.7684,19.8592,98159963,47059963.0,-0.8336798337
66,Kick-Ass,28000000,75.253,7.6,551080,117,"Action,Comedy,Crime",76.0,81.0,R,4/16/2010,70.0,44.0,13.649,9.6025,27.5612,96188903,48071303.0,0.4342194956
67,Nanny McPhee Returns,25000000,40.558,6.1,32022,109,"Comedy,Family,Fantasy",75.0,55.0,PG,8/20/2010,101.0,42.75,4.132,3.537333333,21.1622,123276807,29011215.0,0.5654169855
68,Get Him to the Greek,40000000,16.291,6.4,176586,109,"Comedy,Music",,,,6/4/2010,53.0,32.75,15.264,15.264,13.5444,91720255,60974475.0,0.6406153846
69,Burlesque,55000000,21.699,6.4,84465,119,"Drama,Music,Musical",,,,11/24/2010,87.0,63.625,6.611,15.264,9.763,89519773,39440655.0,0.6715715127
70,The Last Song,20000000,22.374,6.0,86600,108,"Drama,Music,Romance",,,,3/31/2010,51.0,62.25,15.264,15.264,7.1994,89137047,62950384.0,0.4612337295
71,Dinner for Schmucks,69000000,37.948,5.9,105616,114,Comedy,42.0,42.0,PG-13,7/30/2010,44.0,36.75,6.28,6.213,17.1518,86855739,73026337.0,0.638905067
72,Bayside Shakedown 3: Set the Guys Loose,0,1.502,5.5,309,141,Drama,,,,0,,,15.264,15.264,2.6394,85347374,,
73,Marmaduke,50000000,29.054,4.3,15414,99,"Comedy,Family",9.0,42.0,PG,6/4/2010,91.0,48.75,2.766,3.532,26.7272,83761844,33644788.0,0.4045346062
74,Piranha 3D,24000000,60.238,5.5,89521,88,"Comedy,Horror",13.0,22.0,R,8/20/2010,110.0,73.125,3.842,1.997333333,14.3918,83188165,25003155.0,0.2007434944
75,Edge of Darkness,80000000,12.479,6.6,93719,117,"Action,Crime,Drama",,,,1/29/2010,76.0,41.125,15.264,15.264,12.9514,81126522,43313890.0,-0.3520408163
76,Vampires Suck,20000000,24.261,3.4,48572,82,"Comedy,Horror",4.0,29.0,PG-13,8/18/2010,88.0,70.625,0.0,4.193,6.4198,80547866,36661504.0,-0.3567708333
77,Letters to Juliet,30000000,42.299,6.5,98712,105,"Adventure,Comedy,Drama",42.0,62.0,PG,5/14/2010,63.0,57.0,2.845,4.977666667,15.8322,82148538,53032453.0,0.7198399085
78,The Back-up Plan,35000000,17.681,5.3,49814,104,"Comedy,Romance",17.0,46.0,PG-13,4/23/2010,86.0,54.5,1.51,1.862666667,8.495,77477008,37490007.0,0.4952463267
79,Diary of a Wimpy Kid,0,476.648,5.2,2492,58,"Animation,Comedy,Drama",73.0,37.0,PG,3/19/2010,48.0,49.75,4.294,3.199,9.4946,76196538,64003625.0,-0.1203590371
80,If You Are the One 2,0,2.164,5.9,1517,120,"Comedy,Romance",,67.0,,0,,,5.947,3.5195,8.140200000000000,76085443,,
81,Easy A,8000000,66.417,7.0,382340,92,"Comedy,Drama,Romance",85.0,77.0,PG-13,9/17/2010,59.0,58.625,5.607,3.9645,17.4682,75026327,58401464.0,0.8605230386
82,Hubble,0,6.826,7.7,4366,45,"Documentary,Short",88.0,86.0,G,3/19/2010,123.0,70.75,0.6,15.264,,74249729,52522904.0,0.632183908
83,Pokémon: Zoroark: Master of Illusions,0,26.271,6.1,1985,96,"Action,Animation,Family",,70.0,,0,,,6.304,15.264,4.6892000000000000,71143529,,
84,A Turtle's Tale: Sammy's Adventures,0,15.389,6.0,7424,88,"Adventure,Animation,Family",44.0,47.0,PG,0,,,1.708,15.264,14.0872,71594792,,
85,The Last Exorcism,1800000,25.701,5.7,49644,87,"Horror,Mystery,Thriller",72.0,35.0,PG-13,8/27/2010,79.0,47.25,1.686,4.637,8.4204,69432527,41034350.0,0.3963083605
86,Takers,32000000,25.31,6.2,61911,107,"Action,Crime,Thriller",28.0,62.0,PG-13,8/27/2010,60.0,39.375,1.913,5.7025,19.5434,80205382,57744720.0,0.3628742515
87,Legion,26000000,231.369,5.2,104018,100,"Action,Fantasy,Horror",,14.0,TV14,1/22/2010,81.0,59.875,1.585,1.637,15.204600000000000,67918658,40168080.0,0.3363518758
88,The American,20000000,37.988,6.3,95908,105,"Action,Crime,Drama",86.0,,,9/1/2010,89.0,91.5,1.02,1.02,9.648600000000000,67876281,35606376.0,-0.0577014783
89,The Next Three Days,30000000,58.139,7.3,194911,133,"Action,Crime,Drama",50.0,66.0,PG-13,11/19/2010,120.0,40.25,4.484,2.42575,12.1702,67448651,21148651.0,0.4471417384
90,Skyline,10000000,109.771,4.5,89448,92,"Action,Sci-Fi,Thriller",15.0,18.0,PG-13,11/12/2010,118.0,50.125,0.0,3.374,11.3726,66984887,21394120.0,0.2929542645
91,Devil,10000000,43.231,6.3,143130,80,"Horror,Mystery,Thriller",49.0,43.0,PG-13,9/17/2010,92.0,71.5,6.056,5.2545,16.7006,62695489,33601190.0,-0.6635750422
92,127 Hours,18000000,34.224,7.6,369651,94,"Biography,Drama",93.0,85.0,R,11/5/2010,141.0,72.875,6.737,3.411666667,13.1102,60738797,18335230.0,0.605562579
93,Why Did I Get Married Too?,20000000,12.338,4.6,9687,121,"Comedy,Drama,Romance",27.0,68.0,PG-13,4/2/2010,55.0,24.75,6.343,4.3115,5.730200000000000,60673972,60095852.0,0.4254295533
94,The Ghost Writer,45000000,15.701,7.2,162021,128,"Crime,Drama,Mystery",84.0,70.0,PG-13,2/19/2010,130.0,73.0,10.168,4.657,20.851,60331447,15541549.0,-0.2249277755
95,Secretariat,35000000,16.606,7.2,28163,123,"Biography,Drama,Family",64.0,76.0,PG,10/8/2010,58.0,51.125,2.21,1.2245,16.891800000000000,60321861,59713955.0,0.5047961631
96,Morning Glory,40000000,15.394,6.5,78101,107,"Comedy,Drama,Romance",55.0,51.0,PG-13,11/10/2010,99.0,64.75,1.846,6.7605,20.274,60040976,31011732.0,0.9325179249
97,Remember Me,16000000,22.986,7.1,145016,113,"Drama,Romance",,78.0,,3/12/2010,125.0,56.0,0.98,0.695,21.2308,56032889,19068240.0,0.3945945946
98,Cop Out,30000000,15.958,5.6,87556,107,"Action,Comedy,Crime",18.0,39.0,R,2/26/2010,73.0,38.875,16.02,1.763333333,14.9472,55611001,44875481.0,0.3627036814
99,Veda - Atatürk,0,1.749,7.3,7078,114,"Biography,Drama,History",,67.0,,0,,,1.32,15.264,1.6706000000000000,55024621,,
100,The Crazies,20000000,29.88,6.5,119200,101,"Horror,Mystery,Thriller",71.0,56.0,R,2/26/2010,82.0,44.375,4.383,2.383,15.636,54956140,39123589.0,0.3430079156
101,Little White Lies,565000,1.4,7.4,42,86,"Comedy,Drama",42.0,64.0,,8/24/2012,,54.25,12.213,2.824,1.9654,53319615,,-0.4516874711
102,From Paris with Love,52000000,53.337,6.4,116402,92,"Action,Crime,Thriller",37.0,54.0,R,2/5/2010,113.0,45.375,5.051,0.84,9.3592,52830951,24077427.0,0.9675675676
103,Detective Dee: The Mystery of the Phantom Flame,13000000,13.91,6.6,11206,123,"Action,Adventure,Drama",80.0,62.0,PG-13,9/2/2011,,29.625,7.95,3.555333333,15.0,51899269,,0.4932126697
104,Daybreakers,20000000,17.07,6.4,127396,98,"Action,Horror,Sci-Fi",69.0,49.0,R,1/8/2010,100.0,44.875,0.0,1.368666667,20.690000000000000,51416464,30101577.0,0.4196078431
105,Alpha and Omega,20000000,17.828,5.2,14237,90,"Adventure,Animation,Comedy",18.0,41.0,PG,9/17/2010,109.0,42.875,0.0,2.278333333,14.8392,50507267,25107267.0,0.3447505585
106,The Switch,19000000,16.105,6.1,103831,101,"Comedy,Drama,Romance",,,,8/20/2010,103.0,52.375,15.264,15.264,14.357400000000000,49830607,27779426.0,0.5074441687
107,She's Out of My League,20000000,20.441,6.4,135723,104,"Comedy,Romance",58.0,59.0,R,3/12/2010,95.0,45.625,1.859,3.3435,18.1624,49779728,32010860.0,0.7568389058
108,Death at a Funeral,21000000,18.533,5.7,49446,92,Comedy,43.0,45.0,R,4/16/2010,77.0,38.0,3.918,5.2516,18.7044,49050886,42739347.0,-0.8290598291
109,How Do You Know,120000000,10.486,5.4,49491,121,"Comedy,Drama,Romance",31.0,25.0,PG-13,12/17/2010,116.0,84.0,4.553,1.9935,24.931600000000000,48668907,30212620.0,0.2632864997
110,Charlie St. Cloud,44000000,26.544,6.4,61604,100,"Drama,Fantasy,Romance",28.0,60.0,PG-13,7/30/2010,97.0,45.75,3.724,3.313,16.2114,48190704,31162545.0,0.517911354
111,Heartbreaker,0,1.035,4.6,99,90,"Drama,Romance",,,R,0,,,0.6,15.264,,48023509,,
112,Scott Pilgrim vs. the World,85000000,56.904,7.6,413494,112,"Action,Comedy,Fantasy",82.0,84.0,PG-13,8/13/2010,96.0,46.875,31.091,9.56,14.767600000000000,48000000,31524275.0,0.693261038
113,StreetDance 2,0,18.254,5.6,9244,85,"Drama,Music,Romance",41.0,38.0,,0,,,0.0,2.178,6.210800000000000,46960833,,
114,Machete,20000000,73.313,6.6,196102,105,"Action,Crime,Thriller",72.0,63.0,R,9/3/2010,105.0,42.125,0.0,5.886,19.802,45491656,26593646.0,0.2762836186
115,The Man from Nowhere,0,1.4,6.9,106,59,"Drama,Mystery",,,,0,,,0.98,1.865333333,0.962,44723232,,
116,Of Gods and Men,4000000,44.799,7.2,15440,122,"Drama,History",92.0,75.0,PG-13,2/25/2011,177.0,48.125,2.678,2.654,6.0984,43803417,3951596.0,0.7006548176
117,When in Rome,55000000,13.904,5.5,62011,91,"Comedy,Romance",17.0,41.0,PG-13,1/29/2010,94.0,42.875,5.949,3.532333333,12.7928,43053376,32680633.0,0.6679797411
118,My Name Is Khan,12000000,34.068,8.0,104991,165,"Drama,Romance",83.0,83.0,PG-13,2/12/2010,171.0,29.875,2.353,0.938,5.7504,42345360,4018771.0,0.6986486486
119,Going the Distance,32000000,12.408,6.3,58185,103,"Comedy,Romance",,,,9/3/2010,126.0,45.0,2.705,15.264,15.8648,42059111,17804299.0,0.695
120,SP: The Motion Picture I,0,1.034,5.7,125,\N,Drama,,,,0,,,15.264,15.264,5.144,39674739,,
121,Kokkuri-san: Gekijô-ban,0,0.6,4.1,12,\N,Horror,,,,0,,,15.264,15.264,0.756,37982240,,
122,For Colored Girls,0,6.411,6.1,7697,134,Drama,32.0,73.0,R,11/5/2010,85.0,35.75,6.343,0.998,11.6394,37981984,37729698.0,0.3417553191
123,Detective Conan: The Lost Ship in the Sky,0,11.09,7.0,1616,103,"Action,Adventure,Animation",,,,0,,,15.264,15.264,8.169800000000000,36407407,,
124,Secret Reunion,0,8.053,6.9,3947,117,"Action,Drama,Thriller",,,,0,,,15.264,15.264,9.2634,36298578,,
125,Furry Vengeance,35000000,12.038,3.8,16877,92,"Comedy,Family",7.0,32.0,PG,4/30/2010,128.0,47.75,3.912,3.8445,12.1372,36288132,17630465.0,0.1851322373
126,You Will Meet a Tall Dark Stranger,22000000,9.379,6.3,45441,98,"Comedy,Drama,Romance",46.0,34.0,R,9/22/2010,181.0,63.25,13.842,1.268666667,20.581,35867322,3248246.0,0.4619469027
127,Faster,24000000,28.517,6.4,106300,98,"Action,Crime,Drama",42.0,52.0,R,11/24/2010,115.0,85.75,7.574,1.17575,21.0736,35626958,23240020.0,0.3071971913
128,The Kids Are All Right,3500000,12.233,7.1,129626,106,"Comedy,Drama,Romance",92.0,74.0,R,7/9/2010,121.0,67.0,2.287,1.1932,15.1722,34705850,20811365.0,0.687804878
129,The Extraordinary Adventures of Adèle Blanc-Sec,25000000,20.506,6.3,21037,107,"Action,Adventure,Comedy",85.0,54.0,PG,0,,,8.055,2.169,6.328000000000000,34604339,,
130,Camping 2,28612179,9.041,4.3,1331,99,Comedy,,13.0,,0,,,1.306,15.264,3.8028,33857735,,
131,Arthur 3: The War of the Two Worlds,70200000,22.07,5.5,9046,101,"Adventure,Animation,Family",20.0,42.0,PG,0,,,8.055,4.6805,12.473,33519334,,
132,Leap Year,19000000,52.553,6.4,102605,100,"Comedy,Romance",,57.0,,1/8/2010,107.0,61.125,3.851,15.264,11.6964,32686500,25918920.0,0.6580188679
133,Potiche,0,8.778,6.4,10780,103,Comedy,83.0,61.0,R,3/25/2011,,62.625,5.03,2.947,8.4722,32309881,,0.537366548
134,You Again,20000000,26.142,5.7,51643,105,"Comedy,Romance",19.0,43.0,PG,9/24/2010,108.0,62.25,3.44,2.132666667,15.944400000000000,32054369,25702053.0,0.6028776978
135,The Losers,25000000,73.681,6.3,99714,97,"Action,Adventure,Crime",48.0,54.0,PG-13,4/23/2010,114.0,37.25,8.719,3.249,18.1324,29397654,23591432.0,-0.4524109015
136,Sacrifice,0,25.338,4.6,916,87,"Horror,Mystery,Thriller",,,,0,,,15.264,15.264,3.3068000000000000,29093560,,
137,The Lady Shogun and Her Men,12800000,2.012,6.3,379,116,"Drama,Sci-Fi",,45.0,,0,,,1.364,15.264,6.5346,27769952,,
138,Legend of the Fist: The Return of Chen Zhen,0,11.903,6.2,10419,106,"Action,Drama,History",47.0,53.0,R,4/22/2011,,46.5,4.418,3.6085,13.2466,27390678,,-0.024
139,Ramona and Beezus,15000000,15.408,6.6,18620,104,"Comedy,Drama,Family",70.0,71.0,G,7/23/2010,106.0,43.875,3.401,3.799,18.5386,27293743,26167002.0,0.7544273908
140,Let Me In,20000000,29.146,7.1,119883,116,"Drama,Fantasy,Horror",88.0,76.0,R,10/1/2010,135.0,47.5,20.631,1.785142857,21.4658,27093592,12134935.0,0.3884197829
141,Biutiful,0,9.46,7.4,89827,148,"Drama,Romance",66.0,74.0,R,1/28/2011,166.0,55.5,5.773,3.058,6.135,25147786,5101237.0,0.4748784441
142,Elle s'appelait Sarah,10000000,14.119,7.5,17062,111,"Drama,War",,,,7/22/2011,158.0,12.5,15.264,15.264,5.414,24792815,7693187.0,1.0
143,Lottery Ticket,0,13.419,5.0,10995,99,Comedy,34.0,44.0,PG-13,8/20/2010,111.0,43.125,1.4,1.8098,6.621,24719879,24719879.0,0.5842479019
144,Liar Game: The Final Stage,0,4.788,7.1,1197,133,"Drama,Thriller",,,,0,,,15.264,15.264,6.862,24658706,,
145,The Way Back,0,19.554,6.7,43833,108,"Drama,Sport",,,,1/21/2011,190.0,68.25,15.264,15.264,9.3328,24172201,2701859.0,0.3529411765
146,The Way Back,0,19.554,6.7,43833,108,"Drama,Sport",,,,1/21/2011,190.0,68.25,15.264,15.264,9.3328,24172201,2701859.0,0.3522046815
147,Da Xiao Jiang Hu,10000000,2.147,4.0,324,119,"Action,Comedy",,,,0,,,15.264,15.264,4.2894,23705022,,
148,Act of Vengeance,0,3.98,5.5,881,90,"Crime,Drama,Horror",,57.0,,0,,,1.952,15.264,4.1186,23423390,,
149,Under the Hawthorn Tree,0,7.499,7.1,3177,114,"Drama,Romance",,76.0,,0,,,9.165,1.460333333,4.517800000000000,23004431,,
150,Recep Ivedik 3,0,6.24,4.0,18993,95,Comedy,,32.0,,0,,,3.731,1.089,,22588876,,
151,A Thousand Words,40000000,48.522,5.9,42314,91,"Comedy,Drama",0.0,47.0,PG-13,3/9/2012,123.0,44.0,5.781,9.2465,11.1922,22044277,18450127.0,0.4648602879
152,22 Bullets,24000000,90.129,6.6,34426,117,"Action,Crime,Drama",46.0,55.0,,0,,,4.206,5.3995,7.3802,21695883,,
153,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,0,11.276,7.3,42,90,Animation,,,,0,,,15.264,15.264,5.2874,21645379,,
154,Just Wright,0,17.099,5.9,14455,101,"Comedy,Romance,Sport",46.0,61.0,PG,5/14/2010,117.0,36.125,2.269,4.468333333,13.6452,21584424,21540363.0,0.6473616474
155,My Soul to Take,25000000,9.422,4.7,20419,107,"Horror,Mystery,Thriller",10.0,26.0,R,10/8/2010,132.0,41.0,7.502,3.335666667,8.672,21500813,14744435.0,-0.02743142145
156,Our Family Wedding,14000000,9.362,5.0,7164,103,"Comedy,Romance",15.0,48.0,PG-13,3/12/2010,122.0,34.625,1.735,1.243,8.750400000000000,21409028,20255281.0,0.6507352941
157,Astral City: A Spiritual Journey,12000000,8.959,6.4,3100,103,"Drama,Fantasy",,67.0,,0,,,1.313,15.264,2.3310000000000000,21218935,,
158,71: Into the Fire,10400000,10.882,7.3,5444,120,"Action,Drama,War",,90.0,,0,,,1.96,15.264,6.5996,20967660,,
159,Country Strong,15000000,12.365,6.3,18051,117,"Drama,Music",22.0,53.0,PG-13,12/22/2011,124.0,48.625,1.012,17.6645,8.8116,20601987,20218921.0,0.8976784179
160,Beck,0,7.342,6.9,988,145,"Drama,Music",95.0,88.0,,2/9/2018,,89.5,0.0,1.053333333,6.805200000000000,20219060,,0.3861236802
161,How Not to Rescue a Princess,3000000,5.036,6.4,1579,75,"Adventure,Animation,Comedy",,,,0,,,15.264,15.264,2.3454,20157447,,
162,About Her Brother,0,2.918,7.0,793,126,Drama,,,,0,,,15.264,15.264,4.7386,19969473,,
163,Trick the Movie: Psychic Battle Royale,0,2.869,6.0,238,119,Mystery,,,,0,,,15.264,15.264,8.908600000000000,19795115,,
164,Another Year,8000000,8.744,7.4,29323,129,"Comedy,Drama",92.0,74.0,PG-13,12/29/2011,187.0,72.75,4.708,0.631,6.817,19722766,3205706.0,0.5246345425
165,Youth in Revolt,18000000,11.449,6.5,74089,90,"Comedy,Drama,Romance",66.0,52.0,R,1/8/2010,131.0,39.25,6.552,1.646,16.1256,19651093,15281286.0,0.6254927727
166,Hot Summer Days,0,1.487,6.1,882,93,"Comedy,Romance",50.0,52.0,PG,0,,,0.0,15.264,6.656000000000000,19573451,,
167,Buried,1987650,21.703,7.0,158625,95,"Drama,Mystery,Thriller",87.0,65.0,R,10/8/2010,,85.875,2.468,2.8365,13.347,19439764,,0.3289256198
168,The Servant,0,10.718,7.8,11706,116,Drama,89.0,89.0,,3/16/1964,,,6.63,15.264,6.026400000000000,19259164,,
169,Norwegian Wood,0,11.229,6.3,11685,133,"Drama,Romance",74.0,49.0,,1/6/2012,,55.5,2.273,3.021,7.6456,19115721,,
170,Head Over Heels,14000000,11.514,5.4,14511,86,"Comedy,Mystery,Romance",,82.0,,0,,,3.392,1.473,12.5518,18876082,,
171,Harry Potter and the Deathly Hallows: Part 2,125000000,265.513,8.2,839639,130,"Adventure,Fantasy,Mystery",96.0,89.0,PG-13,7/15/2011,1.0,47.625,14.088,6.070666667,35.706600000000000,1341511219,381011219.0,0.5224646983
172,Transformers: Dark of the Moon,195000000,32.903,6.2,401355,154,"Action,Adventure,Sci-Fi",35.0,55.0,PG-13,6/29/2011,2.0,40.75,16.464,2.1495,15.7052,1123794079,352390543.0,0.3635334088
173,Pirates of the Caribbean: On Stranger Tides,380000000,278.171,6.6,510552,137,"Action,Adventure,Fantasy",33.0,54.0,PG-13,5/20/2011,5.0,46.125,4.192,4.75,22.465400000000000,1045713802,241071802.0,0.3937823834
174,The Twilight Saga: Breaking Dawn - Part 1,110000000,130.858,4.9,236412,117,"Adventure,Drama,Fantasy",25.0,60.0,PG-13,11/18/2011,3.0,35.25,9.832,4.289333333,24.2466,712205856,281287133.0,0.6530120482
175,Mission: Impossible - Ghost Protocol,145000000,85.187,7.4,479034,132,"Action,Adventure,Thriller",93.0,76.0,PG-13,12/16/2011,21.0,49.875,14.555,18.10666667,26.5824,694713380,209397903.0,-0.3509496284
176,Kung Fu Panda 2,150000000,97.452,7.2,274962,90,"Action,Adventure,Animation",80.0,74.0,PG,5/26/2011,13.0,57.125,3.238,0.6,20.7042,665692281,165249063.0,-0.6728896104
177,Fast Five,125000000,22.003,7.3,373986,130,"Action,Adventure,Crime",77.0,83.0,PG-13,4/29/2011,6.0,47.75,11.224,18.18066667,21.645000000000000,626137675,209837675.0,0.5242424242
178,The Hangover Part II,80000000,133.451,6.5,489016,102,Comedy,34.0,52.0,R,5/26/2011,4.0,32.375,8.017,4.3085,18.2014,586764305,254464305.0,0.2154150198
179,The Smurfs,110000000,72.911,5.4,88940,103,"Adventure,Animation,Comedy",21.0,43.0,PG,7/29/2011,17.0,48.125,11.426,1.736,12.2422,563749323,142614158.0,0.08483633935
180,Cars 2,200000000,133.706,6.2,180237,106,"Adventure,Animation,Comedy",39.0,49.0,G,6/24/2011,7.0,58.25,7.206,2.786,21.275,559852396,191452396.0,0.587456446
181,Puss in Boots,130000000,57.423,6.6,155196,90,"Adventure,Animation,Comedy",86.0,67.0,PG,10/28/2011,15.0,48.5,7.871,3.1975,16.9278,554987477,149260504.0,0.6767241379
182,Sherlock Holmes: A Game of Shadows,125000000,74.814,7.4,444166,129,"Action,Adventure,Mystery",59.0,77.0,PG-13,12/16/2011,19.0,43.75,17.049,3.001,25.6416,543848418,186848418.0,0.6254681648
183,Rio,90000000,109.257,6.9,221910,96,"Adventure,Animation,Comedy",72.0,71.0,G,4/15/2011,16.0,73.25,2.712,1.933,23.0724,484635760,143619809.0,0.2591170825
184,Rise of the Planet of the Apes,93000000,61.88,7.6,517869,105,"Action,Drama,Sci-Fi",82.0,77.0,PG-13,8/5/2011,9.0,37.75,3.286,5.72775,13.456,482860185,176760185.0,0.6291970803
185,Thor,150000000,182.673,7.0,812534,115,"Action,Adventure,Fantasy",77.0,76.0,PG-13,5/6/2011,8.0,77.0,27.071,11.621,25.9926,449326618,181030624.0,0.5653896962
186,The Intouchables,13000000,116.444,8.5,826554,112,"Biography,Comedy,Drama",75.0,93.0,R,5/25/2012,147.0,67.875,0.0,2.760333333,7.0132,426588510,10198820.0,0.8097251586
187,The Adventures of Tintin,130000000,38.472,7.3,227716,107,"Action,Adventure,Animation",74.0,74.0,PG,12/21/2011,74.0,71.375,29.221,15.406,16.265800000000000,373993951,77591831.0,0.9071832123
188,Captain America: The First Avenger,140000000,119.236,6.9,813953,124,"Action,Adventure,Sci-Fi",79.0,75.0,PG-13,7/22/2011,10.0,39.625,8.048,11.621,26.412,370569774,176654505.0,0.6044657097
189,Alvin and the Chipmunks: Chipwrecked,75000000,60.115,4.3,34622,87,"Adventure,Animation,Comedy",12.0,51.0,G,12/16/2011,34.0,51.25,5.691,6.999,17.5806,342695435,133110742.0,0.7289256198
190,Real Steel,110000000,244.759,7.1,319842,127,"Action,Drama,Sci-Fi",60.0,73.0,PG-13,10/7/2011,35.0,44.0,33.013,11.59666667,16.6302,299268508,85468508.0,0.6422553467
191,Bridesmaids,32500000,24.987,6.8,286618,125,"Comedy,Romance",90.0,76.0,R,5/13/2011,12.0,39.25,4.309,4.298666667,16.9266,288383523,169106725.0,0.6711370262
192,Super 8,50000000,103.479,7.0,350145,112,"Action,Mystery,Sci-Fi",81.0,75.0,PG-13,6/10/2011,18.0,40.125,10.586,14.24733333,11.997,260095986,127004179.0,0.9090143218
193,Rango,135000000,74.386,7.2,256164,107,"Action,Adventure,Animation",88.0,69.0,PG,3/4/2011,20.0,42.25,4.916,2.569333333,22.7572,245724603,123477607.0,0.501953125
194,The Girl with the Dragon Tattoo,90000000,19.971,7.8,453469,158,"Crime,Drama,Mystery",86.0,86.0,R,3/19/2010,142.0,72.125,14.849,1.82525,14.4094,232617430,10095170.0,0.4695121951
195,The Green Hornet,120000000,19.6,5.8,159609,119,"Action,Comedy,Crime",44.0,43.0,PG-13,1/14/2011,32.0,49.375,6.112,10.182,15.751800000000000,227817248,98780042.0,0.4969656102
196,Immortals,75000000,31.409,6.0,166785,110,"Action,Drama,Fantasy",49.0,49.0,R,11/11/2011,38.0,37.375,2.572,2.324666667,23.269800000000000,226904017,83504017.0,0.4479578393
197,Green Lantern,200000000,111.634,5.5,280813,114,"Action,Adventure,Sci-Fi",26.0,45.0,PG-13,6/17/2011,24.0,45.25,5.754,6.8965,22.4584,219851172,116601172.0,0.3922174182
198,The Help,25000000,193.927,8.1,447542,146,Drama,76.0,89.0,PG-13,8/10/2011,11.0,60.875,9.105,4.141333333,20.8442,216639112,169708112.0,0.837559089
