Release-Date,Movie,Revenue, Revenue1,NumTheatres,Production,UNK1,UNK2,UNK3
2016-02-05,The Choice,"$18,730,891","$18,730,891",117,Lionsgate,,,
2016-02-05,Pride and Prejudice and Zombies,"$10,938,134","$10,938,134",141,Screen Gems,,,
2016-02-12,Deadpool,"$363,070,709","$363,070,709",6,Twentieth Century Fox,,,
2016-02-12,How to Be Single,"$46,843,513","$46,843,513",67,Warner Bros.,,,
2016-02-12,Zoolander 2,"$28,848,693","$28,848,693",92,Paramount Pictures,,,
2016-02-12,Where to Invade Next,"$3,827,261","$3,827,261",183,Drafthouse Films,,,
2016-02-19,Risen,"$36,880,033","$36,880,033",77,Sony Pictures Entertainment (SPE),,,
2016-02-19,The Witch,"$25,138,705","$25,138,705",101,A24,,,
2016-02-19,Race,"$19,206,207","$19,206,207",114,Focus Features,,,
2016-02-19,The Mermaid,"$3,232,685","$3,232,685",195,Sony Pictures Entertainment (SPE),,,
2016-02-26,Gods of Egypt,"$31,153,464","$31,153,464",86,Lionsgate,,,
2016-02-26,Eddie the Eagle,"$15,789,389","$15,789,389",124,Twentieth Century Fox,,,
2016-02-26,Triple 9,"$12,639,297","$12,639,297",133,Open Road Films (II),,,
2016-03-04,Zootopia,"$341,268,248","$341,268,248",7,Walt Disney Studios Motion Pictures,,,
2016-03-04,London Has Fallen,"$62,524,260","$62,524,260",51,Focus Features,,,
2016-03-04,Whiskey Tango Foxtrot,"$23,083,334","$23,083,334",105,Paramount Pictures,,,
2016-03-04,The Other Side of the Door,"$3,000,342","$3,000,342",200,Twentieth Century Fox,,,
2016-03-11,10 Cloverfield Lane,"$72,082,998","$72,082,998",44,Paramount Pictures,,,
2016-03-11,Eye in the Sky,"$18,704,595","$18,704,595",118,Bleecker Street Media,,,
2016-03-11,Hello,My Name Is Doris,"$14,444,999","$14,444,999",128,Roadside Attractions,,
2016-03-11,The Perfect Match,"$9,669,521","$9,669,521",147,Lionsgate,,,
2016-03-11,The Brothers Grimsby,"$6,874,837","$6,874,837",160,Sony Pictures Entertainment (SPE),,,
2016-03-11,The Young Messiah,"$6,490,401","$6,490,401",162,Focus Features,,,
2016-03-16,Miracles from Heaven,"$61,705,123","$61,705,123",52,TriStar Pictures,,,
2016-03-18,Allegiant,"$66,184,051","$66,184,051",46,Lionsgate,,,
2016-03-18,Midnight Special,"$3,712,282","$3,712,282",186,Warner Bros.,,,
2016-03-25,Batman v Superman: Dawn of Justice,"$330,360,194","$330,360,194",8,Warner Bros.,,,
2016-03-25,My Big Fat Greek Wedding 2,"$59,689,605","$59,689,605",54,Universal Pictures,,,
2016-03-30,Everybody Wants Some!!,"$3,400,278","$3,400,278",191,Paramount Pictures,,,
2016-04-01,God's Not Dead 2,"$20,774,575","$20,774,575",110,Pure Flix Entertainment,,,
2016-04-01,Meet the Blacks,"$9,097,072","$9,097,072",150,Freestyle Releasing,,,
2016-04-08,The Boss,"$63,285,885","$63,285,885",50,Universal Pictures,,,
2016-04-08,Hardcore Henry,"$9,252,038","$9,252,038",149,STX Entertainment,,,
2016-04-15,The Jungle Book,"$364,001,123","$364,001,123",5,Walt Disney Studios Motion Pictures,,,
2016-04-15,Barbershop: The Next Cut,"$54,030,051","$54,030,051",61,Warner Bros.,,,
2016-04-15,Criminal,"$14,708,696","$14,708,696",127,Lionsgate,,,
2016-04-15,Sing Street,"$3,237,118","$3,237,118",194,The Weinstein Company,,,
2016-04-15,Green Room,"$3,220,371","$3,220,371",196,A24,,,
2016-04-22,The Huntsman: Winter's War,"$48,390,190","$48,390,190",64,Universal Pictures,,,
2016-04-22,The Meddler2016 Re-release,"$4,367,218","$4,267,218",174,Sony Pictures Classics,,,
2016-04-22,A Hologram for the King,"$4,212,494","$4,212,494",176,Roadside Attractions,,,
2016-04-22,Compadres,"$3,127,773","$3,127,773",198,Pantelion Films,,,
2016-04-29,Mother's Day,"$32,492,859","$32,492,859",85,Open Road Films (II),,,
2016-04-29,Keanu,"$20,591,853","$20,591,853",111,Warner Bros.,,,
2016-04-29,Ratchet & Clank,"$8,821,329","$8,821,329",153,Focus Features,,,
2016-04-29,A Beautiful Planet,"$8,222,609","$15,650,615",156,IMAX,,,
2016-04-29,The Man Who Knew Infinity,"$3,866,794","$3,866,794",182,IFC Films,,,
2016-05-06,Captain America: Civil War,"$408,084,349","$408,084,349",3,Walt Disney Studios Motion Pictures,,,
2016-05-13,Money Monster,"$41,012,075","$41,012,075",72,TriStar Pictures,,,
2016-05-13,Love & Friendship,"$14,016,568","$14,016,568",130,Roadside Attractions,,,
2016-05-13,The Darkness,"$10,753,574","$10,753,574",142,BH Tilt,,,
2016-05-13,The Lobster2016 Re-release,"$8,700,374","$8,700,374",154,A24,,,
2016-05-20,The Angry Birds Movie,"$107,509,366","$107,509,366",26,Sony Pictures Entertainment (SPE),,,
2016-05-20,Neighbors 2: Sorority Rising,"$55,455,765","$55,455,765",58,Universal Pictures,,,
2016-05-20,The Nice Guys,"$36,261,763","$36,261,763",79,Warner Bros.,,,
2016-05-20,Maggie's Plan,"$3,351,735","$3,351,735",192,Sony Pictures Classics,,,
2016-05-27,X-Men: Apocalypse,"$155,442,489","$155,442,489",17,Twentieth Century Fox,,,
2016-05-27,Alice Through the Looking Glass,"$77,041,381","$77,041,381",39,Walt Disney Studios Motion Pictures,,,
2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,"$82,051,601","$82,051,601",37,Paramount Pictures,,,
2016-06-03,Me Before You,"$56,245,075","$56,245,075",56,Warner Bros.,,,
2016-06-03,Popstar: Never Stop Never Stopping,"$9,639,125","$9,639,125",148,Universal Pictures,,,
2016-06-10,The Conjuring 2,"$102,470,008","$102,470,008",28,Warner Bros.,,,
2016-06-10,Now You See Me 2,"$65,075,540","$65,075,540",47,Lionsgate,,,
2016-06-10,Warcraft,"$47,365,290","$47,365,290",66,Universal Pictures,,,
2016-06-17,Finding Dory,"$486,295,561","$486,295,561",1,Walt Disney Studios Motion Pictures,,,
2016-06-17,Central Intelligence,"$127,440,871","$127,440,871",22,Warner Bros.,,,
2016-06-24,Independence Day: Resurgence,"$103,144,286","$103,144,286",27,Twentieth Century Fox,,,
2016-06-24,The Shallows,"$55,124,043","$55,124,043",60,Sony Pictures Entertainment (SPE),,,
2016-06-24,Free State of Jones,"$20,810,036","$20,810,036",108,STX Entertainment,,,
2016-06-24,Hunt for the Wilderpeople,"$5,205,468","$5,205,468",168,The Orchard,,,
2016-06-24,Swiss Army Man,"$4,210,454","$4,210,454",177,A24,,,
2016-07-01,The Legend of Tarzan,"$126,643,061","$126,643,061",23,Warner Bros.,,,
2016-07-01,The Purge: Election Year,"$79,213,375","$79,213,375",38,Universal Pictures,,,
2016-07-01,The BFG,"$55,483,770","$55,483,770",57,Walt Disney Studios Motion Pictures,,,
2016-07-01,Our Kind of Traitor,"$3,153,157","$3,153,157",197,Roadside Attractions,,,
2016-07-06,Sultan,"$5,599,781","$6,200,000",166,Yash Raj Films,,,
2016-07-08,The Secret Life of Pets,"$368,384,330","$368,384,330",4,Universal Pictures,,,
2016-07-08,Mike and Dave Need Wedding Dates,"$46,009,673","$46,009,673",69,Twentieth Century Fox,,,
2016-07-08,Captain Fantastic,"$5,879,835","$5,879,835",165,Bleecker Street Media,,,
2016-07-13,The Infiltrator,"$15,436,808","$15,436,808",125,Broad Green Pictures,,,
2016-07-15,Ghostbusters,"$128,350,574","$128,350,574",21,Sony Pictures Entertainment (SPE),,,
2016-07-15,Hillary's America: The Secret History of the Democratic Party,"$13,099,931","$13,099,931",132,-,,,
2016-07-15,Café Society,"$11,103,205","$11,103,205",140,Lionsgate,,,
2016-07-21,Kabali,"$3,903,095","$3,903,095",181,-,,,
2016-07-22,Star Trek Beyond,"$158,848,340","$158,848,340",16,Paramount Pictures,,,
2016-07-22,Lights Out,"$67,268,835","$67,268,835",45,Warner Bros.,,,
2016-07-22,Ice Age 5: Collision Course,"$64,063,008","$64,063,008",49,Twentieth Century Fox,,,
2016-07-22,Absolutely Fabulous: The Movie,"$4,772,155","$4,772,155",171,Fox Searchlight Pictures,,,
2016-07-22,Don't Think Twice,"$4,417,667","$4,417,667",173,The Film Arcade,,,
2016-07-25,Batman: The Killing Joke,"$3,775,000","$3,775,000",185,Fathom Events,,,
2016-07-27,Nerve,"$38,583,626","$38,583,626",75,Lionsgate,,,
2016-07-29,Jason Bourne,"$162,434,410","$162,434,410",15,Universal Pictures,,,
2016-07-29,Bad Moms,"$113,257,297","$113,257,297",25,STX Entertainment,,,
2016-07-29,Indignation,"$3,401,155","$3,401,155",190,Roadside Attractions,,,
2016-08-05,Suicide Squad,"$325,100,054","$325,100,054",9,Warner Bros.,,,
2016-08-05,Nine Lives,"$19,700,032","$19,700,032",113,EuropaCorp,,,
2016-08-12,Sausage Party,"$97,685,686","$97,685,686",29,Sony Pictures Entertainment (SPE),,,
2016-08-12,Pete's Dragon,"$76,233,151","$76,233,151",40,Walt Disney Studios Motion Pictures,,,
2016-08-12,Florence Foster Jenkins,"$27,383,770","$27,383,770",95,Paramount Pictures,,,
2016-08-12,Hell or High Water,"$27,007,844","$27,007,844",97,Lionsgate,,,
2016-08-19,Kubo and the Two Strings,"$48,023,088","$48,023,088",65,Focus Features,,,
2016-08-19,War Dogs,"$43,034,523","$43,034,523",70,Warner Bros.,,,
2016-08-19,Ben-Hur,"$26,410,477","$26,410,477",99,Paramount Pictures,,,
2016-08-26,Don't Breathe,"$89,217,875","$89,217,875",33,Screen Gems,,,
2016-08-26,Mechanic: Resurrection,"$21,218,403","$21,218,403",107,Lionsgate,,,
2016-08-26,Southside with You,"$6,304,223","$6,304,223",164,Roadside Attractions,,,
2016-08-26,Hands of Stone,"$4,712,792","$4,712,792",172,The Weinstein Company,,,
2016-09-02,The Light Between Oceans,"$12,545,979","$12,545,979",134,Walt Disney Studios Motion Pictures,,,
2016-09-02,No manches Frida,"$11,528,613","$11,528,613",139,Pantelion Films,,,
2016-09-02,Morgan,"$3,915,251","$3,915,251",180,Twentieth Century Fox,,,
2016-09-09,Sully,"$124,976,335","$125,070,033",24,Warner Bros.,,,
2016-09-09,When the Bough Breaks,"$29,747,603","$29,747,603",91,Screen Gems,,,
2016-09-09,The Wild Life,"$8,005,586","$8,005,586",157,Lionsgate,,,
2016-09-16,Bridget Jones's Baby,"$24,252,420","$24,252,420",103,Universal Pictures,,,
2016-09-16,Snowden,"$21,587,519","$21,587,519",106,Open Road Films (II),,,
2016-09-16,Blair Witch,"$20,777,061","$20,777,061",109,Lionsgate,,,
2016-09-23,The Magnificent Seven,"$93,420,253","$93,432,655",30,Sony Pictures Entertainment (SPE),,,
2016-09-23,Storks,"$72,414,850","$72,679,278",43,Warner Bros.,,,
2016-09-23,Queen of Katwe,"$8,850,753","$8,874,389",152,Walt Disney Studios Motion Pictures,,,
2016-09-30,Miss Peregrine's Home for Peculiar Children,"$86,945,137","$87,242,834",34,Twentieth Century Fox,,,
2016-09-30,Deepwater Horizon,"$61,433,527","$61,433,527",53,Lionsgate,,,
2016-09-30,Masterminds,"$17,368,022","$17,368,022",120,Relativity Media,,,
2016-09-30,Denial,"$4,073,490","$4,073,489",179,Bleecker Street Media,,,
2016-09-30,A Man Called Ove,"$3,333,992","$3,479,315",193,Music Box Films,,,
2016-10-02,The Martian,"$3,088,310","$228,433,663",199,Twentieth Century Fox,,,
2016-10-07,The Girl on the Train,"$75,395,035","$75,395,035",41,Universal Pictures,,,
2016-10-07,Middle School: The Worst Years of My Life,"$20,007,149","$20,007,149",112,Lionsgate,,,
2016-10-07,The Birth of a Nation,"$15,861,566","$15,861,566",123,Fox Searchlight Pictures,,,
2016-10-14,The Accountant,"$85,856,696","$86,260,045",35,Warner Bros.,,,
2016-10-14,Kevin Hart: What Now?,"$23,591,043","$23,591,043",104,Universal Pictures,,,
2016-10-14,Max Steel,"$3,818,664","$3,818,664",184,Open Road Films (II),,,
2016-10-16,Room,"$9,816,901","$14,677,654",146,A24,,,
2016-10-21,Boo! A Madea Halloween,"$73,206,343","$73,206,343",42,Lionsgate,,,
2016-10-21,Jack Reacher: Never Go Back,"$58,546,937","$58,697,076",55,Paramount Pictures,,,
2016-10-21,Ouija: Origin of Evil,"$35,144,505","$35,144,505",82,Universal Pictures,,,
2016-10-21,Keeping Up with the Joneses,"$14,904,426","$14,904,426",126,Twentieth Century Fox,,,
2016-10-21,Moonlight,"$12,489,099","$27,854,932",135,A24,,,
2016-10-28,Inferno,"$34,221,651","$34,343,574",84,Sony Pictures Entertainment (SPE),,,
2016-10-28,Ae Dil Hai Mushkil,"$4,264,983","$4,264,983",175,FIP,,,
2016-11-04,Doctor Strange,"$229,876,337","$232,641,920",11,Walt Disney Studios Motion Pictures,,,
2016-11-04,Trolls,"$150,130,292","$153,707,064",19,Twentieth Century Fox,,,
2016-11-04,Hacksaw Ridge,"$64,463,214","$67,209,615",48,Lionsgate,,,
2016-11-04,Brooklyn,"$18,758,748","$38,322,743",116,Fox Searchlight Pictures,,,
2016-11-04,Loving,"$7,456,108","$7,751,969",158,Focus Features,,,
2016-11-06,Spotlight,"$19,131,897","$45,055,776",115,Open Road Films (II),,,
2016-11-11,Arrival,"$91,676,099","$100,546,139",31,Paramount Pictures,,,
2016-11-11,Almost Christmas,"$41,964,925","$42,158,780",71,Universal Pictures,,,
2016-11-11,Shut In,"$6,894,711","$6,900,335",159,EuropaCorp,,,
2016-11-18,Fantastic Beasts and Where to Find Them,"$222,675,573","$234,037,575",12,Warner Bros.,,,
2016-11-18,Manchester by the Sea,"$27,055,039","$47,695,371",96,Roadside Attractions,,,
2016-11-18,The Edge of Seventeen,"$14,394,402","$14,431,633",129,STX Entertainment,,,
2016-11-18,Nocturnal Animals,"$10,107,726","$10,663,357",144,Focus Features,,,
2016-11-18,Bleed for This,"$5,083,906","$5,083,906",169,Open Road Films (II),,,
2016-11-20,The Hunger Games: Mockingjay - Part 2,"$12,154,781","$281,723,902",137,Lionsgate,,,
2016-11-20,Carol,"$8,910,357","$12,711,491",151,The Weinstein Company,,,
2016-11-23,Moana,"$206,477,478","$248,757,044",13,Walt Disney Studios Motion Pictures,,,
2016-11-23,Allied,"$39,541,921","$40,098,064",74,Paramount Pictures,,,
2016-11-23,Bad Santa 2,"$17,710,126","$17,782,178",119,Broad Green Pictures,,,
2016-11-23,Rules Don't Apply,"$3,652,206","$3,652,206",188,Twentieth Century Fox,,,
2016-11-25,The Good Dinosaur,"$12,370,650","$123,087,120",136,Walt Disney Studios Motion Pictures,,,
2016-11-25,Creed,"$10,382,416","$109,767,581",143,Warner Bros.,,,
2016-11-25,Lion,"$5,303,700","$51,738,905",167,The Weinstein Company,,,
2016-11-25,Miss Sloane,"$3,484,995","$3,500,605",189,EuropaCorp,,,
2016-11-27,The Danish Girl,"$6,607,578","$11,114,018",161,Focus Features,,,
2016-12-02,Jackie,"$6,469,725","$13,960,394",163,Fox Searchlight Pictures,,,
2016-12-02,Incarnate,"$4,799,774","$4,799,774",170,BH Tilt,,,
2016-12-04,The Lady in the Van,"$9,973,503","$10,021,175",145,Sony Pictures Classics,,,
2016-12-09,Office Christmas Party,"$49,815,176","$54,767,494",63,Paramount Pictures,,,
2016-12-09,La La Land,"$30,980,271","$151,101,803",87,Lionsgate,,,
2016-12-11,The Big Short,"$46,264,692","$70,259,870",68,Paramount Pictures,,,
2016-12-16,Rogue One: A Star Wars Story,"$408,235,850","$532,177,324",2,Walt Disney Studios Motion Pictures,,,
2016-12-16,Fences,"$26,330,971","$57,682,904",100,Paramount Pictures,,,
2016-12-16,Collateral Beauty,"$24,342,478","$31,016,021",102,Warner Bros.,,,
2016-12-18,Star Wars: Episode VII - The Force Awakens,"$284,694,956","$936,662,225",10,Walt Disney Studios Motion Pictures,,,
2016-12-18,Sisters,"$37,921,265","$87,044,645",76,Universal Pictures,,,
2016-12-18,Alvin and the Chipmunks: The Road Chip,"$30,311,560","$85,886,987",90,Twentieth Century Fox,,,
2016-12-21,Sing,"$152,853,995","$270,395,425",18,Universal Pictures,,,
2016-12-21,Passengers,"$55,380,209","$100,014,699",59,Sony Pictures Entertainment (SPE),,,
2016-12-21,Assassin's Creed,"$36,415,167","$54,647,948",78,Twentieth Century Fox,,,
2016-12-21,Dangal,"$8,354,643","$12,391,761",155,UTV Motion Pictures,,,
2016-12-23,Why Him?,"$30,633,916","$60,323,786",88,Twentieth Century Fox,,,
2016-12-23,45 Years,"$4,105,637","$4,247,285",178,IFC Films,,,
2016-12-25,The Revenant,"$182,765,375","$183,637,894",14,Twentieth Century Fox,,,
2016-12-25,Daddy's Home,"$85,672,859","$150,357,137",36,Paramount Pictures,,,
2016-12-25,The Hateful Eight,"$40,778,206","$54,117,416",73,The Weinstein Company,,,
2016-12-25,Joy,"$28,141,138","$56,451,232",93,Twentieth Century Fox,,,
2016-12-25,Concussion,"$17,122,105","$34,542,474",121,Sony Pictures Entertainment (SPE),,,
2016-12-25,Point Break,"$13,197,946","$28,782,481",131,Warner Bros.,,,
2016-12-30,Anomalisa,"$3,683,876","$3,759,286",187,Paramount Pictures,,,
2017-01-06,Underworld: Blood Wars,"$30,353,973","$30,353,973",85,Screen Gems,,,
2017-01-13,Monster Trucks,"$33,370,166","$33,370,166",78,Paramount Pictures,,,
2017-01-13,The Bye Bye Man,"$22,395,806","$22,395,806",97,STX Entertainment,,,
2017-01-13,Sleepless,"$20,783,704","$20,783,704",102,Open Road Films (II),,,
2017-01-19,The Founder,"$12,786,053","$12,786,053",126,The Weinstein Company,,,
2017-01-20,Split,"$138,291,365","$138,291,365",23,Universal Pictures,,,
2017-01-20,xXx: Return of Xander Cage,"$44,898,413","$44,898,413",63,Paramount Pictures,,,
2017-01-25,Raees,"$3,262,954","$3,262,954",185,-,,,
2017-01-27,A Dog's Purpose,"$64,508,620","$64,508,620",45,Universal Pictures,,,
2017-01-27,Resident Evil: The Final Chapter,"$26,830,068","$26,830,068",93,Screen Gems,,,
2017-01-27,Gold,"$7,227,038","$7,227,038",145,The Weinstein Company,,,
2017-02-03,Rings,"$27,793,018","$27,793,018",90,Paramount Pictures,,,
2017-02-03,The Space Between Us,"$7,885,294","$7,885,294",143,STX Entertainment,,,
2017-02-03,I Am Not Your Negro,"$7,123,919","$7,123,919",147,Magnolia Pictures,,,
2017-02-10,The Lego Batman Movie,"$175,750,384","$175,750,384",14,Warner Bros.,,,
2017-02-10,Fifty Shades Darker,"$114,581,250","$114,581,250",30,Universal Pictures,,,
2017-02-10,John Wick: Chapter 2,"$92,029,184","$92,029,184",36,Lionsgate,,,
2017-02-10,A United Kingdom,"$3,902,185","$3,902,185",175,Fox Searchlight Pictures,,,
2017-02-10,The Oscar Nominated Short Films 2017: Live Action,"$2,835,355","$2,835,355",190,Shorts International,,,
2017-02-10,Kedi,"$2,835,047","$2,835,047",191,Oscilloscope,,,
2017-02-17,The Great Wall,"$45,540,830","$45,540,830",59,Universal Pictures,,,
2017-02-17,Fist Fight,"$32,187,017","$32,187,017",79,Warner Bros.,,,
2017-02-17,A Cure for Wellness,"$8,106,986","$8,106,986",142,Twentieth Century Fox,,,
2017-02-18,Disney's Newsies: The Broadway Musical!,"$2,545,060","$2,545,060",199,Fathom Events,,,
2017-02-23,Is Genesis History?,"$2,570,392","$2,570,392",198,Fathom Events,,,
2017-02-24,Get Out,"$175,686,870","$176,040,665",15,Universal Pictures,,,
2017-02-24,Rock Dog,"$9,420,546","$9,420,546",138,Lionsgate,,,
2017-02-24,Leap!,"$2,844,490","$2,844,490",189,Entertainment One,,,
2017-03-03,Logan,"$226,277,068","$226,277,068",9,Twentieth Century Fox,,,
2017-03-03,The Shack,"$57,386,418","$57,386,418",49,Lionsgate,,,
2017-03-03,Before I Fall,"$12,241,122","$12,241,122",129,Open Road Films (II),,,
2017-03-03,Table 19,"$3,614,896","$3,614,896",179,Fox Searchlight Pictures,,,
2017-03-10,Kong: Skull Island,"$168,052,812","$168,052,812",19,Warner Bros.,,,
2017-03-17,Beauty and the Beast,"$504,014,165","$504,014,165",2,Walt Disney Studios Motion Pictures,,,
2017-03-17,The Belko Experiment,"$10,166,820","$10,166,820",135,BH Tilt,,,
2017-03-24,Power Rangers,"$85,364,450","$85,364,450",39,Lionsgate,,,
2017-03-24,Life,"$30,234,022","$30,234,022",87,Sony Pictures Entertainment (SPE),,,
2017-03-24,CHIPS,"$18,600,152","$18,600,152",107,Warner Bros.,,,
2017-03-31,The Boss Baby,"$175,003,033","$175,003,033",16,Twentieth Century Fox,,,
2017-03-31,Ghost in the Shell,"$40,563,557","$40,563,557",68,Paramount Pictures,,,
2017-03-31,The Zookeeper's Wife,"$17,571,660","$17,571,660",113,Focus Features,,,
2017-04-07,Smurfs: The Lost Village,"$45,020,282","$45,020,282",60,Sony Pictures Entertainment (SPE),,,
2017-04-07,Going in Style,"$45,018,541","$45,018,541",61,Warner Bros.,,,
2017-04-07,Gifted,"$24,801,212","$24,801,212",95,Fox Searchlight Pictures,,,
2017-04-07,The Case for Christ,"$14,682,684","$14,682,684",120,Pure Flix Entertainment,,,
2017-04-07,Your Name.,"$5,017,246","$5,017,246",165,FUNimation Entertainment,,,
2017-04-07,Their Finest,"$3,603,484","$3,603,484",180,STX Entertainment,,,
2017-04-07,Colossal,"$3,029,287","$3,029,287",187,Neon,,,
2017-04-14,The Fate of the Furious,"$226,008,385","$226,008,385",10,Universal Pictures,,,
2017-04-14,The Lost City of Z,"$8,580,410","$8,580,410",140,Bleecker Street Media,,,
2017-04-14,Maudie,"$6,171,598","$6,170,998",156,Sony Pictures Classics,,,
2017-04-14,Norman,"$3,814,868","$3,814,868",176,Sony Pictures Classics,,,
2017-04-21,Born in China,"$13,873,211","$13,873,211",123,Walt Disney Studios Motion Pictures,,,
2017-04-21,Unforgettable,"$11,368,012","$11,368,012",131,Warner Bros.,,,
2017-04-21,The Promise,"$8,224,288","$8,224,288",141,Open Road Films (II),,,
2017-04-21,Phoenix Forgotten,"$3,600,146","$3,600,146",181,Cinelou Films,,,
2017-04-28,How to Be a Latin Lover,"$32,149,404","$32,149,404",80,Pantelion Films,,,
2017-04-28,The Circle,"$20,497,844","$20,497,844",105,STX Entertainment,,,
2017-04-28,Baahubali 2: The Conclusion,"$20,186,659","$20,186,659",106,Great India Films,,,
2017-04-28,Sleight,"$3,986,245","$3,986,245",174,BH Tilt,,,
2017-04-29,A Beautiful Planet,"$4,676,580","$15,650,615",167,IMAX,,,
2017-05-05,Guardians of the Galaxy Vol. 2,"$389,813,101","$389,813,101",4,Walt Disney Studios Motion Pictures,,,
2017-05-12,Snatched,"$45,852,178","$45,852,178",58,Twentieth Century Fox,,,
2017-05-12,King Arthur: Legend of the Sword,"$39,175,066","$39,175,066",71,Warner Bros.,,,
2017-05-12,Lowriders,"$6,303,560","$6,303,560",154,BH Tilt,,,
2017-05-12,Paris Can Wait,"$5,617,731","$5,617,731",160,Sony Pictures Classics,,,
2017-05-19,Alien: Covenant,"$74,262,031","$74,262,031",42,Twentieth Century Fox,,,
2017-05-19,Everything,Everything,"$34,121,140","$34,121,140",75,Warner Bros.,,
2017-05-19,Diary of a Wimpy Kid: The Long Haul,"$20,738,724","$20,738,724",103,Twentieth Century Fox,,,
2017-05-23,IN OUR HANDS: Battle for Jerusalem,"$2,534,370","$2,534,370",200,Fathom Events,,,
2017-05-25,Baywatch,"$58,060,186","$58,060,186",48,Paramount Pictures,,,
2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,"$172,558,876","$172,558,876",17,Walt Disney Studios Motion Pictures,,,
2017-06-02,Wonder Woman,"$412,563,408","$412,563,408",3,Warner Bros.,,,
2017-06-02,Captain Underpants: The First Epic Movie,"$73,921,000","$73,921,000",43,Twentieth Century Fox,,,
2017-06-09,The Mummy,"$80,227,895","$80,227,895",40,Universal Pictures,,,
2017-06-09,It Comes at Night,"$13,985,117","$13,985,117",122,A24,,,
2017-06-09,Megan Leavey,"$13,406,304","$13,406,883",124,Bleecker Street Media,,,
2017-06-09,Beatriz at Dinner,"$7,115,854","$7,115,854",148,Roadside Attractions,,,
2017-06-09,The Hero,"$4,077,333","$4,077,333",172,The Orchard,,,
2017-06-09,My Cousin Rachel,"$2,716,368","$2,716,368",195,Fox Searchlight Pictures,,,
2017-06-16,Cars 3,"$152,901,115","$152,901,115",21,Walt Disney Studios Motion Pictures,,,
2017-06-16,All Eyez on Me,"$44,922,302","$44,922,302",62,Lionsgate,,,
2017-06-16,47 Meters Down,"$44,307,191","$44,307,191",65,Entertainment Studios Motion Pictures,,,
2017-06-16,Rough Night,"$22,105,643","$22,105,643",99,Sony Pictures Entertainment (SPE),,,
2017-06-16,The Book of Henry,"$4,504,974","$4,504,974",170,Focus Features,,,
2017-06-21,Transformers: The Last Knight,"$130,168,683","$130,168,683",24,Paramount Pictures,,,
2017-06-23,The Big Sick,"$42,873,127","$42,873,127",66,Lionsgate,,,
2017-06-23,The Beguiled,"$10,709,995","$10,709,995",133,Focus Features,,,
2017-06-28,Baby Driver,"$107,825,862","$107,825,862",31,TriStar Pictures,,,
2017-06-30,Despicable Me 3,"$264,624,300","$264,624,300",8,Universal Pictures,,,
2017-06-30,The House,"$25,584,504","$25,584,504",94,Warner Bros.,,,
2017-07-07,Spider-Man: Homecoming,"$334,201,140","$334,201,140",5,Sony Pictures Entertainment (SPE),,,
2017-07-14,War for the Planet of the Apes,"$146,880,162","$146,880,162",22,Twentieth Century Fox,,,
2017-07-14,Wish Upon,"$14,301,505","$14,301,505",121,Broad Green Pictures,,,
2017-07-21,Dunkirk,"$188,045,546","$188,045,546",12,Warner Bros.,,,
2017-07-21,Girls Trip,"$115,171,585","$115,171,585",29,Universal Pictures,,,
2017-07-21,Valerian and the City of a Thousand Planets,"$40,479,370","$41,189,488",69,STX Entertainment,,,
2017-07-28,The Emoji Movie,"$86,089,513","$86,089,513",38,Sony Pictures Entertainment (SPE),,,
2017-07-28,Atomic Blonde,"$51,687,870","$51,687,870",52,Focus Features,,,
2017-07-28,Detroit,"$16,790,139","$16,790,139",117,Annapurna Pictures,,,
2017-07-28,An Inconvenient Sequel: Truth to Power,"$3,496,795","$3,496,795",183,Paramount Pictures,,,
2017-07-28,Wolf Warrior 2,"$2,721,100","$2,721,100",194,The H Collective,,,
2017-08-04,The Dark Tower,"$50,701,325","$50,701,325",54,Sony Pictures Entertainment (SPE),,,
2017-08-04,Wind River,"$33,800,859","$33,800,859",76,The Weinstein Company,,,
2017-08-04,Kidnap,"$30,971,040","$30,971,040",84,Aviron Pictures,,,
2017-08-11,Annabelle: Creation,"$102,092,201","$102,092,201",32,Warner Bros.,,,
2017-08-11,The Nut Job 2: Nutty by Nature,"$28,370,522","$28,370,522",89,Open Road Films (II),,,
2017-08-11,The Glass Castle,"$17,273,059","$17,273,059",114,Lionsgate,,,
2017-08-11,Ingrid Goes West,"$3,024,308","$3,024,308",188,Neon,,,
2017-08-18,The Hitman's Bodyguard,"$75,468,583","$75,468,583",41,Lionsgate,,,
2017-08-18,Logan Lucky,"$27,780,977","$27,780,977",91,Bleecker Street Media,,,
2017-08-25,Leap!2017 Re-release,"$21,858,070","$21,858,070",101,The Weinstein Company,,,
2017-08-25,Birth of the Dragon,"$6,901,965","$6,901,965",149,BH Tilt,,,
2017-08-25,All Saints,"$5,802,208","$5,802,208",158,Affirm Films,,,
2017-08-26,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,"$2,620,183","$2,620,183",196,Fathom Events,,,
2017-09-01,Close Encounters of the Third Kind2017 Re-release,"$3,100,479","$3,100,479",186,Sony Pictures Entertainment (SPE),,,
2017-09-08,It,"$327,481,748","$327,481,748",6,Warner Bros.,,,
2017-09-08,Home Again,"$27,020,284","$27,020,284",92,Open Road Films (II),,,
