Release-Date,Movie,Revenue, Revenue1,NumTheatres,Production,UNK1,UNK2,UNK3
2013-03-01,Jack the Giant Slayer,"$65,187,603","$65,187,603",56,Warner Bros.,,,
2013-03-01,21 & Over,"$25,682,380","$25,682,380",103,Relativity Media,,,
2013-03-01,The Last Exorcism Part II,"$15,179,302","$15,179,302",133,CBS Films,,,
2013-03-08,Oz the Great and Powerful,"$234,911,825","$234,911,825",9,Walt Disney Studios Motion Pictures,,,
2013-03-08,Dead Man Down,"$10,895,295","$10,895,295",142,FilmDistrict,,,
2013-03-08,Emperor,"$3,346,275","$3,346,265",178,Roadside Attractions,,,
2013-03-15,The Call,"$51,872,378","$51,872,378",68,TriStar Pictures,,,
2013-03-15,The Incredible Burt Wonderstone,"$22,537,881","$22,537,881",108,Warner Bros.,,,
2013-03-15,Spring Breakers,"$14,124,284","$14,124,284",135,A24,,,
2013-03-19,Hubble,"$6,177,621","$52,522,904",157,Warner Bros.,,,
2013-03-22,The Croods,"$187,168,425","$187,168,425",14,Twentieth Century Fox,,,
2013-03-22,Olympus Has Fallen,"$98,925,640","$98,925,640",33,FilmDistrict,,,
2013-03-22,Admission,"$18,007,317","$18,007,317",122,Focus Features,,,
2013-03-22,The Sapphires,"$2,450,867","$2,450,867",191,The Weinstein Company,,,
2013-03-28,G.I. Joe: Retaliation,"$122,523,060","$122,523,060",22,Paramount Pictures,,,
2013-03-29,Temptation: Confessions of a Marriage Counselor,"$51,975,354","$51,975,354",67,Lionsgate,,,
2013-03-29,The Host,"$26,627,201","$26,627,201",101,Open Road Films (II),,,
2013-03-29,The Place Beyond the Pines,"$21,403,519","$21,403,519",113,Focus Features,,,
2013-03-29,Renoir,"$2,293,798","$2,293,798",197,The Samuel Goldwyn Company,,,
2013-04-05,Evil Dead,"$54,239,856","$54,239,856",65,TriStar Pictures,,,
2013-04-05,Jurassic Park2013 Re-release,"$45,385,935","$45,385,935",72,Universal Pictures,,,
2013-04-05,The Company You Keep,"$5,133,027","$5,133,027",168,Sony Pictures Classics,,,
2013-04-05,Trance,"$2,328,743","$2,328,743",195,Fox Searchlight Pictures,,,
2013-04-12,42,"$95,020,213","$95,020,213",34,Warner Bros.,,,
2013-04-12,Scary Movie V,"$32,015,787","$32,015,787",92,-,,,
2013-04-19,Oblivion,"$89,107,235","$89,107,235",41,Universal Pictures,,,
2013-04-19,Home Run,"$2,861,020","$2,861,020",185,The Samuel Goldwyn Company,,,
2013-04-19,Filly Brown,"$2,850,357","$2,850,357",186,Lionsgate,,,
2013-04-19,Space Station 3D,"$2,616,192","$93,383,953",189,IMAX,,,
2013-04-20,To the Arctic 3D,"$2,925,326","$14,560,838",184,Warner Bros.,,,
2013-04-26,Pain & Gain,"$49,875,291","$49,875,291",69,Paramount Pictures,,,
2013-04-26,The Big Wedding,"$21,819,348","$21,819,348",109,Lionsgate,,,
2013-04-26,Mud,"$21,590,086","$21,590,086",110,Roadside Attractions,,,
2013-05-03,Iron Man 3,"$409,013,994","$409,013,994",1,Walt Disney Studios Motion Pictures,,,
2013-05-03,Love Is All You Need,"$3,180,709","$1,631,709",181,Sony Pictures Classics,,,
2013-05-10,The Great Gatsby,"$144,840,419","$144,840,419",17,Warner Bros.,,,
2013-05-10,Peeples,"$9,177,065","$9,177,065",145,Lionsgate,,,
2013-05-16,Star Trek Into Darkness,"$228,778,661","$228,778,661",10,Paramount Pictures,,,
2013-05-17,Frances Ha,"$4,069,826","$4,069,826",174,IFC Films,,,
2013-05-23,The Hangover Part III,"$112,200,072","$112,200,072",26,Warner Bros.,,,
2013-05-24,Fast & Furious 6,"$238,679,850","$238,679,850",8,Universal Pictures,,,
2013-05-24,Epic,"$107,518,682","$107,518,682",27,Twentieth Century Fox,,,
2013-05-24,Before Midnight,"$8,114,627","$8,114,627",148,Sony Pictures Classics,,,
2013-05-31,Now You See Me,"$117,723,989","$117,723,989",23,Lionsgate,,,
2013-05-31,After Earth,"$60,522,097","$60,522,097",61,Sony Pictures Entertainment (SPE),,,
2013-05-31,Yeh Jawaani Hai Deewani,"$3,827,466","$3,827,466",175,Eros Worldwide,,,
2013-05-31,The East,"$2,301,839","$2,301,839",196,Fox Searchlight Pictures,,,
2013-06-07,The Purge,"$64,473,115","$64,473,115",57,Universal Pictures,,,
2013-06-07,The Internship,"$44,672,764","$44,672,764",74,Twentieth Century Fox,,,
2013-06-07,Much Ado About Nothing,"$4,328,849","$4,328,849",173,Roadside Attractions,,,
2013-06-12,This Is the End,"$101,470,202","$101,470,202",31,Sony Pictures Entertainment (SPE),,,
2013-06-14,Man of Steel,"$291,045,518","$291,045,518",4,Warner Bros.,,,
2013-06-14,The Bling Ring,"$5,845,733","$5,845,732",161,A24,,,
2013-06-14,20 Feet from Stardom,"$4,815,564","$4,946,445",170,RADiUS-TWC,,,
2013-06-21,Monsters University,"$268,492,764","$268,492,764",5,Walt Disney Studios Motion Pictures,,,
2013-06-21,World War Z,"$202,359,711","$202,359,711",12,Paramount Pictures,,,
2013-06-28,The Heat,"$159,582,188","$159,582,188",15,Twentieth Century Fox,,,
2013-06-28,White House Down,"$73,103,784","$73,103,784",47,Sony Pictures Entertainment (SPE),,,
2013-07-03,Despicable Me 2,"$367,793,270","$368,065,385",3,Universal Pictures,,,
2013-07-03,The Lone Ranger,"$89,302,115","$89,302,115",40,Walt Disney Studios Motion Pictures,,,
2013-07-03,Kevin Hart: Let Me Explain,"$32,244,051","$32,244,051",90,Lionsgate,,,
2013-07-05,The Way Way Back,"$21,506,546","$21,506,546",112,Fox Searchlight Pictures,,,
2013-07-12,Grown Ups 2,"$133,668,525","$133,668,525",20,Sony Pictures Entertainment (SPE),,,
2013-07-12,Pacific Rim,"$101,802,906","$101,802,906",30,Warner Bros.,,,
2013-07-12,Fruitvale Station,"$16,101,339","$16,101,339",130,The Weinstein Company,,,
2013-07-17,Turbo,"$83,028,128","$83,028,128",43,Twentieth Century Fox,,,
2013-07-19,The Conjuring,"$137,400,141","$137,400,141",18,Warner Bros.,,,
2013-07-19,RED 2,"$53,262,560","$53,262,560",66,Lionsgate,,,
2013-07-19,R.I.P.D.,"$33,618,855","$33,618,855",87,Universal Pictures,,,
2013-07-26,The Wolverine,"$132,556,852","$132,556,852",21,Twentieth Century Fox,,,
2013-07-26,Blue Jasmine,"$33,021,046","$33,405,481",88,Sony Pictures Classics,,,
2013-07-26,The To Do List,"$3,491,669","$3,491,669",176,CBS Films,,,
2013-07-31,The Smurfs 2,"$71,017,784","$71,017,784",50,Sony Pictures Entertainment (SPE),,,
2013-08-02,2 Guns,"$75,612,460","$75,612,460",45,Universal Pictures,,,
2013-08-02,The Spectacular Now,"$6,854,611","$6,854,611",154,A24,,,
2013-08-07,We're the Millers,"$150,394,119","$150,394,119",16,Warner Bros.,,,
2013-08-07,Percy Jackson: Sea of Monsters,"$68,481,744","$68,559,554",52,Twentieth Century Fox,,,
2013-08-08,Chennai Express,"$5,307,960","$5,307,960",165,UTV Motion Pictures,,,
2013-08-09,Elysium,"$93,050,117","$93,050,117",37,TriStar Pictures,,,
2013-08-09,Planes,"$90,288,712","$90,288,712",39,Walt Disney Studios Motion Pictures,,,
2013-08-09,In a World...,"$2,963,902","$2,963,902",183,Roadside Attractions,,,
2013-08-16,Lee Daniels' The Butler,"$116,180,128","$116,632,095",25,The Weinstein Company,,,
2013-08-16,Kick-Ass 2,"$28,795,985","$28,795,985",97,Universal Pictures,,,
2013-08-16,Jobs,"$16,131,410","$16,131,410",129,Open Road Films (II),,,
2013-08-16,Paranoia,"$7,388,654","$7,388,654",150,Relativity Media,,,
2013-08-21,The Mortal Instruments: City of Bones,"$31,165,421","$31,165,421",94,Screen Gems,,,
2013-08-23,The World's End,"$26,004,851","$26,004,851",102,Focus Features,,,
2013-08-23,You're Next,"$18,494,006","$18,494,006",118,Lionsgate,,,
2013-08-23,The Grandmaster,"$6,594,959","$6,594,959",155,The Weinstein Company,,,
2013-08-28,Closed Circuit,"$5,750,401","$5,750,401",163,Focus Features,,,
2013-08-30,Instructions Not Included,"$44,467,206","$44,467,206",75,Lionsgate,,,
2013-08-30,One Direction: This Is Us,"$28,873,374","$28,873,374",96,TriStar Pictures,,,
2013-08-30,Getaway,"$10,501,938","$10,501,938",143,Warner Bros.,,,
2013-09-06,Riddick,"$42,025,135","$42,025,135",79,Universal Pictures,,,
2013-09-13,Insidious: Chapter 2,"$83,586,447","$83,586,447",42,FilmDistrict,,,
2013-09-13,The Family,"$36,912,954","$36,918,811",84,Relativity Media,,,
2013-09-18,Enough Said,"$17,464,587","$17,550,872",124,Fox Searchlight Pictures,,,
2013-09-20,Prisoners,"$61,002,302","$61,002,302",60,Warner Bros.,,,
2013-09-20,Rush,"$26,947,624","$26,947,624",100,Universal Pictures,,,
2013-09-20,Battle of the Year,"$8,888,355","$8,888,355",146,Screen Gems,,,
2013-09-20,The Wizard of Oz2013 3D/IMAX Release,"$5,633,202","$5,633,202",164,Warner Bros.,,,
2013-09-27,Cloudy with a Chance of Meatballs 2,"$116,857,454","$119,793,567",24,Sony Pictures Entertainment (SPE),,,
2013-09-27,Don Jon,"$24,469,383","$24,477,704",105,Relativity Media,,,
2013-09-27,Baggage Claim,"$21,569,509","$21,569,509",111,Fox Searchlight Pictures,,,
2013-09-27,Metallica Through the Never,"$3,419,967","$3,419,967",177,-,,,
2013-09-28,Hotel Transylvania,"$2,775,193","$148,313,048",187,Sony Pictures Entertainment (SPE),,,
2013-10-04,Gravity,"$254,861,229","$274,092,705",7,Warner Bros.,,,
2013-10-04,Runner Runner,"$19,316,646","$19,316,646",117,Twentieth Century Fox,,,
2013-10-04,Pulling Strings,"$5,842,961","$5,842,961",162,Lionsgate,,,
2013-10-04,Grace Unplugged,"$2,507,201","$2,507,201",190,Roadside Attractions,,,
2013-10-11,Captain Phillips,"$104,638,057","$107,100,855",28,Sony Pictures Entertainment (SPE),,,
2013-10-11,Machete Kills,"$8,008,161","$8,008,161",149,Open Road Films (II),,,
2013-10-12,Argo,"$27,304,583","$136,025,503",99,Warner Bros.,,,
2013-10-18,12 Years a Slave,"$37,951,371","$56,671,993",83,Fox Searchlight Pictures,,,
2013-10-18,Carrie,"$35,266,619","$35,266,619",85,Screen Gems,,,
2013-10-18,Escape Plan,"$24,977,645","$25,135,965",104,Lionsgate,,,
2013-10-18,All Is Lost,"$5,972,093","$6,263,670",159,Roadside Attractions,,,
2013-10-18,The Fifth Estate,"$3,255,008","$3,255,008",180,Walt Disney Studios Motion Pictures,,,
2013-10-18,I'm in Love with a Church Girl,"$2,387,730","$2,387,730",193,High Top Releasing,,,
2013-10-25,Jackass Presents: Bad Grandpa,"$101,337,759","$102,003,019",32,Paramount Pictures,,,
2013-10-25,The Counselor,"$16,952,766","$16,973,715",127,Twentieth Century Fox,,,
2013-11-01,Last Vegas,"$62,791,595","$63,914,167",58,CBS Films,,,
2013-11-01,Ender's Game,"$61,283,464","$61,737,191",59,Lionsgate,,,
2013-11-01,Free Birds,"$54,542,536","$55,750,480",64,Relativity Media,,,
2013-11-01,Dallas Buyers Club,"$15,847,213","$27,298,285",131,Focus Features,,,
2013-11-01,About Time,"$15,322,921","$15,322,921",132,Universal Pictures,,,
2013-11-01,Krrish 3,"$2,191,534","$2,191,534",199,Eros Worldwide,,,
2013-11-02,Wreck-It Ralph,"$13,432,870","$189,422,889",138,Walt Disney Studios Motion Pictures,,,
2013-11-08,Thor: The Dark World,"$202,651,732","$206,362,140",11,Walt Disney Studios Motion Pictures,,,
2013-11-08,The Book Thief,"$18,214,732","$21,488,481",121,Twentieth Century Fox,,,
2013-11-09,Lincoln,"$48,018,876","$182,207,973",70,Walt Disney Studios Motion Pictures,,,
2013-11-09,Skyfall,"$13,456,006","$304,360,277",137,Sony Pictures Entertainment (SPE),,,
2013-11-15,The Best Man Holiday,"$70,313,550","$70,525,195",51,Universal Pictures,,,
2013-11-15,Nebraska,"$6,058,098","$17,654,912",158,Paramount Pictures,,,
2013-11-15,RamLeela,"$2,738,863","$2,738,863",188,Eros Worldwide,,,
2013-11-15,The Christmas Candle,"$2,252,400","$2,258,620",198,EchoLight Studios,,,
2013-11-16,Silver Linings Playbook,"$103,633,972","$132,092,958",29,The Weinstein Company,,,
2013-11-16,The Twilight Saga: Breaking Dawn - Part 2,"$5,901,844","$292,324,737",160,Lionsgate,,,
2013-11-21,Life of Pi,"$39,347,207","$124,987,023",82,Twentieth Century Fox,,,
2013-11-21,Rise of the Guardians,"$12,075,099","$103,412,758",139,DreamWorks,,,
2013-11-22,The Hunger Games: Catching Fire,"$395,526,705","$424,668,047",2,Lionsgate,,,
2013-11-22,Frozen,"$263,092,648","$400,738,009",6,Walt Disney Studios Motion Pictures,,,
2013-11-22,Delivery Man,"$29,704,884","$30,664,106",95,Walt Disney Studios Motion Pictures,,,
2013-11-22,Philomena,"$17,312,034","$37,709,979",126,The Weinstein Company,,,
2013-11-27,Homefront,"$20,122,876","$20,158,898",114,Open Road Films (II),,,
2013-11-27,Black Nativity,"$7,004,330","$7,018,189",153,Fox Searchlight Pictures,,,
2013-11-27,Oldboy,"$2,190,524","$2,193,658",200,FilmDistrict,,,
2013-11-29,Mandela: Long Walk to Freedom,"$5,236,120","$8,323,085",166,The Weinstein Company,,,
2013-12-04,Out of the Furnace,"$11,140,012","$11,330,849",141,Relativity Media,,,
2013-12-06,Inside Llewyn Davis,"$5,198,928","$13,235,319",167,CBS Films,,,
2013-12-07,Hyde Park on Hudson,"$4,486,248","$6,376,145",171,Focus Features,,,
2013-12-13,The Hobbit: The Desolation of Smaug,"$201,542,078","$258,366,855",13,Warner Bros.,,,
2013-12-13,American Hustle,"$67,518,524","$150,117,807",53,Sony Pictures Entertainment (SPE),,,
2013-12-13,A Madea Christmas,"$45,282,853","$52,543,354",73,Lionsgate,,,
2013-12-13,Saving Mr. Banks,"$44,087,469","$83,301,580",76,Walt Disney Studios Motion Pictures,,,
2013-12-14,The Hobbit: An Unexpected Journey,"$74,456,964","$303,003,568",46,Warner Bros.,,,
2013-12-18,Anchorman 2: The Legend Continues,"$90,579,768","$125,168,368",38,Paramount Pictures,,,
2013-12-19,Zero Dark Thirty,"$94,277,984","$95,720,716",35,Sony Pictures Entertainment (SPE),,,
2013-12-19,The Guilt Trip,"$14,363,294","$37,134,215",134,Paramount Pictures,,,
2013-12-19,Monsters,Inc.2012 3D Release,"$14,029,026","$34,043,006",136,Walt Disney Studios Motion Pictures,,
2013-12-19,Amour,"$6,511,320","$6,739,492",156,Sony Pictures Classics,,,
2013-12-20,Walking with Dinosaurs 3D,"$24,345,767","$36,076,121",106,Twentieth Century Fox,,,
2013-12-20,Dhoom 3,"$7,194,748","$8,031,955",152,Yash Raj Films,,,
2013-12-21,Jack Reacher,"$32,520,094","$80,070,736",89,Paramount Pictures,,,
2013-12-21,This Is 40,"$28,592,545","$67,544,505",98,Universal Pictures,,,
2013-12-21,The Impossible,"$18,491,079","$19,019,882",119,Lionsgate,,,
2013-12-21,Cirque du Soleil: Worlds Away,"$4,422,021","$12,512,862",172,Paramount Pictures,,,
2013-12-25,Django Unchained,"$94,199,823","$162,805,434",36,The Weinstein Company,,,
2013-12-25,Les Misérables,"$75,842,530","$148,809,770",44,Universal Pictures,,,
2013-12-25,Parental Guidance,"$43,273,946","$77,267,296",77,Twentieth Century Fox,,,
2013-12-25,The Wolf of Wall Street,"$41,448,935","$116,900,694",80,Paramount Pictures,,,
2013-12-25,The Secret Life of Walter Mitty,"$31,484,331","$58,236,838",93,Twentieth Century Fox,,,
2013-12-25,47 Ronin,"$23,852,775","$38,362,475",107,Universal Pictures,,,
2013-12-25,Grudge Match,"$16,240,226","$29,807,260",128,Warner Bros.,,,
2013-12-25,Justin Bieber's Believe,"$4,881,936","$6,206,566",169,Open Road Films (II),,,
2013-12-28,Promised Land,"$7,371,538","$7,597,898",151,Focus Features,,,
2014-01-03,Paranormal Activity: The Marked Ones,"$32,462,372","$32,462,372",89,Paramount Pictures,,,
2014-01-10,The Legend of Hercules,"$18,848,538","$18,848,538",120,Lionsgate,,,
2014-01-17,Ride Along,"$134,938,200","$134,938,200",21,Universal Pictures,,,
2014-01-17,The Nut Job,"$64,251,541","$64,251,541",49,Open Road Films (II),,,
2014-01-17,Jack Ryan: Shadow Recruit,"$50,577,412","$50,577,412",66,Paramount Pictures,,,
2014-01-17,Devil's Due,"$15,821,461","$15,821,461",128,Twentieth Century Fox,,,
2014-01-24,I,Frankenstein,"$19,075,290","$19,075,290",118,Lionsgate,,
2014-01-31,That Awkward Moment,"$26,068,955","$26,068,955",102,Focus Features,,,
2014-01-31,Labor Day,"$13,371,528","$13,371,528",137,Paramount Pictures,,,
2014-02-07,The Lego Movie,"$257,760,692","$257,760,692",4,Warner Bros.,,,
2014-02-07,The Monuments Men,"$78,031,620","$78,031,620",41,Sony Pictures Entertainment (SPE),,,
2014-02-07,Vampire Academy,"$7,791,979","$7,791,979",152,The Weinstein Company,,,
2014-02-12,RoboCop,"$58,607,007","$58,607,007",56,Sony Pictures Entertainment (SPE),,,
2014-02-14,About Last Night,"$48,637,684","$48,637,684",70,Screen Gems,,,
2014-02-14,Endless Love,"$23,438,250","$23,438,250",107,Universal Pictures,,,
2014-02-14,Winter's Tale,"$12,600,231","$12,600,231",138,Warner Bros.,,,
2014-02-21,3 Days to Kill,"$30,697,999","$30,697,999",93,Relativity Media,,,
2014-02-21,Pompeii,"$23,219,748","$23,219,748",109,TriStar Pictures,,,
2014-02-21,The Wind Rises,"$5,209,580","$5,209,580",162,Walt Disney Studios Motion Pictures,,,
2014-02-28,Non-Stop,"$92,168,600","$92,168,600",32,Universal Pictures,,,
2014-02-28,Son of God,"$59,700,064","$59,700,064",53,Twentieth Century Fox,,,
2014-02-28,The Lunchbox2013 Re-release,"$4,235,151","$4,235,151",169,Sony Pictures Classics,,,
2014-03-07,Mr. Peabody & Sherman,"$111,506,430","$111,506,430",26,Twentieth Century Fox,,,
2014-03-07,300: Rise of an Empire,"$106,580,051","$106,580,051",27,Warner Bros.,,,
2014-03-07,The Grand Budapest Hotel,"$59,076,019","$59,301,324",55,Fox Searchlight Pictures,,,
2014-03-14,Need for Speed,"$43,577,636","$43,577,636",76,Walt Disney Studios Motion Pictures,,,
2014-03-14,The Single Moms Club,"$15,973,881","$15,973,881",127,Lionsgate,,,
2014-03-14,Bad Words,"$7,779,614","$7,779,614",153,Focus Features,,,
2014-03-14,Veronica Mars,"$3,322,127","$3,322,127",180,Warner Bros.,,,
2014-03-19,Hubble,"$4,807,401","$52,522,904",165,Warner Bros.,,,
2014-03-21,Divergent,"$150,947,895","$150,947,895",18,Lionsgate,,,
2014-03-21,God's Not Dead,"$60,755,732","$60,755,732",52,Freestyle Releasing,,,
2014-03-21,Muppets Most Wanted,"$51,183,113","$51,183,113",64,Walt Disney Studios Motion Pictures,,,
2014-03-28,Noah,"$101,200,044","$101,200,044",29,Paramount Pictures,,,
2014-03-28,Sabotage,"$10,508,518","$10,508,518",145,Open Road Films (II),,,
2014-03-28,Cesar Chavez2014 Re-release,"$5,571,497","$5,571,497",160,Lionsgate,,,
2014-03-28,The Raid 2,"$2,627,209","$2,627,209",195,Sony Pictures Classics,,,
2014-04-04,Captain America: The Winter Soldier,"$259,766,572","$259,766,572",3,Walt Disney Studios Motion Pictures,,,
2014-04-04,Island of Lemurs: Madagascar,"$8,446,839","$11,272,213",150,Warner Bros.,,,
2014-04-04,Under the Skin,"$2,614,251","$2,614,251",196,A24,,,
2014-04-11,Rio 2,"$131,538,435","$131,538,435",22,Twentieth Century Fox,,,
2014-04-11,Draft Day,"$28,842,237","$28,842,237",97,Lionsgate,,,
2014-04-11,Oculus,"$27,695,246","$27,695,246",98,Relativity Media,,,
2014-04-11,The Railway Man,"$4,438,438","$4,438,438",167,The Weinstein Company,,,
2014-04-16,Heaven Is for Real,"$91,443,253","$91,443,253",33,TriStar Pictures,,,
2014-04-18,Transcendence,"$23,022,309","$23,022,309",110,Warner Bros.,,,
2014-04-18,Bears,"$17,780,194","$17,780,194",122,Walt Disney Studios Motion Pictures,,,
2014-04-18,A Haunted House 2,"$17,329,486","$17,329,486",124,Open Road Films (II),,,
2014-04-18,Fading Gigolo,"$3,769,873","$3,769,873",171,Millennium Entertainment,,,
2014-04-19,Space Station 3D,"$2,672,152","$93,383,953",194,IMAX,,,
2014-04-25,The Other Woman,"$83,911,193","$83,911,193",38,Twentieth Century Fox,,,
2014-04-25,Brick Mansions,"$20,396,829","$20,396,829",114,Relativity Media,,,
2014-04-25,The Quiet Ones,"$8,509,867","$8,509,867",148,Lionsgate,,,
2014-05-02,The Amazing Spider-Man 2,"$202,853,933","$202,853,933",10,Sony Pictures Entertainment (SPE),,,
2014-05-02,Belle,"$10,726,630","$10,726,630",142,Fox Searchlight Pictures,,,
2014-05-02,Ida,"$3,704,612","$3,827,060",173,Music Box Films,,,
2014-05-09,Neighbors,"$150,157,400","$150,157,400",19,Universal Pictures,,,
2014-05-09,Chef,"$31,424,003","$31,424,003",91,Open Road Films (II),,,
2014-05-09,Moms' Night Out,"$10,429,707","$10,429,707",146,TriStar Pictures,,,
2014-05-09,Legends of Oz: Dorothy's Return,"$8,462,347","$8,462,347",149,Clarius Entertainment,,,
2014-05-16,Godzilla,"$200,676,069","$200,676,069",11,Warner Bros.,,,
2014-05-16,Million Dollar Arm,"$36,457,627","$36,457,627",86,Walt Disney Studios Motion Pictures,,,
2014-05-23,X-Men: Days of Future Past,"$233,921,534","$233,921,534",7,Twentieth Century Fox,,,
2014-05-23,Blended,"$46,294,610","$46,294,610",74,Warner Bros.,,,
2014-05-23,The Grand Seduction,"$3,430,018","$3,430,018",179,Entertainment One,,,
2014-05-30,Maleficent,"$241,410,378","$241,410,378",6,Walt Disney Studios Motion Pictures,,,
2014-05-30,A Million Ways to Die in the West,"$43,139,300","$43,139,300",77,Universal Pictures,,,
2014-06-06,The Fault in Our Stars,"$124,872,350","$124,872,350",25,Twentieth Century Fox,,,
2014-06-06,Edge of Tomorrow,"$100,206,256","$100,206,256",31,Warner Bros.,,,
2014-06-06,Obvious Child,"$3,123,963","$3,123,963",185,A24,,,
2014-06-13,22 Jump Street,"$191,719,337","$191,719,337",12,Sony Pictures Entertainment (SPE),,,
2014-06-13,How to Train Your Dragon 2,"$177,002,924","$177,002,924",16,Twentieth Century Fox,,,
2014-06-20,Think Like a Man Too,"$65,182,182","$65,182,182",48,Screen Gems,,,
2014-06-20,Jersey Boys,"$47,047,013","$47,047,013",72,Warner Bros.,,,
2014-06-27,Transformers: Age of Extinction,"$245,439,076","$245,439,076",5,Paramount Pictures,,,
2014-06-27,Begin Again,"$16,170,632","$16,170,632",126,The Weinstein Company,,,
2014-06-27,America: Imagine the World Without Her,"$14,444,502","$14,444,502",133,Lionsgate,,,
2014-06-27,Snowpiercer,"$4,563,650","$4,563,650",166,RADiUS-TWC,,,
2014-07-02,Tammy,"$84,525,432","$84,525,432",36,Warner Bros.,,,
2014-07-02,Earth to Echo,"$38,934,842","$38,934,842",83,Relativity Media,,,
2014-07-02,Deliver Us from Evil,"$30,577,122","$30,577,122",94,Screen Gems,,,
2014-07-11,Dawn of the Planet of the Apes,"$208,545,589","$208,545,589",8,Twentieth Century Fox,,,
2014-07-11,Boyhood,"$24,242,779","$25,352,281",105,IFC Films,,,
2014-07-18,The Purge: Anarchy,"$71,962,800","$71,962,800",45,Universal Pictures,,,
2014-07-18,Planes: Fire & Rescue,"$59,165,787","$59,165,787",54,Walt Disney Studios Motion Pictures,,,
2014-07-18,Sex Tape,"$38,543,473","$38,543,473",84,Sony Pictures Entertainment (SPE),,,
2014-07-18,Wish I Was Here,"$3,591,299","$3,591,299",175,Focus Features,,,
2014-07-25,Lucy,"$126,663,600","$126,663,600",23,Universal Pictures,,,
2014-07-25,Hercules,"$72,688,614","$72,688,614",44,Paramount Pictures,,,
2014-07-25,A Most Wanted Man,"$17,237,855","$17,237,855",125,Roadside Attractions,,,
2014-07-25,And So It Goes,"$15,160,801","$15,160,801",129,Clarius Entertainment,,,
2014-07-25,Magic in the Moonlight,"$10,549,326","$10,539,326",144,Sony Pictures Classics,,,
2014-07-25,The Fluffy Movie: Unity Through Laughter,"$2,827,393","$2,827,393",190,Open Road Films (II),,,
2014-07-25,Kick,"$2,472,695","$2,472,695",200,UTV Motion Pictures,,,
2014-08-01,Guardians of the Galaxy,"$332,934,626","$333,176,600",1,Walt Disney Studios Motion Pictures,,,
2014-08-01,Get on Up,"$30,703,100","$30,703,100",92,Universal Pictures,,,
2014-08-01,Calvary,"$3,600,006","$3,600,006",174,Fox Searchlight Pictures,,,
2014-08-05,Dragon Ball Z: Battle of Gods,"$2,553,002","$2,553,002",198,Screenvision,,,
2014-08-08,Teenage Mutant Ninja Turtles,"$191,204,754","$191,204,754",13,Paramount Pictures,,,
2014-08-08,The Hundred-Foot Journey,"$54,240,821","$54,240,821",61,Walt Disney Studios Motion Pictures,,,
2014-08-08,Into the Storm,"$47,602,194","$47,602,194",71,Warner Bros.,,,
2014-08-08,Step Up All In,"$14,904,384","$14,904,384",130,Lionsgate,,,
2014-08-08,What If,"$3,493,000","$3,493,000",178,CBS Films,,,
2014-08-08,The Admiral: Roaring Currents,"$2,589,811","$2,589,811",197,CJ Entertainment,,,
2014-08-13,Let's Be Cops,"$82,390,774","$82,390,774",40,Twentieth Century Fox,,,
2014-08-15,The Giver,"$45,090,374","$45,090,374",75,The Weinstein Company,,,
2014-08-15,The Expendables 3,"$39,322,544","$39,322,544",81,Lionsgate,,,
2014-08-15,The Trip to Italy,"$2,880,537","$2,880,537",188,IFC Films,,,
2014-08-22,If I Stay,"$50,474,843","$50,474,843",68,Warner Bros.,,,
2014-08-22,When the Game Stands Tall,"$30,127,963","$30,127,963",95,TriStar Pictures,,,
2014-08-22,Sin City: A Dame to Kill For,"$13,757,804","$13,757,804",135,-,,,
2014-08-27,The November Man,"$25,018,119","$25,018,119",103,Relativity Media,,,
2014-08-29,As Above,So Below,"$21,321,100","$21,321,100",111,Universal Pictures,,
2014-08-29,Cantinflas,"$6,382,924","$6,382,924",156,Lionsgate,,,
2014-08-29,Ghostbusters30th Anniversary Release,"$3,580,343","$3,580,343",176,Sony Pictures Entertainment (SPE),,,
2014-09-05,The Identical,"$2,827,666","$2,827,666",189,Freestyle Releasing,,,
2014-09-10,My Old Lady,"$3,990,825","$4,013,786",170,Cohen Media Group,,,
2014-09-12,No Good Deed,"$52,651,326","$52,543,632",62,Screen Gems,,,
2014-09-12,Dolphin Tale 2,"$42,024,533","$42,024,533",80,Warner Bros.,,,
2014-09-12,The Drop,"$10,724,389","$10,724,389",143,Fox Searchlight Pictures,,,
2014-09-12,The Skeleton Twins,"$5,284,309","$5,284,309",161,Roadside Attractions,,,
2014-09-13,Jerusalem,"$4,816,453","$8,020,721",164,National Geographic Entertainment,,,
2014-09-19,The Maze Runner,"$102,104,191","$102,427,862",28,Twentieth Century Fox,,,
2014-09-19,This Is Where I Leave You,"$34,296,320","$34,296,320",88,Warner Bros.,,,
2014-09-19,A Walk Among the Tombstones,"$26,307,600","$26,307,600",101,Universal Pictures,,,
2014-09-19,Mommy,"$3,298,280","$3,494,070",181,Roadside Attractions,,,
2014-09-26,The Equalizer,"$100,915,604","$101,530,738",30,Sony Pictures Entertainment (SPE),,,
2014-09-26,The Boxtrolls,"$50,503,155","$50,837,305",67,Focus Features,,,
2014-09-27,Cloudy with a Chance of Meatballs 2,"$2,936,113","$119,793,567",187,Sony Pictures Entertainment (SPE),,,
2014-10-02,Bang Bang,"$2,546,172","$2,546,172",199,FIP,,,
2014-10-03,Gone Girl,"$166,197,583","$167,767,189",17,Twentieth Century Fox,,,
2014-10-03,Annabelle,"$84,273,813","$84,273,813",37,Warner Bros.,,,
