,Unnamed: 0,Movie Title,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
146,146,Home Again,37270721,27020284,72.5,10250437,27.5,32.0,44.0,PG-13,HallieMeyers-Shyer,"NancyMeyers,ErikaOlde",9-8-2017,27000000.0,5.8,31665,movie,Home Again,0,2017,97,"Comedy,Drama,Romance"
147,147,The Adventurers,36796816,216556,0.6,36580260,99.4,74.0,74.0,PG,StevenSpielberg,"StevenSpielberg,KathleenKennedy,PeterJackson",12-21-2011,77600000.0,5.6,3031,movie,Xia dao lian meng,0,2017,140,"Action,Adventure,Crime"
148,148,"Tad, the Lost Explorer, and the Secret of King Midas",35704046,5874,<0.1,35698172,100.0,29.0,45.0,PG,"DavidAlonso,EnriqueGato","GabrielArias-Salgado,ÁlvaroAugustin,GhislainBarrois,JordiGasull",,,6.2,3304,movie,Tadeo Jones 2: El secreto del Rey Midas,0,2017,85,"Adventure,Animation,Comedy"
149,149,Hostiles,35669017,29819114,83.6,5849903,16.4,70.0,75.0,R,ScottCooper,"ScottCooper,JohnLesher,KenKao",1-26-2018,29800000.0,7.2,82091,movie,Hostiles,0,2017,134,"Drama,Western"
150,150,Namiya,35351623,70814,0.2,35280809,99.8,,60.0,,JieHan,BarbieTung,1-5-2018,40.0K,5.0,517,movie,Jie you za huo dian,0,2017,116,"Drama,Family,Fantasy"
151,151,Destiny: The Tale of Kamakura,35166640,-,-,35166640,100.0,100.0,81.0,,TakashiYamazaki,,,,6.7,1255,movie,Destiny: Kamakura monogatari,0,2017,129,"Crime,Drama,Fantasy"
152,152,The Liquidator,35046130,-,-,35046130,100.0,,,,,,,,5.6,323,movie,Xin li zui: Cheng shi zhi guang,0,2017,124,Crime
153,153,Kidnap,34814102,30971040,89,3843062,11.0,35.0,50.0,R,LuisPrieto,"LorenzodiBonaventura,ErikHowsam,JoeyTufaro,GregoryChou,HalleBerry,ElaineGoldsmith-Thomas",8-4-2017,30700000.0,5.9,36592,movie,Kidnap,0,2017,95,"Action,Crime,Drama"
154,154,The House,34184504,25584504,74.8,8600000,25.2,35.0,73.0,PG,AlejandroAgresti,"RoyLee,DougDavison",6-16-2006,52300000.0,5.6,43546,movie,The House,0,2017,88,"Comedy,Crime"
155,155,Perfect Strangers,33262366,1014507,3.1,32247859,96.9,,83.0,,AlexdelaIglesia,,,,6.9,13728,movie,Perfectos desconocidos,0,2017,97,"Comedy,Drama"
156,156,Sleepless,32917353,20783704,63.1,12133649,36.9,,,,,,,,5.6,32015,movie,Sleepless,0,2017,95,"Action,Crime,Thriller"
157,157,Hindi Medium,32841493,-,-,32841493,100.0,82.0,78.0,,SaketChaudhary,"BhushanKumar,DineshVijan",,,7.9,27753,movie,Hindi Medium,0,2017,132,"Comedy,Drama"
158,158,Steel Rain,32783733,-,-,32783733,100.0,,78.0,,YangWoo-suk,"KimTae-won,ParkJoon-ho",,,7.1,5457,movie,Gangcheolbi,0,2017,139,"Action,Drama,Thriller"
159,159,The House That Never Dies II,32433588,-,-,32433588,100.0,,,,,,,,4.9,88,movie,Jing Cheng 81 hao 2,0,2017,97,"Horror,Thriller"
160,160,This Is Not What I Expected,30996615,337670,1.1,30658945,98.9,78.0,87.0,,DerekHui,PeterHo-SunChan,5-5-2017,306.8K,6.7,1582,movie,Xi huan ni,0,2017,106,"Comedy,Drama,Romance"
161,161,The Last Warrior,30618274,-,-,30618274,100.0,,19.0,PG-13,SheldonLettich,"HananKotzky,JacobKotzky",,,6.5,2867,movie,Posledniy bogatyr,0,2017,114,"Action,Adventure,Comedy"
162,162,The Bye Bye Man,29874280,22395806,75,7478474,25.0,18.0,22.0,PG-13,StacyTitle,"TrevorMacy,JeffreySoros,SimonHorsman",1-13-2017,22400000.0,4.3,23625,movie,The Bye Bye Man,0,2017,96,"Drama,Fantasy,Horror"
163,163,The Disaster Artist,29820616,21120616,70.8,8700000,29.2,91.0,85.0,R,JamesFranco,"JamesFranco,EvanGoldberg,VinceJolivette,SethRogen,JamesWeaver",12-8-2017,21100000.0,7.3,149910,movie,The Disaster Artist,0,2017,104,"Biography,Comedy,Drama"
164,164,The Swindlers,29721916,241916,0.8,29480000,99.2,40.0,54.0,,JangChang-won,SeongChang-yeon,12-1-2017,222.4K,6.6,1955,movie,Kkun,0,2017,117,"Action,Crime,Thriller"
165,165,Alibi.com,29370592,-,-,29370592,100.0,67.0,47.0,,PhilippeLacheau,"AlexandraFechner,FranckMilcent",,,6.5,8147,movie,Alibi.com,0,2017,90,Comedy
166,166,Sword Art Online the Movie: Ordinal Scale,29322339,1522976,5.2,27799363,94.8,100.0,75.0,,TomohikoIto,,,,7.4,7780,movie,Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,0,2017,119,"Action,Adventure,Animation"
167,167,Recep Ivedik 5,28952258,-,-,28952258,100.0,,,,,,,,3.4,15996,movie,Recep Ivedik 5,0,2017,114,Comedy
168,168,Judwaa 2,28733523,1431255,5,27302268,95.0,33.0,33.0,,DavidDhawan,SajidNadiadwala,9-29-2017,1400000.0,3.6,10547,movie,Judwaa 2,0,2017,145,"Action,Comedy"
169,169,The Fortress,28645448,252895,0.9,28392553,99.1,,,,AndrésTorres,,,,6.8,2415,movie,Namhansanseong,0,2017,140,"Action,Drama,History"
170,170,What Happened to Monday,27975429,-,-,27975429,100.0,61.0,67.0,,TommyWirkola,"RaffaellaDeLaurentiis,FabriceGianfermi,PhilippeRousselet",,,6.9,119476,movie,What Happened to Monday,0,2017,123,"Action,Crime,Fantasy"
171,171,Monster Family,27890108,127259,0.5,27762849,99.5,10.0,22.0,PG,HolgerTappe,HolgerTappe,2-9-2018,,4.8,4745,movie,Happy Family,0,2017,93,"Animation,Comedy,Family"
172,172,The Beguiled,27869129,10709995,38.4,17159134,61.6,78.0,48.0,R,SofiaCoppola,"RomanCoppola,SofiaCoppola,YoureeHenley",6-30-2017,10500000.0,6.3,56699,movie,The Beguiled,0,2017,93,"Drama,Thriller,War"
173,173,CHIPS,26800152,18600152,69.4,8200000,30.6,19.0,45.0,R,DaxShepard,"AndrewPanay,RaviMehta",3-24-2017,18600000.0,6.0,46321,movie,CHIPS,0,2017,100,"Action,Comedy,Crime"
174,174,Only the Brave,26351322,18343983,69.6,8007339,30.4,87.0,91.0,PG-13,JosephKosinski,"LorenzodiBonaventura,MichaelMenchel,ErikHowsam,MollySmith,ThadLuckinbill,TrentLuckinbill,DawnOstroff,JeremySteckler",10-20-2017,18100000.0,7.6,66073,movie,Only the Brave,0,2017,134,"Action,Biography,Drama"
175,175,The Zookeeper's Wife,26152835,17571660,67.2,8581175,32.8,64.0,76.0,PG-13,NikiCaro,"JeffAbberley,JamiePatricof,DianeMillerLevin,KimZubick",3-31-2017,17400000.0,7.0,42636,movie,The Zookeeper's Wife,0,2017,127,"Biography,Drama,History"
176,176,Badrinath Ki Dulhania,26134309,1993259,7.6,24141050,92.4,80.0,60.0,,ShashankKhaitan,"HirooJohar,KaranJohar,ApoorvaMehta",3-10-2017,2000000.0,6.1,12034,movie,Badrinath Ki Dulhania,0,2017,139,"Comedy,Drama,Romance"
177,177,Love Off the Cuff,25959989,-,-,25959989,100.0,100.0,69.0,,",Ho-CheungPang",",SubiLiang,Ho-CheungPang",,,6.5,1005,movie,Chun Kiu gau Chi Ming,0,2017,121,Romance
