,Movie,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity,Unnamed: 0.1.1,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
29,Mr. Peabody & Sherman,Ty Burrell,6.508,Max Charles,10.536,Ariel Winter,24.219,Allison Janney,8.247,Stephen Colbert,3.909,29,275698039,111506430,40.4,164191609,59.6,81.0,73.0,PG,RobMinkoff,"AlexSchwartz,DeniseNolanCascino",3-7-2014,111500000.0,6.8,68418,movie,Mr. Peabody & Sherman,0,2014,92,"Adventure,Animation,Comedy"
30,Neighbors,Seth Rogen,19.602,Zac Efron,27.031,Rose Byrne,25.865,Christopher Mintz-Plasse,9.593,Dave Franco,20.44,30,270665134,150157400,55.5,120507734,44.5,73.0,63.0,R,NicholasStoller,"SethRogen,EvanGoldberg,JamesWeaver",5-9-2014,150100000.0,6.3,304760,movie,Neighbors,0,2014,97,Comedy
31,Exodus: Gods and Kings,Christian Bale,26.638,Joel Edgerton,9.409,John Turturro,28.071,Aaron Paul,19.626,Ben Mendelsohn,17.814,31,268175631,65014513,24.2,203161118,75.8,30.0,35.0,PG-13,RidleyScott,"PeterChernin,RidleyScott,JennoTopping,MichaelSchaefer,MarkHuffam",12-12-2014,65000000.0,6.0,166646,movie,Exodus: Gods and Kings,0,2014,150,"Action,Adventure,Drama"
32,Annabelle,Annabelle Wallis,40.876,Ward Horton,9.742,Tony Amendola,8.154,Alfre Woodard,11.31,Eric Ladin,7.014,32,257047661,84273813,32.8,172773848,67.2,29.0,35.0,R,JohnR.Leonetti,"PeterSafran,JamesWan",10-3-2014,84400000.0,5.4,154714,movie,Annabelle,0,2014,99,"Horror,Mystery,Thriller"
33,Hercules,Tate Donovan,14.001,Josh Keaton,4.977,Roger Bart,13.894,Danny DeVito,16.306,James Woods,18.024,33,244819862,72688614,29.7,172131248,70.3,58.0,48.0,PG-13,BrettRatner,"BeauFlynn,BarryLevine,BrettRatner",7-25-2014,72700000.0,6.0,153981,movie,Hercules,0,2014,98,"Action,Adventure,Fantasy"
34,Hercules,Tate Donovan,14.001,Josh Keaton,4.977,Roger Bart,13.894,Danny DeVito,16.306,James Woods,18.024,34,244819862,72688614,29.7,172131248,70.3,58.0,48.0,PG-13,BrettRatner,"BeauFlynn,BarryLevine,BrettRatner",7-25-2014,72700000.0,5.6,105,movie,Hercules,0,2014,112,Comedy
35,RoboCop,Peter Weller,19.657,Nancy Allen,10.407,Dan O'Herlihy,6.691,Ronny Cox,6.028,Kurtwood Smith,17.473,35,242688965,58607007,24.1,184081958,75.9,48.0,49.0,PG-13,JoséPadilha,"MarcAbraham,EricNewman",2-12-2014,58600000.0,6.2,224719,movie,RoboCop,0,2014,117,"Action,Crime,Sci-Fi"
36,The Imitation Game,Benedict Cumberbatch,39.658,Keira Knightley,19.96,Matthew Goode,18.407,Rory Kinnear,14.379,Allen Leech,6.076,36,233555708,91125683,39,142430025,61,89.0,91.0,PG-13,MortenTyldum,"NoraGrossman,IdoOstrowsky,TeddySchwarzman",12-25-2014,91100000.0,8.0,743660,movie,The Imitation Game,0,2014,114,"Biography,Drama,Thriller"
37,Non-Stop,Liam Neeson,33.989,Julianne Moore,18.698,Scoot McNairy,13.266,Michelle Dockery,11.298,Nate Parker,2.668,37,222809600,92168600,41.4,130641000,58.6,62.0,63.0,PG-13,JaumeCollet-Serra,"JoelSilver,AlexHeineman,AndrewRona",2-28-2014,91700000.0,6.9,261173,movie,Non-Stop,0,2014,106,"Action,Mystery,Thriller"
38,Dracula Untold,Luke Evans,23.783,Dominic Cooper,17.366,Sarah Gadon,18.054,Charles Dance,17.439,Art Parkinson,6.154,38,217124280,56280355,25.9,160843925,74.1,25.0,58.0,PG-13,GaryShore,MichaelDeLuca,10-10-2014,55900000.0,6.2,191494,movie,Dracula Untold,0,2014,92,"Action,Drama,Fantasy"
39,The Expendables 3,Sylvester Stallone,32.593,Jason Statham,68.171,Harrison Ford,17.858,Arnold Schwarzenegger,30.027,Mel Gibson,25.645,39,214657577,39322544,18.3,175335033,81.7,32.0,48.0,PG-13,PatrickHughes,"AviLerner,KevinKingTempleton,DannyLerner,LesWeldon,JohnThompson",8-15-2014,39300000.0,6.1,179326,movie,The Expendables 3,0,2014,126,"Action,Adventure,Thriller"
40,Into the Woods,Meryl Streep,13.52,Emily Blunt,22.529,Anna Kendrick,18.19,Daniel Huttlestone,1.273,Lilla Crawford,4.285,40,212902372,128002372,60.1,84900000,39.9,71.0,49.0,PG,RobMarshall,"JohnDeLuca,RobMarshall,MarcPlatt,CallumMcDougall",12-25-2014,128000000.0,5.9,139237,movie,Into the Woods,0,2014,125,"Adventure,Comedy,Drama"
41,Fury,Brad Pitt,26.942,Logan Lerman,18.47,Michael Peña,22.593,Shia LaBeouf,15.34,Jon Bernthal,24.637,41,211817906,85817906,40.5,126000000,59.5,76.0,84.0,R,DavidAyer,"BillBlock,DavidAyer,EthanSmith,JohnLesher",10-17-2014,85800000.0,7.6,469340,movie,Fury,0,2014,134,"Action,Drama,War"
42,Need for Speed,Aaron Paul,19.626,Dominic Cooper,17.366,Imogen Poots,19.813,Ramón Rodríguez,6.689,Michael Keaton,17.975,42,203277636,43577636,21.4,159700000,78.6,22.0,57.0,PG-13,ScottWaugh,"JohnGatins,PatrickO'Brien,MarkSourian",3-14-2014,43600000.0,6.4,168911,movie,Need for Speed,0,2014,132,"Action,Crime,Thriller"
43,The Other Woman,Cameron Diaz,18.596,Leslie Mann,28.052,Kate Upton,8.238,Nikolaj Coster-Waldau,21.517,Don Johnson,10.437,43,196710396,83911193,42.7,112799203,57.3,26.0,57.0,PG-13,NickCassavetes,JulieYorn,4-25-2014,83900000.0,6.0,138226,movie,The Other Woman,0,2014,109,"Comedy,Romance"
44,The Equalizer,Denzel Washington,30.876,Márton Csókás,15.378,Chloë Grace Moretz,67.007,Johnny Skourtis,8.183,David Harbour,13.493,44,192330738,101530738,52.8,90800000,47.2,60.0,76.0,R,AntoineFuqua,"ToddBlack,JasonBlumenthal,DenzelWashington,AlexSiskin,SteveTisch,MaceNeufeld,TonyEldridge,MichaelSloan",9-26-2014,101500000.0,7.2,361226,movie,The Equalizer,0,2014,132,"Action,Crime,Thriller"
45,Breakup Buddies,Huang Bo,13.595,Xu Zheng,4.063,Zhou Dongyu,7.724,Quan Yuan,2.816,Shen Teng,10.846,45,189017596,777896,0.4,188239700,99.6,,70.0,,HaoNing,"YangDu,HongLing,YibingWang",,775.0K,6.4,1604,movie,Xin hua lu fang,0,2014,116,"Comedy,Drama,Romance"
46,Stand by Me Doraemon,Wasabi Mizuta,6.349,Megumi Oohara,3.434,Yumi Kakazu,3.533,Subaru Kimura,15.999,Tomokazu Seki,12.709,46,183442714,-,-,183442714,100,,100.0,,"RyûichiYagi,TakashiYamazaki",,,,7.4,7700,movie,Stand by Me Doraemon,0,2014,95,"Animation,Comedy,Drama"
47,Serial (Bad) Weddings,Christian Clavier,9.024,Chantal Lauby,10.201,Ary Abittan,5.215,Medi Sadoun,6.464,Frédéric Chau,1.138,47,176404493,-,-,176404493,100,,61.0,,PhilippedeChauveron,RomainRojtman,,,7.0,41525,movie,Qu'est-ce qu'on a fait au Bon Dieu?,0,2014,97,Comedy
48,The Monkey King Havoc in Heavens Palace,,,,,,,,,,,48,175835580,-,-,175835580,100,,,,,,,,4.9,5022,movie,Xi you ji: Da nao tian gong,0,2014,119,"Action,Adventure,Family"
49,The Grand Budapest Hotel,Ralph Fiennes,32.618,Tony Revolori,18.359,Adrien Brody,15.374,Willem Dafoe,27.4,Saoirse Ronan,21.955,49,172936941,59301324,34.3,113635617,65.7,92.0,86.0,R,WesAnderson,"WesAnderson,ScottRudin,StevenRales,JeremyDawson",3-7-2014,59100000.0,8.1,775996,movie,The Grand Budapest Hotel,0,2014,99,"Adventure,Comedy,Crime"
50,Dumb and Dumber To,Jim Carrey,29.06,Jeff Daniels,10.459,Laurie Holden,17.831,Rachel Melvin,9.0,Kathleen Turner,20.972,50,169837010,86208010,50.8,83629000,49.2,30.0,35.0,PG-13,"PeterFarrelly,RobertFarrelly","PeterFarrelly,RobertFarrelly,RizaAziz,JoeyMcFarland,CharlesB.Wessler,BradleyThomas",11-14-2014,86200000.0,5.6,135602,movie,Dumb and Dumber To,0,2014,109,Comedy
51,Into the Storm,Richard Armitage,17.038,Sarah Wayne Callies,14.262,Alycia Debnam-Carey,9.234,Matt Walsh,10.131,Nathan Kress,10.002,51,161502194,47602194,29.5,113900000,70.5,,63.0,TVPG,ThaddeusO'Sullivan,,,,5.8,67769,movie,Into the Storm,0,2014,89,"Action,Adventure,Drama"
52,Unbroken,Samuel Hunt,5.884,Merritt Patterson,19.504,Bob Gunton,13.375,Will Graham,0.6,David Sakurai,2.624,52,161459297,115637895,71.6,45821402,28.4,,,,DanGrin,"IldarKrimcheev,DanGrin,RickIrvin",,,7.2,163517,movie,Unbroken,0,2014,137,"Action,Biography,Drama"
53,The Monuments Men,George Clooney,18.235,Matt Damon,27.397,Bill Murray,21.582,John Goodman,20.059,Cate Blanchett,20.869,53,155641650,78031620,50.1,77610030,49.9,30.0,44.0,PG-13,GeorgeClooney,"GrantHeslov,GeorgeClooney",2-7-2014,78000000.0,6.1,130537,movie,The Monuments Men,0,2014,118,"Comedy,Drama,History"
54,Ride Along,Kevin Hart,13.481,Ice Cube,15.963,Olivia Munn,14.805,Tika Sumpter,8.203,Ken Jeong,12.382,54,154468902,134938200,87.4,19530702,12.6,18.0,58.0,PG-13,TimStory,"WillPacker,IceCube,MattAlvarez,LarryBrezner",1-17-2014,134100000.0,6.1,111908,movie,Ride Along,0,2014,99,"Action,Comedy,Crime"
55,Planes: Fire & Rescue,Ed Harris,14.475,Dane Cook,7.418,Julie Bowen,16.664,Curtis Armstrong,19.572,John Michael Higgins,12.92,55,146965787,59165787,40.3,87800000,59.7,45.0,56.0,PG,BobsGannaway,FerrellBarron,7-18-2014,59200000.0,6.0,17835,movie,Planes: Fire & Rescue,0,2014,83,"Adventure,Animation,Comedy"
56,The Taking of Tiger Mountain,Zhang Hanyu,8.378,Tony Leung Ka-fai,11.318,Tong Liya,7.164,Lin Gengxin,5.6,Nan Yu,5.911,56,141654055,228984,0.2,141425071,99.8,71.0,66.0,,HarkTsui,JianxinHuang,,223.0K,6.4,3033,movie,Zhi qu wei hu shan,0,2014,141,"Action,Adventure,Biography"
57,The Admiral: Roaring Currents,Choi Min-sik,10.174,Ryu Seung-ryong,6.554,Cho Jin-woong,9.375,Jin Goo,10.701,Lee Jung-hyun,6.555,57,138342258,2589811,1.9,135752447,98.1,86.0,79.0,,KimHan-min,"KimJu-kyung,JungByung-wook",8-8-2014,2600000.0,7.1,11534,movie,Myeong-ryang,0,2014,128,"Action,Drama,History"
58,Let's Be Cops,Jake Johnson,10.684,Damon Wayans Jr.,9.307,Nina Dobrev,20.789,Rob Riggle,11.964,James D'Arcy,26.611,58,138224951,82390774,59.6,55834177,40.4,18.0,51.0,R,LukeGreenfield,"SimonKinberg,LukeGreenfield",8-13-2014,82400000.0,6.4,132693,movie,Let's Be Cops,0,2014,104,"Action,Comedy,Crime"
59,Annie,Quvenzhané Wallis,11.43,Jamie Foxx,20.417,Rose Byrne,25.865,Cameron Diaz,18.596,Bobby Cannavale,12.744,59,136853506,85911262,62.8,50942244,37.2,28.0,59.0,PG,WillGluck,"JadaPinkettSmith,WillSmith,CaleebPinkett,Jay-Z,Laurence""Jay""Brown,TyranSmith",12-19-2014,85900000.0,5.3,37312,movie,Annie,0,2014,118,"Comedy,Drama,Family"
60,Jack Ryan: Shadow Recruit,Chris Pine,29.596,Keira Knightley,19.96,Kevin Costner,23.921,Kenneth Branagh,42.401,Lenn Kudrjawizki,3.197,60,135503748,50577412,37.3,84926336,62.7,54.0,53.0,PG-13,KennethBranagh,"MaceNeufeld,LorenzodiBonaventura,DavidBarron,MarkVahradian",1-17-2014,50500000.0,6.2,130026,movie,Jack Ryan: Shadow Recruit,0,2014,105,"Action,Drama,Thriller"
61,Blended,Adam Sandler,14.625,Drew Barrymore,19.158,Wendi McLendon-Covey,16.257,Bella Thorne,13.724,Terry Crews,18.437,61,127994610,46294610,36.2,81700000,63.8,15.0,64.0,PG-13,FrankCoraci,"MikeKarz,AdamSandler,JackGiarraputo",5-23-2014,46300000.0,6.5,129356,movie,Blended,0,2014,117,"Comedy,Romance"
62,Sex Tape,Cameron Diaz,18.596,Jason Segel,9.132,Rob Corddry,10.778,Ellie Kemper,14.265,Rob Lowe,12.843,62,126069509,38543473,30.6,87526036,69.4,16.0,33.0,R,JakeKasdan,"ToddBlack,JasonBlumenthal,SteveTisch",7-18-2014,38500000.0,5.1,111693,movie,Sex Tape,0,2014,94,"Comedy,Romance"
63,The Theory of Everything,Eddie Redmayne,33.428,Felicity Jones,18.633,Charlie Cox,14.603,Emily Watson,19.528,Simon McBurney,8.266,63,123726688,35893537,29,87833151,71,80.0,84.0,PG-13,JamesMarsh,"TimBevan,EricFellner,LisaBruce,AnthonyMcCarten",11-7-2014,35900000.0,7.7,438131,movie,The Theory of Everything,0,2014,123,"Biography,Drama,Romance"
64,Pompeii,Kit Harington,12.754,Emily Browning,17.191,Adewale Akinnuoye-Agbaje,7.609,Kiefer Sutherland,16.803,Carrie-Anne Moss,18.242,64,117831631,23219748,19.7,94611883,80.3,27.0,34.0,PG-13,PaulW.S.Anderson,"JeremyBolt,PaulW.S.Anderson,RobertKulzer,DonCarmody",2-21-2014,23200000.0,5.5,110417,movie,Pompeii,0,2014,105,"Action,Adventure,Drama"
65,Seventh Son,Jeff Bridges,17.346,Julianne Moore,18.698,Ben Barnes,16.01,Alicia Vikander,17.078,John DeSantis,10.142,65,114178613,17223265,15.1,96955348,84.9,12.0,34.0,PG-13,SergeyBodrov,"BasilIwanyk,ThomasTull,LionelWigram",2-6-2015,17200000.0,5.5,75973,movie,Seventh Son,0,2014,102,"Action,Adventure,Fantasy"
66,The Purge: Anarchy,Frank Grillo,21.101,Carmen Ejogo,15.961,Zach Gilford,12.46,Michael Kenneth Williams,8.053,Kiele Sanchez,11.162,66,111928365,71962800,64.3,39965565,35.7,57.0,56.0,R,JamesDeMonaco,"JasonBlum,MichaelBay,AndrewForm,BradFuller,SebastienK.Lemercier",7-18-2014,71500000.0,6.4,149430,movie,The Purge: Anarchy,0,2014,103,"Action,Horror,Sci-Fi"
67,"Dad, Where Are We Going?",,,,,,,,,,,67,111870000,-,-,111870000,100,,,,,,,,4.0,75,movie,Ba ba qu na er,0,2014,95,Documentary
68,The Boxtrolls,Ben Kingsley,17.546,Isaac Hempstead-Wright,7.322,Elle Fanning,19.65,Dee Bradley Baker,6.537,Toni Collette,24.141,68,108255770,50837305,47,57418465,53,78.0,63.0,PG,"AnthonyStacchi,GrahamAnnable","DavidBleimanIchioka,TravisKnight",9-26-2014,50800000.0,6.8,57127,movie,The Boxtrolls,0,2014,96,"Adventure,Animation,Comedy"
69,Horrible Bosses 2,Jason Bateman,15.545,Jason Sudeikis,8.331,Charlie Day,18.088,Jennifer Aniston,17.122,Kevin Spacey,16.608,69,107645357,54445357,50.6,53200000,49.4,35.0,47.0,R,SeanAnders,"BrettRatner,JayStern,ChrisBender,JohnRickard,JohnMorris",11-26-2014,54400000.0,6.3,169089,movie,Horrible Bosses 2,0,2014,108,"Comedy,Crime"
70,The Breakup Guru,Deng Chao,6.787,Yang Mi,16.341,Guli Nazha,10.946,Sun Li,4.919,Han Han,0.6,70,106980263,208959,0.2,106771304,99.8,,45.0,,ChaoDeng,,,209.0K,4.2,567,movie,Fen shou da shi,0,2014,114,Comedy
71,Ouija,Olivia Cooke,24.151,Matthew Settle,11.757,Shelley Hennig,12.964,Bianca A. Santos,3.991,Afra Sophia Tully,0.637,71,103590271,50856010,49.1,52734261,50.9,6.0,24.0,PG-13,StilesWhite,"MichaelBay,AndrewForm,BradFuller,JasonBlum,BennettSchneir",10-24-2014,50800000.0,4.5,51992,movie,Ouija,0,2014,89,"Horror,Mystery,Thriller"
