movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Dark Figure of Crime,544627,tt8119680,Kim Yoon-seok,7.465,Ju Ji-hoon,9.937,Moon Jeong-hee,7.714,Jin Sun-kyu,3.382,Jung Jong-joon,0.6
Pad Man,447856,tt7218518,Akshay Kumar,3.945,Radhika Apte,6.296,Sonam Kapoor,2.46,Jyoti Subhash,2.778,Mrinmayee Godbole,0.98
Mirai,475215,tt6900448,Moka Kamishiraishi,4.568,Haru Kuroki,9.143,Gen Hoshino,5.694,Kumiko Aso,11.778,Mitsuo Yoshihara,0.982
Default,294800,tt1871257,Senyo Amoaku,3.262,Jeanne Baron,0.6,David Oyelowo,6.407,Greg Callahan,1.4,Katherine Moennig,11.835
One Cut of the Dead,513434,tt7914416,Takayuki Hamatsu,4.52,Yuzuki Akiyama,6.544,Kazuaki Nagaya,1.502,Harumi Shuhama,4.071,Mao,2.636
The Happytime Murders,412988,tt1308728,Melissa McCarthy,12.641,Bill Barretta,2.898,Elizabeth Banks,14.855,Joel McHale,9.666,Maya Rudolph,11.778
Midnight Sun,419478,tt4799066,Bella Thorne,13.724,Patrick Schwarzenegger,7.073,Rob Riggle,11.964,Quinn Shephard,5.697,Ken Tremblett,2.419
VIP Policeman,,,,,,,,,,,,
My Neighbor Totoro 2018 Re-release,,,,,,,,,,,,
The Faces of My Gene,514617,tt8443556,Yue Yunpeng,6.323,Wu Jing,19.876,Wu Xiubo,10.504,Jing Boran,8.24,Lin Chiling,8.389
Badhaai Ho,234179,tt0325041,Anil Kapoor,3.792,Keerthi reddy,1.684,Shilpa Shetty Kundra,1.494,Amrish Puri,6.421,K. Viswanath,1.428
Hichki,493623,tt6588966,Rani Mukerji,3.625,Neeraj Kabi,1.4,Rohit Saraf,6.077,Sachin Pilgaonkar,3.437,Asif Basra,2.172
White Boy Rick,438808,tt4537896,Richie Merritt,4.705,Matthew McConaughey,20.491,Jennifer Jason Leigh,22.271,Bel Powley,17.254,RJ Cyler,5.258
"Paul, Apostle of Christ",476968,tt7388562,Jim Caviezel,17.268,James Faulkner,3.237,Olivier Martinez,7.944,Joanne Whalley,14.008,John Lynch,9.189
Champions,585216,tt9844522,Taylor Russell,17.641,Logan Miller,14.811,Indya Moore,8.164,Holland Roden,14.001,Thomas Cocquerel,7.12
Keys To The Heart,778277,,Zaijian Jaranilla,0.6,Sharon Cuneta,1.402,,,,,,
Stan & Ollie,394741,tt3385524,Steve Coogan,7.72,John C. Reilly,13.885,Shirley Henderson,13.91,Nina Arianda,8.119,Rufus Jones,5.796
The Witch: Part 1 - The Subversion,530254,tt8574252,Kim Da-mi,11.035,Cho Min-soo,3.945,Park Hee-soon,16.089,Choi Woo-shik,14.334,Go Min-si,16.181
The Accidental Detective 2: In Action,522811,tt7022500,Kwon Sang-woo,10.749,Sung Dong-il,13.097,Lee Kwang-soo,11.598,Seo Young-hee,12.779,Nam Myung-ryeol,2.436
Killing for the Prosecution,517373,tt6857956,Takuya Kimura,14.756,Kazunari Ninomiya,5.208,Yuriko Yoshitaka,11.51,Yutaka Matsushige,4.959,Takehiro Hira,9.536
Pokémon the Movie: The Power of Us,494407,tt8108230,Rica Matsumoto,3.599,Ikue Otani,8.898,Megumi Hayashibara,7.296,Shin-ichiro Miki,11.136,Inuko Inuyama,5.466
The Guernsey Literary and Potato Peel Pie Society,451480,tt1289403,Lily James,22.898,Jessica Brown Findlay,17.161,Matthew Goode,18.722,Michiel Huisman,15.082,Katherine Parkinson,13.084
The Crimes That Bind,632618,tt10915060,Cecilia Roth,4.351,Miguel Ángel Solá,0.624,Benjamín Amadeo,1.052,Sofía Gala Castiglione,5.697,Yanina Ávila,1.447
New Happy Dad and Son 3: Adventure in Russia,553233,,Liu Chunyan,0.6,Dong Hao,0.6,Ju Ping,1.044,,,,
Padmaavat,432527,tt5935704,Ranveer Singh,7.16,Deepika Padukone,6.286,Shahid Kapoor,4.259,Jim Sarbh,2.058,Aayam Mehta,0.6
Won't You Be My Neighbor?,490003,tt7681902,Fred Rogers,3.602,François Scarborough Clemmons,0.6,Yo-Yo Ma,1.95,Joe Negri,0.6,Kailyn Davis,1.4
Europe Raiders,420644,tt5827590,Tony Leung Chiu-wai,21.703,Kris Wu,11.815,Tang Yan,11.231,Du Juan,2.266,George Lam,2.313
Mojin: The Worm Valley,571446,tt9490414,Cai Heng,1.381,Gu Xuan,4.251,Yu Heng,0.629,Zhang Luyao,1.4,Cheng Taishen,1.976
Stree,593995,tt0215215,Uttam Kumar,2.996,Soumitra Chatterjee,1.809,,,,,,
