movie,tmdbid,adult,budget,tmdb_popularity,revenue,runtime
Daybreakers,19901,False,20000000,17.07,51416464,98
Alpha and Omega,12819,False,20000000,17.828,50500000,88
The Switch,41210,False,19000000,16.105,49830607,101
Space Battleship Yamato,660681,False,0,1.381,0,105
She's Out of My League,34016,False,20000000,20.441,49779728,104
Death at a Funeral,34803,False,21000000,18.533,49050886,92
How Do You Know,42888,False,120000000,10.486,48668907,121
Charlie St. Cloud,37950,False,44000000,26.544,48190704,99
Heartbreaker,251518,False,0,1.035,0,90
Scott Pilgrim vs. the World,22538,False,85000000,56.904,48000000,112
StreetDance 2,85373,False,0,18.254,0,85
Welcome to the South,310927,False,0,0.6,0,0
Machete,23631,False,20000000,73.313,44093316,105
Confessions,20048,False,40000000,82.078,108332743,104
Avatar 2010 Special Edition,,,,,,
The Man from Nowhere,217669,False,0,1.4,0,59
Of Gods and Men,46332,False,4000000,44.799,41424067,120
Boy,321258,False,10000000,64.098,64188367,97
When in Rome,13477,False,55000000,13.904,43042835,91
My Name Is Khan,26022,False,12000000,34.068,42345360,165
Going the Distance,38073,False,32000000,12.408,42045846,102
Nodame Cantabile: The Movie II 2010 Re-release,,,,,,
SP: The Motion Picture I,85215,False,0,1.034,0,98
Kokkuri-san: Gekijô-ban,925119,False,0,0.6,0,79
For Colored Girls,44944,False,0,6.411,37000000,134
Detective Conan: The Lost Ship in the Sky,97375,False,0,11.09,36407407,103
Secret Reunion,50090,False,0,8.053,0,116
Furry Vengeance,35169,False,35000000,12.038,36236710,92
You Will Meet a Tall Dark Stranger,38031,False,22000000,9.379,0,98
Faster,41283,False,24000000,28.517,23081726,98
The Kids Are All Right,39781,False,3500000,12.233,34705850,106
Doraemon The Movie: Nobita's Great Battle of the Mermaid King,,,,,,
The Extraordinary Adventures of Adèle Blanc-Sec,35552,False,25000000,20.506,34100000,105
Camping 2,38277,False,28612179,9.041,0,99
Arthur 3: The War of the Two Worlds,42949,False,70200000,22.07,0,101
Dogwood Tree,,,,,,
Leap Year,25195,False,19000000,52.553,32686500,100
Potiche,51447,False,0,8.778,1611000,103
You Again,38303,False,20000000,26.142,32054369,105
Rajneeti,262572,False,0,0.6,0,0
The Losers,34813,False,25000000,73.681,23580000,97
The Santa Claus Gang,,,,,,
Sacrifice,631583,False,0,25.338,0,87
The Lady Shogun and Her Men,63462,False,12800000,2.012,0,116
Legend of the Fist: The Return of Chen Zhen,47854,False,0,11.903,48398,105
Ramona and Beezus,38843,False,15000000,15.408,27293743,103
Splice 2010 Re-release,,,,,,
Let Me In,41402,False,20000000,29.146,24145613,116
Fair Game,38363,False,22000000,15.608,25806953,108
The Roundup,359008,False,0,1.727,0,90
Christmas in South Africa,,,,,,
Biutiful,45958,False,0,9.46,25147786,148
Six Degrees of Celebration,248747,False,0,4.481,0,97
Elle s'appelait Sarah,53457,False,10000000,14.119,17511906,111
Lottery Ticket,41382,False,0,13.419,0,99
Liar Game: The Final Stage,50461,False,0,4.788,0,133
The Way Back,529485,False,0,19.554,14590514,107
Nasha Russia. Yaytsa sudby,,,,,,
Da Xiao Jiang Hu,58365,False,10000000,2.147,0,119
Act of Vengeance,66765,False,0,3.98,0,90
Under the Hawthorn Tree,50542,False,0,7.499,0,113
Recep Ivedik 3,32926,False,0,6.24,22588876,95
Villain,163907,False,5000000,8.61,0,89
A Thousand Words,72358,False,40000000,48.522,22044277,91
"Me, Them and Lara",,,,,,
Moss,79554,False,0,4.727,0,83
22 Bullets,37645,False,24000000,90.129,0,117
Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,256395,False,0,11.276,0,90
Just Wright,38093,False,0,17.099,21520719,100
My Soul to Take,43931,False,25000000,9.422,19829957,107
Our Family Wedding,34563,False,14000000,9.362,21409028,103
Astral City: A Spiritual Journey,52333,False,12000000,8.959,0,103
71: Into the Fire,51200,False,10400000,10.882,20967660,120
The Spy Next Door 2010 Re-release,,,,,,
Country Strong,45272,False,15000000,12.365,20601987,117
Beck,60163,False,0,7.342,0,145
How Not to Rescue a Princess,52939,False,3000000,5.036,19010585,73
About Her Brother,51778,False,0,2.918,0,126
Trick the Movie: Psychic Battle Royale,71485,False,0,2.869,0,119
Hello Ghost,811704,False,0,1.702,0,0
Another Year,44009,False,8000000,8.744,18124262,129
Youth in Revolt,22327,False,18000000,11.449,0,87
Hot Summer Days,37304,False,0,1.487,0,93
Buried,26388,False,1987650,21.703,19152480,94
The Servant,42987,False,0,10.718,0,116
Norwegian Wood,57703,False,0,11.229,17636261,133
Head Over Heels,24940,False,14000000,11.514,13127022,86
