movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Alice,12092,tt0043274,Kathryn Beaumont,3.164,Ed Wynn,5.868,Richard Haydn,5.899,Sterling Holloway,4.586,Jerry Colonna,3.879
Black Glasses,630720,tt10935560,Ilenia Pastorelli,6.278,Asia Argento,9.999,Andrea Zhang,0.6,Andrea Gherpelli,0.63,Mario Pirrello,0.6
Facing Monsters,891743,tt14985640,Kerby Brown,0.6,Cortney Brown,0.6,,,,,,
Rosy,391912,tt5216022,Nat Wolff,11.21,Stacy Martin,11.792,Tony Shalhoub,11.465,Johnny Knoxville,19.66,Sky Ferreira,7.726
Al Gareema,,,,,,,,,,,,
Son of India,183296,tt0022412,Ramon Novarro,2.573,Conrad Nagel,2.475,Marjorie Rambeau,1.339,Madge Evans,1.561,C. Aubrey Smith,8.671
Malazgirt 1071,699395,tt11534392,Cengiz Coşkun,5.354,Iskender Bingol,0.994,Abdurrahman Topal,0.6,Ali Korkmaz,0.6,Sahin Korkmaz,0.6
Hall,48988,tt0480687,Owen Wilson,46.143,Jason Sudeikis,8.331,Jenna Fischer,20.964,Richard Jenkins,11.093,Alexandra Daddario,42.013
Anka,934358,tt15520090,Ozan Akbaba,11.145,Deniz Işın,7.601,Engin Hepileri,5.149,Uğur Uzunel,1.481,Serdar Orçin,5.323
Jane by Charlotte,836485,tt14851374,Charlotte Gainsbourg,17.55,Jane Birkin,7.973,,,,,,
Arthur Rambo,660334,tt10951972,Rabah Nait Oufella,4.588,Antoine Reinartz,2.234,Aleksandra Yermak,1.96,Sofian Khammes,2.598,Malika Zerrouki,0.6
Pups Alone,761548,tt13414424,Jerry O'Connell,10.482,Jennifer Love Hewitt,11.621,Rob Schneider,27.975,Danny Trejo,18.259,Malcolm McDowell,22.407
Bachchhan Paandey,715765,tt10699086,Akshay Kumar,3.945,Kriti Sanon,6.833,Jacqueline Fernandez,2.75,Arshad Warsi,2.878,Pankaj Tripathi,2.092
Kernagis,882743,tt17634196,Vytautas Kernagis,0.652,Dalia Kernagienė,0.6,Eglė Kernagytė,0.6,,,,
Stop-Zemlia,794785,tt14028890,Maria Fedorchenko,0.6,Arsenii Markov,0.6,Yana Isaienko,0.6,Oleksandr Ivanov,0.6,Andrii Abalmazov,0.6
Listeners: The Whispering,786205,tt15170164,Quang Sự,0.6,Oanh Kiều,3.525,Phạm Quỳnh Anh,0.6,Quốc Cường,0.6,Lý Hồng Ân,0.6
