movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Permis de construire,886563,tt13941852,Didier Bourdon,5.984,Anne Consigny,4.411,Éric Fraticelli,1.213,Véronique Volta,1.133,Simon Abkarian,2.736
The Wannabes,146933,tt0331072,Nick Giannopoulos,1.01,Russell Dykstra,0.828,Isla Fisher,15.923,Michael Carman,1.752,,
Chuyen Ma Gan Nhà,930478,tt17785786,Khả Như,1.4,Mạc Can,0.6,Vân Trang,0.84,Huỳnh Thanh Trực,0.6,Lê Bê La,0.6
Promises,2252,tt0765443,Viggo Mortensen,28.694,Naomi Watts,27.398,Vincent Cassel,12.325,Armin Mueller-Stahl,7.197,Sinéad Cusack,11.234
¡Qué Despadre!,937337,tt14891922,Mauricio Ochmann,7.749,Fiona Palomo,0.674,Sandra Echeverría,3.64,Ana Claudia Talancón,7.624,Héctor Suárez,1.616
The Glance of Music,396194,tt3031654,Ennio Morricone,8.771,Wong Kar-wai,6.727,Quentin Tarantino,27.827,Bernardo Bertolucci,4.449,Clint Eastwood,39.921
Disobedient,419743,tt6108178,Rachel Weisz,14.704,Rachel McAdams,23.696,Alessandro Nivola,6.133,Allan Corduner,4.36,Anton Lesser,9.895
The Beatles: Get Back - The Rooftop Concert,923403,tt16899584,John Lennon,4.898,Paul McCartney,7.084,George Harrison,6.927,Ringo Starr,4.655,Billy Preston,1.153
Around the World in 80 Days,10204,tt0327437,Jackie Chan,26.273,Steve Coogan,8.401,Cécile de France,12.926,Jim Broadbent,13.829,Ewen Bremner,8.578
Notre-Dame brûle,811596,tt12264966,Samuel Labarthe,8.83,Jean-Paul Bordes,0.69,Mickaël Chirinian,0.6,Jérémie Laheurte,5.62,Maximilien Seweryn,2.592
The Exorcism of God,836225,tt10362566,Will Beinbrink,4.679,María Gabriela de Faría,8.922,Irán Castillo,4.111,Joseph Marcell,4.251,Hector Kotsifakis,1.933
Tajemství staré bambitky 2,663302,tt14404642,Ondřej Vetchý,3.108,Tomáš Klus,0.972,Kamila Janovičová,1.904,Jiří Lábus,1.603,Miroslav Vladyka,2.622
Fireheart,778810,tt8354218,Olivia Cooke,24.151,Kenneth Branagh,42.401,William Shatner,9.331,Laurie Holden,15.435,Kevin Dennis,1.22
Bergen,776654,tt12578564,Farah Zeynep Abdullah,11.617,Tilbe Saran,3.787,Erdal Beşikçioğlu,2.807,Nergis Öztürk,4.612,Ali Seçkiner Alıcı,5.31
The Grandmother,661791,tt11807888,Almudena Amor,1.468,Vera Valdez,1.564,Karina Kolokolchykova,6.789,Marina Gutiérrez,0.6,Gabriela Calonfirescu,0.6
The Beatles: Get Back,923403,tt16899584,John Lennon,4.898,Paul McCartney,7.084,George Harrison,6.927,Ringo Starr,4.655,Billy Preston,1.153
In Our Prime,628802,tt12663772,Choi Min-sik,10.174,Kim Dong-hwi,1.824,Park Hae-jun,6.406,Park Byung-eun,26.215,Jo Yoon-seo,1.988
Aslan: Hürkus kayip Elmas,,,,,,,,,,,,
Love Mocktail 2,723567,,Darling Krishna,2.85,Rachel David,0.6,Milana Nagaraj,1.974,Amrutha Iyengar,0.766,Rachana Inder,1.094
The King's Daughter,245842,tt2328678,Pierce Brosnan,42.595,Kaya Scodelario,44.822,Benjamin Walker,13.001,William Hurt,23.957,Julie Andrews,12.132
Hridayam,653221,tt11375428,Pranav Mohanlal,5.93,Darshana Rajendran,1.252,Kalyani Priyadarshan,8.571,Aswath Lal,0.6,Vijayaraghavan,0.98
"Love, Sex & Pandemic",926771,tt13613128,Anna Mucha,4.669,Zofia Zborowska,1.62,Sebastian Dela,5.244,Małgorzata Rozenek-Majdan,1.62,Tomasz Dedek,1.851
Ensemble Stars!! Road to Show!!,949394,tt16220566,Toshiki Masuda,6.118,Showtaro Morikubo,8.249,Yuki Kaji,13.997,Daiki Yamashita,18.14,Kohei Amasaki,4.574
The Outfit,799876,tt14114802,Mark Rylance,24.088,Zoey Deutch,20.092,Dylan O'Brien,14.5,Johnny Flynn,11.332,Nikki Amuka-Bird,4.376
Aaraattu,784647,tt13468976,Mohanlal,7.236,Shraddha Srinath,5.408,Siddique,1.363,Saikumar,2.59,Nedumudi Venu,3.22
Heart of Oak,916387,tt10368758,,,,,,,,,,
Undercover,93837,tt1766094,Miley Cyrus,8.196,Jeremy Piven,6.451,Mike O'Malley,2.708,Joshua Bowman,1.018,Lauren McKnight,3.015
Gierek,879837,tt12805704,Michał Koterski,2.537,Małgorzata Kożuchowska,2.691,Antoni Pawlicki,4.843,Sebastian Stankiewicz,6.92,Rafał Zawierucha,2.221
2022 Oscar Nominated Short Films: Live Action/2022 Oscar Nominated Short Films: Animation/2022 Oscar Nominated Short Films: Documentary 2022 Oscar Nominated Short Films,,,,,,,,,,,,
For Ziko,,,,,,,,,,,,
Mister Knockout,586386,tt14694956,Viktor Horinyak,9.859,Sergei Bezrukov,4.704,Inga Strelkova-Oboldina,2.225,Evgeniya Dmitrieva,6.7,Angelina Strechina,8.764
V lete ti poviem,835381,tt13642540,Tereza Kostková,3.156,Ondřej Sokol,1.4,Martin Hofmann,1.4,Dana Rogoz,0.98,Andreea Vasile,1.64
Love Is Better Than Life,874773,tt13922000,Sandrine Bonnaire,5.929,Gérard Darmon,5.513,Philippe Lellouche,1.008,Ary Abittan,3.725,Kev Adams,7.184
Nhà Khong Bán,929387,,Việt Hương,0.991,Kim Xuân,2.268,Nam Em,0.6,Hữu Tín,0.6,Hạnh Thúy,0.6
Heart to Heart,240454,tt0040428,,,,,,,,,,
Swingers,10218,tt0117802,Vince Vaughn,17.127,Jon Favreau,13.562,Heather Graham,20.946,Patrick Van Horn,2.688,Brooke Langton,9.762
A Radiant Girl,788943,tt13328732,Rebecca Marder,4.757,Ben Attal,3.695,India Hair,1.667,André Marcon,1.171,Anthony Bajon,3.749
Desperate for Marriage,836083,tt14856628,Miloš Biković,5.508,Kristina Asmus,9.192,Marina Aleksandrova,10.549,Sergey Gilev,1.69,Yuliya Aug,2.948
Badhaai Do,754716,tt11934846,Rajkummar Rao,1.851,Bhumi Pednekar,1.176,Seema Pahwa,1.753,Sheeba Chaddha,1.042,Nitesh Pandey,1.624
1990,61755,tt0085124,Vic Morrow,9.439,Christopher Connelly,5.179,Fred Williamson,2.342,Mark Gregory,1.834,Stefania Girolami Goodwin,1.4
Odinnadtsat molchalivykh muzhchin,635440,tt16638662,Roman Kurtsyn,6.29,Makar Zaporozhskiy,7.384,Pavel Trubiner,2.443,Andrey Chernyshov,2.24,Dmitriy Belotserkovskiy,0.6
The Butcher's Daughter,335629,tt1216474,Megan Park,16.985,Graham Beckel,7.554,J. Kenneth Campbell,0.926,Patrick J. Adams,6.088,,
Veerame Vaagai Soodum,828827,tt10981012,Vishal Krishna,3.395,Baburaj,0.794,Dimple Hayathi,3.251,Raveena Ravi,4.333,Yogi Babu,3.906
Umma,751237,tt13235822,Sandra Oh,16.974,Fivel Stewart,8.942,Dermot Mulroney,22.46,Odeya Rush,18.647,MeeWha Alana Lee,1.392
Aaja Mexico Challiye,940270,tt15554410,Ammy Virk,3.85,Yasaman Mohsani,0.6,Nasir Chinyoti,1.739,,,,
Mali Twist,788935,tt14055038,Stéphane Bak,2.126,Alicia Da Luz Gomes,0.6,Dioucounda Koma,0.694,Issaka Sawadogo,0.885,Bakary Diombera,1.023
Leopoldstadt - Nt Live 2022 (Theatre),,,,,,,,,,,,
The Tiger Rising,793269,tt1596557,Christian Convery,10.627,Madalen Mills,1.638,Dennis Quaid,13.1,Queen Latifah,12.416,Sam Trammell,9.045
Hello Jadoo: The Secret of Jeju Island,,,,,,,,,,,,
The Family,618353,tt12794046,Bruce Greenwood,8.83,Vincent Martella,14.619,John DiMaggio,6.967,Zehra Fazal,1.334,Gary Cole,16.784
Krime Story,927978,tt10904808,Cezary Łukaszewicz,0.742,Michał Koterski,2.537,Piotr Witkowski,0.98,Gabriela Muskała,2.519,Wiktoria Gąsiewska,7.017
Alors on danse,781478,tt12883472,Isabelle Nanty,9.095,Michèle Laroque,4.785,Thierry Lhermitte,2.354,Patrick Timsit,2.091,Jeanne Balibar,4.984
The Souvenir,473019,tt6920356,Honor Swinton Byrne,4.297,Tom Burke,5.926,Tilda Swinton,17.432,Richard Ayoade,13.282,Ariane Labed,9.948
My Brothers and I,838885,tt13582752,Sofian Khammes,2.598,Dali Benssalah,5.821,Judith Chemla,1.672,Maël Rouin Berrandou,1.56,Luc Schwarz,0.6
Zero Fucks Given,833326,tt13482806,Adèle Exarchopoulos,8.122,Alexandre Perrier,0.6,Mara Taquin,1.153,Jean-Benoît Ugeux,1.4,Jonathan Sawdon,1.543
Kamen Rider OOO 10th: The Core Medals of Resurrection,,,,,,,,,,,,
Adieu Paris,250796,tt2094990,Jessica Schwarz,2.909,Hans-Werner Meyer,2.155,Jean-Yves Berteloot,4.381,Sandrine Bonnaire,5.929,Massimo Brancatelli,0.6
Placés,342470,tt3907584,Elle Fanning,19.65,Justice Smith,14.942,Alexandra Shipp,24.492,Kelli O'Hara,0.84,Lamar Johnson,7.374
The Ancestral,947890,tt14134154,Lâm Thanh Mỹ,3.0,Quang Tuấn,1.106,Mai Cát Vi,2.398,,,,
Emergency Situation,898655,,,,,,,,,,,
FIR,213901,tt2665200,Sarah Lancaster,10.785,Eric Johnson,10.002,Colin Mochrie,4.792,Greg Calderone,1.742,Inga Cadranel,5.588
Boiling Point,807196,tt11127680,Stephen Graham,17.017,Vinette Robinson,4.731,Alice May Feetham,3.644,Jason Flemyng,18.705,Hannah Walters,7.247
The Companions,18449,tt0054795,Maureen O'Hara,13.719,Brian Keith,7.228,Steve Cochran,3.091,Chill Wills,4.932,Strother Martin,9.804
Zlatni decko,855844,tt13210188,Denis Murić,2.475,Andrija Kuzmanović,0.737,Igor Benčina,1.644,Petar Strugar,1.167,Alisa Radaković,0.6
Wedding High,912632,,Ryoko Shinohara,7.508,Tomoya Nakamura,4.772,Nagisa Sekimizu,5.593,Takanori Iwata,12.315,Osamu Mukai,5.94
America Latina,807185,tt13932304,Elio Germano,4.148,Astrid Casali,1.4,Sara Ciocca,2.576,Maurizio Lastrico,1.959,Carlotta Gamba,0.6
Meppadiyan,899410,tt13919696,Unni Mukundan,2.901,Kottayam Ramesh,2.088,Saiju Kurup,2.137,Anju Kurian,1.62,Aju Varghese,1.532
Official Competition,668640,tt11700260,Penélope Cruz,23.261,Antonio Banderas,18.301,Oscar Martínez,1.682,José Luis Gómez,1.529,Manolo Solo,2.117
Liubov i blohery,916435,tt16438032,Nazar Zadniprovskyi,1.228,Olha Sumska,3.723,Vadym Novytskyi,0.6,Ivan Kukharchuk,0.6,Georgiy Deliev,0.649
Lynx,846983,tt15077870,Laurent Geslin,0.6,,,,,,,,
Kaptan Pengu ve Arkadaslari 2,963610,tt16449656,,,,,,,,,,
Benden Ne Olur,870239,tt12479584,Hazal Kaya,11.636,Onur Tuna,13.252,Nur Fettahoğlu,10.039,Selin Şekerci,0.6,Elçin Afacan,8.551
Zaï Zaï Zaï Zaï,774600,tt11557872,Jean-Paul Rouve,8.876,Julie Depardieu,6.983,Yolande Moreau,3.044,Ramzy Bedia,7.68,Julie Gayet,2.491
Ik wist het,934297,tt13361814,Sigrid ten Napel,5.93,Victoria Koblenko,6.163,Tarikh Janssen,0.6,Steef de Bot,4.928,Melissa Drost,0.6
Serve the People,743814,tt18372308,Yeon Woo-jin,10.618,Ji An,3.057,Cho Seong-ha,6.711,Jeong Gyu-su,5.368,Kim Ji-chul,0.6
Full Time,220807,tt2666096,Chris Langham,0.739,Kieran Hill,0.6,Huw Higginson,1.723,Kenyon Garrish,0.6,Margot Leicester,3.604
Bangarraju,77799,tt1649286,Allari Naresh,2.549,Surekha Vani,4.365,,,,,,
The Book Of Dust - La Belle Sauvage - Nt Live 2022 (Theatre),,,,,,,,,,,,
Hey Sinamika,803736,tt11953194,Dulquer Salmaan,3.833,Aditi Rao Hydari,4.483,Kajal Agarwal,13.938,Nakshathra Nagesh,0.706,Yogi Babu,3.906
Milosc jest blisko,931245,tt16757706,Weronika Książkiewicz,6.665,Wojciech Solarz,1.77,Olga Bołądź,1.558,Grzegorz Małecki,2.677,Janusz Chabior,4.933
Ek Love Ya,680484,tt10415494,Rachita Ram,1.694,Raanna,0.6,Reeshma Nanaiah,0.6,,,,
How I Learned to Fly,932083,tt12885338,Klara Hrvanović,0.6,Olga Odanović,1.702,Snježana Sinovčić,0.6,Žarko Laušević,2.03,Luka Bajto,0.6
Murder Party,13561,tt0878695,Chris Sharp,0.677,Macon Blair,5.903,Stacy Rock,1.4,Skei Saulnier,0.6,Paul Goldblatt,0.6
The Chef,844927,,Slurpo (Seth),0.6,Jørdn (Jordan),0.6,,,,,,
"Romeo & Juliet - Roh, London 2022 (Ballet)",,,,,,,,,,,,
Reunion 2,947483,tt15049180,Bashar Rahal,6.077,Niki Iliev,1.805,Chloe Rahal,0.628,Dilyana Popova,2.968,Evelin Kostova,3.721
Petya na moyata Petya,,,,,,,,,,,,
Den slepogo valentina,920696,tt16720892,Maksim Vitorgan,4.375,Mark Bogatyrev,7.087,Olesya Sudzilovskaya,2.632,Aleksandr Yatsenko,4.555,Aleksandr Loye,0.786
Betlémské svetlo,816186,tt14357492,Zdeněk Svěrák,2.66,Daniela Kolářová,1.617,Tereza Ramba,2.609,Vojtěch Kotek,3.286,Ondřej Vetchý,3.108
Softie,947723,tt17939320,Koby Polaski,0.6,Lucy Bertolet,0.6,Eden R Ornstein,0.6,Benjamin Yeiser,0.6,John Messier,0.6
The Path,732279,tt5280288,Ashok Amritraj,1.38,Ari Arad,4.071,Avi Arad,4.006,Idris Elba,26.498,Jenny Fulle,1.099
Tyson's Run,860852,tt3580748,Major Dodson,1.495,Rory Cochrane,11.932,Amy Smart,26.904,Layla Felder,0.98,Barkhad Abdi,6.877
The Best Weekend,916378,tt16539516,Daria Petrozhytska,2.679,Irma Vitovska,2.485,Nataliia Babenko,0.6,Oleksandr Rudynskyy,1.275,Elias Reichert,1.62
Book of Love,892835,tt14014068,Sam Claflin,8.17,Verónica Echegui,13.968,Antonia Clarke,5.117,Horacio García Rojas,4.208,Melissa Pino,0.6
Ali & Ava,661365,tt11559472,Adeel Akhtar,5.147,Claire Rushbrook,9.809,Natalie Gavin,1.38,Macy Shackleton,0.84,Ellora Torchia,9.576
Nitram,797457,tt13694628,Caleb Landry Jones,16.093,Judy Davis,8.5,Sean Keenan,4.032,Essie Davis,12.313,Anthony LaPaglia,14.338
The Contractor,628900,tt10323676,Chris Pine,29.596,Ben Foster,11.739,Gillian Jacobs,19.16,Eddie Marsan,20.889,Kiefer Sutherland,16.803
Thunderbirds Go Go,,,,,,,,,,,,
C'era una volta il crimine,790529,tt13946908,Marco Giallini,3.242,Edoardo Leo,2.723,Gianmarco Tognazzi,0.615,Carlo Buccirosso,2.785,Giampaolo Morelli,1.772
Un Rabón con Corazón,943158,tt17542282,Andrés Castañeda,0.6,Lina Tejeiro,0.6,Álvaro Bayona,0.6,Carmenza Cossio,0.706,,
Paw Patrol: Mission Xmas,921042,,Kevin Chacon,1.136,Alyssa Cheatham,1.176,Alfred Molina,18.667,Justice Quiroz,1.6,Dave Droxler,0.756
Clean,689700,tt10023022,Adrien Brody,15.374,Glenn Fleshler,15.199,Richie Merritt,4.705,Chandler Ari DuPont,1.246,Michelle Wilson,1.244
L'ombra del giorno,834141,tt14404954,Riccardo Scamarcio,8.264,Benedetta Porcaroli,12.338,Waël Sersoub,5.404,Lino Musella,5.221,Vincenzo Nemolato,2.611
Candlelight Revolution,674845,,Sohn Suk-hee,3.011,Yoo Si-min,1.8,Choo Mi-ae,0.6,Sim Sang-jung,0.6,Yoon Suk-yeol,0.6
Nobody's Hero,660709,tt11669538,Jean-Charles Clichet,2.304,Noémie Lvovsky,6.961,Iliès Kadri,0.615,Michel Masiero,0.6,Doria Tillier,6.744
Ex,264660,tt0470752,Domhnall Gleeson,17.251,Alicia Vikander,17.078,Oscar Isaac,60.716,Sonoya Mizuno,13.85,Corey Johnson,4.974
Kung Fu Zohra,885266,tt13261944,Sabrina Ouazani,13.367,Ramzy Bedia,7.68,Eye Haïdara,1.55,Tien Shue,1.528,Lina Hachani,0.6
Palmyra,546481,,,,,,,,,,,
Afacanlar: Is Basa Düstü,,,,,,,,,,,,
Three Times Nothing,783573,tt13892842,Antoine Bertrand,3.597,Philippe Rebbot,2.541,Côme Levin,0.872,Karin Viard,5.823,Atillahan Karagedik,0.6
Papy,48769,tt0086079,Christian Clavier,6.446,Michel Galabru,2.801,Gérard Jugnot,2.05,Martin Lamotte,3.568,Dominique Lavanant,1.995
Beyond Live Nct: Resonance,779931,,Taeil,0.644,Johnny Suh,1.667,Taeyong,0.6,Nakamoto Yuta,1.568,Kun,0.998
The Sadness,498475,tt1444334,,,,,,,,,,
Secret Name,820712,tt13846526,Sabine Azéma,3.732,Lyna Khoudri,13.213,Maud Wyler,0.79,Laurent Poitrenaux,0.84,Didier Brice,0.67
I Want to Talk About Duras,803701,tt14300376,Swann Arlaud,3.137,Emmanuelle Devos,7.977,Christophe Paou,2.003,Philippe Minyana,0.6,,
A Change of Heart,511624,tt3411808,Virginia Madsen,15.728,Aimee Teegarden,14.008,Cody Horn,3.014,Dawn Olivieri,15.034,Jim Belushi,9.14
Last Looks,557946,tt9244554,Charlie Hunnam,18.698,Mel Gibson,25.645,Morena Baccarin,26.355,Clancy Brown,29.504,Rupert Friend,21.396
The Bunker Game,794234,tt13893190,Gaia Weiss,17.168,Mark Ryder,2.069,Makita Samba,5.136,Felice Jankell,7.657,Tudor Aaron Istodor,2.086
Naai Sekar,925818,tt14433712,Sathish,1.068,Pavithra Lakshmi,0.6,Shiva,0.6,Sriman,1.411,Livingston,2.923
Mahlûkat,941343,tt11919160,Adnan Koç,1.4,Seda Oguz,0.6,Kurtuluş Şakirağaoğlu,1.487,,,,
Hamel El Lakab,930880,,,,,,,,,,,
Sundown,267800,tt2381213,Devon Werkheiser,5.931,Sean Marquette,6.601,Silverio Palacios,3.188,Camilla Belle,12.173,Jordi Mollà,8.071
Cuarentones,949270,tt16969906,Adal Ramones,1.684,Erick Elías,3.205,Gaby Espino,15.342,Sonia Couoh,3.833,Ximena Rubio,1.069
My Wonderful Wanda,698429,tt10152722,Agnieszka Grochowska,7.51,Marthe Keller,5.503,André Jung,2.174,Jacob Matschenz,8.254,Birgit Minichmayr,7.332
Super Sharanya,869227,tt12953548,Anaswara Rajan,3.77,Arjun Ashokan,2.102,Mamitha Baiju,5.827,Antony Varghese,1.382,Sajin Cherukayil,0.98
Jang Minho Drama,,,,,,,,,,,,
The Grandson,788922,tt13921588,Gergő Blahó,0.6,Tamás Jordán,0.6,Gábor Jászberényi,0.6,Judit Pogány,0.6,Döbrösi Laura,2.765
Octonauts and the Caves of Sac Actun,726940,tt12759408,Simon Greenall,2.751,Paul Panting,2.484,Teresa Gallagher,4.007,Rob Rackstraw,2.024,Jo Wyatt,2.246
BanG Dream! Poppin'Dream!,922495,tt14294724,Aimi,4.552,Ayaka Ohashi,7.903,Rimi Nishimoto,1.4,Ayasa Ito,2.981,Sae Otsuka,1.012
