movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Snow White and the Huntsman,58595,tt1735898,Kristen Stewart,28.953,Chris Hemsworth,36.221,Charlize Theron,40.523,Sam Claflin,8.17,Ian McShane,20.779
Taken 2,82675,tt1397280,Liam Neeson,33.989,Maggie Grace,22.642,Famke Janssen,25.542,Leland Orser,10.18,D. B. Sweeney,11.883
Hotel Transylvania,585083,tt9848626,Selena Gomez,16.258,Andy Samberg,40.034,Kathryn Hahn,18.867,Jim Gaffigan,4.08,Steve Buscemi,24.572
Titanic 2012 3D Release,,,,,,,,,,,,
The Lorax,73723,tt1482459,Zac Efron,27.031,Danny DeVito,16.306,Taylor Swift,10.33,Ed Helms,15.096,Rob Riggle,11.964
Journey 2: The Mysterious Island,72545,tt1397514,Dwayne Johnson,29.99,Josh Hutcherson,9.872,Michael Caine,14.985,Vanessa Hudgens,20.546,Luis Guzmán,11.721
The Expendables 2,76163,tt1764651,Sylvester Stallone,32.593,Jason Statham,68.171,Jet Li,28.972,Dolph Lundgren,16.016,Chuck Norris,9.731
Rise of the Guardians,81188,tt1446192,Chris Pine,29.596,Alec Baldwin,17.182,Jude Law,21.474,Isla Fisher,15.923,Hugh Jackman,23.696
Battleship,44833,tt1440129,Taylor Kitsch,18.299,Tadanobu Asano,10.772,Rihanna,14.62,Brooklyn Decker,9.778,Gregory D. Gadson,1.4
Wrath of the Titans,57165,tt1646987,Sam Worthington,21.962,Liam Neeson,33.989,Ralph Fiennes,32.618,Rosamund Pike,27.568,Bill Nighy,22.155
John Carter,49529,tt0401729,Taylor Kitsch,18.299,Lynn Collins,27.532,Samantha Morton,10.801,Willem Dafoe,27.4,Thomas Haden Church,11.267
The Bourne Legacy,49040,tt1194173,Jeremy Renner,47.118,Rachel Weisz,14.704,Edward Norton,17.551,Scott Glenn,19.362,Donna Murphy,7.898
Lincoln,72331,tt1611224,Benjamin Walker,13.001,Dominic Cooper,17.366,Anthony Mackie,17.839,Mary Elizabeth Winstead,26.06,Rufus Sewell,27.956
We're the Millers,138832,tt1723121,Jennifer Aniston,17.122,Jason Sudeikis,8.331,Emma Roberts,21.269,Will Poulter,28.358,Kathryn Hahn,18.867
Dark Shadows,62213,tt1077368,Johnny Depp,50.461,Michelle Pfeiffer,20.196,Helena Bonham Carter,40.369,Eva Green,19.007,Jackie Earle Haley,6.216
Resident Evil: Retribution,71679,tt1855325,Milla Jovovich,16.232,Sienna Guillory,18.144,Michelle Rodriguez,23.481,Aryana Engineer,11.998,Li Bingbing,28.462
Silver Linings Playbook,82693,tt1045658,Bradley Cooper,38.912,Jennifer Lawrence,26.491,Robert De Niro,28.296,Jacki Weaver,20.949,Chris Tucker,10.276
American Reunion,71552,tt1605630,Jason Biggs,17.04,Alyson Hannigan,12.504,Seann William Scott,13.293,Chris Klein,8.592,Thomas Ian Nicholas,9.988
Argo,68734,tt1024648,Ben Affleck,23.439,Bryan Cranston,30.228,Alan Arkin,9.763,John Goodman,20.197,Victor Garber,8.911
Jack Reacher,75780,tt0790724,Tom Cruise,34.075,Rosamund Pike,27.568,Richard Jenkins,11.093,David Oyelowo,6.407,Werner Herzog,6.85
Safe House,59961,tt1599348,Denzel Washington,33.586,Ryan Reynolds,40.796,Vera Farmiga,28.396,Brendan Gleeson,28.448,Sam Shepard,6.017
21 Jump Street,64688,tt1232829,Jonah Hill,14.14,Channing Tatum,22.942,Brie Larson,26.14,Dave Franco,20.44,Rob Riggle,11.964
Total Recall,64635,tt1386703,Colin Farrell,43.802,Kate Beckinsale,23.557,Jessica Biel,16.734,Bryan Cranston,30.228,Bokeem Woodbine,36.536
The Impossible,80278,tt1649419,Naomi Watts,27.398,Ewan McGregor,15.899,Tom Holland,128.32,Samuel Joslin,4.253,Oaklee Pendergast,7.155
Lost in Thailand,151743,tt2459022,Baoqiang Wang,6.389,Xu Zheng,4.063,Huang Bo,13.595,Hong Tao,3.424,Fan Bingbing,19.144
The Vow,72570,tt1606389,Rachel McAdams,23.696,Channing Tatum,22.942,Sam Neill,27.877,Scott Speedman,12.913,Jessica Lange,9.19
Mirror Mirror,62764,tt1667353,Lily Collins,16.043,Julia Roberts,18.361,Armie Hammer,23.554,Nathan Lane,5.982,Martin Klebba,4.415
The Dictator,76493,tt1645170,Sacha Baron Cohen,14.839,Ben Kingsley,24.564,Anna Faris,23.242,Jason Mantzoukas,22.017,Sayed Badreya,5.173
Looper,59967,tt1276104,Joseph Gordon-Levitt,28.819,Bruce Willis,26.557,Emily Blunt,25.159,Piper Perabo,37.204,Noah Segan,8.26
Chinese Zodiac,98567,tt1424310,Jackie Chan,26.273,Yao Xing-Tong,7.547,Kwon Sang-woo,7.678,Zhang Lanxin,7.198,Liao Fan,5.562
Magic Mike,77930,tt1915581,Channing Tatum,22.942,Matthew McConaughey,20.491,Alex Pettyfer,11.423,Cody Horn,3.014,Olivia Munn,10.575
Flight,87502,tt1907668,Denzel Washington,30.876,Don Cheadle,12.548,Kelly Reilly,43.29,John Goodman,20.059,Bruce Greenwood,8.83
Underworld: Awakening,52520,tt1496025,Kate Beckinsale,23.557,Stephen Rea,7.615,Michael Ealy,11.7,Theo James,20.465,India Eisley,19.217
This Means War,59962,tt1596350,Reese Witherspoon,14.224,Chris Pine,29.596,Tom Hardy,59.898,Laura Vandervoort,13.669,Angela Bassett,11.963
Paranormal Activity 4,82990,tt2109184,Katie Featherston,4.309,Kathryn Newton,15.268,Matt Shively,6.986,Aiden Lovekamp,2.807,Brady Allen,1.4
Step Up Revolution,85446,tt1800741,Mia Michaels,1.07,Megan Boone,15.506,Kathryn McCormick,6.278,Jessica Guadix,0.629,Cleopatra Coleman,15.172
The Best Exotic Marigold Hotel,74534,tt1412386,Bill Nighy,22.155,Maggie Smith,17.595,Tom Wilkinson,13.739,Judi Dench,8.949,Dev Patel,9.853
The Wind Rises,149870,tt2013293,Hideaki Anno,7.603,Hidetoshi Nishijima,16.421,Miori Takimoto,9.272,Masahiko Nishimura,1.708,Stephen Alpert,0.652
Last Vegas,137093,tt1204975,Robert De Niro,28.296,Morgan Freeman,23.816,Michael Douglas,9.193,Kevin Kline,12.016,Mary Steenburgen,20.621
Zero Dark Thirty,97630,tt1790885,Jessica Chastain,17.001,Jason Clarke,23.125,Kyle Chandler,17.16,Jennifer Ehle,16.44,Mark Strong,32.173
Ghost Rider: Spirit of Vengeance,71676,tt1071875,Nicolas Cage,31.357,Ciarán Hinds,29.898,Violante Placido,9.548,Johnny Whitworth,6.073,Christophe Lambert,15.004
Cloud Atlas,83542,tt1371111,Tom Hanks,38.219,Halle Berry,22.434,Jim Broadbent,16.149,Hugo Weaving,29.864,Jim Sturgess,10.695
The Woman in Black,65086,tt1596365,Daniel Radcliffe,24.549,Ciarán Hinds,29.898,Janet McTeer,10.694,Liz White,5.517,Tim McMullan,11.903
Chronicle,76726,tt1706593,Dane DeHaan,12.855,Alex Russell,11.31,Michael B. Jordan,17.315,Michael Kelly,7.629,Anna Wood,5.402
Walking with Dinosaurs 3D,77951,tt1762399,Charlie Rowe,7.721,Justin Long,18.509,Karl Urban,17.436,Angourie Rice,15.455,John Leguizamo,11.213
The Pirates! Band of Misfits,72197,tt1430626,Hugh Grant,32.571,Martin Freeman,18.272,Imelda Staunton,8.138,David Tennant,18.965,Jeremy Piven,6.451
Parental Guidance,88042,tt1047540,Billy Crystal,9.218,Bette Midler,7.907,Marisa Tomei,23.257,Tom Everett Scott,12.887,Bailee Madison,20.261
Abraham Lincoln: Vampire Hunter,72331,tt1611224,Benjamin Walker,13.001,Dominic Cooper,17.366,Anthony Mackie,17.839,Mary Elizabeth Winstead,26.06,Rufus Sewell,27.956
Pitch Perfect,114150,tt1981677,Anna Kendrick,18.19,Brittany Snow,19.663,Anna Camp,11.675,Rebel Wilson,10.1,Skylar Astin,9.985
Hope Springs,82696,tt1535438,Meryl Streep,13.52,Steve Carell,18.584,Tommy Lee Jones,27.694,Jean Smart,14.257,Marin Ireland,12.362
ParaNorman,77174,tt1623288,Kodi Smit-McPhee,15.212,Tucker Albrizzi,7.663,Jodelle Ferland,19.889,Anna Kendrick,23.857,Casey Affleck,9.973
The Campaign,77953,tt1790886,Will Ferrell,13.352,Zach Galifianakis,18.372,Jason Sudeikis,11.663,Katherine LaNasa,20.268,Dylan McDermott,25.455
Star Wars: Episode I - The Phantom Menace 2012 3D Release,,,,,,,,,,,,
Project X,57214,tt1636826,Thomas Mann,5.506,Oliver Cooper,6.677,Jonathan Daniel Brown,2.376,Dax Flame,6.126,Kirby Bliss Blanton,6.174
The Devil Inside,76487,tt1560985,Fernanda Andrade,6.69,Simon Quarterman,4.793,Evan Helmuth,1.4,Ionuț Grama,1.38,Suzan Crowley,0.656
The Lucky One,77877,tt1327194,Zac Efron,34.909,Taylor Schilling,20.272,Blythe Danner,14.134,Jay R. Ferguson,6.768,Riley Thomas Stewart,1.4
Contraband,77866,tt1524137,Mark Wahlberg,49.465,Kate Beckinsale,23.557,Ben Foster,11.739,Giovanni Ribisi,16.93,Lukas Haas,12.011
Think Like a Man,184098,tt2239832,Kevin Hart,14.271,Michael Ealy,11.7,Jerry Ferrara,4.033,Meagan Good,14.106,Regina Hall,12.088
Masquerade,835551,tt11448490,Alyvia Alyn Lind,12.464,Bella Thorne,13.724,Mircea Monroe,11.704,Austin Nichols,10.078,Skyler Samuels,9.163
Brave Hearts: Umizaru,162006,tt2053339,Hideaki Ito,9.538,Ai Kato,1.4,Ryuta Sato,2.573,Riisa Naka,8.861,,
This Is 40,89492,tt1758830,Paul Rudd,34.179,Leslie Mann,28.052,John Lithgow,17.218,Megan Fox,14.329,Maude Apatow,18.088
The Thieves,11238,tt0115491,Scott Weinger,4.914,Linda Larkin,4.267,Robin Williams,15.485,John Rhys-Davies,14.043,Gilbert Gottfried,39.172
The Possession,77883,tt0431021,Jeffrey Dean Morgan,17.9,Natasha Calis,6.428,Madison Davenport,8.777,Kyra Sedgwick,10.045,Rob LaBelle,7.484
What to Expect When You're Expecting,76494,tt1586265,Jennifer Lopez,10.12,Chace Crawford,9.037,Anna Kendrick,18.19,Cameron Diaz,18.596,Elizabeth Banks,14.855
Savages,82525,tt1615065,Taylor Kitsch,18.299,Blake Lively,12.53,Aaron Taylor-Johnson,14.255,John Travolta,11.259,Salma Hayek,22.609
Sinister,82507,tt1922777,Ethan Hawke,21.79,Juliet Rylance,2.588,Vincent D'Onofrio,25.932,James Ransone,11.416,Fred Dalton Thompson,6.723
Act of Valor,75674,tt1591479,Roselyn Sánchez,19.201,Emilio Rivera,5.988,Gonzalo Menendez,6.939,Marissa Labog,1.214,Nestor Serrano,5.784
Frankenweenie,62214,tt1142977,Charlie Tahan,16.879,Catherine O'Hara,17.22,Martin Short,7.194,Martin Landau,7.645,Atticus Shaffer,15.742
The Grey,75174,tt1601913,Liam Neeson,33.989,Dermot Mulroney,22.46,Frank Grillo,21.101,Dallas Roberts,11.418,Joe Anderson,8.1
Diary of a Wimpy Kid: Dog Days,82650,tt2023453,Zachary Gordon,13.016,Steve Zahn,34.291,Devon Bostick,24.73,Robert Capron,10.49,Rachael Harris,19.836
Thermae Romae,105210,tt1867101,Hiroshi Abe,12.72,Aya Ueto,3.613,Masachika Ichimura,2.888,Kazuki Kitamura,9.654,Kai Shishido,2.353
One Piece Film Z,176983,tt2375379,Mayumi Tanaka,12.81,Kazuya Nakai,10.996,Akemi Okamura,5.632,Kappei Yamaguchi,11.26,Hiroaki Hirata,7.274
To Rome with Love,81836,tt1859650,Woody Allen,9.93,Roberto Benigni,9.129,Penélope Cruz,22.178,Alec Baldwin,18.355,Judy Davis,9.75
Here Comes the Boom,87826,tt1648179,Kevin James,18.227,Henry Winkler,16.781,Joe Rogan,5.121,Salma Hayek,22.609,Greg Germann,9.266
Bayside Shakedown the Final,193402,tt2124014,Yuji Oda,2.769,Toshirō Yanagiba,1.844,Eri Fukatsu,4.737,Yūsuke Santamaria,1.594,Yuki Uchida,7.339
The Cabin in the Woods,22970,tt1259521,Chris Hemsworth,36.221,Kristen Connolly,10.265,Fran Kranz,5.97,Jesse Williams,5.749,Anna Hutchison,5.491
Finding Nemo 2012 3D Release,,,,,,,,,,,,
Anna Karenina,96724,tt1781769,Keira Knightley,19.96,Jude Law,21.474,Aaron Taylor-Johnson,14.255,Kelly Macdonald,14.977,Matthew Macfadyen,14.465
The Watch,80035,tt1298649,Ben Stiller,11.792,Vince Vaughn,17.127,Rosemarie DeWitt,12.507,Erinn Hayes,8.051,Erin Moriarty,23.656
Moonrise Kingdom,83666,tt1748122,Bruce Willis,25.856,Jared Gilman,5.846,Kara Hayward,12.957,Edward Norton,17.551,Bill Murray,23.94
The Secret of the Gods,674213,tt2336988,,,,,,,,,,
Madea's Witness Protection,103370,tt2215285,Tyler Perry,7.41,Eugene Levy,9.804,Denise Richards,25.673,Romeo Miller,4.743,Doris Roberts,6.502
Beauty and the Beast 2012 3D Release,,,,,,,,,,,,
Astérix and Obélix: God Save Britannia,99770,tt1597522,Edouard Baer,3.774,Gérard Depardieu,11.863,Guillaume Gallienne,1.22,Vincent Lacoste,4.892,Valérie Lemercier,2.99
Evangelion: 3.0 You Can (Not) Redo,75629,tt0860907,Megumi Ogata,7.683,Akira Ishida,11.463,Yuko Miyamura,5.047,Megumi Hayashibara,7.296,Kotono Mitsuishi,8.321
Quartet,121826,tt1441951,Maggie Smith,24.633,Tom Courtenay,12.008,Billy Connolly,14.28,Pauline Collins,6.324,Michael Gambon,30.781
Rock of Ages,80585,tt1336608,Julianne Hough,8.7,Diego Boneta,11.424,Tom Cruise,34.075,Alec Baldwin,17.182,Russell Brand,11.873
That's My Boy,87428,tt1232200,Adam Sandler,20.475,Andy Samberg,32.41,Susan Sarandon,24.241,Eva Amurri Martino,12.184,Leighton Meester,13.48
The Odd Life of Timothy Green,71864,tt1462769,Jennifer Garner,16.887,Joel Edgerton,9.409,Ron Livingston,18.183,Rosemarie DeWitt,12.507,CJ Adams,3.641
Lawless,82633,tt1212450,Shia LaBeouf,15.34,Tom Hardy,59.898,Gary Oldman,27.283,Guy Pearce,19.454,Jason Clarke,23.125
End of Watch,77016,tt1855199,Jake Gyllenhaal,21.848,Michael Peña,22.593,Natalie Martinez,24.8,Anna Kendrick,18.19,David Harbour,14.309
Wolf Children,110420,tt2140203,Haru Kuroki,9.143,Yukito Nishii,2.489,Aoi Miyazaki,12.041,Takao Osawa,2.402,Momoka Ohno,0.6
The Three Stooges,76489,tt0383010,Sean Hayes,9.995,Will Sasso,17.717,Chris Diamantopoulos,20.359,Jane Lynch,15.419,Sofía Vergara,10.101
The Five-Year Engagement,72207,tt1195478,Jason Segel,12.785,Emily Blunt,25.159,Rhys Ifans,63.757,Chris Pratt,30.348,Alison Brie,32.463
Red Dawn,60747,tt1234719,Chris Hemsworth,36.221,Josh Peck,15.704,Josh Hutcherson,9.872,Isabel Lucas,14.078,Adrianne Palicki,13.954
Red Tails,72431,tt0485985,Bryan Cranston,30.228,David Oyelowo,6.407,Cuba Gooding Jr.,8.647,Daniela Ruah,8.005,Terrence Howard,13.928
"Monsters, Inc. 2012 3D Release",,,,,,,,,,,,
HOUBA! On the Trail of the Marsupilami,102207,tt1723642,Alain Chabat,9.89,Jamel Debbouze,9.859,Fred Testot,8.61,Lambert Wilson,19.964,Patrick Timsit,1.827
Tad: The Lost Explorer,121734,tt1764625,Óscar Barberán,0.996,Michelle Jenner,8.068,José Mota,1.835,Pep Anton Muñoz,3.126,Miguel Ángel Jenner,0.86
A Turtle's Tale 2: Sammy's Escape from Paradise,113594,tt2288005,Kaitlyn Maher,1.473,Carter Hastings,4.494,Alan Shearman,3.25,Khary Payton,9.429,Carlos Alazraqui,11.826
Trouble with the Curve,87825,tt2083383,Clint Eastwood,39.921,Amy Adams,19.554,Justin Timberlake,7.076,John Goodman,20.197,Matthew Lillard,18.995
Man on a Ledge,49527,tt1568338,Sam Worthington,19.789,Elizabeth Banks,20.457,Robert Clohessy,12.014,Mandy González,1.796,Ed Harris,20.265
A Werewolf Boy,128246,tt2315152,Song Joong-ki,10.578,Park Bo-young,9.331,Yoo Yeon-seok,9.202,Lee Young-lan,3.765,Jang Young-nam,11.952
Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,160642,tt2271315,Wasabi Mizuta,6.349,Megumi Oohara,3.434,Yumi Kakazu,3.533,Subaru Kimura,15.999,Tomokazu Seki,12.709
Gekijouban Tenpesuto 3D 2012 Re-release,,,,,,,,,,,,
Detective Conan: The Eleventh Striker,122583,tt2131586,Minami Takayama,10.806,Kappei Yamaguchi,11.26,Wakana Yamazaki,3.604,Rikiya Koyama,7.883,Chafurin,3.788
House at the End of the Street,82505,tt1582507,Max Thieriot,16.685,Allie MacDonald,8.993,Jennifer Lawrence,21.147,Krista Bridges,5.907,Elisabeth Shue,35.74
The Guilt Trip,82687,tt1694020,Seth Rogen,24.681,Barbra Streisand,13.485,Yvonne Strahovski,27.851,Colin Hanks,7.358,Adam Scott,31.148
Safe,72387,tt1656190,Jason Statham,68.171,Chris Sarandon,10.143,James Hong,8.998,Catherine Chan,5.774,Robert John Burke,10.203
Dredd,49049,tt1343727,Karl Urban,21.231,Olivia Thirlby,21.472,Lena Headey,32.496,Wood Harris,12.777,Langley Kirkwood,9.481
La vérité si je mens! 3,86868,tt1794850,Richard Anconina,2.345,José Garcia,5.886,Nicole Calfan,3.013,Bruno Solo,3.305,Vincent Elbaz,7.897
Always: Sunset on Third Street '64,,,,,,,,,,,,
Chernobyl Diaries,93856,tt1991245,Jesse McCartney,9.311,Devin Kelley,2.569,Jonathan Sadowski,5.153,Olivia Taylor Dudley,17.826,Ingrid Bolsø Berdal,10.56
Killing Them Softly,64689,tt1764234,Brad Pitt,26.942,Scoot McNairy,13.266,Ben Mendelsohn,17.814,James Gandolfini,6.798,Ray Liotta,16.388
Rurouni Kenshin Part I: Origins,127533,tt1979319,Takeru Satoh,14.844,Emi Takei,14.032,Koji Kikkawa,6.686,Yu Aoi,11.711,Munetaka Aoki,6.912
The Tower,353491,tt1648190,Idris Elba,26.498,Matthew McConaughey,20.491,Tom Taylor,2.934,Claudia Kim,7.504,Fran Kranz,5.97
Conquest 1453,89584,tt1783232,Devrim Evin,0.6,İbrahim Çelikkol,17.84,Dilek Serbest,2.96,Recep Aktuğ,3.088,Erden Alkan,1.665
Good Deeds,62008,tt1885265,Tyler Perry,5.823,Phylicia Rashād,6.363,Thandiwe Newton,29.271,Brian J. White,10.552,Gabrielle Union,13.999
Arbitrage,60599,tt1764183,Richard Gere,31.048,Susan Sarandon,22.136,Tim Roth,18.806,Brit Marling,10.625,Monica Raymund,8.799
Welcome to the North,85038,tt1756415,Alessandro Siani,2.478,Claudio Bisio,1.286,Angela Finocchiaro,1.613,Valentina Lodovini,7.084,Paolo Rossi,1.578
Chimpanzee,72334,tt1222815,Tim Allen,21.108,,,,,,,,
Alex Cross,94348,tt1712170,Tyler Perry,7.41,Edward Burns,10.094,Matthew Fox,4.952,Rachel Nichols,17.01,Carmen Ejogo,15.961
Salmon Fishing in the Yemen,81025,tt1441952,Ewan McGregor,15.899,Emily Blunt,22.529,Kristin Scott Thomas,14.917,Rachael Stirling,9.803,Amr Waked,6.286
Haywire,70435,tt1506999,Gina Carano,12.813,Michael Fassbender,14.93,Ewan McGregor,15.899,Bill Paxton,13.234,Channing Tatum,22.942
Adventures in Zambezia,133931,tt1488181,Samuel L. Jackson,41.412,Abigail Breslin,20.558,Leonard Nimoy,4.867,Jeremy Suarez,12.356,Jeff Goldblum,16.801
Cirque du Soleil: Worlds Away,94352,tt1792647,Erica Linz,0.6,Igor Zaripov,0.6,Matt Gillanders,1.4,Jason Berrent,2.312,Dallas Barnett,1.63
Three Heroes on Distant Shores,154922,tt2592484,Fyodor Bondarchuk,2.421,Elizaveta Boyarskaya,12.536,Sergei Makovetsky,5.086,Oleg Kulikovich,2.317,Liya Medvedeva,0.997
2016: Obama's America,126509,tt2247692,Dinesh D'Souza,1.4,Barack Obama,5.393,Joe Biden,5.001,Cait Brasel,1.4,Gene Burris Jr.,0.6
The Perks of Being a Wallflower,84892,tt1659337,Logan Lerman,25.858,Emma Watson,64.079,Ezra Miller,32.123,Mae Whitman,15.736,Kate Walsh,25.741
Lockout,81796,tt1592525,Guy Pearce,19.454,Maggie Grace,22.642,Vincent Regan,13.122,Joseph Gilgun,7.921,Lennie James,14.584
Bait,118957,tt1438173,Sharni Vinson,9.988,Phoebe Tonkin,18.145,Julian McMahon,19.977,Alex Russell,15.393,Xavier Samuel,7.442
Part of Me,101267,tt2215719,Katy Perry,4.987,Russell Brand,11.873,Shannon Woodward,5.37,Rachael Markarian,2.415,Mia Moretti,0.6
Nameless Gangster: Rules of the Time,89501,tt2082221,Choi Min-sik,10.174,Ha Jung-woo,9.169,Kwak Do-won,6.113,Ma Dong-seok,18.473,Kim Sung-kyun,6.544
Movie 43,87818,tt1333125,Hugh Jackman,23.509,Kate Winslet,16.896,Anna Faris,23.242,Chris Pratt,30.348,Richard Gere,31.314
Seven Psychopaths,86838,tt1931533,Colin Farrell,42.741,Sam Rockwell,18.384,Woody Harrelson,17.402,Christopher Walken,20.754,Olga Kurylenko,29.352
The Floating Castle,209032,tt1674778,Mansai Nomura,2.778,Nana Eikura,6.161,Hiroki Narimiya,2.761,Tomomitsu Yamaguchi,1.473,Koichi Sato,5.573
The Neighbors,600274,tt8163822,Maria Dizzia,6.251,Greg Keller,0.609,Juliana Canfield,5.733,Bret Lada,1.614,Lorelei Smith,0.6
The Dream Team,14550,tt0097235,Michael Keaton,22.593,Christopher Lloyd,33.242,Peter Boyle,15.207,Stephen Furst,5.156,Lorraine Bracco,19.359
What's in a Name?,946311,,,,,,,,,,,
Joyful Noise,63574,tt1710396,Queen Latifah,12.416,Dolly Parton,3.722,Keke Palmer,15.491,Jeremy Jordan,8.68,Courtney B. Vance,8.317
Premium Rush,49526,tt1547234,Joseph Gordon-Levitt,20.585,Michael Shannon,24.951,Jamie Chung,18.572,Dania Ramirez,11.013,Wolé Parks,4.533
Playing for Keeps,77875,tt1540128,Gerard Butler,18.085,Jessica Biel,16.734,Uma Thurman,22.924,Catherine Zeta-Jones,18.474,Iqbal Theba,5.565
The Four,426543,tt5523010,Keira Knightley,19.96,Mackenzie Foy,11.474,Morgan Freeman,23.816,Helen Mirren,17.793,Eugenio Derbez,11.748
The Grand Heist,132711,tt2448584,Cha Tae-hyun,7.693,Oh Ji-ho,9.066,Min Hyo-rin,8.375,Sung Dong-il,9.355,Shin Jung-geun,6.688
The Raven,70436,tt1486192,John Cusack,24.753,Luke Evans,23.783,Alice Eve,20.455,Brendan Gleeson,28.448,Kevin McNally,8.247
Amour,86837,tt1602620,Jean-Louis Trintignant,7.995,Emmanuelle Riva,6.381,Isabelle Huppert,9.466,Alexandre Tharaud,1.102,William Shimell,1.26
All About My Wife,116488,tt2173264,Im Soo-jung,10.38,Lee Sun-kyun,8.823,Ryu Seung-ryong,6.554,Lee Kwang-soo,11.993,Kim Jung-tae,3.8
Rowdy Rathore,102632,tt2077833,Akshay Kumar,3.945,Sonakshi Sinha,2.14,Nassar,4.143,Darshan Jariwala,1.682,Supreet,0.677
SPEC: Heaven,137936,tt1881045,Erika Toda,12.78,Ryo Kase,3.521,Ryunosuke Kamiki,10.55,Chiaki Kuriyama,19.543,Saki Fukuda,7.629
We Were There: True Love,129745,tt2002626,Toma Ikuta,6.757,Yuriko Yoshitaka,11.51,Sousuke Takaoka,4.445,Yuika Motokariya,6.783,Manami Higa,6.716
Bol Bachchan,112936,tt1728986,Ajay Devgn,3.191,Asin Thottumkal,7.161,Abhishek Bachchan,3.628,Prachi Desai,2.846,Amitabh Bachchan,3.917
Deranged,39844,tt0071408,Roberts Blossom,19.537,Cosette Lee,2.819,Leslie Carlson,3.242,Robert Warner,1.22,Marcia Diamond,1.38
The Master,68722,tt1560747,Joaquin Phoenix,17.538,Philip Seymour Hoffman,16.104,Amy Adams,19.554,Laura Dern,14.988,Jesse Plemons,32.283
Hitchcock,112336,tt0975645,Anthony Hopkins,20.548,Helen Mirren,17.793,Scarlett Johansson,38.188,James D'Arcy,26.611,Jessica Biel,16.734
Dearest,15660,tt0082766,Faye Dunaway,13.931,Diana Scarwid,7.002,Steve Forrest,4.547,Howard Da Silva,4.078,Mara Hobel,2.977
Architecture 101,107235,tt2337981,Uhm Tae-woong,3.886,Han Ga-in,8.625,Lee Je-hoon,7.809,Bae Suzy,16.858,Cho Jung-seok,4.486
Dancing Queen,275861,,Benny Andersson,4.358,Agnetha Fältskog,8.426,Anni-Frid Lyngstad,10.055,Björn Ulvaeus,6.839,Katarina Schulz,0.6
