movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
The Disaster Artist,371638,tt3521126,James Franco,11.754,Dave Franco,20.44,Seth Rogen,19.602,Alison Brie,26.876,Ari Graynor,6.772
The Swindlers,478187,tt7243686,Hyun Bin,8.184,Yoo Ji-tae,12.255,Bae Sung-woo,4.466,Park Sung-woong,13.089,Nana,5.551
Alibi.com,398929,tt5657028,Philippe Lacheau,5.783,Élodie Fontan,6.244,Julien Arruti,4.179,Tarek Boudali,5.79,Nathalie Baye,9.185
Sword Art Online the Movie: Ordinal Scale,413594,tt5544384,Yoshitsugu Matsuoka,15.061,Haruka Tomatsu,19.934,Ayahi Takagaki,6.252,Ayana Taketatsu,10.758,Hiroaki Hirata,7.274
Recep Ivedik 5,438703,tt6439558,Şahan Gökbakar,8.106,Deniz Ceylan,0.625,Orkan Varan,0.6,Nurullah Çelebi,3.102,,
Judwaa 2,456565,tt5456546,Varun Dhawan,5.896,Jacqueline Fernandez,2.75,Taapsee Pannu,3.573,Anupam Kher,4.827,Upasna Singh,0.6
The Fortress,407435,tt5618554,,,,,,,,,,
What Happened to Monday,406990,tt1536537,Noomi Rapace,29.74,Marwan Kenzari,5.739,Christian Rubeck,2.943,Willem Dafoe,27.4,Glenn Close,12.641
Monster Family,823609,tt15096796,Emily Watson,19.528,Nick Frost,11.519,Jessica Brown Findlay,12.258,Catherine Tate,9.384,Emily Carey,6.084
The Beguiled,399019,tt5592248,Colin Farrell,43.802,Nicole Kidman,23.379,Kirsten Dunst,29.15,Elle Fanning,19.65,Oona Laurence,6.071
CHIPS,417644,tt0493405,Michael Peña,22.593,Dax Shepard,5.587,Jessica McNamee,7.906,Rosa Salazar,25.06,Adam Brody,12.543
A Cure for Wellness,340837,tt4731136,Dane DeHaan,12.855,Jason Isaacs,19.547,Mia Goth,35.412,Harry Groener,1.786,Celia Imrie,6.317
Only the Brave,395991,tt3829920,Josh Brolin,39.186,Miles Teller,12.138,Jeff Bridges,17.346,Jennifer Connelly,52.556,James Badge Dale,16.587
Twenty Two,545605,,Quiana Pontes,0.6,Vanessa Silva,0.6,Douglas Miranda,0.6,,,,
The Zookeeper's Wife,289222,tt1730768,Jessica Chastain,17.001,Daniel Brühl,19.353,Johan Heldenbergh,1.4,Michael McElhatton,7.64,Timothy Radford,1.38
Badrinath Ki Dulhania,413646,tt6277440,Varun Dhawan,5.896,Alia Bhatt,6.766,Shweta Basu Prasad,2.649,Gauahar Khan,2.687,Sahil Vaid,1.513
A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,,,,,,,,,,,,
Love Off the Cuff,447954,tt5956006,Shawn Yue,6.16,Miriam Yeung,5.615,Jiang Mengjie,6.457,Paul Chun,2.763,Wang Xiaochen,3.228
Fireworks,431819,tt6317962,Suzu Hirose,15.097,Masaki Suda,9.285,Mamoru Miyano,9.0,Shintaro Asanuma,2.79,Toshiyuki Toyonaga,3.885
Father Figures,354861,tt1966359,Owen Wilson,46.143,Ed Helms,15.096,J.K. Simmons,17.78,Katt Williams,4.363,Terry Bradshaw,2.261
Money,105379,tt2246595,Kunal Khemu,3.577,Amrita Puri,0.6,Manish Choudhary,1.166,Mia Uyeda,0.6,,
The Death of Stalin,402897,tt4686844,Steve Buscemi,24.572,Simon Russell Beale,4.21,Paddy Considine,10.345,Rupert Friend,21.396,Jason Isaacs,19.547
The 8-Year Engagement,456063,tt6313348,Takeru Satoh,16.147,Tao Tsuchiya,13.42,Hiroko Yakushimaru,6.185,Tetta Sugimoto,3.957,Kazuki Kitamura,9.654
Jolly LLB 2,412090,tt5982852,Akshay Kumar,3.945,Huma Qureshi,4.004,Saurabh Shukla,2.774,Annu Kapoor,1.58,Sayani Gupta,1.4
I Can Speak,470524,tt7342204,Na Moon-hee,5.681,Lee Je-hoon,7.809,Seong Yu-bin,2.382,Yeom Hye-ran,5.905,Lee Sang-hee,5.662
Wish Upon,864390,tt15708426,Bret Iwan,1.667,Kaitlyn Robrock,4.564,Bill Farmer,14.233,Daniel Ross,0.6,Tress MacNeille,9.048
Detroit,407448,tt5390504,John Boyega,7.174,Will Poulter,28.358,Anthony Mackie,17.839,Algee Smith,13.219,Hannah Murray,10.259
Extraordinary Mission,445224,tt6690310,Huang Xuan,11.613,Duan Yihong,3.692,Lang Yueting,5.442,Zu Feng,1.3,Xing Jiadong,2.465
The Glass Castle,336000,tt2378507,Brie Larson,26.14,Woody Harrelson,19.341,Naomi Watts,27.398,Max Greenfield,8.251,Sarah Snook,11.204
Leap! 2017 Re-release,,,,,,,,,,,,
Épouse-moi mon pote,432613,tt6021478,Tarek Boudali,5.79,Philippe Lacheau,5.783,Charlotte Gabris,6.693,David Marsais,2.041,Julien Arruti,4.179
The Prison,318224,tt4257858,Paul Haggis,3.623,Jason Beghe,10.145,Alex Gibney,2.379,Lawrence Wright,1.155,Sherry Stringfield,9.988
One Hundred Thousand Bad Jokes 2,474386,tt7490280,Zhen Wang,1.4,Shan Xin,3.564,,,,,,
