movie,startdate,releasedate,Text,mean_google_trend_popularity
The Devil Inside,2011-12-30,2012-01-06,,30.375
The Lucky One,2012-04-13,2012-04-20,,51.625
Contraband,2012-01-06,2012-01-13,,37.375
Think Like a Man,2012-04-13,2012-04-20,,39.0
Masquerade,2021-07-23,2021-07-30,,88.0
This Is 40,2012-12-14,2012-12-21,,52.75
The Thieves,2012-10-05,2012-10-12,,82.625
The Possession,2012-08-24,2012-08-31,,45.0
What to Expect When You're Expecting,2012-05-11,2012-05-18,,42.875
Savages,2012-06-29,2012-07-06,,42.25
Sinister,2012-10-05,2012-10-12,,50.625
Act of Valor,2012-02-17,2012-02-24,,40.25
Frankenweenie,2012-09-28,2012-10-05,,49.125
The Grey,2004-02-13,2004-02-20,,74.125
Diary of a Wimpy Kid: Dog Days,2012-07-27,2012-08-03,,41.75
To Rome with Love,2012-06-29,2012-07-06,,72.375
Here Comes the Boom,2012-10-05,2012-10-12,,48.25
The Cabin in the Woods,2012-04-06,2012-04-13,,34.375
Anna Karenina,2012-11-09,2012-11-16,,50.5
The Watch,2012-07-20,2012-07-27,,80.125
Moonrise Kingdom,2012-06-22,2012-06-29,,80.125
Madea's Witness Protection,2012-06-22,2012-06-29,,41.25
Quartet,2013-01-04,2013-01-11,,88.75
Rock of Ages,2012-06-08,2012-06-15,,43.25
That's My Boy,2012-06-08,2012-06-15,,32.75
The Odd Life of Timothy Green,2012-08-08,2012-08-15,,54.375
Lawless,2012-08-22,2012-08-29,,75.5
End of Watch,2012-09-14,2012-09-21,,36.625
The Three Stooges,2012-04-06,2012-04-13,,48.75
The Five-Year Engagement,2012-04-20,2012-04-27,,32.0
Red Dawn,2012-11-14,2012-11-21,,56.875
Red Tails,2012-01-13,2012-01-20,,42.125
Trouble with the Curve,2012-09-14,2012-09-21,,40.25
Man on a Ledge,2012-01-20,2012-01-27,,50.0
House at the End of the Street,2012-09-14,2012-09-21,,43.0
The Guilt Trip,2012-12-12,2012-12-19,,46.25
Safe,2012-04-20,2012-04-27,,95.625
Dredd,2012-09-14,2012-09-21,,53.25
Chernobyl Diaries,2012-05-18,2012-05-25,,38.625
Killing Them Softly,2012-11-23,2012-11-30,,43.75
Good Deeds,2014-09-05,2014-09-12,,42.125
Arbitrage,2012-09-07,2012-09-14,,32.625
Chimpanzee,2012-04-13,2012-04-20,,42.0
Alex Cross,2012-10-12,2012-10-19,,44.625
Salmon Fishing in the Yemen,2012-03-02,2012-03-09,,51.75
Haywire,2012-01-13,2012-01-20,,44.5
Cirque du Soleil: Worlds Away,2012-12-14,2012-12-21,,45.0
2016: Obama's America,2012-08-24,2012-08-31,,50.0
The Perks of Being a Wallflower,2012-10-05,2012-10-12,,72.5
Lockout,2012-04-06,2012-04-13,,55.125
Part of Me,2012-06-28,2012-07-05,,80.875
Movie 43,2013-01-18,2013-01-25,,46.75
Seven Psychopaths,2012-10-05,2012-10-12,,47.0
Joyful Noise,2012-01-06,2012-01-13,,41.5
Premium Rush,2011-08-17,2011-08-24,,46.25
Playing for Keeps,2012-11-30,2012-12-07,,38.0
The Raven,2012-04-20,2012-04-27,,54.75
Amour,2012-12-12,2012-12-19,,84.625
Rowdy Rathore,2012-05-25,2012-06-01,,34.25
Bol Bachchan,2012-06-29,2012-07-06,,26.125
The Master,2012-09-07,2012-09-14,,60.5
Hitchcock,2012-12-07,2012-12-14,,73.75
Dancing Queen,2012-01-27,2012-02-03,,77.625
On the Other Side of the Tracks,2014-03-28,2014-04-04,,52.125
Big Miracle,2012-01-27,2012-02-03,,47.625
Sparkle,2012-08-10,2012-08-17,,47.75
The Players,2014-03-28,2014-04-04,,89.25
Wanderlust,2012-02-17,2012-02-24,,53.0
To the Arctic 3D,2012-04-13,2012-04-20,,38.5
Fall in Love Like a Star,2015-11-27,2015-12-04,,25.0
Upside Down,2013-03-08,2013-03-15,,81.5
Beasts of the Southern Wild,2012-06-20,2012-06-27,,42.625
