Movie Title,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,Score_Rotten,Score_Rotten_Audience,Rating,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,TwitterScore,Budget,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Release-Date,Release-Year,Release-Month,Release-DOM,Revenue-Worldwide,Profit,Label
Fantastic Beasts: The Crimes of Grindelwald,624.664,6.5,255280,134,36,54,2,20,37,14.088,6.02375,28.3536,0.9033775118,200000000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-11-16,2018,11,16,654855901,2.274279505,0
Game Night,33.059,6.9,227825,100,85,77,3,43,37.5,,6.716,15.2374,0.696,37000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-02-23,2018,2,23,117679066,2.180515297,0
The House with a Clock in Its Walls,40.06,6,50688,105,65,45,1,45,39.875,14.098,8.097333333,14.5378,0.4577039275,42000000,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-21,2018,9,21,131457147,2.129932071,0
The Equalizer 2,81.182,6.7,153306,121,52,60,3,32,29.375,7.806,7.135111111,22.2934,0.3468531469,62000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-07-20,2018,7,20,190400157,2.070970274,0
I Feel Pretty,32.164,5.6,53052,110,35,35,2,61,35,,3.428333333,12.8694,0.8483754513,32000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-20,2018,4,20,94539426,1.954357063,1
Tomb Raider,52.621,6.3,209380,119,52,55,2,52,54.625,1.178,2.192,15.938,0.41013269,94000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-16,2018,3,16,274650803,1.921817053,1
Pad Man,9.407,8,25149,140,74,90,2,,33,1.27,1.96,3.2918,63.74922408,10000000,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-02-09,2018,2,9,29045020,1.904502,1
Tag,35.796,6.5,129479,100,56,56,3,54,74.625,1.4,2.4155,19.0816,0.4964807796,28000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-15,2018,6,15,78130625,1.790379464,1
Mary Poppins Returns,42.16,6.7,86145,130,80,65,1,30,57.5,4.192,3.988333333,13.0332,0.6553314121,130000000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-19,2018,12,19,349537494,1.688749954,1
Den of Thieves,61.363,7,106790,140,42,62,3,68,27.625,4.624,6.73075,20.7048,-0.3680462839,30000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-01-19,2018,1,19,80509622,1.683654067,1
Smallfoot,47.87,6.6,38539,96,76,62,1,38,44.875,3.76,4.857666667,19.3038,0.7468531469,80000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-28,2018,9,28,214040103,1.675501288,1
Goosebumps 2: Haunted Halloween,45.879,5.6,20528,90,47,36,1,66,30.25,1.141,10.182,12.3098,-0.6659597031,35000000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-10-12,2018,10,12,93320380,1.666296571,1
Christopher Robin,29.374,7.2,75694,104,72,83,1,36,38.75,6.647,2.352,13.8594,0.5037037037,75000000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-03,2018,8,3,197744377,1.636591693,1
Padmaavat,8.82,7.1,31134,164,56,64,2,136,26.625,1.367,,4.0726,0.4070351759,31000000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018-01-25,2018,1,25,81673897,1.634641839,1
Instant Family,46.29,7.3,103375,118,81,82,2,48,34.5,5.452,12.2042,22.3526,0.737722612,48000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-11-16,2018,11,16,120556201,1.511587521,1
The Strangers: Prey at Night,25.235,5.2,30389,85,40,35,3,104,37.125,8.266,1.9602,15.2366,0.1320243737,12500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018-03-09,2018,3,9,31039126,1.48313008,1
Uncle Drew,38.42,5.8,14074,103,60,48,2,73,35.375,4.256,5.258,5.4218,0.5962187711,19000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018-06-29,2018,6,29,46664414,1.456021789,1
Skyscraper,63.35,5.8,119197,102,48,68,2,46,40.375,11.237,12.6665,15.009,0.3807040417,125000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-07-13,2018,7,13,304868961,1.438951688,1
Super Troopers 2,17.635,6,26210,100,35,64,3,94,26.625,7.924,1.4,3.2516,0.9226655697,13500000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-04-20,2018,4,20,31626386,1.342695259,1
Acrimony,30.161,5.8,8725,120,,,2,71,35,,,9.8272,0.24125,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-30,2018,3,30,46403669,1.32018345,1
The Spy Gone North,10.793,7.3,4925,137,100,93,2,,46.125,2.587,,8.1428,81.08108108,17000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-08-10,2018,8,10,38844509,1.284971118,1
Red Sparrow,45.843,6.6,181750,140,45,49,3,64,39.25,5.18,4.04075,15.0812,0.3478556841,69000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-02,2018,3,2,151572634,1.196704841,1
Life of the Party,24.728,5.6,36698,105,,,2,57,53.625,1.22,1.22,14.042,0.7957983193,30000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-11,2018,5,11,65859911,1.195330367,1
Sicario: Day of the Soldado,63.342,7.1,142381,122,62,65,3,60,34.125,7.212,3.4766,22.1466,0.1596638655,35000000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-29,2018,6,29,75837743,1.166792657,1
Peppermint,37.484,6.5,63843,101,13,70,3,84,39.75,5.051,3.17075,10.1882,0.5137614679,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-09-07,2018,9,7,53918723,1.15674892,1
Pacific Rim: Uprising,117.721,5.6,114695,111,42,38,2,51,42.625,5.374,4.742,15.1124,0.4322033898,150000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-03-23,2018,3,23,290930148,0.93953432,2
12 Strong,47.601,6.5,77384,130,50,62,3,67,38.625,0.69,3.68425,19.3006,0.8393714535,35000000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018-01-19,2018,1,19,67450815,0.9271661429,2
Alpha,47.032,6.7,61241,96,81,71,2,83,67.75,5.504,3.465,8.2466,0.4533571004,51000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-17,2018,8,17,98203196,0.9255528627,2
The 15:17 to Paris,22.099,5.3,32562,94,23,37,2,81,40.75,31.857,9.262,5.766,0.4969393434,30000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-02-09,2018,2,9,57076286,0.9025428667,2
The Death of Stalin,15.178,7.2,99651,107,95,78,3,150,65.875,2.135,2.42025,16.014,-0.5460750853,13000000,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018-03-09,2018,3,9,24646055,0.8958503846,2
Mile 22,41.617,6.1,77338,94,23,44,3,82,39.375,12.59,12.59,25.46,0.3920933247,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-08-17,2018,8,17,66308758,0.8945359429,2
The Spy Who Dumped Me,24.863,6,76084,117,49,56,3,86,34.75,5.197,3.016,15.1822,-0.2536170213,40000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-03,2018,8,3,75320680,0.883017,2
Mary Queen of Scots,20.135,6.3,49019,124,62,41,3,142,80.875,2.423,3.611333333,17.9948,0.2900874636,25000000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018-12-07,2018,12,7,46712809,0.86851236,2
The Predator,101.993,5.3,126050,107,33,33,3,58,47.625,8.983,3.532,9.4834,0.2588303416,88000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-09-14,2018,9,14,160542134,0.8243424318,2
Widows,22.081,6.9,95493,129,91,61,3,74,47.625,16.649,8.485,20.0274,0.3871681416,42000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-11-16,2018,11,16,75984700,0.8091595238,2
Adrift,24.925,6.6,54876,96,69,66,2,91,33,7.521,12.2995,8.7586,0.3952459923,35000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-01,2018,6,1,59945012,0.7127146286,2
Death Wish,39.876,6.3,71079,107,18,71,3,85,29.875,14.098,6.016,21.3498,-0.2470373747,30000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-02,2018,3,2,49562710,0.6520903333,2
The Monkey King 3,18.554,5.5,1442,114,29,47,2,,32.25,6.842,,7.4394,61.15107914,73000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-02-16,2018,2,16,115084576,0.5765010411,2
Solo: A Star Wars Story,53.694,6.9,328318,135,69,64,2,10,41.375,9.634,3.041,11.188,-0.6825266612,250000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-05-25,2018,5,25,392952373,0.571809492,2
Son of Bigfoot,30.843,6.1,7008,92,76,41,1,,79.875,,,3.027,51.51515152,30000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-04,2018,5,4,47046281,0.5682093667,2
Sherlock Gnomes,22.127,5.2,12063,86,27,36,1,72,35.75,3.375,2.290666667,24.4718,0.5117565698,59000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-23,2018,3,23,90497778,0.5338606441,2
The Hate U Give,24.216,7.4,35337,133,97,83,2,100,52.375,7.574,4.7325,10.6206,-0.5594749795,23000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-10-05,2018,10,5,34934009,0.5188699565,2
First Man,33.566,7.3,183776,141,87,67,2,69,40.25,7.146,4.8425,16.7444,0.4207920792,70000000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018-10-12,2018,10,12,105702570,0.5100367143,2
The Nutcracker and the Four Realms,32.495,5.5,32916,99,32,34,1,55,35,,3.618,16.9582,0.6389324961,120000000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-11-02,2018,11,2,173961069,0.449675575,2
Phantom Thread,22.611,7.4,127884,130,91,71,3,113,62.5,6.707,5.021,10.9158,0.3279603224,35000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-12-25,2018,12,25,47756590,0.364474,2
A Wrinkle in Time,26.292,4.2,44297,109,42,26,1,34,43,6.006,0.6,13.9714,0.4855384615,103000000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-09,2018,3,9,132675864,0.2881151845,2
Thugs of Hindostan,7.351,4.1,19288,164,19,46,2,,18.25,1.38,3.607,4.328,7.189542484,31000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-11-08,2018,11,8,39570044,0.2764530323,2
Vice,21.15,4.2,16330,96,65,60,3,115,61.5,10.808,10.35342857,16.9652,0.4246575342,60000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2018-12-25,2018,12,25,76073488,0.2678914667,2
The Darkest Minds,49.466,5.7,31594,104,15,72,2,132,29.75,3.238,16.9935,11.0168,-0.6035962403,34000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-03,2018,8,3,41142379,0.2100699706,2
Overlord,36.9,6.6,96156,110,81,66,3,109,41.375,1.388,6.273,8.5956,0.314600551,38000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2018-11-09,2018,11,9,41657844,0.09625905263,2
Early Man,18.481,6.1,21760,89,80,49,1,148,33.75,7.358,3.093,21.2494,0.824747743,50000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-02-16,2018,2,16,54622814,0.09245628,2
Isle of Dogs,22.109,7.8,162005,101,90,87,2,89,77.5,11.936,4.12175,17.1972,0.5044669446,62770198,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-23,2018,3,23,64241499,0.02343948318,2
Bad Times at the El Royale,26.124,7.1,144201,141,74,73,3,117,31.25,5.295,3.1935,12.4562,-0.4167364017,32000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-12,2018,10,12,31882724,-0.003664875,2
Holmes & Watson,16.553,3.9,35741,90,10,25,2,110,16.75,6.428,7.32825,14.77,-0.2373871482,42000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-12-25,2018,12,25,40466970,-0.03650071429,2
The Hurricane Heist,30.959,5.1,20478,103,47,23,2,164,21.125,5.541,,13.0154,0.1475113122,35000000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-09,2018,3,9,32517248,-0.07093577143,2
White Boy Rick,15.795,6.5,36406,111,57,51,3,105,44.125,1.225,3.1685,13.9958,0.2870090634,29000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-14,2018,9,14,26000000,-0.1034482759,2
Mortal Engines,47.29,6.1,122378,128,26,48,2,126,74.375,1.06,5.9465,12.6454,0.3194925029,100000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-14,2018,12,14,83672673,-0.16327327,2
The Girl in the Spider's Web,20.198,6.1,46757,115,38,36,3,127,57.75,9.224,2.005142857,8.9072,0.4105090312,43000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-11-09,2018,11,9,35164920,-0.1822111628,2
Hunter Killer,55.063,6.6,61554,121,37,68,3,125,38.25,2.883,7.5772,16.9376,-0.1496503497,40000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018-10-26,2018,10,26,31672678,-0.20818305,2
Bleeding Steel,35.474,5.1,9898,109,22,23,3,,59.125,3.175,0.646,12.3404,-3.333333333,65000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2018-07-06,2018,7,6,48825526,-0.2488380615,2
The Happytime Murders,23.274,5.4,27602,91,23,39,3,112,28.125,4.363,7.684,10.3676,-0.6808688388,40000000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-24,2018,8,24,27506452,-0.3123387,2
Hostiles,22.512,7.2,82091,134,70,75,3,99,38.375,9.999,5.087,21.8464,-0.4911190053,55000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018-12-22,2018,12,22,36976336,-0.3277029818,2
The Snow Queen 3: Fire and Ice,10.56,6.1,2220,89,,95,2,,24.625,4.034,1.2125,1.238,0,360000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-31,2018,8,31,24644317,-0.9315435639,2
One Cut of the Dead,10.094,7.6,22778,96,100,86,2,,64.5,5.341,0.6,3.8546,-66.9047619,25000,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019-09-13,2019,9,13,200000000,7999,0
Dying to Survive,7.129,7.9,5927,117,86,92,2,,58.75,1.96,,3.8608,14.28571429,10900000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-09,2019,8,9,451176639,40.3923522,0
Ne Zha,37.077,7.4,7320,110,88,98,2,175,71.5,1.837,,1.6844,-0.1704980843,20000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-29,2019,8,29,742500000,36.125,0
The Lion King,212.965,8.5,1017810,88,52,88,1,2,40,25.21,9.423,12.2632,0.3735632184,45000000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-19,2019,7,19,1656943394,35.82096431,0
Joker,162.616,8.4,1172540,122,68,88,3,9,38.375,8.017,13.59733333,18.1126,0.5397775877,55000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019-10-04,2019,10,4,1074251311,18.53184202,0
Escape Room,95.515,6.4,115578,99,51,51,2,48,38.25,7.552,6.071,11.9776,0.6094875053,9000000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019-01-04,2019,1,4,155712077,16.30134189,0
Parasite,8.749,3.9,2678,85,,0,3,98,65,0.6,0.6,4.208,0.2570754717,15500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2019-10-11,2019,10,11,258632621,15.68597555,0
Dragon Ball Super: Broly,158.167,7.8,25976,100,82,92,1,79,81.375,6.4,,5.9954,0.9526916803,8500000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-01-16,2019,1,16,125002821,13.70621424,0
The Wandering Earth,31.276,5.9,29900,125,69,48,2,151,38.5,5.216,1.008,14.1864,0.7367829021,48000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019-02-05,2019,2,5,699856699,13.5803479,0
The Curse of La Llorona,90.13,5.3,48159,93,28,35,3,52,36.5,6.405,8.211,10.9558,-0.7811869197,9000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2019-04-19,2019,4,19,123133739,12.68152656,0
Five Feet Apart,100.588,7.2,60965,116,53,79,2,60,38,18.602,10.435,13.069,0.4324880055,7000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019-03-15,2019,3,15,91522094,12.07458486,0
Us,43.372,6.8,272302,116,,,2,12,77.375,,,7.1112,0.4302439024,20000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2019-03-22,2019,3,22,255184580,11.759229,0
Glass,65.998,6.6,233319,129,36,67,2,24,71,9.345,5.258,33.534,0.4258600237,20000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2019-01-18,2019,1,18,246999039,11.34995195,0
Ma,37.589,5.6,51807,99,57,,2,59,,,0.6,11.2452,0.2782608696,5000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2019-05-31,2019,5,31,61105672,11.2211344,0
Uri: The Surgical Strike,10.019,8.4,57870,138,,,2,172,20,,,3.3296,-0.09487825357,3250000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019-01-11,2019,1,11,39346577,11.10663908,0
Downton Abbey,22.477,7.4,51496,122,84,94,1,31,57.25,2.426,2.437666667,8.017,0.6215213358,20000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019-09-20,2019,9,20,193795496,8.6897748,0
Frozen II,186.43,6.8,163102,103,77,92,1,4,43.875,,2.192,11.007,0.5351862803,150000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-11-22,2019,11,22,1450026933,8.66684622,0
Ready or Not,54.706,6.8,139042,95,,,2,83,41.625,,,12.2308,0.7227979275,6000000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019-08-21,2019,8,21,57615777,8.6026295,0
Hustlers,29.928,6.3,95863,110,87,65,3,29,45.875,5.433,8.032333333,9.8612,0.3854415274,20000000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-13,2019,9,13,157600000,6.88,0
Avengers: Endgame,315.107,8.4,1034560,181,94,90,2,1,39.75,,11.621,27.4548,0.3444976077,356000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-04-26,2019,4,26,2797800564,6.858990348,0
Knives Out,46.304,7.9,582979,130,97,92,2,21,55.25,6.001,3.7515,36.2414,0.6474538332,40000000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-11-27,2019,11,27,311605581,6.790139525,0
Annabelle Comes Home,116.935,5.9,71834,106,64,70,3,37,40.25,10.101,8.8285,27.5376,0.226597805,30000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2019-06-26,2019,6,26,231252591,6.7084197,0
The Farewell,15.696,7.5,61679,100,97,87,1,113,74,4.944,2.159375,11.4398,0.5492316448,3000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-12,2019,7,12,23076657,6.692219,0
Overcomer,153.586,6.6,4756,119,56,98,1,76,33.5,3.808,1.441333333,1.8712,0.6304849885,5000000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019-08-23,2019,8,23,38026103,6.6052206,0
Captain Marvel,121.019,6.8,527037,123,79,45,2,5,35.375,,11.621,27.5662,0.7539823009,152000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019-03-08,2019,3,8,1128276090,6.422869013,0
Countdown,103.381,5.4,35628,90,26,72,2,90,56.125,1.96,2.7575,13.7432,0.4349291976,6500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2019-10-25,2019,10,25,48021766,6.387964,0
Happy Death Day 2U,42.113,6.2,70639,100,71,57,2,84,35.5,6.061,6.007,8.457,-0.1786885246,9000000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2019-02-13,2019,2,13,64600152,6.177794667,0
Spider-Man: Far from Home,224.881,7.4,454626,129,90,95,2,7,51.25,11.955,8.5805,48.7384,0.5361366623,160000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019-07-02,2019,7,2,1131927996,6.074549975,0
Crawl,64.32,6.1,81649,87,84,75,3,71,38.375,6.602,5.755333333,15.8998,0.1104684789,13500000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019-07-12,2019,7,12,91542097,5.780896074,0
Jojo Rabbit,40.908,7.9,363780,108,80,94,2,104,66.75,27.66,10.83366667,21.6684,0.4369469027,14000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-10-18,2019,10,18,90335025,5.452501786,0
Jumanji: The Next Level,126.243,6.7,235452,123,71,87,2,11,46.5,5.916,10.1528,33.6946,0.6766550523,125000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-12-13,2019,12,13,800059707,5.400477656,0
Toy Story 4,167.538,7.7,235938,100,97,94,0,3,40.625,3.034,1.027,19.0626,0.2666145426,175000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-21,2019,6,21,1073394593,5.133683389,0
It Chapter Two,234.986,6.5,246287,169,62,78,3,10,39.75,5.146,2.692,20.6664,0.2114137484,79000000,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2019-09-06,2019,9,6,473122525,4.988892722,0
Yesterday,25.387,6.8,147288,116,64,89,2,38,58.375,6.737,4.03,14.9718,0.3591623037,26000000,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-06-28,2019,6,28,154608507,4.946481038,0
John Wick: Chapter 3 - Parabellum,137.19,7.4,323633,130,89,86,3,14,40.25,12.39,3.35,30.072,0.4466268147,55000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019-05-17,2019,5,17,326709727,4.940176855,0
Aladdin,113.138,6.9,255653,128,57,94,1,8,41,17.049,1.609,17.3976,0.6173238526,183000000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-24,2019,5,24,1050693953,4.741497011,0
Late Night,15.036,6.5,36284,102,80,77,3,119,58.625,3.172,3.353,16.9062,0.4152905199,4000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-07,2019,6,7,22386555,4.59663875,0
Good Boys,34.972,6.7,72088,90,80,86,3,34,43.375,5.372,10.4335,8.2008,0.8264150943,20000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-16,2019,8,16,111037232,4.5518616,0
Brightburn,40.814,6.1,93649,90,57,67,3,114,42.25,3.554,3.789,9.303,0.1769646071,6000000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2019-05-24,2019,5,24,32893421,4.482236833,0
Little Women,56.76,7.8,188252,135,95,92,1,72,39.25,11.571,4.672333333,27.815,0.5592864638,40000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019-12-25,2019,12,25,216601214,4.41503035,0
Pet Sematary,46.644,6.5,101649,103,57,33,3,53,37.375,,1.980333333,5.7522,0.1388068517,21000000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2019-04-05,2019,4,5,113118226,4.38658219,0
The Secret Life of Pets 2,77.52,6.5,59729,86,60,90,1,16,57.5,4.69,4.2655,12.9686,0.5918918919,80000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-07,2019,6,7,430051293,4.375641163,0
Midsommar,60.05,7.1,281605,148,83,63,3,87,78.875,18.221,1.6,14.0642,0.169451074,9000000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2019-07-03,2019,7,3,47980982,4.331220222,0
