Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic,TwitterScore,Profit,final_budget,percent_diff
Halloween Kills,20000000,293.89,5.6,69473,105,"Horror,Thriller",40.0,66.0,R,2021-10-15,14.0,27.625,4.231,4.779666667,11.9094,131647155,92002155.0,-0.5131459655,558.235775,20000000.0,0.0
Dog,20000000,127.847,6.5,13801,101,Comedy,76.0,89.0,PG-13,2022-02-18,6.0,87.125,0.0,15.142,13.5788,68000000,59179382.0,0.1691489362,240,15000000.0,0.25
Cyrano,20000000,46.75,6.3,6794,123,"Drama,Musical,Romance",86.0,86.0,PG-13,2022-02-25,31.0,57.375,9.492,3.298333333,15.2502,6089666,3849448.0,0.4949494949,-69.55167,0.0,1.0
OSS 117: From Africa with Love,20400000,14.526,5.9,3435,117,"Action,Comedy",,,,1899-12-30,,18.75,0.0,0.0,7.6008,13450000,,100,-34.06862745,0.0,1.0
Death at a Funeral,21000000,18.533,5.7,49446,92,Comedy,43.0,45.0,R,2010-04-16,77.0,38.0,3.918,5.2516,18.7044,49050886,42739347.0,-0.8290598291,133.5756476,21000000.0,0.0
For Colored Girls,21000000,6.411,6.1,7697,134,Drama,32.0,73.0,R,2010-11-05,85.0,35.75,6.343,0.998,11.6394,37981984,37729698.0,0.3417553191,80.86659048,21000000.0,0.0
Diary of a Wimpy Kid: Rodrick Rules,21000000,35.59,6.6,30329,100,"Comedy,Family",47.0,62.0,PG,2011-03-25,65.0,35.0,3.647,2.6065,18.0628,72526996,52698535.0,-0.5154220779,245.3666476,21000000.0,0.0
Silver Linings Playbook,21000000,43.83,7.7,696176,122,"Comedy,Drama,Romance",92.0,86.0,R,2012-11-16,108.0,65.125,2.742,1.613,24.9848,236412453,132092958.0,0.7912946429,1025.773586,0.0,1.0
The Battleship Island,21000000,35.219,7.1,6955,132,"Action,Drama,History",67.0,80.0,,2017-07-28,,80.25,4.815,0.0,10.2278,46183383,,38.18181818,119.9208714,21000000.0,0.0
Kidnap,21000000,39.393,5.9,36592,95,"Action,Crime,Drama",35.0,50.0,R,2017-08-04,84.0,40.5,8.153,4.684166667,7.274,34814102,30971040.0,-0.2491767289,65.7814381,21000000.0,0.0
Blockers,21000000,42.168,6.2,78062,102,Comedy,84.0,51.0,R,2018-04-06,50.0,46.5,3.399,7.254166667,20.5082,94017294,60311495.0,0.392513369,347.7014,21000000.0,0.0
You Will Meet a Tall Dark Stranger,22000000,9.379,6.3,45441,98,"Comedy,Drama,Romance",46.0,34.0,R,2010-09-22,181.0,63.25,13.842,1.268666667,20.581,35867322,3248246.0,0.4619469027,63.03328182,22000000.0,0.0
Diary of a Wimpy Kid: Dog Days,22000000,30.439,6.3,25273,94,"Comedy,Family",52.0,63.0,PG,2012-08-03,67.0,41.75,3.647,2.6065,20.4726,77229695,49008662.0,-0.2525334414,251.0440682,0.0,1.0
From Up on Poppy Hill,22000000,20.506,7.4,42196,91,"Animation,Comedy,Drama",86.0,79.0,PG,2013-03-15,,46.0,5.116,1.741,9.1844,61459425,,0.6699346405,179.3610227,22000000.0,0.0
Homefront,22000000,40.629,6.5,118278,100,"Action,Crime,Thriller",42.0,61.0,R,2013-11-27,114.0,59.375,5.317,14.72366667,25.7992,48449416,20158898.0,0.4717330862,120.2246182,22000000.0,0.0
Son of God,22000000,193.634,5.8,18866,138,"Biography,Drama,History",21.0,73.0,PG-13,2014-02-28,53.0,43.125,0.0,2.816333333,11.4144,70829270,59700064.0,0.7793103448,221.9512273,22000000.0,0.0
The Hundred-Foot Journey,22000000,15.474,7.3,81714,122,"Comedy,Drama",68.0,81.0,PG,2014-08-08,61.0,20.75,6.687,12.98466667,11.4568,89514453,54240821.0,0.8547008547,306.8838773,0.0,1.0
"Hail, Caesar!",22000000,19.085,6.3,132241,106,"Comedy,Drama,Mystery",86.0,44.0,PG-13,2016-02-05,,,0.0,6.18375,33.535,63647656,,62.54385965,189.3075273,22000000.0,0.0
A Dog's Purpose,22000000,93.827,7.2,70854,100,"Adventure,Comedy,Drama",35.0,73.0,PG,2017-01-27,45.0,52.5,6.687,1.176,13.902,205035819,64508620.0,0.09652996845,831.9809955,22000000.0,0.0
Fist Fight,22000000,33.487,5.6,42217,91,Comedy,25.0,40.0,R,2017-02-17,79.0,27.875,4.721,11.31525,13.9062,41087017,32187017.0,-0.1607992388,86.75916818,25000000.0,0.13636363636363635
Diary of a Wimpy Kid: The Long Haul,22000000,23.752,4.3,8828,91,"Adventure,Comedy,Family",18.0,31.0,PG,2017-05-19,103.0,41.75,3.647,2.6065,7.062,40140972,20738724.0,0.09866017052,82.45896364,22000000.0,0.0
The Nun,22000000,134.206,5.3,135588,96,"Horror,Mystery,Thriller",24.0,35.0,R,2018-09-07,26.0,35.25,3.042,8.8285,11.1638,365550119,117450119.0,0.1164095372,1561.59145,22000000.0,0.0
The Gentlemen,22000000,43.348,7.8,308829,113,"Action,Comedy,Crime",,,,2020-01-24,16.0,48.625,0.0,0.0,13.9538,115171795,36471795.0,0.6157407407,423.5081591,0.0,1.0
The Water Diviner,22500000,13.844,7.0,74655,111,"Drama,History,War",62.0,60.0,R,2015-04-24,174.0,70.625,16.039,1.010666667,11.6914,38176317,4196641.0,0.7573800738,69.67252,22500000.0,0.0
Nocturnal Animals,22500000,58.511,7.5,267575,116,"Drama,Thriller",74.0,73.0,R,2016-11-18,144.0,66.625,3.072,2.67,23.7344,30311857,10663357.0,0.4742268041,34.71936444,22500000.0,0.0
Haywire,23000000,35.203,5.8,86513,93,"Action,Drama,Thriller",80.0,41.0,R,2012-01-20,121.0,44.5,4.052,4.44,15.9636,34513760,18942396.0,0.2744845361,50.05982609,0.0,1.0
The Secret World of Arrietty,23000000,43.767,7.6,89725,94,"Adventure,Animation,Drama",95.0,85.0,G,2012-02-17,120.0,44.0,0.0,3.971,6.0588,148800274,19202743.0,0.5410526316,546.957713,0.0,1.0
Her,23000000,31.562,8.0,588230,126,"Drama,Romance,Sci-Fi",94.0,82.0,R,2014-12-18,106.0,90.25,9.235,5.910666667,22.013,48517427,25568251.0,0.2348565356,110.9453348,0.0,1.0
The Wedding Ringer,23000000,42.492,6.6,74935,101,Comedy,29.0,63.0,R,2015-01-16,47.0,33.5,1.4,2.019,12.6708,79799880,64460211.0,0.6825396825,246.956,23000000.0,0.0
Eddie the Eagle,23000000,20.529,7.4,91770,106,"Biography,Comedy,Drama",81.0,82.0,PG-13,2016-02-26,124.0,55.875,12.482,4.734,13.5242,46152800,15789389.0,0.9421000981,100.6643478,23000000.0,0.0
Shock Wave,23000000,20.214,6.3,3466,119,"Action,Crime,Thriller",67.0,56.0,,2017-05-05,,84.375,7.177,7.4174,7.602,58815633,,8.571428571,155.7201435,40000000.0,0.7391304347826086
The Hate U Give,23000000,24.216,7.4,35337,133,"Crime,Drama",97.0,83.0,PG-13,2018-10-05,100.0,52.375,7.574,4.7325,10.6206,34934009,29719483.0,-0.5594749795,51.88699565,23000000.0,0.0
Green Book,23000000,41.877,8.2,458573,130,"Biography,Comedy,Drama",77.0,91.0,PG-13,2018-11-16,88.0,54.75,11.436,3.2008,15.0656,321752656,85080171.0,0.4335060449,1298.924591,23000000.0,0.0
The Marksman,23000000,240.699,5.6,30162,108,"Action,Adventure,Drama",39.0,83.0,PG-13,2021-01-15,53.0,41.0,4.987,5.3816,20.9218,23076711,15566093.0,0.4471865745,0.333526087,0.0,1.0
Marry Me,23000000,526.595,6.1,19232,112,"Comedy,Music,Romance",60.0,92.0,PG-13,2022-02-11,10.0,42.0,3.188,5.97075,15.8716,49050410,22438180.0,0.5671537926,113.2626522,23000000.0,0.0
Prem Ratan Dhan Payo,23400000,5.24,4.5,21731,164,"Action,Drama,Musical",45.0,47.0,,2015-11-12,173.0,29.75,1.788,0.634,3.1374,67000000,4364639.0,0.4406065712,186.3247863,25350000.0,0.08333333333333333
Ossan's Love: Love or Dead,23422744,2.66,5.9,267,114,"Comedy,Drama,Romance",,,,1899-12-30,,,0.0,0.0,7.057,23422744,,,0,0.0,1.0
22 Bullets,24000000,90.129,6.6,34426,117,"Action,Crime,Drama",46.0,55.0,,1899-12-30,,23.375,4.206,5.3995,7.3802,21695883,,0,-9.6004875,20000000.0,0.16666666666666666
Piranha 3D,24000000,60.238,5.5,89521,88,"Comedy,Horror",13.0,22.0,R,2010-08-20,110.0,73.125,3.842,1.997333333,14.3918,83188165,25003155.0,0.2007434944,246.6173542,0.0,1.0
Faster,24000000,28.517,6.4,106300,98,"Action,Crime,Drama",42.0,52.0,R,2010-11-24,115.0,85.75,7.574,1.17575,21.0736,35626958,23240020.0,0.3071971913,48.44565833,24000000.0,0.0
I Don't Know How She Does It,24000000,25.415,4.9,20291,89,"Comedy,Romance",17.0,32.0,PG-13,2011-09-16,151.0,43.125,4.512,1.426,19.2286,31410151,9662284.0,0.3532338308,30.87562917,24000000.0,0.0
Think Like a Man Too,24000000,30.195,5.7,20885,106,"Comedy,Romance",23.0,59.0,PG-13,2014-06-20,48.0,26.625,1.493,2.638,11.2396,70181428,65182182.0,0.8113054087,192.4226167,24000000.0,0.0
Fences,24000000,46.523,7.2,105982,139,Drama,,,,2016-12-16,100.0,78.25,0.0,0.0,12.6864,64414761,57682904.0,0.3848275862,168.3948375,24000000.0,0.0
Scream,24000000,1038.375,6.5,78085,114,"Horror,Mystery,Thriller",76.0,81.0,R,2022-01-14,5.0,41.5,0.0,7.449,31.3342,139813281,81641405.0,-0.4838979506,482.5553375,0.0,1.0
Taxi 5,24625000,21.979,4.7,9220,102,"Action,Comedy,Crime",0.0,30.0,,1899-12-30,,,13.092,8.055,6.0668,38600000,,,56.75126904,0.0,1.0
Pokémon the Movie: Diancie and the Cocoon of Destruction,24720400,18.705,5.5,1450,76,"Action,Adventure,Animation",,57.0,,1899-12-30,,,6.304,1.69575,7.954,28595105,,,15.67411935,0.0,1.0
The White Storm 2: Drug Lords,25000000,6.944,6.0,1234,99,"Action,Crime",57.0,61.0,,1899-12-30,,44.75,7.177,26.841,10.2102,189396380,,43.75,657.58552,25000000.0,0.0
Nothing to Lose,25000000,15.862,6.7,46155,98,"Action,Adventure,Comedy",,60.0,R,1899-12-30,,,1.176,0.0,14.672,44480039,,,77.920156,0.0,1.0
The Extraordinary Adventures of Adèle Blanc-Sec,25000000,20.506,6.3,21037,107,"Action,Adventure,Comedy",85.0,54.0,PG,1899-12-30,,,8.055,2.169,6.328,34604339,,,38.417356,0.0,1.0
A Monster in Paris,25000000,48.835,6.7,20898,90,"Adventure,Animation,Comedy",87.0,65.0,PG,1899-12-30,,55.875,5.686,8.055,6.9058,26611650,,63.63636364,6.4466,32000000.0,0.28
Kung Fu Jungle,25000000,34.555,6.4,10990,100,"Action,Crime,Thriller",,,,1899-12-30,,34.5,0.0,0.0,8.1782,24070765,,-58.70069606,-3.71694,25800000000000.0,1031999.0
Legend,25000000,98.209,6.9,174131,132,"Biography,Crime,Drama",68.0,68.0,PG-13,2015-11-20,,55.75,5.18,2.944333333,23.549,42972994,,53.98230088,71.891976,0.0,1.0
Dear John,25000000,20.625,6.3,146758,108,"Drama,Mystery,Romance",28.0,55.0,PG-13,2010-02-05,40.0,47.75,6.687,4.197333333,18.6508,114984666,80014842.0,0.7501041233,359.938664,25000000.0,0.0
The Losers,25000000,73.681,6.3,99714,97,"Action,Adventure,Crime",48.0,54.0,PG-13,2010-04-23,114.0,37.25,8.719,3.249,18.1324,29397654,23591432.0,-0.4524109015,17.590616,25000000.0,0.0
Nanny McPhee Returns,25000000,40.558,6.1,32022,109,"Comedy,Family,Fantasy",75.0,55.0,PG,2010-08-20,101.0,42.75,4.132,3.537333333,21.1622,123276807,29011215.0,0.5654169855,393.107228,35000000.0,0.4
My Soul to Take,25000000,9.422,4.7,20419,107,"Horror,Mystery,Thriller",10.0,26.0,R,2010-10-08,132.0,41.0,7.502,3.335666667,8.672,21500813,14744435.0,-0.02743142145,-13.996748,25000000.0,0.0
No Strings Attached,25000000,103.159,6.2,226314,108,"Comedy,Romance",48.0,51.0,R,2011-01-21,48.0,41.75,13.345,5.573666667,15.5732,149228077,70662220.0,0.1108968177,496.912308,25000000.0,0.0
The Eagle,25000000,18.161,6.2,69324,114,"Action,Adventure,Drama",39.0,41.0,PG-13,2011-02-11,125.0,64.875,3.906,1.94,17.5286,37989684,19490041.0,0.5802469136,51.958736,25000000.0,0.0
Madea's Big Happy Family,25000000,13.728,4.7,8058,106,"Comedy,Drama",38.0,74.0,PG-13,2011-04-22,64.0,30.25,6.343,3.337,6.1948,54161287,53345287.0,0.9315344342,116.645148,0.0,1.0
The Help,25000000,193.927,8.1,447542,146,Drama,76.0,89.0,PG-13,2011-08-10,11.0,60.875,9.105,4.141333333,20.8442,216639112,169708112.0,0.837559089,766.556448,25000000.0,0.0
Don't Be Afraid of the Dark,25000000,29.924,5.5,48503,99,"Fantasy,Horror,Thriller",71.0,58.0,,2011-08-26,115.0,45.375,3.109,0.6,13.2606,38269529,24046682.0,-0.03602882306,53.078116,25000000.0,0.0
Warrior,25000000,96.281,8.2,461346,140,"Action,Drama,Sport",84.0,92.0,PG-13,2011-09-09,137.0,83.625,4.501,2.5505,24.2792,23308615,13657115.0,0.531941809,-6.76554,0.0,1.0
The Sitter,25000000,17.095,5.6,70384,81,Comedy,22.0,39.0,R,2011-12-09,110.0,43.75,4.231,7.372,9.783,34942188,30441326.0,0.4509516837,39.768752,25000000.0,0.0
Contraband,25000000,76.502,6.4,121435,109,"Action,Crime,Drama",51.0,57.0,R,2012-01-13,40.0,37.375,7.521,13.4754,22.7404,96262212,66528000.0,0.4301675978,285.048848,0.0,1.0
The Grey,25000000,113.738,6.8,250058,117,"Action,Adventure,Drama",,,R,2012-01-27,64.0,74.125,2.588,10.269,19.4136,79781695,51580236.0,59.61214165,219.12678,0.0,1.0
The Lucky One,25000000,25.489,6.5,107097,101,"Drama,Mystery,Romance",20.0,67.0,PG-13,2012-04-20,50.0,51.625,1.943,4.2235,15.4966,99357138,60457138.0,0.8638573744,297.428552,0.0,1.0
The Odd Life of Timothy Green,25000000,15.054,6.6,46651,105,"Comedy,Drama,Family",36.0,67.0,PG,2012-08-15,62.0,54.375,1.364,1.404666667,12.1254,56012642,51854875.0,-0.5150040552,124.050568,25000000.0,0.0
Parental Guidance,25000000,19.996,6.0,25798,105,"Comedy,Family",18.0,59.0,PG,2012-12-25,98.0,31.25,3.44,8.882333333,14.706,119772232,77267296.0,0.7292576419,379.088928,0.0,1.0
Pain & Gain,25000000,93.616,6.4,213437,129,"Action,Comedy,Crime",50.0,47.0,R,2013-04-26,69.0,45.375,16.464,6.564,24.6468,87305549,49875291.0,0.4541176471,249.222196,0.0,1.0
Lee Daniels' The Butler,25000000,18.271,7.2,113781,132,"Biography,Drama",72.0,78.0,PG-13,2013-08-16,25.0,49.875,1.862,1.2966,8.4914,177313795,116632095.0,0.5453277545,609.25518,30000000.0,0.2
The Counselor,25000000,17.534,5.4,100233,117,"Crime,Drama,Thriller",34.0,23.0,R,2013-10-25,127.0,44.125,10.645,4.075,21.5534,71009334,16973715.0,0.1262433053,184.037336,25000000.0,0.0
Draft Day,25000000,12.238,6.8,59160,110,"Drama,Sport",60.0,65.0,PG-13,2014-04-11,97.0,64.625,13.345,5.861,16.7802,29824199,28842237.0,0.556561086,19.296796,25000000.0,0.0
Million Dollar Arm,25000000,13.979,7.0,45622,124,"Biography,Drama,Sport",64.0,68.0,PG,2014-05-16,86.0,66.875,4.636,2.544333333,12.9944,38483455,36457627.0,0.6612021858,53.93382,25000000.0,0.0
The Giver,25000000,20.535,6.4,117619,97,"Drama,Romance,Sci-Fi",35.0,55.0,PG-13,2014-08-15,75.0,43.0,7.575,7.891333333,14.763,66980456,45090374.0,0.834797891,167.921824,25000000.0,0.0
The Gambler,25000000,16.218,6.0,69721,111,"Crime,Drama,Thriller",,,,2014-12-25,119.0,25.5,2.588,0.0,21.8372,39280992,33680992.0,0.3288888889,57.123968,31000000.0,0.24
August: Osage County,25000000,10.619,7.2,89313,121,"Comedy,Drama",67.0,65.0,R,2014-12-27,85.0,60.5,3.117,7.9715,16.2228,74188937,37738810.0,0.5298346513,196.755748,25000000.0,0.0
The Age of Adaline,25000000,37.372,7.2,170846,112,"Drama,Fantasy,Romance",55.0,67.0,PG-13,2015-04-24,70.0,41.625,2.824,1.011333333,11.3842,65663276,42629776.0,0.6405325444,162.653104,25000000.0,0.0
Shaun the Sheep Movie,25000000,22.151,7.3,40109,85,"Adventure,Animation,Comedy",99.0,81.0,PG,2015-08-05,107.0,39.375,0.0,0.911,2.6334,106209378,19375982.0,0.7965397924,324.837512,25000000.0,0.0
The Transporter Refueled,25000000,54.659,5.2,41706,96,"Action,Thriller",15.0,30.0,PG-13,2015-09-04,119.0,39.75,0.6,4.8155,9.0562,72629670,16029670.0,0.445482866,190.51868,22000000.0,0.12
The 33,25000000,17.716,6.9,37731,127,"Biography,Drama,History",48.0,59.0,PG-13,2015-11-13,134.0,44.0,1.553,1.707333333,13.8008,27972023,12227722.0,0.5599435825,11.888092,26000000.0,0.04
The Night Before,25000000,23.328,6.4,73560,101,"Comedy,Fantasy",,,,2015-11-20,68.0,35.375,0.0,0.0,15.8992,52395996,43047372.0,0.2599231754,109.583984,33000000.0,0.32
Mother's Day,25000000,16.688,5.6,36692,118,"Comedy,Drama,Romance",,,,2016-04-29,85.0,64.0,0.6,0.7985,17.333,48782670,32492859.0,0.7609297178,95.13068,25000000.0,0.0
Masterminds,25000000,23.712,5.8,54796,95,"Biography,Comedy,Crime",,,,2016-09-30,120.0,27.375,0.0,0.0,21.8568,29674699,17368022.0,0.40367597,18.698796,25000000.0,0.0
Rings,25000000,51.009,4.5,40172,102,"Drama,Horror,Mystery",8.0,23.0,PG-13,2017-02-03,90.0,68.75,0.652,6.1795,16.0628,83080890,27793018.0,0.4045226131,232.32356,0.0,1.0
Beauty and the Beast,25000000,113.47,8.1,439029,84,"Animation,Family,Fantasy",71.0,80.0,PG,2017-03-17,2.0,42.125,9.832,2.601,7.8156,424967620,504014165.0,0.9189189189,1599.87048,0.0,1.0
Beauty and the Beast,25000000,113.47,8.1,439029,84,"Animation,Family,Fantasy",71.0,80.0,PG,2017-03-17,2.0,42.125,9.832,2.601,7.8156,424967620,504014165.0,0.9189189189,1599.87048,0.0,1.0
CHIPS,25000000,27.684,6.0,46321,100,"Action,Comedy,Crime",19.0,45.0,R,2017-03-24,107.0,66.125,11.171,2.6165,14.7378,26800152,18600152.0,0.4759152216,7.200608,25000000.0,0.0
Going in Style,25000000,38.476,6.6,83791,96,"Comedy,Crime",47.0,57.0,PG-13,2017-04-07,61.0,27.0,21.484,0.732,22.7394,84918541,45018541.0,0.7179176755,239.674164,25000000.0,0.0
Boo 2! A Madea Halloween,25000000,28.416,3.8,4700,101,"Comedy,Drama,Horror",4.0,40.0,PG-13,2017-10-20,56.0,,6.343,2.09575,4.976,48333932,47319572.0,0.4920863309,93.335728,25000000.0,0.0
Father Figures,25000000,15.158,5.5,19532,113,"Comedy,Drama",17.0,25.0,R,2017-12-22,125.0,28.25,2.67,5.405,17.1286,25601244,17501244.0,0.4574898785,2.404976,25000000.0,0.0
Hidden Figures,25000000,136.081,7.8,221031,127,"Biography,Drama,History",93.0,93.0,PG,2017-12-25,20.0,42.125,5.802,4.7326,16.914,235956898,169607287.0,0.6049382716,843.827592,25000000.0,0.0
Peppermint,25000000,37.484,6.5,63843,101,"Action,Thriller",13.0,70.0,R,2018-09-07,84.0,39.75,5.051,3.17075,10.1882,53918723,35418723.0,0.5137614679,115.674892,25000000.0,0.0
Johnny English Strikes Again,25000000,33.032,6.2,71900,89,"Action,Adventure,Comedy",37.0,49.0,PG,2018-10-26,179.0,59.125,1.158,4.1904,16.068,158970776,4412170.0,-0.3626556017,535.883104,25000000.0,0.0
Mary Queen of Scots,25000000,20.135,6.3,49019,124,"Biography,Drama,History",62.0,41.0,R,2018-12-07,142.0,80.875,2.423,3.611333333,17.9948,46712809,16468499.0,0.2900874636,86.851236,25000000.0,0.0
Scary Stories to Tell in the Dark,25000000,48.178,6.2,73298,108,"Adventure,Horror,Mystery",77.0,72.0,PG-13,2019-08-09,42.0,32.875,2.251,3.205,10.3454,104545505,68947075.0,-0.6028667791,318.18202,28000000.0,0.12
A Beautiful Day in the Neighborhood,25000000,18.805,7.3,76062,109,"Biography,Drama",95.0,92.0,PG,2019-11-22,49.0,44.5,6.448,1.6665,10.3072,67925733,61704055.0,0.9437976716,171.702932,25000000.0,0.0
Bill & Ted Face the Music,25000000,17.531,5.9,44126,91,"Adventure,Comedy,Music",82.0,66.0,PG-13,2020-08-28,60.0,20.625,5.811,2.172,21.639,6274027,3498714.0,0.6938300349,-74.903892,0.0,1.0
Just Mercy,25000000,23.884,7.6,63867,137,"Biography,Crime,Drama",85.0,99.0,PG-13,2020-12-25,17.0,37.75,7.225,7.648333333,15.8324,50401502,36001502.0,0.5331312256,101.606008,25000000.0,0.0
Candyman,25000000,103.595,5.9,51765,91,"Horror,Thriller",84.0,72.0,R,2021-08-27,20.0,39.25,2.823,5.306333333,6.935,77411570,61186570.0,0.1611013474,209.64628,0.0,1.0
The French Dispatch,25000000,75.685,7.2,98283,107,"Comedy,Drama,Romance",75.0,76.0,R,2021-10-22,52.0,38.75,11.936,5.242666667,19.3048,46281956,16124375.0,0.490224475,85.127824,25000000.0,0.0
An Officer and a Spy,25300000,13.609,7.2,17500,132,"Drama,History,Thriller",76.0,83.0,,1899-12-30,,66.5,10.168,1.388,11.0218,18878658,,32.94117647,-25.38079842,24000000.0,0.05138339920948617
La vérité si je mens! 3,25496629,6.124,5.3,1762,112,Comedy,,22.0,,1899-12-30,,,0.698,0.0,4.4892,40928635,,,60.52567184,0.0,1.0
Legion,26000000,231.369,5.2,104018,100,"Action,Fantasy,Horror",,14.0,TV14,2010-01-22,81.0,59.875,1.585,1.637,15.2046,67918658,40168080.0,0.3363518758,161.2256077,26000000.0,0.0
The Raven,26000000,48.667,6.4,84650,110,"Crime,Mystery,Thriller",22.0,46.0,R,2012-04-27,130.0,54.75,7.18,2.084,21.1372,29699345,16008272.0,0.5580110497,14.22825,0.0,1.0
Lawless,26000000,56.111,7.2,239282,116,"Biography,Crime,Drama",66.0,74.0,R,2012-08-29,91.0,75.5,2.142,3.16725,29.02,55404159,37400127.0,0.5388888889,113.0929192,0.0,1.0
Delivery Man,26000000,22.266,6.3,78258,105,"Comedy,Drama",40.0,47.0,PG-13,2013-11-22,95.0,46.0,1.909,1.012,19.5926,53120346,30664106.0,0.3822450477,104.3090231,26000000.0,0.0
The Best of Me,26000000,28.98,6.7,70830,118,"Drama,Romance",,0.0,,2014-10-17,100.0,50.25,0.6,0.0,17.9284,38609668,26766213.0,0.8770226537,48.49872308,26000000.0,0.0
Self/less,26000000,32.691,6.5,97887,117,"Action,Mystery,Sci-Fi",,,R,2015-07-10,132.0,24.75,0.6,0.6,22.5694,31807156,12279691.0,0.8120503597,22.33521538,26000000.0,0.0
Bad Santa 2,26000000,20.508,5.6,25377,92,"Comedy,Crime,Drama",23.0,34.0,R,2016-11-23,119.0,38.0,4.04,1.352,12.9806,24079268,17782178.0,-0.5602137279,-7.387430769,26000000.0,0.0
Yesterday,26000000,25.387,6.8,147288,116,"Comedy,Fantasy,Music",64.0,89.0,PG-13,2019-06-28,38.0,58.375,6.737,4.03,14.9718,154608507,73286650.0,0.3591623037,494.6481038,41300000.0,0.5884615384615385
PAW Patrol: The Movie,26000000,654.219,6.2,5533,86,"Action,Adventure,Animation",80.0,97.0,G,2021-08-20,32.0,39.625,3.623,0.648,6.8954,144327371,40127371.0,0.5673141326,455.1052731,26000000.0,0.0
Eiffel,26000000,23.207,6.2,2730,108,"Biography,Drama,History",80.0,,,2022-04-15,,93.875,3.084,0.0,12.2876,13082620,,34.98935415,-49.68223077,0.0,1.0
Limitless,27000000,99.046,7.4,558787,105,"Sci-Fi,Thriller",69.0,74.0,PG-13,2011-03-18,41.0,41.75,7.174,3.046333333,21.4558,161849455,79249455.0,0.6384947563,499.4424259,27000000.0,0.0
Spy Kids 4: All the Time in the World,27000000,35.755,3.5,25015,89,"Action,Adventure,Animation",,,,2011-08-19,81.0,40.875,0.0,0.0,9.2198,85564310,38538188.0,0.5233160622,216.9048519,27000000.0,0.0
Money Monster,27000000,18.442,6.5,98959,98,"Crime,Drama,Mystery",59.0,50.0,R,2016-05-13,72.0,28.375,27.031,7.6355,15.5414,93282604,41012075.0,0.5079113924,245.4911259,27400000.0,0.014814814814814815
Dear Evan Hansen,27500000,56.418,6.1,10975,137,"Drama,Musical",29.0,88.0,PG-13,2021-09-24,56.0,45.25,9.003,2.169,14.489,19046191,15002646.0,0.5211389129,-30.74112364,28000000.0,0.01818181818181818
Rien à déclarer,28000000,8.036,6.4,14209,108,Comedy,,,,1899-12-30,,,0.0,0.0,3.4218,93811164,,,235.0398714,0.0,1.0
Kick-Ass,28000000,75.253,7.6,551080,117,"Action,Comedy,Crime",76.0,81.0,R,2010-04-16,70.0,44.0,13.649,9.6025,27.5612,96188903,48071303.0,0.4342194956,243.5317964,28000000.0,0.0
30 Minutes or Less,28000000,59.899,6.1,99236,83,"Action,Comedy,Crime",45.0,40.0,R,2011-08-12,91.0,45.125,16.871,6.349,15.1046,40662632,37053924.0,0.6110744891,45.22368571,28000000.0,0.0
Shark Night,28000000,19.711,4.0,25852,90,"Horror,Thriller",18.0,22.0,PG-13,2011-09-02,126.0,40.625,6.923,2.099666667,12.0416,41363927,18877153.0,0.1300940439,47.72831071,25000000.0,0.10714285714285714
Safe Haven,28000000,15.371,6.7,109700,115,"Drama,Romance,Thriller",14.0,67.0,PG-13,2013-02-14,49.0,51.25,6.687,3.49375,9.1072,97594140,71349120.0,0.8371195885,248.5505,0.0,1.0
Kick-Ass 2,28000000,66.361,6.5,267703,103,"Action,Comedy,Crime",32.0,57.0,R,2013-08-16,97.0,49.25,5.646,5.9995,22.786,60795985,28795985.0,0.497716895,117.1285179,28000000.0,0.0
Last Vegas,28000000,29.691,6.6,131855,105,"Comedy,Drama",46.0,59.0,PG-13,2013-11-01,58.0,46.125,6.951,0.91,18.7884,134402450,63914167.0,0.7065637066,380.00875,28000000.0,0.0
3 Days to Kill,28000000,20.469,6.2,92538,117,"Action,Drama,Thriller",28.0,43.0,PG-13,2014-02-21,93.0,44.625,6.819,1.595,28.5584,53260230,30697999.0,-0.8329818642,90.21510714,28000000.0,0.0
Brick Mansions,28000000,36.503,5.6,42017,90,"Action,Crime,Thriller",26.0,47.0,PG-13,2014-04-25,114.0,53.625,0.6,0.804,11.979,71416730,20396829.0,0.6732804233,155.05975,28000000.0,0.0
A Walk Among the Tombstones,28000000,77.602,6.5,119735,114,"Action,Crime,Drama",68.0,53.0,R,2014-09-19,101.0,37.0,7.779,5.545,23.4044,58834384,26307600.0,0.7599351176,110.1228,28000000.0,0.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,23.257,6.2,43669,81,"Comedy,Drama,Family",62.0,58.0,PG,2014-10-10,,32.0,6.552,11.93766667,14.9384,100654149,,-98.47939176,259.4791036,28000000.0,0.0
Straight Outta Compton,28000000,71.291,7.8,196169,147,"Biography,Drama,History",89.0,91.0,R,2015-08-14,19.0,40.75,5.49,4.974666667,7.6626,201634991,161197785.0,0.6054545455,620.1249679,0.0,1.0
American Ultra,28000000,34.367,6.1,90345,96,"Action,Comedy",44.0,45.0,R,2015-08-21,123.0,36.75,1.764,1.5586,19.3604,27262374,14440985.0,0.4618226601,-2.634378571,28000000.0,0.0
