Movie Title,budget,tmdb_popularity,imdbRating,imdbNumVotes,runtimeMinutes,genres,Score_Rotten,Score_Rotten_Audience,Rating,Release-Date,NumTheatres,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,Revenue-Worldwide,Revenue-Domestic,TwitterScore,Profit,final_budget,percent_diff
The Peanut Butter Falcon,0,22.906,7.6,88580,97,"Adventure,Comedy,Drama",95.0,96.0,PG-13,2019-08-09,105.0,42.125,0.0,1.60725,9.4382,23712090,20457151.0,0.6285452882,#DIV/0!,6200000.0,inf
Line Walker 2: Invisible Spy,0,7.31,6.1,805,98,"Action,Crime,Thriller",86.0,73.0,,2019-08-16,,52.5,2.288,0.0,8.5152,99482027,,61.53846154,#DIV/0!,0.0,0.0
The Battle: Roar to Victory,0,6.958,6.3,684,135,"Action,Drama,History",,100.0,,2019-08-16,,28.75,2.451,2.134,12.7614,34148707,,-30.82706767,#DIV/0!,0.0,0.0
Overcomer,0,153.586,6.6,4756,119,"Drama,Family,Sport",56.0,98.0,PG,2019-08-23,76.0,33.5,3.808,1.441333333,1.8712,38026103,34746945.0,0.6304849885,#DIV/0!,5000000.0,inf
Judy,0,18.215,6.8,49181,118,"Biography,Drama,Romance",82.0,85.0,PG-13,2019-09-27,92.0,63.75,1.933,1.176,15.697,45701880,24313888.0,0.3983193277,#DIV/0!,10000000.0,inf
Harriet,0,18.089,6.6,25649,125,"Action,Biography,Drama",73.0,97.0,PG-13,2019-11-01,64.0,41.5,10.175,1.060333333,6.4872,43347017,43082155.0,0.4183844011,#DIV/0!,17000000.0,inf
Better Days,0,2.278,4.9,115,89,"Comedy,Drama",97.0,97.0,,2019-11-08,,64.75,8.747,0.6,1.799,225918798,,84.19102511,#DIV/0!,0.0,0.0
My Dear Liar,0,2.016,6.4,291,116,Drama,,,,2019-11-08,,19.875,1.4,0.0,5.0774,31177968,,-13.04347826,#DIV/0!,0.0,0.0
Dark Waters,0,24.385,7.6,82889,126,"Biography,Drama,History",89.0,95.0,PG-13,2019-11-22,130.0,50.5,4.581,6.715,24.9236,23108017,11136084.0,0.2523571825,#DIV/0!,0.0,0.0
Sheep Without a Shepherd,0,5.856,6.8,1394,112,"Crime,Drama,Thriller",100.0,,,2019-12-19,,23.5,1.586,0.0,6.8132,191602146,,8.139534884,#DIV/0!,0.0,0.0
Only Cloud Knows,0,3.058,5.9,324,132,"Drama,Romance",75.0,78.0,,2019-12-20,,21.25,5.947,0.0,5.5418,23410836,,48.03149606,#DIV/0!,0.0,0.0
Simmba,0,5.947,5.7,23205,158,"Action,Comedy,Crime",27.0,41.0,,2019-12-28,184.0,24.5,3.007,1.71725,2.7226,51329025,5102129.0,0.5346097202,#DIV/0!,10400000.0,inf
Chhapaak,0,2.507,4.9,26817,120,"Biography,Drama",88.0,85.0,,2020-01-10,117.0,28.5,1.96,2.130666667,2.3868,6532100,604334.0,0.2308578008,#DIV/0!,4680000.0,inf
Weathering with You,0,171.711,7.5,35856,112,"Animation,Drama,Fantasy",92.0,96.0,PG-13,2020-01-15,47.0,58.5,15.072,3.734666667,6.6584,193932489,8056636.0,0.561659848,#DIV/0!,0.0,0.0
The Man Standing Next,0,10.279,6.9,3028,114,"Drama,History,Thriller",83.0,100.0,,2020-01-31,,42.375,1.025,0.8125,8.7816,34664900,,44.13793103,#DIV/0!,0.0,0.0
Downhill,0,12.445,3.4,683,82,"Action,Horror,Sport",37.0,14.0,R,2020-02-14,46.0,33.125,0.0,3.811,2.2422,8899195,8287061.0,0.2403189066,#DIV/0!,0.0,0.0
Emma.,0,29.439,6.7,47979,124,"Comedy,Drama,Romance",,66.0,,2020-02-21,40.0,64.875,1.987,0.0,25.5104,26404660,10055355.0,0.5362479247,#DIV/0!,10000000.0,inf
My Boyfriend's Meds,0,20.7,4.6,425,100,Comedy,,,,2020-02-21,64.0,41.25,0.0,0.0,11.8862,6292780,2971116.0,0.4174757282,#DIV/0!,0.0,0.0
My Hero Academia: Heroes Rising,0,308.081,7.9,7413,104,"Action,Adventure,Animation",90.0,98.0,PG-13,2020-02-26,33.0,45.625,8.866,0.0,9.8044,29971229,13651826.0,0.9695390782,#DIV/0!,0.0,0.0
My Spy,0,25.376,6.3,29333,99,"Action,Comedy",49.0,38.0,PG-13,2020-06-26,,43.25,5.603,5.676142857,13.2568,10200000,,63.96782842,#DIV/0!,18000000.0,inf
The Real Exorcist,0,0.84,5.8,31,108,Fantasy,,,PG-13,2020-08-28,,42.25,0.0,0.0,1.1724,5035830,,0,#DIV/0!,0.0,0.0
The Broken Hearts Gallery,0,10.406,6.3,7247,109,"Comedy,Romance",79.0,88.0,PG-13,2020-09-11,56.0,42.5,1.553,0.6,13.5514,4781389,4067442.0,83.50515464,#DIV/0!,8000000.0,inf
Break the Silence: The Movie,0,11.959,8.2,775,89,"Documentary,Music",,97.0,,2020-09-24,,80.0,1.616,0.0,6.5354,8954345,,28.81587953,#DIV/0!,0.0,0.0
A Rainy Day in New York,0,1.598,6.5,41623,92,"Comedy,Romance",47.0,55.0,PG-13,2020-10-09,,78.125,13.842,1.3215,21.6298,23794991,,-34.45945946,#DIV/0!,25000000.0,inf
"My People, My Homeland",0,3.699,6.5,765,153,Drama,,90.0,,2020-10-09,,36.0,9.108,0.0,8.3758,422390820,,70.99236641,#DIV/0!,0.0,0.0
Honest Thief,0,146.87,6.0,47746,99,"Action,Crime,Drama",39.0,87.0,PG-13,2020-10-09,32.0,68.0,6.968,2.4118,19.436,31220247,14163574.0,0.2288329519,#DIV/0!,30000000.0,inf
100% Wolf,0,137.427,5.7,1642,96,"Adventure,Animation,Comedy",67.0,47.0,PG,2020-10-09,130.0,49.125,1.823,0.609666667,14.8062,8284355,658764.0,0.2447629548,#DIV/0!,0.0,0.0
Twiceborn,0,1.2,4.6,42,135,Drama,,,PG,2020-10-16,,37.75,0.609,0.0,2.4888,5880157,,16.2745098,#DIV/0!,0.0,0.0
Beasts Clawing at Straws,0,48.18,7.1,4105,108,"Crime,Drama,Thriller",95.0,87.0,,2020-10-21,,60.25,0.0,1.351,7.285,5796059,,20.63492063,#DIV/0!,0.0,0.0
After We Collided,0,293.241,5.3,29065,105,"Drama,Romance",13.0,93.0,R,2020-10-23,103.0,31.125,3.912,3.719333333,13.3242,47990414,2386483.0,0.262992126,#DIV/0!,0.0,0.0
The Empty Man,0,54.438,6.2,24963,137,"Horror,Mystery,Thriller",76.0,39.0,R,2020-10-23,63.0,33.25,1.166,0.992,11.1466,4796993,2992948.0,-0.5708630245,#DIV/0!,16000000.0,inf
Let Him Go,0,12.586,6.7,24059,113,"Crime,Drama,Thriller",84.0,76.0,R,2020-11-06,44.0,45.125,1.285,1.404,14.4598,11630934,9358025.0,0.172379533,#DIV/0!,0.0,0.0
Fate/Stay Night: Heaven's Feel - III. Spring Song,0,19.296,8.0,1742,120,"Action,Adventure,Animation",,,,2020-11-18,184.0,,0.0,0.0,5.973,20150000,200000.0,0.03370786517,#DIV/0!,0.0,0.0
Fatale,0,17.658,5.4,9618,102,Thriller,45.0,88.0,R,2020-12-18,68.0,54.375,1.4,8.341333333,9.8626,7031289,6306897.0,0.4386666667,#DIV/0!,0.0,0.0
Shock Wave 2,0,16.135,6.6,2127,120,"Action,Crime,Thriller",87.0,,,2020-12-24,,32.5,7.177,26.841,8.1424,198921659,,-13.76146789,#DIV/0!,40000000.0,inf
Promising Young Woman,0,26.58,7.5,156997,113,"Crime,Drama,Mystery",90.0,87.0,R,2020-12-25,81.0,53.25,8.28,7.080166667,18.1478,17192816,6460965.0,0.6930902925,#DIV/0!,10000000.0,inf
Skyfire,0,20.173,5.3,2856,97,"Action,Adventure,Drama",52.0,,,2021-02-12,,58.875,4.522,1.2885,8.0432,24800000,,40.09009009,#DIV/0!,0.0,0.0
A Writer's Odyssey,0,35.702,6.2,2427,130,"Action,Adventure,Fantasy",93.0,77.0,,2021-02-12,,25.125,0.828,0.0,8.3842,150123320,,52.5,#DIV/0!,0.0,0.0
The Mauritanian,0,21.999,7.4,47789,129,"Biography,Drama,Thriller",75.0,83.0,R,2021-02-12,135.0,49.75,3.906,5.596222222,22.2494,7527030,836536.0,0.4689922481,#DIV/0!,0.0,0.0
The Father,0,32.615,8.3,130774,97,"Drama,Mystery",89.0,63.0,R,2021-02-26,108.0,89.75,2.346,4.543,15.9174,23740378,2122771.0,0.2923408846,#DIV/0!,6000000.0,inf
The Courier,0,124.652,7.2,52875,112,"Drama,History,Thriller",85.0,95.0,PG-13,2021-03-19,77.0,48.25,2.37,1.70525,17.8048,26001227,6613432.0,0.3624309392,#DIV/0!,0.0,0.0
The Vault,0,246.329,6.4,22118,118,"Action,Adventure,Thriller",60.0,53.0,R,2021-03-26,,87.625,7.13,7.8632,14.4294,8808878,,41.84914842,#DIV/0!,16200000.0,inf
Violet Evergarden: The Movie,0,29.644,8.4,5365,140,"Animation,Drama,Fantasy",100.0,99.0,,2021-03-30,,61.0,6.174,0.0,12.0704,20339624,,48.10495627,#DIV/0!,0.0,0.0
My Wonderful Wanda,0,2.262,6.5,280,111,"Comedy,Drama",70.0,,,2021-04-23,,24.625,0.972,2.1095,6.1546,202048,,100,#DIV/0!,0.0,0.0
Cliff Walkers,0,6.341,6.6,1891,120,"Crime,Drama,Thriller",79.0,77.0,,2021-04-30,,25.375,9.165,0.0,7.1486,181325565,,60.28880866,#DIV/0!,0.0,0.0
The Dry,0,15.558,6.9,22255,117,"Crime,Drama,Mystery",90.0,89.0,R,2021-05-21,168.0,94.125,1.527,4.5766,8.109,17392594,364237.0,0.4092602448,#DIV/0!,0.0,0.0
Masquerade,0,134.062,3.8,768,80,"Horror,Thriller",14.0,32.0,,2021-07-30,,88.0,2.588,1.742333333,11.4266,94268432,,0.3511166253,#DIV/0!,0.0,0.0
Chinese Doctors,0,3.24,4.6,423,129,Drama,,,,2021-07-30,,38.375,4.418,1.586,7.2682,197143218,,2.976190476,#DIV/0!,0.0,0.0
Escape from Mogadishu,0,18.357,7.1,3957,121,"Action,Drama,Thriller",95.0,87.0,,2021-08-06,182.0,59.625,4.815,11.35,5.2444,29861163,346271.0,0.5951807229,#DIV/0!,1920000.0,inf
Howling Village,0,9.251,4.9,789,108,"Horror,Mystery,Thriller",50.0,62.0,,2021-08-13,,59.625,5.208,2.579,5.5668,13394556,,-47.25274725,#DIV/0!,0.0,0.0
Raging Fire,0,10.51,6.6,3610,126,"Action,Adventure,Crime",91.0,100.0,,2021-08-13,183.0,49.25,1.543,10.811,11.1164,205846481,385305.0,-0.5730075625,#DIV/0!,0.0,0.0
Respect,0,51.148,6.5,11397,145,"Biography,Drama,Music",68.0,95.0,PG-13,2021-08-13,44.0,60.5,1.176,1.4035,7.6502,32104126,24278399.0,0.6465269215,#DIV/0!,55000000.0,inf
The Night House,0,39.195,6.5,38018,107,"Horror,Mystery,Thriller",87.0,69.0,R,2021-08-20,72.0,32.25,4.032,3.379666667,13.8538,15437703,7100581.0,0.1961560204,#DIV/0!,0.0,0.0
The Protégé,0,176.378,6.1,26900,109,"Action,Thriller",61.0,82.0,R,2021-08-20,71.0,21.125,5.754,2.5528,21.4206,8282208,7446823.0,,#DIV/0!,0.0,0.0
Mayday,0,5.098,4.1,1126,100,"Drama,Fantasy,Mystery",50.0,38.0,,2021-10-01,,78.75,0.6,0.7235,15.2142,5011408,,21.19815668,#DIV/0!,0.0,0.0
The Addams Family 2,0,355.586,5.4,9713,93,"Adventure,Animation,Comedy",28.0,69.0,PG,2021-10-01,22.0,26.125,0.0,2.9625,35.9362,119815153,56489153.0,0.3747412008,#DIV/0!,0.0,0.0
Venom: Let There Be Carnage,0,1378.22,6.0,187508,97,"Action,Adventure,Sci-Fi",59.0,84.0,PG-13,2021-10-01,3.0,31.0,21.166,10.502,24.302,502050366,213550366.0,0.4549098196,#DIV/0!,110000000.0,inf
"My Country, My Parents",0,5.293,6.0,308,157,Drama,,,,2021-10-08,,24.625,0.0,0.0,12.253,221701823,,21.75502742,#DIV/0!,0.0,0.0
De Gaulle,0,8.29,6.1,1445,108,"Biography,Drama,History",40.0,,,2021-10-22,,92.75,1.686,0.826,6.0572,7501454,,15.90296496,#DIV/0!,0.0,0.0
Ron's Gone Wrong,0,643.343,7.1,28367,107,"Adventure,Animation,Comedy",80.0,94.0,PG,2021-10-22,47.0,44.25,0.0,0.933,13.8272,60692022,23009270.0,-0.2991890738,#DIV/0!,0.0,0.0
Cloudy Mountain,0,2.899,5.8,390,114,"Action,Adventure,Drama",,82.0,,2021-10-22,,35.5,13.147,0.0,3.1286,58281703,,50.63291139,#DIV/0!,0.0,0.0
My Hero Academia: World Heroes' Mission,0,1349.082,7.4,2885,104,"Action,Adventure,Animation",86.0,95.0,PG-13,2021-10-29,62.0,35.875,8.866,0.0,12.7086,46850819,12271658.0,0.9596655189,#DIV/0!,0.0,0.0
Antlers,0,431.437,5.9,30427,99,"Drama,Horror,Mystery",60.0,68.0,R,2021-10-29,65.0,42.25,9.999,6.576,13.0036,18867659,10619670.0,0.2717316906,#DIV/0!,0.0,0.0
Belfast,0,32.3,7.3,51989,98,"Biography,Drama,History",86.0,92.0,PG-13,2021-11-12,74.0,81.125,27.071,7.33475,12.1116,42845489,9250870.0,0.5148188804,#DIV/0!,0.0,0.0
Anita,0,10.914,5.1,1593,95,Drama,67.0,,,2021-11-12,147.0,90.5,0.0,0.0,5.5448,15026604,556632.0,0.6356945722,#DIV/0!,0.0,0.0
The Battle at Lake Changjin,0,9.326,5.3,2448,176,"Action,Drama,History",25.0,100.0,,2021-11-19,170.0,69.0,0.0,2.0722,8.0004,902540935,342411.0,-0.6911392405,#DIV/0!,0.0,0.0
Boiling Point,0,66.021,7.5,12866,92,"Drama,Thriller",99.0,87.0,R,2021-11-19,,80.625,4.659,1.11,10.2688,705045,,-1.722391084,#DIV/0!,0.0,0.0
Railway Heroes,0,3.361,5.8,176,124,"Drama,History,War",,100.0,,2021-11-25,,24.125,0.0,1.552333333,4.882,17223542,,81.00890208,#DIV/0!,0.0,0.0
Aline,0,10.614,6.4,1337,128,"Biography,Comedy,Drama",59.0,90.0,PG-13,2021-11-26,144.0,80.25,2.919,1.682,1.4534,11088435,607041.0,0.6074074074,#DIV/0!,0.0,0.0
